Player,Nation,Pos,Secondary_Pos,Born
Andrea Ranocchia,it ITA,DF,MF,1988
Marcus Rashford,eng ENG,FW,,1997
Milot Rashica,xk KVX,FW,MF,1996
Jacob Rasmussen,dk DEN,DF,MF,1997
Giacomo Raspadori,it ITA,DF,,2000
Yoric Ravet,fr FRA,MF,FW,1989
Tim Ream,us USA,DF,,1987
Ante Rebić,hr CRO,FW,MF,1993
Pedro Rebocho,pt POR,DF,,1995
Arkadiusz Reca,pl POL,DF,FW,1995
Recio,es ESP,MF,,1991
Nathan Redmond,eng ENG,FW,MF,1994
Vasco Regini,it ITA,DF,,1990
Sergio Reguilón,es ESP,DF,,1996
Bobby Reid,jm JAM,FW,MF,1993
Jeff Reine-Adélaïde,fr FRA,FW,MF,1998
Karim Rekik,nl NED,DF,,1994
Loïc Rémy,fr FRA,FW,,1987
Marco Reus,de GER,MF,FW,1989
Elvis Rexhbeçaj,de GER,MF,,1997
Diego Reyes,mx MEX,DF,,1992
Simon Rhein,de GER,MF,,1998
Franck Ribéry,fr FRA,FW,MF,1983
Declan Rice,eng ENG,MF,,1999
Jazz Richards,wal WAL,DF,MF,1991
Richarlison,br BRA,FW,MF,1997
Marco Richter,de GER,FW,MF,1997
Diego Rico,es ESP,DF,MF,1993
Mikel Rico,es ESP,MF,,1984
Sascha Riether,de GER,DF,,1983
Emiliano Rigoni,ar ARG,FW,MF,1993
Luca Rigoni,it ITA,MF,,1984
Nicola Rigoni,it ITA,MF,,1990
Kévin Rimane,gf GUF,MF,,1991
Tomás Rincón,ve VEN,MF,,1988
Renaud Ripart,fr FRA,FW,DF,1993
Mihailo Ristić,rs SRB,DF,,1995
Matt Ritchie,sco SCO,DF,MF,1989
Cristian Rivera,es ESP,MF,,1997
Arjen Robben,nl NED,FW,MF,1984
Rober,es ESP,DF,,1995
Sergi Roberto,es ESP,DF,MF,1992
Patrick Roberts,eng ENG,FW,,1997
Andrew Robertson,sco SCO,DF,,1994
Marc Roca,es ESP,MF,,1996
Christopher Rocchia,fr FRA,DF,,1998
Kenny Rocha Santos,cv CPV,DF,,2000
Rubén Rochina,es ESP,MF,,1991
Sebastian Rode,de GER,MF,,1990
Ronny Rodelin,fr FRA,MF,FW,1989
Rodri,es ESP,MF,,1996
Rodrigo,es ESP,FW,,1991
Kévin Rodrigues,pt POR,DF,,1994
Óscar Rodríguez Arnaiz,es ESP,MF,FW,1998
Alejandro Rodríguez,es ESP,FW,,1991
Ángel Rodríguez,es ESP,FW,,1987
James Rodríguez,co COL,MF,FW,1991
Ricardo Rodríguez,ch SUI,DF,,1992
Marko Rog,hr CRO,MF,,1995
Marko Rog,hr CRO,MF,,1995
Rogério,br BRA,DF,MF,1998
Marcos Rojo,ar ARG,DF,,1990
Diego Rolán,uy URU,MF,DF,1993
Diego Rolán,uy URU,FW,MF,1993
Rolando,pt POR,DF,,1985
Esteban Rolón,ar ARG,MF,,1995
Filippo Romagna,it ITA,DF,,1997
Alessio Romagnoli,it ITA,DF,,1995
Alaixys Romao,tg TOG,MF,,1984
Cristian Romero,ar ARG,DF,,1998
Oriol Romeu,es ESP,MF,,1991
Rômulo,it ITA,MF,DF,1987
Rômulo,it ITA,DF,MF,1987
Cristiano Ronaldo,pt POR,FW,,1985
Facundo Roncaglia,ar ARG,DF,,1987
Facundo Roncaglia,ar ARG,DF,,1987
Salomón Rondón,ve VEN,FW,,1989
Valentin Rongier,fr FRA,MF,,1994
Marten de Roon,nl NED,MF,,1991
Roberto Rosales,ve VEN,DF,,1988
Danny Rose,eng ENG,DF,MF,1990
Valentin Rosier,fr FRA,DF,MF,1996
Luca Rossettini,it ITA,DF,,1985
Jérôme Roussillon,fr FRA,DF,,1993
Nolan Roux,fr FRA,FW,,1988
Aaron Rowe,eng ENG,FW,,2000
Waldo Rubio,es ESP,MF,FW,1995
Antonio Rüdiger,de GER,DF,,1993
Sebastian Rudy,de GER,MF,,1990
Daniele Rugani,it ITA,DF,,1994
Mário Rui,pt POR,DF,,1991
Fabián Ruiz Peña,es ESP,MF,FW,1996
Abel Ruiz,es ESP,FW,,2000
Víctor Ruiz,es ESP,DF,,1989
Lukas Rupp,de GER,MF,,1991
Marco Russ,de GER,DF,,1985
Idriss Saadi,dz ALG,MF,,1992
Youssouf Sabaly,sn SEN,DF,,1993
Abdelhamid Sabiri,de GER,FW,,1996
Marcel Sabitzer,at AUT,MF,FW,1994
Ihsan Sacko,fr FRA,FW,,1997
Nuri Şahin,tr TUR,MF,,1988
Wesley Saïd,fr FRA,FW,MF,1995
Allan Saint-Maximin,fr FRA,FW,MF,1997
Théo Sainte-Luce,fr FRA,FW,,1998
Romain Saïss,ma MAR,MF,DF,1990
Samuel Sáiz,es ESP,FW,MF,1991
Bukayo Saka,eng ENG,FW,,2001
Hiroki Sakai,jp JPN,DF,,1990
Diafra Sakho,sn SEN,FW,,1989
Mamadou Sakho,fr FRA,DF,,1990
Bakary Sako,ml MLI,FW,MF,1988
Emiliano Sala,ar ARG,FW,,1990
Jacopo Sala,it ITA,DF,,1991
Mohamed Salah,eg EGY,FW,,1992
Bartosz Salamon,pl POL,DF,,1991
Carlos Salcedo,mx MEX,DF,,1993
William Saliba,fr FRA,DF,,2001
Yannis Salibur,fr FRA,FW,MF,1991
Yannis Salibur,fr FRA,FW,,1991
Roland Sallai,hu HUN,MF,FW,1997
Edgar Salli,cm CMR,MF,FW,1992
Junior Sambia,fr FRA,MF,FW,1996
Paolo Sammarco,it ITA,MF,,1983
Frédéric Sammaritano,fr FRA,FW,MF,1986
Mikel San José,es ESP,MF,,1989
Antonio Sanabria,py PAR,FW,,1996
Antonio Sanabria,py PAR,FW,,1996
Renato Sanches,pt POR,MF,,1997
Alexis Sánchez,cl CHI,FW,MF,1988
Carlos Sánchez,co COL,MF,,1986
Davinson Sánchez,co COL,DF,,1996
Javi Sánchez,es ESP,DF,,1997
Víctor Sánchez,es ESP,MF,,1987
Jadon Sancho,eng ENG,FW,MF,2000
Sandro,br BRA,MF,,1989
Sandro,br BRA,MF,,1989
Alex Sandro,br BRA,DF,,1991
Leroy Sané,de GER,FW,,1996
Salif Sané,sn SEN,DF,,1990
Luca Sangalli,es ESP,MF,FW,1995
Ibrahim Sangaré,ci CIV,MF,,1997
Younousse Sankharé,sn SEN,MF,,1989
Baissama Sankoh,gn GUI,MF,FW,1992
Yaya Sanogo,fr FRA,FW,,1993
Morgan Sanson,fr FRA,MF,,1994
Nicola Sansone,it ITA,FW,,1991
Nicola Sansone,it ITA,FW,MF,1991
Baptiste Santamaria,fr FRA,MF,,1995
Federico Santander,py PAR,FW,,1991
Davide Santon,it ITA,DF,,1991
Michael Santos,uy URU,FW,MF,1993
Samir Santos,br BRA,DF,,1994
Riccardo Saponara,it ITA,MF,FW,1991
Pablo Sarabia,es ESP,MF,FW,1992
Marcelo Saracchi,uy URU,DF,,1998
Josh Sargent,us USA,FW,,2000
Bouna Sarr,gn GUI,DF,FW,1992
Ismaila Sarr,sn SEN,FW,MF,1998
Malang Sarr,fr FRA,DF,,1999
Lluís Sastre,es ESP,MF,,1986
Marco Sau,it ITA,MF,FW,1987
Marco Sau,it ITA,FW,,1987
Téji Savanier,fr FRA,MF,,1991
Stefan Savić,me MNE,DF,,1991
Fabian Schär,ch SUI,DF,,1991
Ezequiel Schelotto,it ITA,DF,MF,1989
Nicolás Schiappacasse,uy URU,FW,,1999
Pasquale Schiattarella,it ITA,MF,,1987
Patrik Schick,cz CZE,FW,,1996
Julian Schieber,de GER,FW,,1989
Christopher Schindler,de GER,DF,,1990
Keven Schlotterbeck,de GER,DF,,1997
Nico Schlotterbeck,de GER,DF,,1999
Jeffrey Schlupp,gh GHA,MF,FW,1992
Marcel Schmelzer,de GER,DF,,1988
Jonathan Schmid,fr FRA,DF,,1990
Morgan Schneiderlin,fr FRA,MF,,1989
Alessandro Schöpf,at AUT,MF,DF,1994
Nico Schulz,de GER,DF,MF,1993
André Schürrle,de GER,FW,MF,1990
Pirmin Schwegler,ch SUI,MF,,1987
Matteo Scozzarella,it ITA,MF,,1988
Stanley Segarel,fr FRA,FW,MF,1994
Davie Selke,de GER,FW,MF,1995
Ole Selnæs,no NOR,MF,,1994
Ken Sema,se SWE,FW,MF,1993
Alfa Semedo,gw GNB,MF,,1997
Nélson Semedo,pt POR,DF,,1993
Rúben Semedo,pt POR,DF,,1994
Stefano Sensi,it ITA,MF,,1995
Suat Serdar,de GER,MF,,1997
Jean Seri,ci CIV,MF,,1991
Leonardo Sernicola,it ITA,FW,,1997
Julien Serrano,fr FRA,MF,DF,1998
Grégory Sertic,fr FRA,MF,,1989
Ryan Sessegnon,eng ENG,FW,DF,2000
Paik Seung-ho,kr KOR,FW,MF,1997
Stephan El Shaarawy,it ITA,FW,,1992
Meritan Shabani,al ALB,FW,,1999
Xherdan Shaqiri,ch SUI,FW,MF,1991
Luke Shaw,eng ENG,DF,,1995
Jonjo Shelvey,eng ENG,MF,,1992
Gaku Shibasaki,jp JPN,MF,FW,1992
Gen Shoji,jp JPN,DF,,1992
Djibril Sidibé,fr FRA,DF,MF,1992
Kalidou Sidibé,fr FRA,MF,,1999
Sidnei,br BRA,DF,,1989
Jordan Siebatcheu,us USA,FW,,1996
Francisco Sierralta,cl CHI,DF,,1997
Gylfi Sigurðsson,is ISL,MF,,1989
Luca Siligardi,it ITA,FW,,1988
Adrien Silva,pt POR,MF,,1989
Adrien Silva,pt POR,MF,,1989
André Silva,pt POR,FW,,1995
Bernardo Silva,pt POR,MF,FW,1994
David Silva,es ESP,MF,,1986
Gabriel Silva,br BRA,DF,MF,1991
Jonathan Silva,ar ARG,DF,,1994
Matheus Pereira da Silva,br BRA,MF,,1998
Thiago Silva,br BRA,DF,,1984
Xande Silva,pt POR,FW,,1997
Matías Silvestre,ar ARG,DF,,1984
Giovanni Simeone,ar ARG,FW,,1995
Lorenco Šimić,hr CRO,DF,,1996
Moses Simon,ng NGA,DF,MF,1995
Danny Simpson,eng ENG,DF,,1987
Jack Simpson,eng ENG,DF,,1996
Josh Sims,eng ENG,FW,MF,1997
Giovanni Sio,ci CIV,FW,,1989
Dimitris Siovas,gr GRE,DF,,1988
Ibrahima Sissoko,fr FRA,MF,,1997
Moussa Sissoko,fr FRA,MF,,1989
Pione Sisto,dk DEN,FW,MF,1995
Ellyes Skhiri,tn TUN,MF,,1995
Oliver Skipp,eng ENG,MF,FW,2000
Milan Škriniar,sk SVK,DF,,1995
Steven Skrzybski,de GER,FW,MF,1992
Petar Škuletić,rs SRB,FW,MF,1990
Callum Slattery,eng ENG,MF,,1999
Naïm Sliti,tn TUN,MF,FW,1992
Chris Smalling,eng ENG,DF,,1989
Adam Smith,eng ENG,DF,,1991
Tommy Smith,eng ENG,DF,,1992
Emile Smith-Rowe,eng ENG,MF,,2000
Robert Snodgrass,sco SCO,MF,FW,1987
Cédric Soares,pt POR,DF,,1991
Cédric Soares,pt POR,DF,,1991
Ramadan Sobhi,eg EGY,FW,,1997
Marcel Sobottka,de GER,MF,,1994
Rubén Sobrino,es ESP,FW,MF,1992
Rubén Sobrino,es ESP,FW,MF,1992
Danilo Soddimo,it ITA,MF,,1987
Alex Sola,es ESP,DF,,1999
Dominic Solanke,eng ENG,FW,,1997
Andrés Solano,co COL,DF,,1998
Carlos Soler,es ESP,MF,,1997
Oumar Solet,fr FRA,DF,,2000
Kévin Soni,cm CMR,FW,DF,1998
Jérémy Sorbon,fr FRA,DF,,1983
Oliver Sorg,de GER,DF,,1990
Roberto Soriano,it ITA,MF,FW,1991
Roberto Soriano,it ITA,MF,,1991
Borna Sosa,hr CRO,DF,MF,1998
Sebastian Soto,us USA,MF,,2000
Riccardo Sottil,it ITA,FW,MF,1999
Pape Souaré,sn SEN,DF,,1990
Adama Soumaoro,fr FRA,DF,,1992
Boubakary Soumaré,fr FRA,MF,,1999
Çağlar Söyüncü,tr TUR,DF,,1996
Leonardo Spinazzola,it ITA,DF,,1993
Nicolás Spolli,ar ARG,DF,,1983
Mattia Sprocati,it ITA,FW,MF,1993
Bassem Srarfi,tn TUN,FW,MF,1997
Darijo Srna,hr CRO,DF,,1982
Kostas Stafylidis,gr GRE,DF,,1993
Benjamin Stambouli,fr FRA,DF,MF,1990
Jozo Stanić,hr CRO,DF,,1999
Junior Stanislas,eng ENG,MF,FW,1989
Niklas Stark,de GER,DF,,1995
Timo Stavitski,fi FIN,FW,,1999
Renato Steffen,ch SUI,FW,DF,1991
Marc Stendera,de GER,MF,,1995
Pascal Stenzel,de GER,DF,,1996
Dale Stephens,eng ENG,MF,,1989
Jack Stephens,eng ENG,DF,,1994
Mariusz Stępiński,pl POL,FW,,1995
Raheem Sterling,eng ENG,FW,,1994
Lars Stindl,de GER,FW,MF,1988
Kevin Stöger,at AUT,MF,,1993
John Stones,eng ENG,DF,,1994
Tobias Strobl,de GER,MF,DF,1990
Kevin Strootman,nl NED,MF,,1990
Kevin Strootman,nl NED,MF,,1990
Jens Stryger Larsen,dk DEN,DF,MF,1991
Cristhian Stuani,uy URU,FW,,1986
Leo Štulac,si SVN,MF,,1994
Stefano Sturaro,it ITA,MF,,1993
Daniel Sturridge,eng ENG,FW,MF,1989
Damián Suárez,uy URU,DF,,1988
Denis Suárez,es ESP,FW,,1994
Denis Suárez,es ESP,MF,,1994
Leonardo Suárez,ar ARG,FW,MF,1996
Luis Suárez,uy URU,FW,,1987
Mario Suárez,es ESP,MF,,1987
Mathías Suárez,uy URU,DF,,1996
Neven Subotić,rs SRB,DF,,1988
Isaac Success,ng NGA,FW,MF,1996
Niklas Süle,de GER,DF,,1995
Ki Sung-yueng,kr KOR,MF,,1989
Andrew Surman,eng ENG,MF,,1986
Sam Surridge,eng ENG,FW,DF,1998
Markel Susaeta,es ESP,FW,,1987
Suso,es ESP,FW,MF,1993
Markus Suttner,at AUT,DF,MF,1987
Mattias Svanberg,se SWE,MF,,1999
Sanasi Sy,fr FRA,MF,,1999
Issiaga Sylla,gn GUI,DF,MF,1994
Moussa Sylla,fr FRA,FW,MF,1999
Eddy Sylvestre,fr FRA,FW,,1999
Ádám Szalai,hu HUN,FW,,1987
Alexander Sørloth,no NOR,FW,MF,1995
Franck Tabanou,fr FRA,DF,,1989
Jonathan Tah,de GER,DF,,1996
Flavien Tait,fr FRA,MF,FW,1993
Adrien Tameze,cm CMR,MF,,1994
Strahinja Tanasijević,rs SRB,DF,,1997
Matt Targett,eng ENG,DF,MF,1995
Rodrigo Tarín,es ESP,DF,,1996
James Tarkowski,eng ENG,DF,,1992
Júlio Tavares,cv CPV,FW,,1988
Júnior Tavares,br BRA,DF,,1996
Taleb Tawatha,il ISR,DF,FW,1992
Charlie Taylor,eng ENG,DF,,1993
Malik Tchokounté,fr FRA,FW,MF,1988
Aurélien Tchouaméni,fr FRA,MF,,2000
Georg Teigl,at AUT,MF,FW,1991
Cristian Tello,es ESP,DF,MF,1991
Łukasz Teodorczyk,pl POL,FW,MF,1991
Hidde ter Avest,nl NED,DF,MF,1997
Marco Terrazzino,de GER,FW,MF,1991
Martin Terrier,fr FRA,FW,,1997
Kenny Tete,nl NED,DF,,1995
Cedric Teuchert,de GER,FW,,1997
Florian Thauvin,fr FRA,FW,MF,1993
Cyril Théréau,fr FRA,FW,,1983
Cyril Théréau,fr FRA,FW,MF,1983
Sada Thioub,sn SEN,FW,MF,1995
Romain Thomas,fr FRA,DF,,1988
Adrien Thomasson,fr FRA,MF,FW,1993
Erik Thommy,de GER,MF,FW,1994
Marcus Thuram,fr FRA,FW,MF,1997
Youri Tielemans,be BEL,MF,,1997
Youri Tielemans,be BEL,MF,,1997
Timothy Tillman,de GER,FW,MF,1999
Cheick Timite,ci CIV,FW,MF,1997
David Timor,es ESP,MF,FW,1989
George Timotheou,au AUS,DF,,1997
Marcel Tisserand,cd COD,DF,,1993
Tito,es ESP,DF,,1985
Jean-Clair Todibo,fr FRA,DF,,1999
Jean-Clair Todibo,fr FRA,DF,,1999
Karl Toko Ekambi,cm CMR,FW,,1992
Corentin Tolisso,fr FRA,MF,,1994
Rafael Tolói,it ITA,DF,,1990
Raúl de Tomás,es ESP,FW,,1994
James Tomkins,eng ENG,DF,,1989
Nenad Tomović,rs SRB,DF,,1987
Lorenzo Tonelli,it ITA,DF,,1990
Toño,es ESP,DF,MF,1989
Ömer Toprak,tr TUR,DF,,1989
Lucas Torreira,uy URU,MF,,1996
Daniel Torres,co COL,MF,,1989
Ferrán Torres,es ESP,MF,FW,2000
Lucas Torró,es ESP,MF,,1994
Jordan Torunarigha,de GER,DF,,1997
Cenk Tosun,tr TUR,FW,,1991
Abdoulaye Touré,fr FRA,MF,,1994
Almamy Touré,ml MLI,DF,,1996
Almamy Touré,ml MLI,DF,,1996
Lucas Tousart,fr FRA,MF,,1997
Andros Townsend,eng ENG,FW,MF,1991
Adama Traoré,ml MLI,MF,FW,1995
Adama Traoré,es ESP,FW,DF,1996
Bertrand Traoré,bf BFA,FW,,1995
Charles Traore,ml MLI,DF,,1992
Cheick Traoré,ml MLI,DF,,1995
Gaoussou Traoré,fr FRA,MF,,1999
Hamari Traoré,ml MLI,DF,,1992
Ibrahima Traoré,gn GUI,FW,MF,1988
Ismaël Traoré,ci CIV,DF,,1986
Óscar Trejo,ar ARG,MF,FW,1988
Driss Trichard,fr FRA,DF,,1995
Manu Trigueros,es ESP,MF,,1991
Kieran Trippier,eng ENG,DF,,1990
William Troost-Ekong,ng NGA,DF,,1993
Marcello Trotta,it ITA,FW,,1992
Marcello Trotta,it ITA,FW,,1992
Marco Tumminello,it ITA,FW,DF,1998
Patrick Twumasi,gh GHA,MF,FW,1994
Salih Uçan,tr TUR,MF,DF,1994
Anthony Ujah,ng NGA,FW,,1990
Samuel Umtiti,fr FRA,DF,,1993
Enes Ünal,tr TUR,FW,,1997
Cengiz Ünder,tr TUR,FW,,1997
Joel Untersee,ch SUI,DF,,1994
Dayot Upamecano,fr FRA,DF,,1998
Takashi Usami,jp JPN,FW,MF,1992
Mark Uth,de GER,FW,MF,1991
Valentín Vada,ar ARG,MF,,1996
Valentín Vada,ar ARG,MF,,1996
William Vainqueur,fr FRA,MF,,1988
Mirko Valdifiori,it ITA,MF,,1986
Pierrick Valdivia,fr FRA,MF,,1988
Antonio Valencia,ec ECU,DF,MF,1985
Enrico Valentini,it ITA,DF,,1989
Borja Valero,es ESP,MF,,1985
Valery,es ESP,DF,MF,1999
Yan Valery,fr FRA,DF,MF,1999
Jesús Vallejo,es ESP,DF,MF,1997
Theo Valls,fr FRA,MF,,1995
Mattia Valoti,it ITA,MF,,1993
Federico Valverde,uy URU,MF,,1998
Luca Valzania,it ITA,MF,,1996
Luca Valzania,it ITA,MF,FW,1996
Raphaël Varane,fr FRA,DF,,1993
Jamie Vardy,eng ENG,FW,,1987
Franco Vázquez,ar ARG,MF,FW,1989
Kevin Vázquez,es ESP,DF,,1993
Lucas Vázquez,es ESP,FW,,1991
Matías Vecino,uy URU,MF,,1991
Emiliano Velázquez,uy URU,DF,,1994
Miloš Veljković,rs SRB,DF,,1995
Miguel Veloso,pt POR,MF,,1986
Daniele Verde,it ITA,FW,MF,1996
Francesco Verde,it ITA,FW,,1999
Simone Verdi,it ITA,MF,FW,1992
Jordan Veretout,fr FRA,MF,,1993
Paul Verhaegh,nl NED,DF,,1983
Thomas Vermaelen,be BEL,DF,,1985
Marco Verratti,it ITA,MF,,1992
Jan Vertonghen,be BEL,DF,,1987
Freddie Veseli,al ALB,DF,,1992
Mikel Vesga,es ESP,MF,,1993
Jannik Vestergaard,dk DEN,DF,,1992
Rúben Vezo,pt POR,DF,,1994
Rúben Vezo,pt POR,DF,,1994
Francesco Vicari,it ITA,DF,,1994
Aleix Vidal,es ESP,DF,MF,1989
Arturo Vidal,cl CHI,MF,,1987
Ronaldo Vieira,gw GNB,MF,,1998
Luciano Vietto,ar ARG,FW,MF,1993
Carlos Vigaray,es ESP,DF,,1994
Emanuel Vignato,it ITA,MF,,2000
Dídac Vilà,es ESP,DF,,1989
Toni Villa,es ESP,MF,FW,1995
Rúben Vinagre,pt POR,DF,MF,1999
Carlos Vinícius,br BRA,FW,MF,1995
Vitolo,es ESP,MF,FW,1989
Federico Viviani,it ITA,MF,,1992
Felipe Vizeu,br BRA,FW,DF,1997
Dušan Vlahović,rs SRB,FW,MF,2000
Rai Vloet,nl NED,FW,DF,1995
Kevin Vogt,de GER,DF,,1991
Sam Vokes,wal WAL,FW,,1989
Kevin Volland,de GER,FW,,1992
Stefan de Vrij,nl NED,DF,,1992
Šime Vrsaljko,hr CRO,DF,,1992
Nikola Vukčević,me MNE,MF,,1991
Matěj Vydra,cz CZE,FW,MF,1992
Paul Wade,fr FRA,FW,,2000
Sandro Wagner,de GER,FW,,1987
Molla Wagué,ml MLI,DF,,1991
Moussa Wagué,sn SEN,DF,,1998
Wakaso,gh GHA,MF,,1990
Walace,br BRA,MF,,1995
Theo Walcott,eng ENG,FW,MF,1989
Luca Waldschmidt,de GER,FW,MF,1996
Kyle Walker,eng ENG,DF,,1990
Kyle Walker-Peters,eng ENG,DF,,1997
Wallace,br BRA,DF,,1994
Anthony Walongwa,cd COD,DF,,1993
Rémi Walter,fr FRA,MF,FW,1995
Aaron Wan-Bissaka,eng ENG,DF,,1997
Victor Wanyama,ke KEN,MF,,1991
Danny Ward,eng ENG,FW,,1991
Joel Ward,eng ENG,DF,,1989
Stephen Ward,ie IRL,DF,,1985
James Ward-Prowse,eng ENG,MF,DF,1994
Daniel Wass,dk DEN,DF,MF,1989
Timothy Weah,us USA,FW,,2000
Wout Weghorst,nl NED,FW,,1992
Julian Weigl,de GER,DF,MF,1995
Mitchell Weiser,de GER,DF,,1994
Danny Welbeck,eng ENG,FW,MF,1990
Wendell,br BRA,DF,,1993
Oscar Wendt,se SWE,DF,,1985
Timo Werner,de GER,FW,,1996
Ashley Westwood,eng ENG,MF,,1990
Hendrik Weydandt,de GER,FW,MF,1995
Connor Wickham,eng ENG,FW,,1993
Georginio Wijnaldum,nl NED,MF,,1990
Jetro Willems,nl NED,MF,DF,1994
William,br BRA,DF,,1995
Danny Williams,us USA,MF,,1989
Iñaki Williams,es ESP,FW,,1994
Willian,br BRA,FW,,1988
Joe Willock,eng ENG,MF,,1999
Ben Wilmot,eng ENG,DF,MF,1999
Ben Wilmot,eng ENG,MF,,1999
Jack Wilshere,eng ENG,MF,,1992
Callum Wilson,eng ENG,FW,,1992
Kevin Wimmer,at AUT,DF,,1992
Harry Winks,eng ENG,MF,,1996
Axel Witsel,be BEL,MF,,1989
Maximilian Wöber,at AUT,DF,,1998
Marius Wolf,de GER,DF,FW,1995
Jeong Woo-yeong,kr KOR,FW,,1999
Bobby Wood,us USA,FW,MF,1992
Chris Wood,nz NZL,FW,,1991
Haji Wright,us USA,FW,,1998
Xeka,pt POR,MF,,1994
Granit Xhaka,ch SUI,MF,DF,1992
Cédric Yamberé,cf CTA,DF,,1990
Andriy Yarmolenko,ua UKR,FW,MF,1989
John Yeboah,de GER,FW,,2000
DeAndre Yedlin,us USA,DF,,1993
Okay Yokuşlu,tr TUR,MF,,1994
Maya Yoshida,jp JPN,DF,,1988
Elie Youan,fr FRA,FW,,1999
Amin Younes,de GER,FW,MF,1993
Ashley Young,eng ENG,DF,,1985
Zaydou Youssouf,fr FRA,FW,MF,1999
Pablo Zabaleta,ar ARG,DF,,1985
Dan-Axel Zagadou,fr FRA,DF,,1999
Wilfried Zaha,ci CIV,FW,,1992
Younn Zahary,km COM,DF,,1998
Miha Zajc,si SVN,FW,MF,1994
Denis Zakaria,ch SUI,MF,,1996
Joseba Zaldúa,es ESP,DF,,1992
Andre-Frank Zambo Anguissa,cm CMR,MF,,1995
Francesco Zampano,it ITA,DF,MF,1993
Nicolò Zaniolo,it ITA,MF,FW,1999
Cristián Zapata,co COL,DF,,1986
Duván Zapata,co COL,FW,,1991
Davide Zappacosta,it ITA,DF,,1992
Simone Zaza,it ITA,FW,,1991
Marvin Zeegelaar,nl NED,DF,,1990
Mehdi Zeffane,dz ALG,DF,,1992
Arton Zekaj,xk KVX,FW,,2000
Mootaz Zemzemi,tn TUN,FW,MF,1999
Arber Zeneli,xk KVX,FW,MF,1995
Nabil El Zhar,ma MAR,MF,FW,1986
Piotr Zieliński,pl POL,MF,FW,1994
Jean Zimmer,de GER,DF,MF,1993
Matthias Zimmermann,de GER,DF,MF,1992
Oleksandr Zinchenko,ua UKR,DF,,1996
Kévin Zohi,ml MLI,FW,MF,1996
Kenneth Zohore,dk DEN,FW,,1994
Kurt Zouma,fr FRA,DF,,1994
Adam Zreľák,sk SVK,FW,,1994
Igor Zubeldia,es ESP,MF,,1997
Steven Zuber,ch SUI,MF,FW,1991
Steven Zuber,ch SUI,FW,MF,1991
Martín Zubimendi,es ESP,MF,,1999
Ervin Zukanović,ba BIH,DF,,1987
Bongani Zungu,za RSA,MF,,1992
David Zurutuza,es ESP,MF,FW,1986
Filip Đorđević,rs SRB,FW,,1987
Filip Đuričić,rs SRB,FW,MF,1992
