,,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
1506,Christian Kouakou\Christian-Kouakou,ci CIV,FW,Caen,fr Ligue 1,27,1991,1,13,13,0.4,0.1,0,,0,1,12,0,0.00,1,1,0,0.00,+0.66,,,,,,Matches
1507,Christian Kouamé\Christian-Kouame,ci CIV,FWMF,Genoa,it Serie A,20,1997,38,3066,81,89.6,34.1,33,86,24,5,44,0,1.00,35,53,-18,-0.53,-0.53,38.6,51.0,-12.5,-0.37,-0.86,Matches
1508,Tomáš Koubek\Tomas-Koubek,cz CZE,GK,Rennes,fr Ligue 1,25,1992,33,2925,89,85.5,32.5,32,90,32,1,45,5,1.24,47,48,-1,-0.03,-0.76,42.4,44.1,-1.6,-0.05,-0.94,Matches
1509,Kalidou Koulibaly\Kalidou-Koulibaly,sn SEN,DF,Napoli,it Serie A,27,1991,35,3132,89,91.6,34.8,35,89,33,0,,0,2.09,67,29,+38,+1.09,+1.09,62.6,30.9,+31.7,+0.91,+0.24,Matches
1510,Jules Koundé\Jules-Kounde,fr FRA,DF,Bordeaux,fr Ligue 1,19,1998,37,3330,90,97.4,37.0,37,90,37,0,,0,1.11,34,41,-7,-0.19,+0.81,39.7,52.6,-12.9,-0.35,-0.38,Matches
1511,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,MF,Crystal Palace,eng Premier League,28,1989,31,1899,61,55.5,21.1,21,83,13,10,15,3,1.26,25,29,-4,-0.19,-0.31,25.5,26.5,-1.1,-0.05,-0.21,Matches
1512,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,eng Premier League,24,1994,32,1735,54,50.7,19.3,21,72,2,11,21,4,1.94,26,19,+7,+0.36,-0.54,26.2,18.6,+7.5,+0.39,-0.45,Matches
1513,Dawid Kownacki\Dawid-Kownacki,pl POL,FW,Sampdoria,it Serie A,21,1997,13,168,13,4.9,1.9,0,,0,13,12,6,1.46,4,4,0,0.00,-0.25,5.0,4.2,+0.9,+0.46,+0.57,Matches
1514,Dawid Kownacki\Dawid-Kownacki,pl POL,MFFW,Düsseldorf,de Bundesliga,21,1997,10,575,58,18.8,6.4,7,72,3,3,24,1,1.30,11,12,-1,-0.16,+0.39,8.7,11.7,-3.0,-0.47,-0.09,Matches
1515,Thomas Kraft\Thomas-Kraft,de GER,GK,Hertha BSC,de Bundesliga,30,1988,4,315,79,10.3,3.5,3,90,3,1,45,26,1.50,8,9,-1,-0.29,-0.06,5.8,6.2,-0.4,-0.12,+0.24,Matches
1516,Emil Krafth\Emil-Krafth,se SWE,DF,Amiens,fr Ligue 1,23,1994,35,2974,85,87.0,33.0,33,90,32,2,10,2,1.06,28,43,-15,-0.45,+0.76,30.8,41.7,-10.9,-0.33,-0.12,Matches
1517,Luka Krajnc\Luka-Krajnc,si SVN,DF,Frosinone,it Serie A,23,1994,9,788,88,23.0,8.8,9,88,7,0,,25,0.67,7,19,-12,-1.37,-0.41,8.4,15.1,-6.7,-0.76,-0.13,Matches
1518,Andrej Kramarić\Andrej-Kramaric,hr CRO,MFFW,Hoffenheim,de Bundesliga,27,1991,30,2396,80,78.3,26.6,28,83,18,2,36,1,1.57,55,38,+17,+0.64,+0.50,56.9,38.2,+18.8,+0.70,+0.36,Matches
1519,Christoph Kramer\Christoph-Kramer,de GER,MF,M'Gladbach,de Bundesliga,27,1991,18,1136,63,37.1,12.6,13,83,8,5,12,9,1.50,19,21,-2,-0.16,-0.86,16.1,20.7,-4.6,-0.37,-0.66,Matches
1520,Titas Krapikas\Titas-Krapikas,lt LTU,GK,Sampdoria,it Serie A,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1521,Vasyl Kravets\Vasyl-Kravets,ua UKR,DF,Leganés,es La Liga,20,1997,6,481,80,14.1,5.3,6,80,3,0,,2,0.67,2,6,-4,-0.75,-0.69,3.1,5.2,-2.1,-0.39,-0.37,Matches
1522,Ladislav Krejčí\Ladislav-Krejci,cz CZE,MFDF,Bologna,it Serie A,26,1992,18,1065,59,31.1,11.8,11,86,9,7,17,19,1.39,18,22,-4,-0.34,-0.19,14.0,18.4,-4.4,-0.37,-0.57,Matches
1523,Rene Krhin\Rene-Krhin,si SVN,MF,Nantes,fr Ligue 1,28,1990,16,1057,66,30.9,11.7,12,84,7,4,13,10,1.06,9,14,-5,-0.43,-0.62,12.8,13.0,-0.3,-0.02,-0.03,Matches
1524,Toni Kroos\Toni-Kroos,de GER,MF,Real Madrid,es La Liga,28,1990,28,2221,79,64.9,24.7,26,84,18,2,13,2,1.64,41,35,+6,+0.24,-0.58,40.1,33.6,+6.5,+0.26,-0.43,Matches
1525,Rade Krunić\Rade-Krunic,ba BIH,MF,Empoli,it Serie A,24,1993,33,2772,84,81.1,30.8,33,84,21,0,,0,1.03,38,55,-17,-0.55,-0.27,41.1,49.4,-8.3,-0.27,-0.19,Matches
1526,Max Kruse\Max-Kruse,de GER,FWMF,Werder Bremen,de Bundesliga,30,1988,32,2832,89,92.5,31.5,32,89,27,0,,0,1.47,53,47,+6,+0.19,-0.99,46.4,48.9,-2.5,-0.08,+0.61,Matches
1527,Lukas Kübler\Lukas-Kubler,de GER,DF,Freiburg,de Bundesliga,25,1992,16,1184,74,38.7,13.2,15,79,11,1,2,5,1.69,23,15,+8,+0.61,+1.71,15.6,15.4,+0.2,+0.01,+0.66,Matches
1528,Yuya Kubo\Yuya-Kubo,jp JPN,FWMF,Nürnberg,de Bundesliga,24,1993,22,1357,62,44.3,15.1,15,79,4,7,25,10,0.59,13,26,-13,-0.86,+0.67,14.8,22.6,-7.8,-0.52,+0.26,Matches
1529,Juraj Kucka\Juraj-Kucka,sk SVK,MF,Parma,it Serie A,31,1987,18,1535,85,44.9,17.1,17,89,14,1,17,0,0.89,20,33,-13,-0.76,-0.43,16.3,28.6,-12.2,-0.72,-0.02,Matches
1530,Tomasz Kucz\Tomasz-Kucz,pl POL,GK,Leverkusen,de Bundesliga,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1531,Dejan Kulusevski\Dejan-Kulusevski,se SWE,DFMF,Atalanta,it Serie A,18,2000,3,105,35,3.1,1.2,0,,0,3,34,12,1.00,1,3,-2,-1.71,-2.61,0.9,1.3,-0.4,-0.32,-1.02,Matches
1532,Pierre Kunde\Pierre-Kunde,cm CMR,MF,Mainz 05,de Bundesliga,23,1995,29,1909,66,62.4,21.2,23,78,12,6,21,4,1.34,28,37,-9,-0.42,-0.27,27.1,35.2,-8.0,-0.38,-0.31,Matches
1533,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MF,SPAL,it Serie A,29,1989,30,2557,85,74.8,28.4,29,87,24,1,36,0,1.17,35,41,-6,-0.21,+0.41,29.3,36.4,-7.1,-0.25,-0.27,Matches
1534,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DFMF,Paris S-G,fr Ligue 1,25,1992,19,1010,53,29.5,11.2,11,77,3,8,21,3,2.16,32,13,+19,+1.69,-0.21,28.1,9.7,+18.3,+1.63,+0.26,Matches
1535,Rafał Kurzawa\Rafal-Kurzawa,pl POL,FWMF,Amiens,fr Ligue 1,25,1993,11,239,22,7.0,2.7,2,65,0,9,12,8,0.73,6,5,+1,+0.38,+1.00,3.2,3.7,-0.5,-0.19,+0.14,Matches
1536,Ahmed Kutucu\Ahmed-Kutucu,tr TUR,FWMF,Schalke 04,de Bundesliga,18,2000,13,425,33,13.9,4.7,3,75,0,10,20,4,1.00,3,11,-8,-1.69,-1.35,5.1,9.0,-3.9,-0.82,-0.73,Matches
1537,Enock Kwateng\Enock-Kwateng,fr FRA,DF,Nantes,fr Ligue 1,21,1997,30,2040,68,59.6,22.7,22,86,18,8,17,4,1.33,26,28,-2,-0.09,-0.22,25.3,26.5,-1.2,-0.05,-0.13,Matches
1538,Grejohn Kyei\Grejohn-Kyei,fr FRA,FW,Reims,fr Ligue 1,22,1995,1,2,2,0.1,0.0,0,,0,1,1,1,3.00,0,0,0,0.00,+0.08,0.0,0.0,0.0,0.00,+0.11,Matches
1539,Antonino La Gumina\Antonino-La-Gumina,it ITA,FW,Empoli,it Serie A,22,1996,22,1090,50,31.9,12.1,12,75,3,10,19,0,0.91,16,26,-10,-0.83,-0.48,17.7,17.3,+0.5,+0.04,+0.40,Matches
1540,Rajiv van La Parra\Rajiv-van-La-Parra,nl NED,MFFW,Huddersfield,eng Premier League,27,1991,5,405,81,11.8,4.5,5,81,3,0,,5,0.60,2,6,-4,-0.89,+0.60,3.5,4.6,-1.2,-0.26,+0.74,Matches
1541,Luca de la Torre\Luca-de-la-Torre,us USA,MF,Fulham,eng Premier League,20,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1542,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FWMF,Montpellier,fr Ligue 1,24,1994,36,2895,80,84.6,32.2,35,82,15,1,24,0,1.61,45,30,+15,+0.47,+1.15,37.0,35.0,+2.0,+0.06,+0.11,Matches
1543,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,24,1994,1,90,90,2.6,1.0,1,90,1,0,,0,0.00,0,2,-2,-2.00,-1.84,0.2,1.7,-1.5,-1.50,-1.19,Matches
1544,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,eng Premier League,27,1991,35,2502,71,73.2,27.8,27,83,18,8,32,2,1.74,51,31,+20,+0.72,+0.52,38.4,37.3,+1.1,+0.04,-0.09,Matches
1545,Riccardo Ladinetti\Riccardo-Ladinetti,it ITA,MF,Cagliari,it Serie A,17,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1546,Alban Lafont\Alban-Lafont,fr FRA,GK,Fiorentina,it Serie A,19,1999,34,3015,89,88.2,33.5,34,89,33,0,,3,1.15,43,40,+3,+0.09,+0.31,48.7,38.0,+10.7,+0.32,+0.47,Matches
1547,Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,es La Liga,28,1989,36,3240,90,94.7,36.0,36,90,36,0,,0,1.36,37,44,-7,-0.19,+1.81,35.6,47.3,-11.8,-0.33,+0.57,Matches
1548,Abdou Lahat Diakhate\Abdou-Lahat-Diakhate,sn SEN,FW,Parma,it Serie A,19,1998,1,1,1,0.0,0.0,0,,0,1,0,13,0.00,0,0,0,0.00,+0.53,0.0,0.0,0.0,-2.58,-1.87,Matches
1549,Konrad Laimer\Konrad-Laimer,at AUT,MFDF,RB Leipzig,de Bundesliga,21,1997,29,1874,65,61.2,20.8,20,84,9,9,22,4,2.00,32,15,+17,+0.82,-0.47,33.4,21.2,+12.2,+0.58,-0.46,Matches
1550,Diego Lainez\Diego-Lainez,mx MEX,MFFW,Betis,es La Liga,18,2000,12,353,29,10.3,3.9,3,67,0,9,17,4,0.92,7,6,+1,+0.25,+0.52,5.2,3.9,+1.3,+0.33,+0.32,Matches
1551,Ivan Lakićević\Ivan-Lakicevic,rs SRB,DF,Genoa,it Serie A,25,1993,0,,,,,0,,0,0,,29,,,,,,,,,,,,Matches
1552,Erald Lakti\Erald-Lakti,al ALB,MF,Fiorentina,it Serie A,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1553,Kenny Lala\Kenny-Lala,fr FRA,DFMF,Strasbourg,fr Ligue 1,26,1991,34,3060,90,89.5,34.0,34,90,34,0,,0,1.41,56,42,+14,+0.41,+1.41,39.7,43.5,-3.9,-0.11,+0.74,Matches
1554,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,eng Premier League,30,1988,13,468,36,13.7,5.2,5,70,0,8,15,11,2.54,14,3,+11,+2.12,+0.41,10.1,2.5,+7.6,+1.47,+0.37,Matches
1555,Érik Lamela\Erik-Lamela,ar ARG,FWMF,Tottenham,eng Premier League,26,1992,19,974,51,28.5,10.8,9,81,2,10,25,3,2.00,18,12,+6,+0.55,-0.26,15.2,13.4,+1.8,+0.17,-0.15,Matches
1556,Mohamed Lamine Diaby\Mohamed-Lamine-Diaby,fr FRA,FW,Nice,fr Ligue 1,17,2001,6,162,27,4.7,1.8,2,42,0,4,20,2,0.67,1,4,-3,-1.67,-1.61,1.2,2.8,-1.7,-0.92,-0.83,Matches
1557,Loïck Landre\Loick-Landre,fr FRA,DF,Nîmes,fr Ligue 1,26,1992,22,1591,72,46.5,17.7,19,83,17,3,3,3,1.41,27,23,+4,+0.23,+0.47,21.5,28.2,-6.7,-0.38,-0.32,Matches
1558,Michael Lang\Michael-Lang,ch SUI,DF,M'Gladbach,de Bundesliga,27,1991,17,1255,74,41.0,13.9,15,83,8,2,8,9,2.06,30,14,+16,+1.15,+1.30,20.1,18.5,+1.6,+0.11,+0.11,Matches
1559,Michael Langer\Michael-Langer,at AUT,GK,Schalke 04,de Bundesliga,33,1985,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
1560,Sebastian Langkamp\Sebastian-Langkamp,de GER,DF,Werder Bremen,de Bundesliga,30,1988,21,1414,67,46.2,15.7,15,84,13,6,27,10,1.48,27,25,+2,+0.13,-0.26,22.5,24.9,-2.3,-0.15,-0.04,Matches
1561,Manuel Lanzini\Manuel-Lanzini,ar ARG,MF,West Ham,eng Premier League,25,1993,10,686,69,20.1,7.6,8,78,4,2,30,0,1.50,13,12,+1,+0.13,+0.26,9.5,14.0,-4.5,-0.59,-0.34,Matches
1562,Gianluca Lapadula\Gianluca-Lapadula,pe PER,FWMF,Genoa,it Serie A,28,1990,8,404,51,11.8,4.5,4,82,2,4,19,16,0.38,2,4,-2,-0.45,+0.03,6.4,5.2,+1.2,+0.27,+0.62,Matches
1563,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,eng Premier League,24,1994,35,3057,87,89.4,34.0,34,90,33,1,1,1,2.54,88,21,+67,+1.97,+0.73,71.4,22.9,+48.5,+1.43,-0.55,Matches
1564,Danilo Larangeira\Danilo-Larangeira,br BRA,DF,Bologna,it Serie A,34,1984,35,3077,88,90.0,34.2,35,88,31,0,,2,1.23,42,47,-5,-0.15,+0.64,42.1,40.4,+1.7,+0.05,+0.27,Matches
1565,Johan Larsson\Johan-Larsson,se SWE,DF,Guingamp,fr Ligue 1,28,1990,1,90,90,2.6,1.0,1,90,1,0,,5,0.00,0,1,-1,-1.00,+0.05,0.7,0.8,-0.1,-0.07,+0.21,Matches
1566,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Udinese,it Serie A,25,1992,36,2453,68,71.7,27.3,26,86,19,10,21,2,1.11,31,41,-10,-0.37,+0.01,31.9,40.6,-8.7,-0.32,+0.37,Matches
1567,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,24,1993,32,2745,86,80.3,30.5,32,86,29,0,,1,1.16,29,36,-7,-0.23,-0.36,30.4,42.2,-11.9,-0.39,-0.15,Matches
1568,Paul Lasne\Paul-Lasne,fr FRA,MFDF,Montpellier,fr Ligue 1,29,1989,35,1789,51,52.3,19.9,18,86,13,17,14,1,1.57,28,22,+6,+0.30,+0.03,20.1,25.8,-5.7,-0.29,-0.70,Matches
1569,Borja Lasso\Borja-Lasso,es ESP,MF,Sevilla,es La Liga,24,1994,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1570,Toni Lato\Toni-Lato,es ESP,DF,Valencia,es La Liga,20,1997,4,270,68,7.9,3.0,3,83,2,1,21,26,1.75,4,5,-1,-0.33,-0.82,5.2,5.7,-0.5,-0.16,-0.65,Matches
1571,Danny Latza\Danny-Latza,de GER,MF,Mainz 05,de Bundesliga,28,1989,24,1863,78,60.9,20.7,22,83,8,2,21,0,1.29,31,40,-9,-0.43,-0.28,26.6,36.9,-10.3,-0.50,-0.61,Matches
1572,Alexandre Lauray\Alexandre-Lauray,fr FRA,DF,Bordeaux,fr Ligue 1,21,1997,3,257,86,7.5,2.9,3,86,2,0,,2,0.00,1,6,-5,-1.75,-1.67,2.0,4.0,-2.0,-0.69,-0.38,Matches
1573,Armand Lauriente\Armand-Lauriente,fr FRA,FW,Rennes,fr Ligue 1,19,1998,1,4,4,0.1,0.0,0,,0,1,3,11,0.00,0,0,0,0.00,-0.08,0.0,0.0,0.0,0.00,-0.09,Matches
1574,Vincent Laurini\Vincent-Laurini,fr FRA,DF,Fiorentina,it Serie A,29,1989,15,920,61,26.9,10.2,10,80,4,5,24,20,1.20,16,19,-3,-0.29,-0.47,17.5,12.5,+5.0,+0.49,+0.31,Matches
1575,Wesley Lautoa\Wesley-Lautoa,nc NCL,DFMF,Dijon,fr Ligue 1,30,1987,34,3024,89,88.4,33.6,34,89,31,0,,1,0.91,26,51,-25,-0.74,+0.17,35.9,53.9,-18.0,-0.54,+0.21,Matches
1576,Diego Laxalt\Diego-Laxalt,uy URU,DFMF,Milan,it Serie A,25,1993,20,651,33,19.0,7.2,6,85,3,14,10,18,1.85,11,9,+2,+0.28,-0.28,11.3,6.5,+4.8,+0.67,+0.56,Matches
1577,Miguel Layún\Miguel-Layun,mx MEX,MFDF,Villarreal,es La Liga,30,1988,8,506,63,14.8,5.6,5,85,4,3,27,5,1.13,5,7,-2,-0.36,-0.32,7.2,9.4,-2.2,-0.39,-0.37,Matches
1578,Valentino Lazaro\Valentino-Lazaro,at AUT,DFMF,Hertha BSC,de Bundesliga,22,1996,31,2741,88,89.6,30.5,31,88,29,0,,0,1.26,45,54,-9,-0.30,-0.58,43.1,54.5,-11.4,-0.38,-0.34,Matches
1579,Darko Lazović\Darko-Lazovic,rs SRB,MFDF,Genoa,it Serie A,27,1990,33,2542,77,74.3,28.2,30,81,19,3,33,2,1.06,28,43,-15,-0.53,-0.22,31.6,43.2,-11.7,-0.41,-0.53,Matches
1580,Manuel Lazzari\Manuel-Lazzari,it ITA,MFDF,SPAL,it Serie A,24,1993,33,2835,86,82.9,31.5,33,86,26,0,,0,1.24,38,43,-5,-0.16,+0.92,36.1,39.2,-3.1,-0.10,+0.49,Matches
1581,Mickaël Le Bihan\Mickael-Le-Bihan,fr FRA,FW,Nice,fr Ligue 1,28,1990,5,204,41,6.0,2.3,2,80,0,3,15,1,1.00,3,5,-2,-0.88,-0.80,2.5,6.3,-3.8,-1.68,-1.65,Matches
1582,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,eng Premier League,28,1989,26,2250,87,65.8,25.0,25,88,23,1,45,8,0.88,27,53,-26,-1.04,+0.58,27.9,42.3,-14.4,-0.58,+0.27,Matches
1583,Robin Le Normand\Robin-Le-Normand,fr FRA,DF,Real Sociedad,es La Liga,21,1996,4,284,71,8.3,3.2,3,90,3,1,13,4,0.00,1,5,-4,-1.27,-1.35,4.0,2.9,+1.1,+0.35,+0.30,Matches
1584,Damien Le Tallec\Damien-Le-Tallec,fr FRA,MF,Montpellier,fr Ligue 1,28,1990,36,2805,78,82.0,31.2,31,85,19,5,37,0,1.61,43,33,+10,+0.32,+0.17,39.9,32.1,+7.8,+0.25,+1.14,Matches
1585,James Lea Siliki\James-Lea-Siliki,fr FRA,MFFW,Rennes,fr Ligue 1,22,1996,24,1220,51,35.7,13.6,14,76,5,10,16,4,1.33,14,17,-3,-0.22,-0.47,17.6,17.1,+0.4,+0.03,-0.08,Matches
1586,Rafael Leão\Rafael-Leao,pt POR,FW,Lille,fr Ligue 1,19,1999,24,1287,54,37.6,14.3,16,70,0,8,20,3,1.83,20,7,+13,+0.91,-0.02,23.3,12.7,+10.7,+0.75,+0.55,Matches
1587,Mathew Leckie\Mathew-Leckie,au AUS,FWMF,Hertha BSC,de Bundesliga,27,1991,18,941,52,30.8,10.5,10,80,4,8,17,1,1.17,13,16,-3,-0.29,-0.07,15.1,17.7,-2.6,-0.25,+0.13,Matches
1588,Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,27,1991,37,3330,90,97.4,37.0,37,90,37,0,,0,1.57,53,42,+11,+0.30,+0.30,44.8,42.5,+2.3,+0.06,+0.70,Matches
1589,Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,25,1993,30,2394,80,70.0,26.6,26,89,24,4,20,0,1.30,20,24,-4,-0.15,-0.06,30.7,33.7,-3.0,-0.11,+0.05,Matches
1590,Jordan Lefort\Jordan-Lefort,fr FRA,DFMF,Amiens,fr Ligue 1,24,1993,23,1802,78,52.7,20.0,21,84,18,2,23,12,1.09,19,27,-8,-0.40,+0.32,19.3,28.6,-9.3,-0.46,-0.32,Matches
1591,Wu Lei\Wu-Lei,cn CHN,FWMF,Espanyol,es La Liga,26,1991,16,1061,66,31.0,11.8,12,79,4,4,28,1,1.75,19,9,+10,+0.85,+1.31,13.7,14.1,-0.4,-0.03,+0.03,Matches
1592,Tim Leibold\Tim-Leibold,de GER,DF,Nürnberg,de Bundesliga,24,1993,32,2765,86,90.4,30.7,32,86,29,0,,0,0.59,23,62,-39,-1.27,-0.35,29.4,48.0,-18.6,-0.61,+0.61,Matches
1593,Lucas Leiva\Lucas-Leiva,br BRA,MF,Lazio,it Serie A,31,1987,27,1987,74,58.1,22.1,22,85,16,5,25,2,1.74,32,25,+7,+0.32,+0.13,31.0,26.9,+4.1,+0.19,-0.42,Matches
1594,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,27,1991,12,1054,88,30.8,11.7,12,88,11,0,,1,1.42,16,13,+3,+0.26,+0.60,15.0,14.6,+0.4,+0.03,+0.57,Matches
1595,Iñigo Lekue\Inigo-Lekue,es ESP,DF,Athletic Club,es La Liga,25,1993,4,211,53,6.2,2.3,2,91,2,2,15,1,2.25,2,4,-2,-0.85,-0.80,1.9,2.6,-0.7,-0.30,-0.22,Matches
1596,Nunzio Lella\Nunzio-Lella,it ITA,DF,Cagliari,it Serie A,18,2000,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
1597,Nicolas Lemaître\Nicolas-Lemaitre,fr FRA,GK,Reims,fr Ligue 1,21,1997,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
1598,Thomas Lemar\Thomas-Lemar,fr FRA,MFFW,Atlético Madrid,es La Liga,22,1995,31,1817,59,53.1,20.2,22,70,5,9,30,1,1.97,29,11,+18,+0.89,+0.44,23.1,18.2,+4.9,+0.24,+0.11,Matches
1599,Mario Lemina\Mario-Lemina,ga GAB,MF,Southampton,eng Premier League,24,1993,21,1613,77,47.2,17.9,18,85,13,3,27,2,0.62,16,37,-21,-1.17,-1.22,21.6,28.3,-6.7,-0.37,-0.23,Matches
1600,Mauricio Lemos\Mauricio-Lemos,uy URU,DF,Sassuolo,it Serie A,22,1995,3,179,60,5.2,2.0,3,60,0,0,,31,1.33,5,7,-2,-1.01,-0.87,2.3,4.3,-2.0,-1.03,-0.78,Matches
1601,Benjamin Leneis\Benjamin-Leneis,de GER,GK,Augsburg,de Bundesliga,19,1999,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
1602,Clément Lenglet\Clement-Lenglet,fr FRA,DF,Barcelona,es La Liga,23,1995,23,1933,84,56.5,21.5,22,87,19,1,25,12,2.43,57,19,+38,+1.77,+0.80,44.5,25.9,+18.7,+0.87,+0.01,Matches
1603,Aaron Lennon\Aaron-Lennon,eng ENG,FWMF,Burnley,eng Premier League,31,1987,16,1215,76,35.5,13.5,14,84,10,2,19,0,0.75,12,21,-9,-0.67,-0.10,10.3,26.5,-16.3,-1.20,-1.00,Matches
1604,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,eng Premier League,26,1992,32,2836,89,82.9,31.5,31,90,31,1,45,6,1.81,61,42,+19,+0.60,+0.14,49.3,46.0,+3.3,+0.11,+0.23,Matches
1605,Pedro León\Pedro-Leon,es ESP,MFFW,Eibar,es La Liga,31,1986,9,425,47,12.4,4.7,5,70,1,4,18,3,1.22,5,6,-1,-0.21,-0.12,3.9,5.6,-1.6,-0.34,-0.57,Matches
1606,Sergio León\Sergio-Leon,es ESP,FWMF,Betis,es La Liga,29,1989,16,638,40,18.7,7.1,6,75,2,10,19,8,1.31,7,10,-3,-0.42,-0.26,7.4,9.2,-1.8,-0.26,-0.37,Matches
1607,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Genoa,it Serie A,25,1993,14,1122,80,32.8,12.5,13,84,10,1,34,2,0.86,7,14,-7,-0.56,-0.13,12.6,12.8,-0.2,-0.02,+0.39,Matches
1608,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Bordeaux,fr Ligue 1,25,1993,18,1298,72,38.0,14.4,15,83,10,3,16,2,1.28,16,18,-2,-0.14,+0.12,16.3,20.1,-3.8,-0.26,+0.12,Matches
1609,Mehdi Léris\Mehdi-Leris,fr FRA,MFFW,Chievo,it Serie A,20,1998,23,1607,70,47.0,17.9,18,83,11,5,21,12,0.39,10,36,-26,-1.46,-0.26,15.9,24.3,-8.4,-0.47,+0.28,Matches
1610,Jefferson Lerma\Jefferson-Lerma,co COL,MF,Bournemouth,eng Premier League,23,1994,30,2506,84,73.3,27.8,29,86,23,1,21,2,1.17,42,49,-7,-0.25,+0.44,40.0,38.3,+1.7,+0.06,+0.48,Matches
1611,Maxime Leverbe\Maxime-Leverbe,fr FRA,DF,Sampdoria,it Serie A,21,1997,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
1612,Maxime Leverbe\Maxime-Leverbe,fr FRA,DF,Cagliari,it Serie A,21,1997,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
1613,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,29,1988,33,2957,90,96.6,32.9,33,90,31,0,,1,2.33,87,31,+56,+1.70,+1.70,79.3,24.5,+54.8,+1.67,+1.37,Matches
1614,Igor Lewczuk\Igor-Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,33,1985,6,449,75,13.1,5.0,3,91,3,3,59,13,0.83,4,8,-4,-0.80,-0.68,4.6,6.9,-2.3,-0.47,-0.15,Matches
1615,Aaron Leya Iseka\Aaron-Leya-Iseka,be BEL,FW,Toulouse,fr Ligue 1,20,1997,28,1444,52,42.2,16.0,15,80,9,13,18,5,1.04,15,23,-8,-0.50,+0.14,17.4,23.2,-5.9,-0.36,+0.02,Matches
1616,Ben Lhassine Kone\Ben-Lhassine-Kone,ci CIV,MF,Torino,it Serie A,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1617,Stephan Lichtsteiner\Stephan-Lichtsteiner,ch SUI,DF,Arsenal,eng Premier League,34,1984,14,938,67,27.4,10.4,10,73,4,4,52,13,1.57,17,18,-1,-0.10,-0.93,12.8,17.9,-5.1,-0.49,-0.77,Matches
1618,Dimitri Liénard\Dimitri-Lienard,fr FRA,MFDF,Strasbourg,fr Ligue 1,30,1988,22,1291,59,37.7,14.3,15,80,9,7,13,13,1.64,18,17,+1,+0.07,-0.31,17.3,15.8,+1.5,+0.11,+0.48,Matches
1619,Philipp Lienhart\Philipp-Lienhart,at AUT,DF,Freiburg,de Bundesliga,22,1996,14,614,44,20.1,6.8,7,78,5,7,10,9,1.64,12,10,+2,+0.29,+0.92,7.9,9.4,-1.5,-0.22,+0.21,Matches
1620,Jonathan Ligali\Jonathan-Ligali,fr FRA,GK,Montpellier,fr Ligue 1,27,1991,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
1621,Lucas Lima\Lucas-Lima,br BRA,DFFW,Nantes,fr Ligue 1,26,1991,31,2496,81,73.0,27.7,28,89,26,3,4,5,1.10,36,40,-4,-0.14,-0.53,34.4,36.5,-2.2,-0.08,-0.29,Matches
1622,Anthony Limbombe\Anthony-Limbombe,be BEL,FW,Nantes,fr Ligue 1,24,1994,29,1237,43,36.2,13.7,12,83,2,17,14,3,1.45,25,14,+11,+0.80,+1.25,23.6,11.6,+12.0,+0.87,+1.37,Matches
