Player,Nation,Pos,Squad,Comp,Born,goals_allowed,penalties_alllowed,free_kicks_allowed,corners_allowed,own_goals,PSxG,PSxG_per_SoT,PSxG_difference,long_passes_cmp,long_passes_attempted,long_pass_completion,passes_attempted,throws_attempted,launch_percentage,avg_pass_length,goal_kicks_attempted,goal_kicks_long_percentage,goal_kick_len,crosses_attempted,crosses_stopped,stop_percentage,defensive_actions,AvgDist,Season
Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,1992,33,5,1.0,3.0,0.0,28.0,0.35,-4.0,124.0,244.0,50.8,486.0,75.0,33.7,34.0,143.0,55.9,45.7,145.0,10.0,6.9,9.0,13.4,2021
Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,1992,2,1,,,,,,,,,,,,,,,,,,,,,,2021
Luigi Sepe,it ITA,GK,Parma,it Serie A,1991,56,1,0.0,9.0,3.0,44.8,0.33,-8.2,266.0,493.0,54.0,942.0,142.0,43.5,37.7,214.0,38.8,35.7,327.0,21.0,6.4,11.0,13.5,2021
Rui Silva,pt POR,GK,Granada,es La Liga,1994,47,3,2.0,3.0,1.0,44.6,0.35,-1.4,238.0,646.0,36.8,701.0,61.0,66.0,49.1,227.0,80.6,58.3,275.0,13.0,4.7,21.0,15.4,2021
Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,1991,34,4,1.0,7.0,2.0,32.0,0.26,0.0,184.0,648.0,28.4,628.0,65.0,69.1,47.1,236.0,90.7,58.8,248.0,6.0,2.4,13.0,13.4,2021
Unai Simón,es ESP,GK,Athletic Club,es La Liga,1997,32,5,1.0,5.0,1.0,28.8,0.3,-2.2,192.0,435.0,44.1,637.0,148.0,44.4,40.0,187.0,81.3,60.6,261.0,17.0,6.5,16.0,14.2,2021
Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,1988,1,0,0.0,0.0,0.0,1.2,0.59,0.2,5.0,9.0,55.6,20.0,2.0,40.0,35.5,5.0,20.0,20.2,6.0,1.0,16.7,2.0,24.0,2021
Salvatore Sirigu,it ITA,GK,Torino,it Serie A,1987,48,6,1.0,5.0,1.0,35.3,0.33,-11.7,146.0,355.0,41.1,609.0,88.0,41.4,35.2,212.0,48.6,37.9,245.0,15.0,6.1,11.0,12.8,2021
Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,1991,30,3,1.0,6.0,1.0,32.1,0.27,3.1,86.0,239.0,36.0,547.0,122.0,34.9,33.9,164.0,29.3,25.4,194.0,21.0,10.8,9.0,12.4,2021
Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,1988,40,5,0.0,4.0,0.0,34.9,0.31,-5.1,158.0,340.0,46.5,891.0,102.0,32.1,32.1,187.0,28.9,30.2,213.0,12.0,5.6,16.0,13.4,2021
David Soria,es ESP,GK,Getafe,es La Liga,1993,21,4,0.0,3.0,1.0,23.0,0.33,3.0,208.0,553.0,37.6,501.0,7.0,87.0,58.5,141.0,83.0,56.6,152.0,18.0,11.8,26.0,16.2,2021
Marco Sportiello,it ITA,GK,Atalanta,it Serie A,1992,18,0,0.0,2.0,0.0,13.9,0.31,-4.1,47.0,96.0,49.0,287.0,61.0,23.0,29.6,47.0,63.8,48.8,77.0,6.0,7.8,13.0,17.2,2021
Zack Steffen,us USA,GK,Manchester City,eng Premier League,1995,1,0,0.0,0.0,0.0,0.6,0.32,-0.4,2.0,6.0,33.3,20.0,4.0,25.0,31.1,8.0,12.5,20.5,10.0,0.0,0.0,0.0,7.0,2021
Thomas Strakosha,al ALB,GK,Lazio,it Serie A,1995,12,1,0.0,1.0,0.0,10.6,0.36,-1.4,41.0,86.0,47.7,220.0,35.0,36.8,32.3,32.0,15.6,26.0,61.0,4.0,6.6,1.0,11.7,2021
Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,1990,23,2,0.0,2.0,1.0,22.3,0.26,0.3,80.0,145.0,55.2,637.0,104.0,19.2,28.4,149.0,15.4,24.4,198.0,15.0,7.6,20.0,14.6,2021
Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,1986,3,1,0.0,2.0,0.0,2.9,0.35,-0.1,2.0,5.0,40.0,23.0,7.0,13.0,21.8,4.0,50.0,30.8,3.0,1.0,33.3,0.0,8.1,2021
Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,1992,18,2,0.0,3.0,1.0,20.3,0.27,3.3,107.0,180.0,59.4,638.0,110.0,22.4,28.9,109.0,33.9,33.4,131.0,17.0,13.0,17.0,16.9,2021
Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,1990,2,0,0.0,1.0,0.0,1.5,0.73,-0.5,8.0,15.0,53.3,12.0,2.0,83.3,51.3,6.0,83.3,51.2,5.0,0.0,0.0,0.0,7.7,2021
Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,1990,37,4,1.0,3.0,1.0,34.6,0.29,-1.4,222.0,554.0,40.1,898.0,137.0,48.8,38.9,213.0,54.5,45.2,239.0,23.0,9.6,19.0,14.8,2021
Tomáš Vaclík,cz CZE,GK,Sevilla,es La Liga,1989,5,0,0.0,0.0,0.0,3.3,0.28,-1.7,16.0,35.0,45.7,103.0,17.0,29.1,30.4,15.0,33.3,29.9,32.0,1.0,3.1,3.0,14.8,2021
Koke Vegas,es ESP,GK,Levante,es La Liga,1995,2,0,0.0,0.0,0.0,2.6,0.64,0.6,2.0,11.0,18.2,18.0,4.0,44.4,37.7,11.0,27.3,30.5,7.0,0.0,0.0,1.0,18.8,2021
Iván Villar,es ESP,GK,Celta Vigo,es La Liga,1997,17,2,0.0,0.0,1.0,14.4,0.37,-0.6,45.0,146.0,30.8,234.0,46.0,42.3,37.2,82.0,57.3,46.4,99.0,11.0,11.1,9.0,15.5,2021
João Virgínia,pt POR,GK,Everton,eng Premier League,1999,0,0,0.0,0.0,0.0,0.2,0.07,0.2,3.0,11.0,27.3,13.0,3.0,61.5,51.5,4.0,75.0,54.5,2.0,0.0,0.0,0.0,21.0,2021
Rubén Yáñez,es ESP,GK,Getafe,es La Liga,1993,12,1,0.0,0.0,0.0,11.1,0.36,-0.9,78.0,181.0,43.1,187.0,25.0,71.1,48.7,58.0,82.8,60.0,67.0,5.0,7.5,5.0,14.6,2021
Yoel,es ESP,GK,Eibar,es La Liga,1988,1,0,0.0,0.0,0.0,0.6,0.58,-0.4,13.0,23.0,56.5,35.0,14.0,54.3,42.3,4.0,100.0,69.0,1.0,0.0,0.0,3.0,17.9,2021
Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,1994,41,4,1.0,4.0,1.0,35.2,0.28,-4.8,130.0,401.0,32.4,717.0,174.0,40.9,38.2,197.0,54.8,46.8,231.0,24.0,10.4,17.0,14.1,2021
Ron-Robert Zieler,de GER,GK,Köln,de Bundesliga,1989,1,1,0.0,0.0,0.0,0.7,0.01,-0.3,6.0,11.0,54.5,17.0,4.0,35.3,35.0,6.0,83.3,49.7,10.0,0.0,0.0,0.0,11.8,2021
Jeroen Zoet,nl NED,GK,Spezia,it Serie A,1991,11,2,0.0,2.0,0.0,10.6,0.35,-0.4,50.0,103.0,48.5,240.0,38.0,39.2,36.9,26.0,34.6,35.2,43.0,4.0,9.3,6.0,15.2,2021
Igor Akinfeev,ru RUS,GK,ru CSKA Moscow,,1986,6,0,0.0,2.0,0.0,9.2,0.33,3.2,48.0,137.0,35.0,125.0,23.0,75.2,54.8,52.0,82.7,67.7,63.0,4.0,6.3,1.0,11.3,2019
Alisson,br BRA,GK,eng Liverpool,,1992,12,0,1.0,2.0,1.0,16.1,0.3,5.1,61.0,142.0,43.0,360.0,74.0,27.2,32.3,86.0,51.2,44.4,87.0,8.0,9.2,11.0,17.3,2019
Alphonse Areola,fr FRA,GK,fr Paris S-G,,1993,6,1,0.0,1.0,0.0,4.3,0.23,-1.7,13.0,19.0,68.4,70.0,11.0,18.6,26.2,18.0,33.3,36.0,23.0,1.0,4.3,0.0,9.0,2019
Loic Badiashile,fr FRA,GK,fr Monaco,,1998,1,0,0.0,0.0,0.0,1.8,0.36,0.8,10.0,21.0,47.6,20.0,1.0,60.0,45.5,10.0,90.0,65.8,12.0,2.0,16.7,0.0,15.3,2019
David von Ballmoos,ch SUI,GK,ch Young Boys,,1994,10,1,0.0,0.0,0.0,8.2,0.38,-1.8,44.0,109.0,40.4,117.0,16.0,64.1,45.3,36.0,94.4,66.3,38.0,2.0,5.3,4.0,14.9,2019
Vasilios Barkas,gr GRE,GK,gr AEK Athens,,1994,13,2,1.0,3.0,0.0,14.5,0.33,1.5,68.0,155.0,43.9,157.0,16.0,72.0,50.1,54.0,77.8,54.5,72.0,10.0,13.9,1.0,12.1,2019
Oliver Baumann,de GER,GK,de Hoffenheim,,1990,14,0,1.0,2.0,0.0,13.0,0.29,-1.0,40.0,101.0,39.6,164.0,28.0,41.5,35.1,54.0,61.1,48.3,44.0,3.0,6.8,6.0,16.8,2019
Diego Benaglio,ch SUI,GK,fr Monaco,,1983,10,1,0.0,1.0,0.0,8.4,0.45,-1.6,19.0,39.0,48.7,85.0,18.0,32.9,31.4,35.0,31.4,35.6,26.0,1.0,3.8,3.0,17.4,2019
Milan Borjan,ca CAN,GK,rs Red Star,,1987,17,1,2.0,1.0,0.0,16.7,0.27,-0.3,52.0,145.0,35.9,152.0,22.0,63.8,47.9,66.0,72.7,56.3,65.0,6.0,9.2,3.0,13.9,2019
Gianluigi Buffon,it ITA,GK,fr Paris S-G,,1978,6,3,0.0,0.0,0.0,5.4,0.26,-0.6,17.0,58.0,29.3,91.0,18.0,35.2,32.3,37.0,70.3,50.0,37.0,0.0,0.0,3.0,13.9,2019
Roman Bürki,ch SUI,GK,de Dortmund,,1990,6,0,0.0,1.0,0.0,6.6,0.29,0.6,35.0,90.0,38.9,196.0,36.0,35.2,35.5,41.0,51.2,42.2,57.0,1.0,1.8,4.0,15.0,2019
Iker Casillas,es ESP,GK,pt Porto,,1981,15,3,0.0,2.0,0.0,12.9,0.31,-2.1,80.0,189.0,42.3,299.0,30.0,47.5,40.1,75.0,62.7,49.0,80.0,8.0,10.0,8.0,16.7,2019
Jasper Cillessen,nl NED,GK,es Barcelona,,1989,1,0,0.0,0.0,0.0,2.3,0.32,1.3,8.0,13.0,61.5,33.0,11.0,36.4,32.3,5.0,20.0,39.2,7.0,1.0,14.3,0.0,10.7,2019
Thibaut Courtois,be BEL,GK,es Real Madrid,,1992,8,0,1.0,1.0,0.0,8.8,0.31,0.8,35.0,86.0,40.7,134.0,31.0,47.8,42.1,44.0,50.0,49.2,33.0,2.0,6.1,2.0,15.1,2019
Jaume Doménech,es ESP,GK,es Valencia,,1990,1,0,0.0,0.0,0.0,1.3,0.27,0.3,5.0,11.0,45.5,18.0,3.0,38.9,38.4,8.0,50.0,40.4,11.0,1.0,9.1,1.0,15.7,2019
Ederson,br BRA,GK,eng Manchester City,,1993,12,3,0.0,1.0,0.0,10.1,0.27,-1.9,41.0,69.0,59.4,231.0,38.0,19.9,28.9,48.0,47.9,45.5,38.0,2.0,5.3,13.0,20.3,2019
Ralf Fährmann,de GER,GK,de Schalke 04,,1988,14,2,1.0,3.0,0.0,12.5,0.38,-1.5,29.0,80.0,36.3,121.0,26.0,45.5,39.8,38.0,65.8,49.9,31.0,1.0,3.2,0.0,12.4,2019
Paulo Gazzaniga,ar ARG,GK,eng Tottenham,,1992,1,0,0.0,1.0,0.0,0.8,0.2,-0.2,2.0,5.0,40.0,25.0,6.0,12.0,27.3,3.0,66.7,53.7,5.0,0.0,0.0,0.0,17.4,2019
David de Gea,es ESP,GK,eng Manchester Utd,,1990,9,0,0.0,1.0,1.0,8.7,0.28,0.7,62.0,125.0,49.6,138.0,34.0,52.2,43.6,72.0,73.6,57.3,76.0,3.0,3.9,0.0,10.1,2019
Mathieu Gorgelin,fr FRA,GK,fr Lyon,,1990,3,0,0.0,0.0,0.0,1.9,0.48,-1.1,4.0,7.0,57.1,15.0,2.0,33.3,34.5,4.0,50.0,36.5,2.0,0.0,0.0,0.0,15.0,2019
Samir Handanović,si SVN,GK,it Inter,,1984,7,0,0.0,0.0,0.0,10.3,0.24,3.3,35.0,70.0,50.0,161.0,40.0,28.0,29.8,43.0,58.1,43.2,42.0,2.0,4.8,2.0,14.1,2019
Marwin Hitz,ch SUI,GK,de Dortmund,,1987,0,0,0.0,0.0,0.0,0.0,,0.0,1.0,5.0,20.0,29.0,4.0,10.3,26.1,4.0,50.0,38.5,12.0,2.0,16.7,1.0,17.3,2019
Ethan Horvath,us USA,GK,be Club Brugge,,1995,0,0,0.0,0.0,0.0,2.0,0.18,2.0,22.0,69.0,31.9,67.0,15.0,65.7,46.1,29.0,86.2,58.6,30.0,1.0,3.3,1.0,14.0,2019
Aleš Hruška,cz CZE,GK,cz Viktoria Plzeň,,1985,9,1,0.0,3.0,0.0,7.7,0.31,-1.3,57.0,110.0,51.8,112.0,25.0,64.3,45.9,46.0,82.6,57.8,46.0,2.0,4.3,1.0,13.2,2019
Matúš Kozáčik,sk SVK,GK,cz Viktoria Plzeň,,1983,7,1,0.0,1.0,0.0,6.7,0.31,-0.3,14.0,46.0,30.4,59.0,14.0,66.1,42.8,11.0,63.6,44.7,17.0,2.0,11.8,0.0,12.8,2019
Georgii Kyrnats,ru RUS,GK,ru CSKA Moscow,,1998,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,2019
Karlo Letica,hr CRO,GK,be Club Brugge,,1997,5,0,0.0,1.0,0.0,3.5,0.27,-1.5,23.0,48.0,47.9,52.0,12.0,55.8,46.8,25.0,76.0,57.4,21.0,1.0,4.8,0.0,9.6,2019
Hugo Lloris,fr FRA,GK,eng Tottenham,,1986,15,1,0.0,2.0,0.0,14.4,0.3,-0.6,82.0,165.0,49.7,301.0,46.0,38.9,35.6,81.0,59.3,46.1,70.0,6.0,8.6,5.0,15.4,2019
Anthony Lopes,pt POR,GK,fr Lyon,,1990,13,1,0.0,1.0,0.0,14.5,0.28,1.5,47.0,125.0,37.6,163.0,29.0,48.5,41.3,67.0,68.7,53.5,74.0,2.0,2.7,4.0,13.6,2019
Guilherme Marinato,ru RUS,GK,ru Loko Moscow,,1985,12,2,1.0,3.0,0.0,7.6,0.19,-4.4,51.0,125.0,40.8,144.0,30.0,63.9,45.5,40.0,82.5,55.7,50.0,10.0,20.0,4.0,15.0,2019
Antonio Mirante,it ITA,GK,it Roma,,1983,3,0,0.0,0.0,0.0,2.5,0.36,-0.5,8.0,20.0,40.0,45.0,7.0,22.2,27.2,14.0,71.4,48.5,14.0,1.0,7.1,2.0,17.8,2019
Fernando Muslera,uy URU,GK,tr Galatasaray,,1986,8,1,0.0,2.0,1.0,10.9,0.44,3.9,44.0,111.0,39.6,168.0,26.0,50.0,41.7,48.0,56.3,48.4,45.0,3.0,6.7,4.0,13.9,2019
Keylor Navas,cr CRC,GK,es Real Madrid,,1986,2,0,0.0,0.0,0.0,2.5,0.28,0.5,12.0,19.0,63.2,55.0,10.0,18.2,29.7,16.0,56.3,45.9,18.0,1.0,5.6,3.0,21.5,2019
Neto,br BRA,GK,es Valencia,,1989,5,3,0.0,0.0,0.0,9.4,0.33,4.4,28.0,72.0,38.9,76.0,26.0,59.2,43.8,40.0,67.5,53.3,57.0,4.0,7.0,1.0,12.9,2019
Manuel Neuer,de GER,GK,de Bayern Munich,,1986,8,1,0.0,1.0,0.0,9.5,0.29,1.5,63.0,127.0,49.6,290.0,45.0,36.6,33.8,50.0,42.0,40.3,54.0,2.0,3.7,5.0,14.1,2019
Alexander Nübel,de GER,GK,de Schalke 04,,1996,0,0,0.0,0.0,0.0,0.6,0.19,0.6,10.0,26.0,38.5,38.0,7.0,44.7,41.1,14.0,64.3,51.2,7.0,2.0,28.6,1.0,13.9,2019
Jan Oblak,si SVN,GK,es Atlético Madrid,,1993,9,1,0.0,0.0,0.0,7.2,0.33,-1.8,40.0,114.0,35.1,102.0,8.0,57.8,43.5,59.0,93.2,61.4,62.0,7.0,11.3,1.0,13.1,2019
Robin Olsen,se SWE,GK,it Roma,,1990,9,1,1.0,1.0,0.0,11.9,0.3,2.9,41.0,103.0,39.8,167.0,42.0,39.5,36.3,56.0,66.1,52.2,59.0,6.0,10.2,1.0,13.9,2019
André Onana,cm CMR,GK,nl Ajax,,1996,13,1,0.0,2.0,0.0,17.6,0.35,4.6,51.0,189.0,27.0,306.0,52.0,44.4,38.6,87.0,60.9,51.3,79.0,10.0,12.7,5.0,14.1,2019
David Ospina,co COL,GK,it Napoli,,1988,5,0,0.0,0.0,1.0,5.0,0.24,1.0,38.0,96.0,39.6,173.0,30.0,41.0,35.8,41.0,61.0,46.7,44.0,3.0,6.8,4.0,14.0,2019
Ilya Pomazun,ru RUS,GK,ru CSKA Moscow,,1996,3,0,0.0,0.0,0.0,3.8,0.29,0.8,2.0,23.0,8.7,28.0,11.0,50.0,47.3,10.0,90.0,61.7,9.0,1.0,11.1,1.0,14.5,2019
Andriy Pyatov,ua UKR,GK,ua Shakhtar,,1984,16,2,0.0,2.0,0.0,13.7,0.35,-2.3,49.0,108.0,45.4,184.0,45.0,41.3,37.1,58.0,55.2,46.3,63.0,12.0,19.0,5.0,15.8,2019
Sergio Romero,ar ARG,GK,eng Manchester Utd,,1987,2,0,0.0,0.0,1.0,1.3,0.32,0.3,10.0,22.0,45.5,21.0,3.0,66.7,43.3,11.0,72.7,54.6,9.0,0.0,0.0,0.0,14.0,2019
Danijel Subašić,hr CRO,GK,fr Monaco,,1984,3,0,0.0,0.0,0.0,1.3,0.25,-1.7,1.0,7.0,14.3,7.0,0.0,85.7,68.6,4.0,25.0,32.0,1.0,0.0,0.0,0.0,10.0,2019
Wojciech Szczęsny,pl POL,GK,it Juventus,,1990,9,1,1.0,2.0,1.0,9.7,0.26,1.7,74.0,137.0,54.0,217.0,36.0,42.9,39.3,72.0,61.1,50.3,69.0,2.0,2.9,9.0,14.0,2019
Marc-André ter Stegen,de GER,GK,es Barcelona,,1992,9,0,0.0,3.0,0.0,10.3,0.28,1.3,74.0,133.0,55.6,300.0,59.0,31.3,32.5,75.0,52.0,42.1,93.0,6.0,6.5,3.0,13.8,2019
Odisseas Vlachodimos,gr GRE,GK,pt Benfica,,1994,11,0,0.0,3.0,0.0,11.9,0.33,0.9,42.0,100.0,42.0,149.0,25.0,55.7,43.8,33.0,51.5,46.6,22.0,4.0,18.2,4.0,16.8,2019
Michel Vorm,nl NED,GK,eng Tottenham,,1983,3,0,0.0,1.0,0.0,1.5,0.3,-1.5,5.0,12.0,41.7,35.0,12.0,20.0,28.2,18.0,27.8,39.2,13.0,2.0,15.4,0.0,11.8,2019
Marco Wölfli,ch SUI,GK,ch Young Boys,,1982,2,0,0.0,0.0,0.0,3.5,0.35,1.5,32.0,59.0,54.2,58.0,9.0,69.0,52.8,20.0,95.0,61.7,26.0,2.0,7.7,0.0,13.3,2019
Jeroen Zoet,nl NED,GK,nl PSV Eindhoven,,1991,13,0,1.0,0.0,0.0,14.2,0.28,1.2,55.0,139.0,39.6,129.0,25.0,62.8,47.6,73.0,79.5,61.7,90.0,6.0,6.7,1.0,11.1,2019
Adrián,es ESP,GK,eng Liverpool,,1987,8,1,0.0,0.0,0.0,6.4,0.37,-1.6,19.0,35.0,54.3,83.0,14.0,33.7,35.5,15.0,46.7,39.1,15.0,0.0,0.0,0.0,11.8,2020
Alisson,br BRA,GK,eng Liverpool,,1992,4,0,0.0,2.0,0.0,4.1,0.26,0.1,25.0,41.0,61.0,147.0,25.0,23.8,30.7,27.0,22.2,31.7,31.0,3.0,9.7,12.0,19.6,2020
Alphonse Areola,fr FRA,GK,es Real Madrid,,1993,1,0,0.0,0.0,0.0,1.6,0.52,0.6,6.0,16.0,37.5,47.0,7.0,29.8,33.9,11.0,18.2,30.3,10.0,2.0,20.0,1.0,15.1,2020
Kepa Arrizabalaga,es ESP,GK,eng Chelsea,,1994,9,0,0.0,1.0,2.0,7.3,0.37,0.3,37.0,71.0,52.1,130.0,27.0,37.7,36.0,45.0,48.9,44.3,43.0,3.0,7.0,5.0,16.3,2020
Milan Borjan,ca CAN,GK,rs Red Star,,1987,20,2,0.0,4.0,0.0,18.8,0.33,-1.2,47.0,133.0,35.3,135.0,24.0,61.5,46.3,71.0,70.4,49.6,85.0,14.0,16.5,4.0,10.9,2020
Claudio Bravo,cl CHI,GK,eng Manchester City,,1983,2,0,0.0,0.0,0.0,1.1,0.35,-0.9,5.0,11.0,45.5,40.0,5.0,22.5,29.5,8.0,25.0,26.9,10.0,2.0,20.0,2.0,15.9,2020
Gianluigi Buffon,it ITA,GK,it Juventus,,1978,0,0,0.0,0.0,0.0,0.0,0.03,0.0,8.0,14.0,57.1,28.0,7.0,35.7,32.1,11.0,36.4,33.2,15.0,0.0,0.0,0.0,9.4,2020
Roman Bürki,ch SUI,GK,de Dortmund,,1990,11,0,0.0,1.0,0.0,12.6,0.33,1.6,29.0,99.0,29.3,202.0,43.0,40.6,36.8,40.0,42.5,46.2,41.0,4.0,9.8,4.0,13.5,2020
Willy Caballero,ar ARG,GK,eng Chelsea,,1981,7,1,0.0,1.0,0.0,6.6,0.47,-0.4,15.0,35.0,42.9,55.0,11.0,45.5,37.3,24.0,41.7,37.3,14.0,0.0,0.0,1.0,11.4,2020
Leonardo César Jardim,br BRA,GK,fr Lille,,1995,0,0,0.0,0.0,0.0,0.0,0.02,0.0,1.0,4.0,25.0,4.0,0.0,50.0,46.0,2.0,100.0,68.0,1.0,0.0,0.0,1.0,19.5,2020
Jasper Cillessen,nl NED,GK,es Valencia,,1989,11,2,0.0,1.0,0.0,10.2,0.29,-0.8,37.0,115.0,32.2,143.0,29.0,50.3,41.1,58.0,74.1,56.1,68.0,1.0,1.5,3.0,13.0,2020
Carlos Coronel,br BRA,GK,at RB Salzburg,,1996,4,0,0.0,0.0,0.0,2.9,0.33,-1.1,10.0,41.0,24.4,40.0,9.0,45.0,38.6,33.0,69.7,52.5,30.0,3.0,10.0,0.0,9.4,2020
Gaëtan Coucke,be BEL,GK,be Genk,,1998,16,0,0.0,0.0,0.0,13.4,0.39,-2.6,53.0,124.0,42.7,173.0,24.0,52.0,40.8,51.0,66.7,48.9,50.0,3.0,6.0,9.0,16.7,2020
Thibaut Courtois,be BEL,GK,es Real Madrid,,1992,11,1,0.0,0.0,0.0,12.1,0.36,1.1,17.0,48.0,35.4,186.0,37.0,19.4,28.8,43.0,27.9,33.3,38.0,4.0,10.5,5.0,15.9,2020
Jaume Doménech,es ESP,GK,es Valencia,,1990,4,0,0.0,0.0,0.0,2.9,0.42,-1.1,21.0,60.0,35.0,51.0,6.0,76.5,48.9,22.0,95.5,63.7,21.0,1.0,4.8,1.0,14.1,2020
Ederson,br BRA,GK,eng Manchester City,,1993,7,1,0.0,0.0,0.0,6.8,0.28,-0.2,51.0,98.0,52.0,225.0,27.0,36.0,37.2,29.0,58.6,49.1,31.0,4.0,12.9,15.0,18.6,2020
Paulo Gazzaniga,ar ARG,GK,eng Tottenham,,1992,5,0,0.0,1.0,0.0,6.4,0.3,1.4,20.0,60.0,33.3,89.0,18.0,41.6,39.0,41.0,56.1,48.7,34.0,1.0,2.9,1.0,15.3,2020
Pierluigi Gollini,it ITA,GK,it Atalanta,,1995,13,1,0.0,1.0,0.0,12.7,0.39,-0.3,33.0,77.0,42.9,130.0,26.0,36.9,37.3,36.0,80.6,60.7,48.0,5.0,10.4,9.0,16.3,2020
Péter Gulácsi,hu HUN,GK,de RB Leipzig,,1990,12,1,0.0,0.0,0.0,12.9,0.28,0.9,62.0,125.0,49.6,295.0,46.0,35.6,34.7,69.0,29.0,34.6,72.0,5.0,6.9,10.0,16.8,2020
Samir Handanović,si SVN,GK,it Inter,,1984,9,1,0.0,1.0,0.0,8.9,0.29,-0.1,28.0,58.0,48.3,176.0,35.0,21.0,27.7,46.0,45.7,37.8,37.0,4.0,10.8,2.0,12.2,2020
Lukáš Hrádecký,fi FIN,GK,de Leverkusen,,1989,9,0,0.0,0.0,0.0,9.2,0.33,0.2,48.0,121.0,39.7,235.0,25.0,45.5,39.9,31.0,45.2,41.6,33.0,2.0,6.1,8.0,19.1,2020
Mikhail Kerzhakov,ru RUS,GK,ru Zenit,,1987,7,1,0.0,0.0,1.0,6.7,0.24,0.7,47.0,85.0,55.3,107.0,20.0,61.7,43.5,32.0,59.4,46.5,65.0,6.0,9.2,1.0,12.8,2020
Anton Kochenkov,ru RUS,GK,ru Loko Moscow,,1987,2,1,0.0,1.0,0.0,2.2,0.07,0.2,7.0,24.0,29.2,15.0,1.0,66.7,53.6,16.0,87.5,59.2,10.0,0.0,0.0,0.0,9.0,2020
Ondřej Kolář,cz CZE,GK,cz Slavia Prague,,1994,10,0,0.0,0.0,1.0,11.8,0.34,2.8,59.0,126.0,46.8,216.0,32.0,48.1,40.8,48.0,45.8,42.5,23.0,2.0,8.7,11.0,18.1,2020
Dominik Livaković,hr CRO,GK,hr Dinamo Zagreb,,1995,13,2,0.0,1.0,0.0,13.6,0.37,0.6,51.0,141.0,36.2,121.0,20.0,68.6,51.6,61.0,95.1,68.8,47.0,5.0,10.6,4.0,13.7,2020
Hugo Lloris,fr FRA,GK,eng Tottenham,,1986,13,2,0.0,0.0,0.0,9.6,0.33,-3.4,17.0,36.0,47.2,65.0,11.0,36.9,36.6,26.0,46.2,36.4,27.0,0.0,0.0,1.0,13.0,2020
Anthony Lopes,pt POR,GK,fr Lyon,,1990,14,3,0.0,1.0,0.0,12.0,0.27,-2.0,64.0,154.0,41.6,241.0,55.0,44.0,38.4,91.0,52.7,44.7,106.0,7.0,6.6,2.0,12.4,2020
Andrey Lunyov,ru RUS,GK,ru Zenit,,1991,2,1,0.0,0.0,0.0,2.2,0.1,0.2,11.0,32.0,34.4,49.0,13.0,51.0,43.2,15.0,46.7,40.3,26.0,6.0,23.1,0.0,9.2,2020
Mike Maignan,fr FRA,GK,fr Lille,,1995,14,1,0.0,2.0,1.0,11.2,0.33,-1.8,28.0,103.0,27.2,141.0,32.0,53.9,43.2,35.0,77.1,59.0,55.0,7.0,12.7,3.0,15.7,2020
Guilherme Marinato,ru RUS,GK,ru Loko Moscow,,1985,9,0,0.0,0.0,2.0,7.7,0.23,0.7,50.0,107.0,46.7,104.0,28.0,57.7,44.1,58.0,81.0,51.4,53.0,4.0,7.5,1.0,11.8,2020
Alex Meret,it ITA,GK,it Napoli,,1997,4,2,0.0,2.0,0.0,5.3,0.21,1.3,35.0,69.0,50.7,114.0,16.0,28.1,31.1,66.0,56.1,42.7,70.0,8.0,11.4,1.0,11.2,2020
Simon Mignolet,be BEL,GK,be Club Brugge,,1988,12,0,0.0,1.0,0.0,10.5,0.44,-1.5,49.0,103.0,47.6,136.0,19.0,50.0,39.1,59.0,59.3,46.0,53.0,5.0,9.4,3.0,16.1,2020
Fernando Muslera,uy URU,GK,tr Galatasaray,,1986,14,2,0.0,0.0,0.0,16.1,0.31,2.1,66.0,178.0,37.1,213.0,37.0,62.4,46.0,55.0,81.8,59.5,55.0,9.0,16.4,5.0,13.8,2020
Yvon Mvogo,ch SUI,GK,de RB Leipzig,,1994,0,0,0.0,0.0,0.0,0.2,0.09,0.2,0.0,1.0,0.0,8.0,2.0,12.5,25.0,2.0,0.0,18.5,1.0,0.0,0.0,0.0,15.0,2020
Keylor Navas,cr CRC,GK,fr Paris S-G,,1986,6,0,0.0,0.0,0.0,8.1,0.26,2.1,42.0,120.0,35.0,202.0,42.0,43.1,36.9,71.0,46.5,37.6,71.0,3.0,4.2,3.0,11.2,2020
Neto,br BRA,GK,es Barcelona,,1989,1,0,0.0,0.0,0.0,0.5,0.07,-0.5,9.0,20.0,45.0,40.0,11.0,40.0,35.4,10.0,40.0,37.3,12.0,0.0,0.0,0.0,10.6,2020
