Player,Nation,Pos,Squad,Comp,Born,goals_allowed,penalties_alllowed,free_kicks_allowed,corners_allowed,own_goals,PSxG,PSxG_per_SoT,PSxG_difference,long_passes_cmp,long_passes_attempted,long_pass_completion,passes_attempted,throws_attempted,launch_percentage,avg_pass_length,goal_kicks_attempted,goal_kicks_long_percentage,goal_kick_len,crosses_attempted,crosses_stopped,stop_percentage,defensive_actions,AvgDist,Season
Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,1989,30,3,1.0,3.0,0.0,32.5,0.32,2.5,102.0,282.0,36.2,360.0,86.0,52.2,41.5,109.0,86.2,61.3,284.0,24.0,8.5,16.0,14.3,2019
Mariano Barbosa,ar ARG,GK,Villarreal,es La Liga,1984,14,1,0.0,2.0,0.0,13.6,0.27,-0.4,35.0,123.0,28.5,190.0,40.0,34.7,34.7,63.0,90.5,62.4,150.0,15.0,10.0,3.0,13.7,2019
Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,1990,48,3,1.0,9.0,3.0,41.2,0.26,-3.8,219.0,620.0,35.3,1175.0,173.0,40.8,35.9,230.0,61.3,48.7,311.0,20.0,6.4,37.0,15.6,2019
Asmir Begović,ba BIH,GK,Bournemouth,eng Premier League,1987,61,2,2.0,8.0,0.0,54.6,0.32,-6.4,178.0,523.0,34.0,693.0,171.0,50.1,41.9,198.0,88.9,62.8,434.0,34.0,7.8,11.0,13.2,2019
Vid Belec,si SVN,GK,Sampdoria,it Serie A,1990,5,1,0.0,1.0,0.0,5.6,0.31,0.6,9.0,24.0,37.5,70.0,11.0,27.1,26.6,16.0,31.3,36.2,21.0,2.0,9.5,3.0,13.3,2019
Vid Belec,si SVN,GK,Benevento,it Serie A,1990,32,3,1.0,1.0,2.0,24.3,0.31,-0.7,63.0,183.0,34.4,259.0,68.0,48.6,40.4,102.0,55.9,46.5,133.0,10.0,7.5,5.0,12.2,2019
Diego Benaglio,ch SUI,GK,Monaco,fr Ligue 1,1983,0,0,0.0,0.0,0.0,1.5,0.24,1.5,9.0,22.0,40.9,35.0,9.0,40.0,33.7,12.0,66.7,53.8,25.0,1.0,4.0,2.0,14.7,2019
Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,1993,36,3,1.0,0.0,2.0,35.6,0.28,1.6,64.0,201.0,31.8,394.0,84.0,26.6,30.3,127.0,75.6,54.4,320.0,17.0,5.3,6.0,13.0,2019
Etrit Berisha,al ALB,GK,Atalanta,it Serie A,1989,34,1,2.0,2.0,0.0,27.3,0.26,-6.7,196.0,438.0,44.7,587.0,156.0,42.9,37.8,214.0,86.9,58.9,249.0,14.0,5.6,15.0,14.3,2019
Quentin Beunardeau,fr FRA,GK,Metz,fr Ligue 1,1994,2,0,0.0,0.0,0.0,1.7,0.43,-0.3,6.0,16.0,37.5,16.0,2.0,87.5,50.7,2.0,100.0,71.5,6.0,0.0,0.0,0.0,13.0,2019
Albano Bizzarri,ar ARG,GK,Udinese,it Serie A,1977,52,2,1.0,9.0,4.0,42.0,0.29,-6.0,262.0,612.0,42.8,774.0,135.0,52.5,41.1,271.0,76.0,53.2,306.0,26.0,8.5,13.0,13.0,2019
Rubén Blanco,es ESP,GK,Celta Vigo,es La Liga,1995,31,3,0.0,4.0,0.0,25.5,0.26,-5.5,112.0,357.0,31.4,602.0,57.0,48.0,41.2,82.0,82.9,62.4,231.0,28.0,12.1,7.0,14.9,2019
Landry Bonnefoi,fr FRA,GK,Strasbourg,fr Ligue 1,1983,6,0,0.0,1.0,0.0,5.5,0.33,-0.5,17.0,42.0,40.5,39.0,8.0,59.0,43.1,26.0,73.1,50.9,33.0,0.0,0.0,0.0,10.5,2019
Jean-Christophe Bouet,fr FRA,GK,Amiens,fr Ligue 1,1983,1,0,0.0,0.0,0.0,1.1,0.19,0.1,2.0,15.0,13.3,12.0,2.0,58.3,48.8,8.0,100.0,62.6,11.0,3.0,27.3,0.0,18.0,2019
Yassine Bounou,ma MAR,GK,Girona,es La Liga,1991,46,4,2.0,1.0,1.0,40.8,0.28,-4.2,177.0,485.0,36.5,507.0,62.0,67.9,48.9,153.0,92.2,66.3,259.0,20.0,7.7,10.0,13.0,2019
Claudio Bravo,cl CHI,GK,Manchester City,eng Premier League,1983,1,0,0.0,0.0,0.0,1.4,0.29,0.4,2.0,7.0,28.6,49.0,8.0,8.2,25.8,4.0,75.0,52.8,14.0,0.0,0.0,3.0,18.9,2019
Alberto Brignoli,it ITA,GK,Benevento,it Serie A,1991,31,2,0.0,6.0,0.0,29.0,0.4,-2.0,92.0,266.0,34.6,374.0,61.0,51.3,43.2,103.0,71.8,56.1,144.0,25.0,17.4,16.0,17.0,2019
Gianluigi Buffon,it ITA,GK,Juventus,it Serie A,1978,14,3,0.0,2.0,2.0,15.8,0.22,3.8,87.0,187.0,46.5,431.0,71.0,32.5,34.2,101.0,46.5,40.2,167.0,12.0,7.2,14.0,14.5,2019
Roman Bürki,ch SUI,GK,Dortmund,de Bundesliga,1990,43,2,1.0,3.0,0.0,47.9,0.33,4.9,184.0,517.0,35.6,1027.0,169.0,35.7,36.1,219.0,68.5,55.2,268.0,27.0,10.1,38.0,17.5,2019
Ludovic Butelle,fr FRA,GK,Angers,fr Ligue 1,1983,22,3,1.0,1.0,1.0,20.4,0.26,-0.6,63.0,228.0,27.6,303.0,63.0,48.8,40.4,89.0,89.9,60.6,175.0,21.0,12.0,23.0,17.5,2019
Jack Butland,eng ENG,GK,Stoke City,eng Premier League,1993,61,5,0.0,10.0,2.0,57.4,0.28,-1.6,310.0,795.0,39.0,794.0,72.0,74.4,54.2,219.0,93.2,69.3,433.0,34.0,7.9,25.0,14.9,2019
Willy Caballero,ar ARG,GK,Chelsea,eng Premier League,1981,4,0,0.0,0.0,0.0,3.3,0.33,-0.7,11.0,32.0,34.4,74.0,9.0,33.8,32.2,9.0,77.8,55.2,23.0,1.0,4.3,2.0,18.5,2019
Yoan Cardinale,fr FRA,GK,Nice,fr Ligue 1,1994,16,0,1.0,1.0,1.0,13.3,0.31,-1.7,33.0,71.0,46.5,158.0,26.0,22.8,27.0,42.0,83.3,57.6,95.0,3.0,3.2,3.0,14.3,2019
Kiko Casilla,es ESP,GK,Real Madrid,es La Liga,1986,11,0,0.0,1.0,1.0,10.5,0.37,0.5,27.0,69.0,39.1,159.0,33.0,30.8,33.8,34.0,58.8,45.6,80.0,6.0,7.5,5.0,14.9,2019
Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,1992,48,6,1.0,5.0,2.0,51.2,0.31,5.2,269.0,704.0,38.2,1026.0,198.0,49.9,41.1,270.0,71.1,55.1,298.0,35.0,11.7,22.0,13.6,2019
Petr Čech,cz CZE,GK,Arsenal,eng Premier League,1982,48,5,0.0,8.0,0.0,48.0,0.34,0.0,135.0,359.0,37.6,699.0,164.0,39.5,37.9,109.0,76.1,58.3,318.0,39.0,12.3,28.0,15.9,2019
Nereo Champagne,ar ARG,GK,Leganés,es La Liga,1985,6,1,1.0,0.0,0.0,4.1,0.36,-1.9,19.0,43.0,44.2,37.0,4.0,75.7,48.1,15.0,100.0,63.8,15.0,0.0,0.0,1.0,14.9,2019
Leandro Chichizola,ar ARG,GK,Las Palmas,es La Liga,1990,47,3,1.0,5.0,1.0,46.2,0.29,0.2,154.0,416.0,37.0,798.0,128.0,41.5,37.0,131.0,64.9,53.0,225.0,31.0,13.8,35.0,16.1,2019
Jasper Cillessen,nl NED,GK,Barcelona,es La Liga,1989,1,0,0.0,0.0,0.0,1.3,0.18,0.3,2.0,9.0,22.2,18.0,4.0,33.3,30.1,9.0,33.3,40.8,7.0,1.0,14.3,0.0,15.0,2019
Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,1987,58,2,3.0,10.0,1.0,52.1,0.29,-4.9,283.0,620.0,45.6,782.0,160.0,53.2,43.2,262.0,77.9,52.5,411.0,36.0,8.8,19.0,13.3,2019
Alex Cordaz,it ITA,GK,Crotone,it Serie A,1983,66,6,3.0,11.0,0.0,64.5,0.3,-1.5,304.0,884.0,34.4,781.0,95.0,72.3,51.6,338.0,94.4,62.3,428.0,21.0,4.9,26.0,14.4,2019
Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,1983,5,1,0.0,1.0,0.0,4.7,0.24,-0.3,30.0,78.0,38.5,121.0,25.0,38.8,36.8,40.0,77.5,56.6,37.0,3.0,8.1,5.0,15.9,2019
Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,1987,45,4,4.0,6.0,1.0,35.8,0.25,-8.2,171.0,527.0,32.4,757.0,97.0,48.5,42.6,178.0,89.9,65.5,341.0,28.0,8.2,20.0,14.3,2019
Thibaut Courtois,be BEL,GK,Chelsea,eng Premier League,1992,34,2,0.0,1.0,2.0,31.3,0.3,-0.7,138.0,388.0,35.6,845.0,158.0,34.2,36.3,152.0,65.1,56.8,318.0,39.0,12.3,18.0,15.1,2019
Alessio Cragno,it ITA,GK,Cagliari,it Serie A,1994,47,6,4.0,1.0,1.0,43.2,0.31,-2.8,213.0,476.0,44.7,526.0,123.0,51.1,41.1,237.0,87.3,60.2,285.0,24.0,8.4,13.0,13.5,2019
Luca Crosta,it ITA,GK,Cagliari,it Serie A,1998,3,1,0.0,0.0,0.0,2.1,0.66,-0.9,2.0,11.0,18.2,14.0,4.0,28.6,36.4,10.0,70.0,49.6,14.0,2.0,14.3,0.0,13.0,2019
Iván Cuéllar,es ESP,GK,Leganés,es La Liga,1984,43,5,3.0,5.0,0.0,40.2,0.26,-2.8,270.0,779.0,34.7,729.0,64.0,80.1,55.4,198.0,98.5,69.8,309.0,30.0,9.7,28.0,15.6,2019
Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,1990,15,3,0.0,0.0,2.0,15.8,0.31,2.8,65.0,197.0,33.0,215.0,26.0,64.2,48.3,66.0,89.4,63.9,107.0,13.0,12.1,6.0,14.4,2019
Abdoulaye Diallo,sn SEN,GK,Rennes,fr Ligue 1,1992,5,1,1.0,0.0,0.0,6.9,0.37,1.9,9.0,32.0,28.1,53.0,10.0,37.7,36.2,12.0,100.0,64.2,19.0,3.0,15.8,2.0,18.9,2019
Thomas Didillon,fr FRA,GK,Metz,fr Ligue 1,1995,14,3,0.0,0.0,1.0,12.7,0.28,-0.3,50.0,119.0,42.0,156.0,37.0,48.7,40.7,46.0,93.5,60.9,126.0,13.0,10.3,3.0,13.6,2019
Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,1992,49,4,2.0,3.0,4.0,41.3,0.32,-3.7,265.0,719.0,36.9,789.0,73.0,74.3,56.1,137.0,97.1,78.0,248.0,35.0,14.1,59.0,18.0,2019
Jaume Doménech,es ESP,GK,Valencia,es La Liga,1990,5,0,0.0,1.0,0.0,6.3,0.31,1.3,16.0,43.0,37.2,89.0,24.0,33.7,31.1,18.0,72.2,55.8,70.0,7.0,10.0,3.0,14.7,2019
Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,1999,42,2,0.0,4.0,1.0,40.8,0.3,-0.2,192.0,402.0,47.8,892.0,136.0,33.0,31.5,194.0,55.7,42.2,305.0,23.0,7.5,14.0,14.4,2019
Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,1997,8,0,1.0,1.0,0.0,5.9,0.36,-2.1,9.0,26.0,34.6,35.0,5.0,57.1,46.8,8.0,75.0,55.6,20.0,1.0,5.0,1.0,14.5,2019
Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,1989,11,0,0.0,0.0,0.0,13.9,0.36,2.9,44.0,174.0,25.3,220.0,25.0,52.3,43.1,64.0,92.2,67.3,125.0,16.0,12.8,11.0,15.9,2019
Maxime Dupé,fr FRA,GK,Nantes,fr Ligue 1,1993,3,1,0.0,1.0,0.0,1.9,0.25,-1.1,7.0,13.0,53.8,8.0,1.0,62.5,46.9,8.0,100.0,65.4,13.0,2.0,15.4,1.0,13.8,2019
Ederson,br BRA,GK,Manchester City,eng Premier League,1993,26,0,1.0,1.0,1.0,22.6,0.28,-2.4,112.0,207.0,54.1,850.0,125.0,18.8,27.9,75.0,62.7,54.7,178.0,25.0,14.0,47.0,19.0,2019
Rob Elliot,ie IRL,GK,Newcastle Utd,eng Premier League,1986,21,1,0.0,3.0,1.0,19.9,0.3,-0.1,132.0,317.0,41.6,329.0,39.0,67.8,49.2,110.0,85.5,60.8,193.0,18.0,9.3,7.0,13.7,2019
Michael Esser,de GER,GK,Hannover 96,de Bundesliga,1987,9,0,0.0,0.0,0.0,5.2,0.25,-3.8,20.0,54.0,37.0,95.0,18.0,46.3,37.1,26.0,38.5,38.3,32.0,3.0,9.4,2.0,13.2,2019
Łukasz Fabiański,pl POL,GK,Swansea City,eng Premier League,1985,56,3,1.0,7.0,2.0,58.6,0.29,4.6,251.0,662.0,37.9,782.0,102.0,56.8,46.3,236.0,92.4,67.2,446.0,41.0,9.2,14.0,13.7,2019
Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,1988,37,3,0.0,3.0,1.0,33.2,0.26,-2.8,180.0,496.0,36.3,699.0,122.0,49.9,41.1,217.0,67.7,50.7,290.0,37.0,12.8,15.0,14.3,2019
Andrés Fernández,es ESP,GK,Villarreal,es La Liga,1986,6,1,0.0,1.0,0.0,5.3,0.33,-0.7,9.0,26.0,34.6,35.0,4.0,45.7,38.3,15.0,66.7,50.1,25.0,3.0,12.0,1.0,14.5,2019
Raúl Fernández,es ESP,GK,Levante,es La Liga,1988,15,0,1.0,3.0,0.0,16.7,0.33,1.7,92.0,206.0,44.7,176.0,22.0,73.3,52.8,78.0,98.7,69.7,121.0,17.0,14.0,12.0,16.1,2019
Fraser Forster,eng ENG,GK,Southampton,eng Premier League,1988,30,0,1.0,3.0,1.0,27.4,0.28,-1.6,86.0,301.0,28.6,317.0,52.0,63.1,49.6,115.0,87.8,66.1,189.0,12.0,6.3,7.0,12.9,2019
Ben Foster,eng ENG,GK,West Brom,eng Premier League,1983,55,1,3.0,7.0,1.0,50.1,0.33,-3.9,267.0,711.0,37.6,670.0,51.0,75.2,53.9,213.0,97.2,72.2,463.0,28.0,6.0,15.0,14.1,2019
Paulo Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,1992,0,0,0.0,0.0,0.0,0.7,0.22,0.7,2.0,7.0,28.6,16.0,2.0,37.5,36.6,3.0,33.3,43.7,7.0,2.0,28.6,0.0,21.0,2019
David de Gea,es ESP,GK,Manchester Utd,eng Premier League,1990,28,1,1.0,5.0,2.0,33.9,0.24,7.9,194.0,511.0,38.0,663.0,99.0,52.3,43.0,194.0,84.5,62.7,346.0,23.0,6.6,17.0,13.5,2019
Rafał Gikiewicz,pl POL,GK,Freiburg,de Bundesliga,1987,3,0,0.0,0.0,0.0,2.2,0.31,-0.8,26.0,59.0,44.1,52.0,8.0,69.2,50.3,24.0,95.8,68.2,28.0,4.0,14.3,2.0,14.2,2019
Dani Giménez,es ESP,GK,Betis,es La Liga,1983,0,0,0.0,0.0,0.0,2.2,0.31,2.2,10.0,38.0,26.3,82.0,8.0,41.5,39.1,9.0,44.4,40.0,39.0,1.0,2.6,0.0,10.6,2019
Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,1995,4,0,0.0,1.0,0.0,5.3,0.31,1.3,33.0,58.0,56.9,145.0,26.0,26.9,32.5,40.0,47.5,45.5,51.0,2.0,3.9,5.0,17.4,2019
Heurelho Gomes,br BRA,GK,Watford,eng Premier League,1981,40,3,1.0,4.0,1.0,34.3,0.33,-4.7,156.0,393.0,39.7,474.0,89.0,62.4,47.4,108.0,89.8,67.5,253.0,27.0,10.7,14.0,15.2,2019
Alfred Gomis,sn SEN,GK,SPAL,it Serie A,1993,43,6,1.0,5.0,2.0,43.5,0.29,2.5,173.0,489.0,35.4,557.0,101.0,61.9,47.8,206.0,69.9,53.4,257.0,14.0,5.4,12.0,12.9,2019
Mathieu Gorgelin,fr FRA,GK,Lyon,fr Ligue 1,1990,6,0,1.0,0.0,0.0,3.5,0.29,-2.5,4.0,24.0,16.7,54.0,6.0,35.2,38.4,9.0,55.6,50.3,44.0,6.0,13.6,2.0,14.4,2019
Lee Grant,eng ENG,GK,Stoke City,eng Premier League,1983,7,0,0.0,1.0,0.0,4.5,0.32,-2.5,23.0,49.0,46.9,59.0,11.0,64.4,49.0,12.0,91.7,69.4,23.0,2.0,8.7,3.0,19.7,2019
Vicente Guaita,es ESP,GK,Getafe,es La Liga,1987,26,1,0.0,3.0,0.0,28.8,0.25,2.8,211.0,685.0,30.8,604.0,60.0,76.0,55.2,227.0,99.6,69.6,314.0,45.0,14.3,19.0,14.7,2019
Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,1990,52,5,0.0,9.0,0.0,50.7,0.33,-1.3,226.0,550.0,41.1,870.0,141.0,46.3,39.9,196.0,75.0,55.2,278.0,24.0,8.6,32.0,17.2,2019
Régis Gurtner,fr FRA,GK,Amiens,fr Ligue 1,1986,41,4,0.0,2.0,0.0,50.7,0.28,9.7,246.0,725.0,33.9,739.0,71.0,62.5,47.2,269.0,97.8,65.6,475.0,36.0,7.6,21.0,14.9,2019
Ben Hamer,eng ENG,GK,Leicester City,eng Premier League,1987,7,1,0.0,0.0,0.0,4.7,0.3,-2.3,14.0,35.0,40.0,56.0,13.0,46.4,42.3,10.0,90.0,64.7,28.0,1.0,3.6,0.0,15.2,2019
Samir Handanović,si SVN,GK,Inter,it Serie A,1984,30,2,1.0,2.0,4.0,33.2,0.26,7.2,167.0,321.0,52.0,781.0,234.0,24.7,28.5,268.0,47.8,39.1,369.0,21.0,5.7,10.0,12.9,2019
Joe Hart,eng ENG,GK,West Ham,eng Premier League,1987,39,4,0.0,3.0,0.0,35.5,0.37,-3.5,148.0,386.0,38.3,386.0,38.0,73.8,54.3,103.0,98.1,73.2,198.0,17.0,8.6,8.0,14.3,2019
Tom Heaton,eng ENG,GK,Burnley,eng Premier League,1986,4,0,0.0,2.0,0.0,4.3,0.33,0.3,23.0,63.0,36.5,70.0,18.0,65.7,53.8,22.0,77.3,65.3,30.0,2.0,6.7,0.0,11.2,2019
Wayne Hennessey,wal WAL,GK,Crystal Palace,eng Premier League,1987,41,1,1.0,7.0,2.0,39.3,0.31,0.3,193.0,508.0,38.0,482.0,75.0,71.2,54.1,173.0,95.4,75.2,308.0,25.0,8.1,14.0,13.9,2019
Iago Herrerín,es ESP,GK,Athletic Club,es La Liga,1988,6,2,0.0,0.0,0.0,8.2,0.22,2.2,82.0,173.0,47.4,199.0,21.0,69.8,48.8,36.0,94.4,65.9,86.0,6.0,7.0,5.0,14.6,2019
Marwin Hitz,ch SUI,GK,Augsburg,de Bundesliga,1987,42,1,2.0,10.0,1.0,42.8,0.26,1.8,272.0,576.0,47.2,860.0,136.0,49.5,41.2,246.0,61.0,48.5,246.0,18.0,7.3,23.0,14.4,2019
Timo Horn,de GER,GK,Köln,de Bundesliga,1993,70,8,0.0,7.0,0.0,71.7,0.33,1.7,293.0,755.0,38.8,774.0,82.0,66.3,48.9,279.0,86.7,61.7,370.0,28.0,7.6,33.0,15.7,2019
Lukáš Hrádecký,fi FIN,GK,Eint Frankfurt,de Bundesliga,1989,45,2,2.0,8.0,2.0,41.0,0.3,-2.0,282.0,704.0,40.1,1060.0,164.0,50.8,41.5,216.0,76.9,58.9,301.0,24.0,8.0,35.0,15.2,2019
Gorka Iraizoz,es ESP,GK,Girona,es La Liga,1981,13,0,1.0,0.0,2.0,9.6,0.27,-1.4,56.0,135.0,41.5,156.0,35.0,66.0,46.5,33.0,97.0,65.1,61.0,9.0,14.8,10.0,17.0,2019
Eldin Jakupović,ch SUI,GK,Leicester City,eng Premier League,1984,6,0,0.0,0.0,1.0,5.0,0.43,0.0,10.0,26.0,38.5,33.0,7.0,60.6,53.6,7.0,85.7,66.4,19.0,1.0,5.3,4.0,15.6,2019
Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,1984,44,5,0.0,8.0,1.0,36.7,0.25,-6.3,297.0,772.0,38.5,860.0,90.0,65.6,47.1,233.0,89.3,63.0,292.0,20.0,6.8,14.0,13.2,2019
Karl-Johan Johnsson,se SWE,GK,Guingamp,fr Ligue 1,1990,59,5,0.0,7.0,1.0,54.8,0.29,-3.2,195.0,558.0,34.9,719.0,110.0,52.2,43.6,209.0,87.6,65.5,394.0,39.0,9.9,16.0,15.3,2019
Bingourou Kamara,sn SEN,GK,Strasbourg,fr Ligue 1,1996,32,2,0.0,6.0,0.0,24.9,0.26,-7.1,102.0,255.0,40.0,362.0,42.0,46.1,40.1,101.0,87.1,61.4,212.0,21.0,9.9,6.0,11.6,2019
Loris Karius,de GER,GK,Liverpool,eng Premier League,1993,14,2,0.0,3.0,0.0,15.2,0.31,1.2,63.0,205.0,30.7,480.0,87.0,35.2,35.4,53.0,67.9,53.4,161.0,15.0,9.3,12.0,15.9,2019
Orestis Karnezis,gr GRE,GK,Watford,eng Premier League,1985,24,3,0.0,2.0,0.0,21.4,0.37,-2.6,93.0,261.0,35.6,267.0,21.0,80.9,55.1,47.0,95.7,64.1,139.0,11.0,7.9,5.0,14.0,2019
Eiji Kawashima,jp JPN,GK,Metz,fr Ligue 1,1983,60,0,1.0,10.0,1.0,54.5,0.32,-4.5,151.0,449.0,33.6,522.0,98.0,57.5,45.2,158.0,94.3,67.3,274.0,19.0,6.9,24.0,15.6,2019
Hervé Koffi,bf BFA,GK,Lille,fr Ligue 1,1996,11,1,0.0,2.0,1.0,8.0,0.39,-2.0,13.0,45.0,28.9,79.0,10.0,43.0,40.3,14.0,78.6,63.9,49.0,5.0,10.2,5.0,14.7,2019
Tomáš Koubek,cz CZE,GK,Rennes,fr Ligue 1,1992,36,2,0.0,6.0,2.0,39.6,0.28,5.6,158.0,475.0,33.3,573.0,81.0,57.1,46.1,167.0,88.6,65.1,347.0,36.0,10.4,33.0,16.9,2019
Maksym Koval,ua UKR,GKMF,La Coruña,es La Liga,1992,3,0,0.0,0.0,0.0,1.5,0.29,-1.5,6.0,17.0,35.3,27.0,9.0,40.7,37.2,7.0,85.7,67.9,16.0,1.0,6.3,3.0,22.0,2019
Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,1988,2,1,0.0,0.0,0.0,3.8,0.24,1.8,27.0,81.0,33.3,108.0,6.0,61.1,43.7,28.0,53.6,46.3,25.0,0.0,0.0,3.0,16.0,2019
Alban Lafont,fr FRA,GK,Toulouse,fr Ligue 1,1999,54,6,3.0,9.0,0.0,52.9,0.31,-1.1,239.0,615.0,38.9,793.0,115.0,55.0,44.3,206.0,86.9,61.5,448.0,41.0,9.2,44.0,17.1,2019
Eugenio Lamanna,it ITA,GK,Genoa,it Serie A,1989,1,0,0.0,0.0,0.0,1.6,0.54,0.6,7.0,16.0,43.8,16.0,1.0,56.3,47.3,9.0,77.8,55.3,11.0,0.0,0.0,0.0,13.5,2019
Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,1991,33,5,1.0,4.0,0.0,38.0,0.28,5.0,217.0,510.0,42.5,761.0,178.0,52.0,41.4,161.0,70.8,51.8,336.0,46.0,13.7,18.0,16.0,2019
Bernd Leno,de GER,GK,Leverkusen,de Bundesliga,1992,40,5,2.0,3.0,0.0,34.5,0.29,-5.5,216.0,578.0,37.4,982.0,131.0,44.6,38.8,225.0,62.2,50.6,223.0,12.0,5.4,32.0,18.0,2019
Alexandre Letellier,fr FRA,GK,Angers,fr Ligue 1,1990,17,2,0.0,3.0,1.0,13.5,0.27,-2.5,72.0,164.0,43.9,197.0,44.0,53.3,43.9,59.0,100.0,72.1,133.0,9.0,6.8,6.0,16.5,2019
Raúl Lizoain,es ESP,GK,Las Palmas,es La Liga,1991,27,2,0.0,3.0,0.0,21.5,0.33,-5.5,35.0,83.0,42.2,236.0,42.0,26.3,30.0,31.0,67.7,48.4,103.0,8.0,7.8,4.0,14.1,2019
Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,1986,35,2,1.0,8.0,0.0,36.2,0.29,1.2,145.0,339.0,42.8,835.0,144.0,31.9,34.8,121.0,60.3,48.9,310.0,26.0,8.4,34.0,16.5,2019
Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,1990,37,5,1.0,3.0,3.0,35.7,0.22,1.7,110.0,285.0,38.6,688.0,113.0,31.8,34.4,123.0,53.7,48.5,365.0,29.0,7.9,18.0,14.8,2019
Diego López,es ESP,GK,Espanyol,es La Liga,1981,11,1,0.0,0.0,2.0,10.3,0.24,1.3,47.0,132.0,35.6,139.0,28.0,50.4,41.7,65.0,95.4,61.7,92.0,7.0,7.6,2.0,12.4,2019
Pau López,es ESP,GK,Espanyol,es La Liga,1994,31,3,0.0,5.0,0.0,40.3,0.3,9.3,147.0,416.0,35.3,480.0,104.0,57.7,44.5,148.0,93.9,65.6,281.0,33.0,11.7,16.0,15.0,2019
Pedro López,es ESP,GK,Betis,es La Liga,1995,8,0,0.0,2.0,0.0,6.9,0.39,-1.1,19.0,47.0,40.4,122.0,16.0,27.9,30.6,21.0,61.9,43.9,39.0,3.0,7.7,3.0,14.5,2019
Jonas Lössl,dk DEN,GK,Huddersfield,eng Premier League,1989,57,4,0.0,6.0,1.0,56.1,0.34,-0.9,326.0,793.0,41.1,956.0,79.0,62.6,48.8,217.0,89.9,67.4,343.0,27.0,7.9,43.0,17.6,2019
Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,1987,4,1,0.0,1.0,0.0,3.4,0.41,-0.6,13.0,29.0,44.8,66.0,12.0,36.4,35.8,14.0,35.7,39.3,20.0,4.0,20.0,3.0,16.5,2019
Raïs M'Bolhi,dz ALG,GK,Rennes,fr Ligue 1,1986,3,2,0.0,1.0,0.0,3.4,0.4,0.4,2.0,14.0,14.3,18.0,2.0,66.7,50.5,2.0,100.0,70.0,9.0,3.0,33.3,1.0,27.5,2019
Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,1995,53,3,1.0,2.0,2.0,51.4,0.3,0.4,111.0,286.0,38.8,723.0,133.0,26.0,30.8,141.0,69.5,56.8,301.0,33.0,11.0,32.0,16.4,2019
Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,1985,37,4,2.0,5.0,1.0,36.4,0.29,0.4,122.0,329.0,37.1,601.0,101.0,42.3,37.8,108.0,69.4,52.5,242.0,24.0,9.9,10.0,14.1,2019
Gabriele Marchegiani,it ITA,GK,SPAL,it Serie A,1996,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,2019
Emiliano Martínez,ar ARG,GK,Getafe,es La Liga,1992,7,1,0.0,2.0,0.0,6.4,0.29,-0.6,47.0,115.0,40.9,90.0,8.0,82.2,59.6,41.0,100.0,73.0,51.0,7.0,13.7,3.0,13.9,2019
Christian Mathenia,de GER,GK,Hamburger SV,de Bundesliga,1992,38,3,0.0,4.0,1.0,36.4,0.38,-0.6,126.0,432.0,29.2,507.0,73.0,57.2,44.7,181.0,78.5,58.5,180.0,9.0,5.0,11.0,14.3,2019
Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,1989,26,1,0.0,4.0,0.0,22.8,0.35,-3.2,83.0,272.0,30.5,245.0,39.0,67.3,50.4,110.0,97.3,68.8,207.0,24.0,11.6,4.0,12.6,2019
Alex Meret,it ITA,GK,SPAL,it Serie A,1997,16,3,0.0,2.0,2.0,19.4,0.28,5.4,88.0,229.0,38.4,250.0,25.0,56.0,42.5,107.0,83.2,55.6,132.0,13.0,9.8,3.0,13.0,2019
Mathieu Michel,fr FRA,GK,Angers,fr Ligue 1,1991,13,2,0.0,0.0,1.0,9.0,0.27,-3.0,34.0,80.0,42.5,103.0,29.0,48.5,40.1,34.0,88.2,61.3,59.0,1.0,1.7,2.0,16.0,2019
