Player,Nation,Pos,Squad,Comp,Born,matches_played,minutes_played,minutes_per_match_played,minutes_played_percent,90s_played,starts,minutes_per_starts,completed_matches,sub_played,minutes_per_sub,unused_sub,points_per_match,team_goals_scored_while_playing,team_goals_against_while_playing,plus_minus_goals_while_playing,plus_minus_goals_while_playing_per_90,net_goals_playing_per_90,season,expected_team_goals_while_playing,expected_team_goals_against_while_playing,xg_difference_while_playing,xg_difference_while_playing_per_90,net_xg_difference
Andriy Lunin,ua UKR,GK,Leganés,es La Liga,1999.0,5,365.0,73.0,10.7,4.1,4,90.0,4.0,1,4.0,25,0.8,2.0,5.0,-3.0,-0.74,-0.65,2019,3.1,5.4,-2.3,-0.56,-0.55
Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,1987.0,15,1311.0,87.0,42.8,14.6,14,90.0,14.0,1,50.0,11,1.13,27.0,22.0,5.0,0.34,1.63,2019,24.3,23.7,0.6,0.04,0.8
Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,1995.0,38,3420.0,90.0,100.0,38.0,38,90.0,38.0,0,,0,1.97,68.0,33.0,35.0,0.92,,2019,58.3,42.8,15.4,0.41,
Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,1985.0,31,2735.0,88.0,80.0,30.4,31,88.0,29.0,0,,1,1.52,42.0,40.0,2.0,0.07,-0.72,2019,41.5,35.6,5.9,0.19,0.09
Anthony Mandrea,fr FRA,GK,Angers,fr Ligue 1,1996.0,0,,,,,0,,0.0,0,,4,,,,,,,2019,,,,,
Federico Marchetti,it ITA,GK,Genoa,it Serie A,1983.0,4,360.0,90.0,10.5,4.0,4,90.0,4.0,0,,27,1.5,7.0,10.0,-3.0,-0.75,-0.31,2019,4.5,7.2,-2.7,-0.68,-0.45
Giuseppe Marcianò,it ITA,GK,Frosinone,it Serie A,2000.0,0,,,,,0,,0.0,0,,5,,,,,,,2019,,,,,
Davide Marfella,it ITA,GK,Napoli,it Serie A,1999.0,0,,,,,0,,0.0,0,,2,,,,,,,2019,,,,,
Emiliano Martínez,ar ARG,GK,Arsenal,eng Premier League,1992.0,0,,,,,0,,0.0,0,,2,,,,,,,2019,,,,,
Jordi Masip,es ESP,GK,Valladolid,es La Liga,1989.0,35,3150.0,90.0,92.1,35.0,35,90.0,35.0,0,,3,1.11,28.0,45.0,-17.0,-0.49,0.18,2019,36.7,48.4,-11.7,-0.33,-0.08
Christian Mathenia,de GER,GK,Nürnberg,de Bundesliga,1992.0,22,1932.0,88.0,63.1,21.5,22,88.0,21.0,0,,7,0.45,17.0,40.0,-23.0,-1.07,0.44,2019,21.6,38.4,-16.7,-0.78,-0.31
Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,1989.0,25,2250.0,90.0,65.8,25.0,25,90.0,25.0,0,,8,0.92,28.0,44.0,-16.0,-0.64,-0.33,2019,31.1,36.9,-5.8,-0.23,0.06
Edouard Mendy,sn SEN,GK,Reims,fr Ligue 1,1992.0,38,3420.0,90.0,100.0,38.0,38,90.0,38.0,0,,0,1.45,39.0,42.0,-3.0,-0.08,,2019,40.8,45.0,-4.2,-0.11,
Phillip Menzel,de GER,GK,Wolfsburg,de Bundesliga,1998.0,0,,,,,0,,0.0,0,,8,,,,,,,2019,,,,,
Alex Meret,it ITA,GK,Napoli,it Serie A,1997.0,14,1151.0,82.0,33.7,12.8,13,85.0,12.0,1,46.0,11,2.21,28.0,9.0,19.0,1.49,0.73,2019,23.4,11.6,11.8,0.92,0.05
Mathieu Michel,fr FRA,GK,Angers,fr Ligue 1,1991.0,0,,,,,0,,0.0,0,,3,,,,,,,2019,,,,,
Simon Mignolet,be BEL,GK,Liverpool,eng Premier League,1988.0,0,,,,,0,,0.0,0,,37,,,,,,,2019,,,,,
Vanja Milinković-Savić,rs SRB,GK,SPAL,it Serie A,1997.0,2,164.0,82.0,4.8,1.8,2,82.0,1.0,0,,16,1.5,3.0,4.0,-1.0,-0.55,-0.24,2019,2.6,4.5,-1.9,-1.04,-0.91
Antonio Mirante,it ITA,GK,Roma,it Serie A,1983.0,11,990.0,90.0,28.9,11.0,11,90.0,11.0,0,,24,2.0,16.0,6.0,10.0,0.91,0.61,2019,17.8,12.1,5.7,0.52,0.37
Morro,es ESP,GK,Rayo Vallecano,es La Liga,2000.0,0,,,,,0,,0.0,0,,2,,,,,,,2019,,,,,
Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,1986.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,37,1.0,1.0,1.0,0.0,0.0,-0.49,2019,1.3,1.8,-0.4,-0.41,-0.57
Florian Müller,de GER,GK,Mainz 05,de Bundesliga,1997.0,24,2160.0,90.0,70.6,24.0,24,90.0,24.0,0,,0,1.13,30.0,43.0,-13.0,-0.54,-0.74,2019,33.4,39.7,-6.4,-0.27,-0.02
Marius Müller,de GER,GK,RB Leipzig,de Bundesliga,1993.0,0,,,,,0,,0.0,0,,14,,,,,,,2019,,,,,
Arijanet Muric,xk KVX,GK,Manchester City,eng Premier League,1998.0,0,,,,,0,,0.0,0,,36,,,,,,,2019,,,,,
Brian Murphy,ie IRL,GK,Cardiff City,eng Premier League,1983.0,0,,,,,0,,0.0,0,,12,,,,,,,2019,,,,,
Juan Musso,ar ARG,GK,Udinese,it Serie A,1994.0,29,2610.0,90.0,76.3,29.0,29,90.0,29.0,0,,8,1.21,31.0,40.0,-9.0,-0.31,0.25,2019,32.4,45.7,-13.3,-0.46,-0.14
Yvon Mvogo,ch SUI,GK,RB Leipzig,de Bundesliga,1994.0,2,135.0,68.0,4.4,1.5,1,90.0,1.0,1,45.0,19,1.5,3.0,2.0,1.0,0.67,-0.35,2019,3.2,1.1,2.1,1.4,0.67
Keylor Navas,cr CRC,GK,Real Madrid,es La Liga,1986.0,10,900.0,90.0,26.3,10.0,10,90.0,10.0,0,,24,2.0,17.0,8.0,9.0,0.9,0.61,2019,13.6,6.8,6.8,0.68,0.36
Neto,br BRA,GK,Valencia,es La Liga,1989.0,34,3060.0,90.0,89.5,34.0,34,90.0,34.0,0,,3,1.56,46.0,34.0,12.0,0.35,-0.65,2019,52.2,37.4,14.8,0.44,-0.05
Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,1986.0,26,2302.0,89.0,75.2,25.6,26,89.0,25.0,0,,0,2.42,71.0,23.0,48.0,1.88,0.93,2019,59.9,18.0,42.0,1.64,0.08
Will Norris,eng ENG,GK,Wolves,eng Premier League,1993.0,1,1.0,1.0,0.0,0.0,0,,0.0,1,0.0,1,3.0,0.0,0.0,0.0,0.0,-0.03,2019,0.0,0.0,0.0,0.0,-0.3
Kahamba Ntumba,fr FRA,GK,Dijon,fr Ligue 1,2001.0,0,,,,,0,,0.0,0,,1,,,,,,,2019,,,,,
Alexander Nübel,de GER,GK,Schalke 04,de Bundesliga,1996.0,18,1588.0,88.0,51.9,17.6,18,88.0,17.0,0,,14,1.0,19.0,29.0,-10.0,-0.57,-0.08,2019,21.5,26.5,-5.0,-0.29,-0.18
Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,1993.0,37,3330.0,90.0,97.4,37.0,37,90.0,37.0,0,,0,2.03,53.0,27.0,26.0,0.7,0.7,2019,44.3,36.3,8.0,0.22,1.09
Eric Oelschlägel,de GER,GK,Dortmund,de Bundesliga,1995.0,0,,,,,0,,0.0,0,,3,,,,,,,2019,,,,,
Oier Olazábal,es ESP,GK,Levante,es La Liga,1989.0,21,1890.0,90.0,55.3,21.0,21,90.0,21.0,0,,14,1.24,32.0,40.0,-8.0,-0.38,-0.44,2019,28.5,43.1,-14.6,-0.7,-0.5
Hodei Oleaga,es ESP,GK,Athletic Club,es La Liga,1996.0,0,,,,,0,,0.0,0,,6,,,,,,,2019,,,,,
Alexandre Olliero,fr FRA,GK,Nantes,fr Ligue 1,1996.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,11,0.0,0.0,1.0,-1.0,-1.0,-1.03,2019,1.5,0.9,0.6,0.56,0.58
Robin Olsen,se SWE,GK,Roma,it Serie A,1990.0,27,2430.0,90.0,71.1,27.0,27,90.0,27.0,0,,9,1.63,50.0,42.0,8.0,0.3,-0.61,2019,46.3,42.3,4.0,0.15,-0.37
David Ospina,co COL,GK,Napoli,it Serie A,1988.0,17,1457.0,86.0,42.6,16.2,16,87.0,15.0,1,63.0,16,1.82,25.0,20.0,5.0,0.31,-1.2,2019,30.2,14.5,15.7,0.97,0.14
Ramazan Özcan,at AUT,GK,Leverkusen,de Bundesliga,1984.0,2,180.0,90.0,5.9,2.0,2,90.0,2.0,0,,31,0.0,1.0,5.0,-4.0,-2.0,-2.66,2019,2.9,5.3,-2.5,-1.23,-1.88
Fernando Pacheco,es ESP,GK,Alavés,es La Liga,1992.0,35,3150.0,90.0,92.1,35.0,35,90.0,35.0,0,,1,1.26,34.0,46.0,-12.0,-0.34,-0.68,2019,34.4,47.6,-13.2,-0.38,-0.26
Luis Alberto García Pacheco,co COL,GK,Sevilla,es La Liga,1998.0,0,,,,,0,,0.0,0,,3,,,,,,,2019,,,,,
Daniele Padelli,it ITA,GK,Inter,it Serie A,1985.0,0,,,,,0,,0.0,0,,38,,,,,,,2019,,,,,
Pier Paolo Salvati,it ITA,GK,Frosinone,it Serie A,2002.0,0,,,,,0,,0.0,0,,1,,,,,,,2019,,,,,
Rui Patrício,pt POR,GK,Wolves,eng Premier League,1988.0,37,3329.0,90.0,97.3,37.0,37,90.0,36.0,0,,0,1.46,45.0,46.0,-1.0,-0.03,-2.01,2019,47.3,38.1,9.2,0.25,-1.74
Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,1992.0,34,2977.0,88.0,97.3,33.1,34,88.0,32.0,0,,0,1.56,55.0,47.0,8.0,0.24,-0.84,2019,47.9,52.6,-4.7,-0.14,-0.62
Joao Pedro Piai,br BRA,GK,Napoli,it Serie A,2000.0,0,,,,,0,,0.0,0,,1,,,,,,,2019,,,,,
Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,1981.0,3,203.0,68.0,5.9,2.3,2,91.0,2.0,1,22.0,34,0.33,2.0,4.0,-2.0,-0.89,-0.75,2019,1.6,3.5,-1.9,-0.85,-0.6
Yohann Pelé,fr FRA,GK,Marseille,fr Ligue 1,1982.0,9,682.0,76.0,19.9,7.6,7,90.0,7.0,2,25.0,29,1.56,18.0,12.0,6.0,0.79,0.73,2019,11.1,11.2,-0.1,-0.01,-0.24
Iñaki Peña,es ESP,GK,Barcelona,es La Liga,1999.0,0,,,,,0,,0.0,0,,9,,,,,,,2019,,,,,
Samu Pérez,es ESP,GK,Valladolid,es La Liga,1997.0,0,,,,,0,,0.0,0,,4,,,,,,,2019,,,,,
Mattia Perin,it ITA,GK,Juventus,it Serie A,1992.0,9,810.0,90.0,23.7,9.0,9,90.0,9.0,0,,21,2.11,15.0,8.0,7.0,0.78,-0.36,2019,11.7,7.6,4.0,0.45,-0.18
Samuele Perisan,it ITA,GK,Udinese,it Serie A,1997.0,0,,,,,0,,0.0,0,,19,,,,,,,2019,,,,,
Filippo Perucchini,it ITA,GK,Empoli,it Serie A,1991.0,0,,,0.0,0.0,0,,0.0,0,,14,0.0,1.0,2.0,-1.0,,,2019,,,,,
Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,1987.0,9,765.0,85.0,25.0,8.5,8,90.0,8.0,1,45.0,24,2.0,24.0,12.0,12.0,1.41,1.41,2019,12.3,10.8,1.5,0.17,0.23
Denis Petrić,rs SRB,GK,Guingamp,fr Ligue 1,1988.0,0,,,,,0,,0.0,0,,6,,,,,,,2019,,,,,
Jordan Pickford,eng ENG,GK,Everton,eng Premier League,1994.0,38,3420.0,90.0,100.0,38.0,38,90.0,38.0,0,,0,1.42,54.0,46.0,8.0,0.21,,2019,46.6,45.0,1.6,0.04,
Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,1990.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,37,0.0,0.0,2.0,-2.0,-2.0,-3.14,2019,0.4,0.6,-0.1,-0.14,-0.74
Alessandro Plizzari,it ITA,GK,Milan,it Serie A,2000.0,0,,,,,0,,0.0,0,,7,,,,,,,2019,,,,,
Luca Plogmann,de GER,GK,Werder Bremen,de Bundesliga,2000.0,1,38.0,38.0,1.2,0.4,0,,0.0,1,37.0,16,3.0,1.0,1.0,0.0,0.0,-0.27,2019,0.9,1.0,-0.1,-0.26,-0.13
Giacomo Poluzzi,it ITA,GK,SPAL,it Serie A,1988.0,1,6.0,6.0,0.2,0.1,0,,0.0,1,5.0,25,3.0,0.0,0.0,0.0,0.0,0.32,2019,0.1,0.0,0.1,0.94,1.13
Gaëtan Poussin,fr FRA,GK,Bordeaux,fr Ligue 1,1999.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,37,3.0,1.0,0.0,1.0,1.0,1.24,2019,0.9,0.5,0.3,0.32,0.68
Andrés Prieto,es ESP,GK,Leganés,es La Liga,1993.0,0,,,,,0,,0.0,0,,2,,,,,,,2019,,,,,
Silvio Proto,be BEL,GK,Lazio,it Serie A,1983.0,2,180.0,90.0,5.3,2.0,2,90.0,2.0,0,,35,1.5,3.0,4.0,-1.0,-0.5,-0.81,2019,1.8,3.2,-1.4,-0.71,-1.13
Ivan Provedel,it ITA,GK,Empoli,it Serie A,1994.0,16,1440.0,90.0,42.1,16.0,16,90.0,16.0,0,,22,1.0,24.0,36.0,-12.0,-0.75,-0.43,2019,20.9,23.8,-3.0,-0.19,0.08
Anthony Racioppi,ch SUI,GK,Lyon,fr Ligue 1,1998.0,0,,,,,0,,0.0,0,,5,,,,,,,2019,,,,,
Ionuț Radu,ro ROU,GK,Genoa,it Serie A,1997.0,33,2970.0,90.0,86.8,33.0,33,90.0,33.0,0,,4,0.97,32.0,46.0,-14.0,-0.42,0.38,2019,38.3,46.1,-7.8,-0.24,0.3
Rafael,br BRA,GK,Cagliari,it Serie A,1982.0,0,,,,,0,,0.0,0,,37,,,,,,,2019,,,,,
Pepe Reina,es ESP,GK,Milan,it Serie A,1982.0,4,330.0,83.0,9.6,3.7,2,91.0,2.0,2,74.0,29,1.75,5.0,5.0,0.0,0.0,-0.55,2019,6.4,4.9,1.5,0.42,0.22
Michael Rensing,de GER,GK,Düsseldorf,de Bundesliga,1984.0,32,2880.0,90.0,94.1,32.0,32,90.0,32.0,0,,0,1.28,47.0,62.0,-15.0,-0.47,0.03,2019,45.0,58.3,-13.3,-0.42,-0.34
Baptiste Reynet,fr FRA,GK,Toulouse,fr Ligue 1,1990.0,31,2704.0,87.0,79.1,30.0,31,87.0,30.0,0,,2,0.94,25.0,45.0,-20.0,-0.67,-0.41,2019,35.6,49.6,-14.0,-0.47,-0.42
Sergio Rico,es ESP,GK,Fulham,eng Premier League,1993.0,29,2610.0,90.0,76.3,29.0,29,90.0,29.0,0,,6,0.72,23.0,56.0,-33.0,-1.14,0.42,2019,29.8,45.6,-15.8,-0.54,0.53
Asier Riesgo,es ESP,GK,Eibar,es La Liga,1983.0,14,1260.0,90.0,36.8,14.0,14,90.0,14.0,0,,21,1.13,20.0,22.0,-2.0,-0.14,-0.06,2019,23.7,17.9,5.8,0.41,0.41
Roberto,es ESP,GK,Espanyol,es La Liga,1986.0,0,,,,,0,,0.0,0,,38,,,,,,,2019,,,,,
Joel Robles,es ESP,GK,Betis,es La Liga,1990.0,5,450.0,90.0,13.2,5.0,5,90.0,5.0,0,,33,1.4,4.0,5.0,-1.0,-0.2,0.01,2019,8.4,6.5,2.0,0.39,0.4
Sergio Romero,ar ARG,GK,Manchester Utd,eng Premier League,1987.0,0,,,,,0,,0.0,0,,29,,,,,,,2019,,,,,
Antonio Rosati,it ITA,GK,Torino,it Serie A,1983.0,0,,,,,0,,0.0,0,,36,,,,,,,2019,,,,,
Francesco Rossi,it ITA,GK,Atalanta,it Serie A,1991.0,1,1.0,1.0,0.0,0.0,0,,0.0,1,0.0,37,3.0,0.0,0.0,0.0,0.0,-0.82,2019,0.0,0.0,0.0,0.0,-0.67
John Ruddy,eng ENG,GK,Wolves,eng Premier League,1986.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,36,3.0,2.0,0.0,2.0,2.0,2.03,2019,2.6,0.6,2.0,2.01,1.76
Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,1986.0,37,3330.0,90.0,97.4,37.0,37,90.0,37.0,0,,1,1.76,58.0,40.0,18.0,0.49,0.49,2019,54.5,48.8,5.7,0.15,0.57
Gerónimo Rulli,ar ARG,GK,Real Sociedad,es La Liga,1992.0,27,2430.0,90.0,71.1,27.0,27,90.0,27.0,0,,11,1.44,36.0,35.0,1.0,0.04,0.22,2019,32.9,33.8,-0.9,-0.03,-0.36
Alessandro Russo,it ITA,GK,Genoa,it Serie A,2001.0,0,,,,,0,,0.0,0,,6,,,,,,,2019,,,,,
Mathew Ryan,au AUS,GK,Brighton,eng Premier League,1992.0,34,3060.0,90.0,89.5,34.0,34,90.0,34.0,0,,0,0.94,31.0,55.0,-24.0,-0.71,-0.46,2019,31.8,50.2,-18.3,-0.54,0.35
Frederik Rønnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,1992.0,2,123.0,62.0,4.0,1.4,1,91.0,1.0,1,32.0,31,3.0,4.0,0.0,4.0,2.93,2.68,2019,1.3,2.2,-0.8,-0.61,-0.79
Samuel Şahin-Radlinger,at AUT,GK,Hannover 96,de Bundesliga,1992.0,1,90.0,90.0,2.9,1.0,1,90.0,1.0,0,,16,0.0,1.0,2.0,-1.0,-1.0,0.18,2019,1.0,2.0,-1.1,-1.06,-0.11
Brice Samba,cg CGO,GK,Caen,fr Ligue 1,1994.0,38,3420.0,90.0,100.0,38.0,38,90.0,38.0,0,,0,0.87,29.0,54.0,-25.0,-0.66,,2019,31.1,57.5,-26.4,-0.69,
Roberto Santamaría,es ESP,GK,Huesca,es La Liga,1985.0,20,1800.0,90.0,52.6,20.0,20,90.0,20.0,0,,10,1.1,26.0,30.0,-4.0,-0.2,0.8,2019,23.3,31.3,-8.0,-0.4,-0.23
Antonio Santurro,it ITA,GK,Bologna,it Serie A,1992.0,0,,,,,0,,0.0,0,,22,,,,,,,2019,,,,,
Gianluca Saro,it ITA,GK,Empoli,it Serie A,2000.0,0,,,,,0,,0.0,0,,1,,,,,,,2019,,,,,
Giacomo Satalino,it ITA,GK,Sassuolo,it Serie A,1999.0,0,,,,,0,,0.0,0,,17,,,,,,,2019,,,,,
Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,1986.0,38,3420.0,90.0,100.0,38.0,38,90.0,38.0,0,,0,1.37,51.0,48.0,3.0,0.08,,2019,49.4,42.6,6.8,0.18,
Ryan Schofield,eng ENG,GK,Huddersfield,eng Premier League,1999.0,0,,,,,0,,0.0,0,,1,,,,,,,2019,,,,,
Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,1992.0,33,2970.0,90.0,97.1,33.0,33,90.0,33.0,0,,1,1.0,41.0,60.0,-19.0,-0.58,-4.58,2019,41.0,54.6,-13.6,-0.41,-0.69
Simone Scuffet,it ITA,GK,Udinese,it Serie A,1996.0,9,810.0,90.0,23.7,9.0,9,90.0,9.0,0,,10,0.89,8.0,13.0,-5.0,-0.56,-0.25,2019,9.1,12.0,-2.9,-0.32,0.14
Andrea Seculin,it ITA,GK,Chievo,it Serie A,1990.0,2,91.0,46.0,2.7,1.0,1,91.0,1.0,1,0.0,12,0.0,1.0,7.0,-6.0,-5.93,-4.74,2019,1.2,3.5,-2.3,-2.27,-1.69
Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,1992.0,37,3330.0,90.0,97.4,37.0,37,90.0,37.0,0,,1,1.24,57.0,48.0,9.0,0.24,-0.76,2019,41.4,48.1,-6.7,-0.18,0.38
Adrian Šemper,hr CRO,GK,Chievo,it Serie A,1998.0,6,540.0,90.0,15.8,6.0,6,90.0,6.0,0,,31,1.0,3.0,8.0,-5.0,-0.83,0.57,2019,2.8,7.1,-4.2,-0.71,-0.11
Luigi Sepe,it ITA,GK,Parma,it Serie A,1991.0,37,3330.0,90.0,97.4,37.0,37,90.0,37.0,0,,1,1.11,40.0,59.0,-19.0,-0.51,0.49,2019,37.4,63.2,-25.9,-0.7,0.21
Unai Simón,es ESP,GK,Athletic Club,es La Liga,1997.0,7,630.0,90.0,18.4,7.0,7,90.0,7.0,0,,31,1.0,9.0,13.0,-4.0,-0.57,-0.57,2019,8.1,13.1,-5.0,-0.71,-0.76
Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,1988.0,0,,,,,0,,0.0,0,,34,,,,,,,2019,,,,,
Salvatore Sirigu,it ITA,GK,Torino,it Serie A,1987.0,36,3169.0,88.0,92.7,35.2,36,88.0,35.0,0,,0,1.64,48.0,35.0,13.0,0.37,-0.35,2019,47.4,44.6,2.7,0.08,0.5
Antonio Sivera,es ESP,GK,Alavés,es La Liga,1996.0,3,270.0,90.0,7.9,3.0,3,90.0,3.0,0,,33,2.0,5.0,4.0,1.0,0.33,0.68,2019,2.9,3.3,-0.4,-0.12,0.26
Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,1991.0,38,3420.0,90.0,100.0,38.0,38,90.0,38.0,0,,0,1.16,48.0,56.0,-8.0,-0.21,,2019,47.4,46.6,0.8,0.02,
Dennis Smarsch,de GER,GK,Hertha BSC,de Bundesliga,1999.0,0,,,,,0,,0.0,0,,6,,,,,,,2019,,,,,
Alex Smithies,eng ENG,GK,Cardiff City,eng Premier League,1990.0,0,,,,,0,,0.0,0,,26,,,,,,,2019,,,,,
Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,1988.0,34,3060.0,90.0,100.0,34.0,34,90.0,34.0,0,,0,1.62,55.0,42.0,13.0,0.38,,2019,51.1,49.5,1.6,0.05,
Matteo Soncin,it ITA,GK,Milan,it Serie A,2001.0,0,,,,,0,,0.0,0,,1,,,,,,,2019,,,,,
David Soria,es ESP,GK,Getafe,es La Liga,1993.0,37,3330.0,90.0,97.4,37.0,37,90.0,37.0,0,,0,1.51,46.0,34.0,12.0,0.32,-0.68,2019,43.1,40.0,3.2,0.09,-0.79
Juan Soriano,es ESP,GK,Sevilla,es La Liga,1997.0,4,359.0,90.0,10.5,4.0,4,90.0,3.0,0,,32,3.0,10.0,2.0,8.0,2.01,1.8,2019,6.7,3.1,3.5,0.88,0.42
Stefano Sorrentino,it ITA,GK,Chievo,it Serie A,1979.0,31,2789.0,90.0,81.5,31.0,31,90.0,30.0,0,,0,0.45,21.0,60.0,-39.0,-1.26,0.31,2019,31.8,48.8,-17.0,-0.55,0.38
Martin Sourzac,fr FRA,GK,Nîmes,fr Ligue 1,1992.0,0,,,,,0,,0.0,0,,1,,,,,,,2019,,,,,
Julián Speroni,ar ARG,GK,Crystal Palace,eng Premier League,1979.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,4,0.0,3.0,4.0,-1.0,-1.0,-0.97,2019,0.7,2.5,-1.7,-1.75,-1.84
Marco Sportiello,it ITA,GK,Frosinone,it Serie A,1992.0,35,3150.0,90.0,92.1,35.0,35,90.0,35.0,0,,0,0.69,28.0,64.0,-36.0,-1.03,0.3,2019,31.2,57.4,-26.2,-0.75,-1.01
Jason Steele,eng ENG,GK,Brighton,eng Premier League,1990.0,0,,,,,0,,0.0,0,,13,,,,,,,2019,,,,,
Maarten Stekelenburg,nl NED,GK,Everton,eng Premier League,1982.0,0,,,,,0,,0.0,0,,38,,,,,,,2019,,,,,
Alexander Stolz,de GER,GK,Hoffenheim,de Bundesliga,1983.0,0,,,,,0,,0.0,0,,22,,,,,,,2019,,,,,
Thomas Strakosha,al ALB,GK,Lazio,it Serie A,1995.0,35,3150.0,90.0,92.1,35.0,35,90.0,35.0,0,,0,1.57,50.0,39.0,11.0,0.31,0.65,2019,53.0,37.1,15.9,0.45,1.16
Danijel Subašić,hr CRO,GK,Monaco,fr Ligue 1,1984.0,14,1136.0,81.0,33.2,12.6,14,81.0,12.0,0,,0,1.21,14.0,12.0,2.0,0.16,0.99,2019,18.2,14.2,3.9,0.31,0.4
Markus Suttner,at AUT,DFGK,Brighton,eng Premier League,1987.0,0,,,,,0,,0.0,0,,1,,,,,,,2019,,,,,
Seydou Sy,sn SEN,GK,Monaco,fr Ligue 1,1995.0,3,226.0,75.0,6.6,2.5,2,91.0,2.0,1,45.0,12,0.33,4.0,7.0,-3.0,-1.19,-0.74,2019,4.0,3.3,0.8,0.3,0.28
Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,1990.0,28,2520.0,90.0,73.7,28.0,28,90.0,28.0,0,,10,2.54,55.0,20.0,35.0,1.25,0.75,2019,46.1,27.9,18.2,0.65,0.26
Ciprian Tătărușanu,ro ROU,GK,Nantes,fr Ligue 1,1986.0,27,2390.0,89.0,69.9,26.6,27,89.0,26.0,0,,1,1.11,29.0,30.0,-1.0,-0.04,-0.13,2019,31.8,31.9,0.0,0.0,0.0
Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,1992.0,35,3150.0,90.0,92.1,35.0,35,90.0,35.0,0,,1,2.37,86.0,32.0,54.0,1.54,1.54,2019,69.6,36.4,33.2,0.95,1.05
Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,1990.0,2,180.0,90.0,5.3,2.0,2,90.0,2.0,0,,14,0.5,2.0,3.0,-1.0,-0.5,-0.58,2019,1.0,1.9,-1.0,-0.48,-0.78
Pietro Terracciano,it ITA,GK,Empoli,it Serie A,1990.0,8,720.0,90.0,21.1,8.0,8,90.0,8.0,0,,12,0.63,5.0,10.0,-5.0,-0.62,-0.16,2019,12.2,10.3,1.9,0.23,0.59
Jannick Theißen,de GER,GK,Düsseldorf,de Bundesliga,1998.0,0,,,,,0,,0.0,0,,23,,,,,,,2019,,,,,
Demba Thiam,sn SEN,GK,SPAL,it Serie A,1998.0,0,,,,,0,,0.0,0,,12,,,,,,,2019,,,,,
Kevin Trapp,de GER,GK,Paris S-G,fr Ligue 1,1990.0,0,,,,,0,,0.0,0,,1,,,,,,,2019,,,,,
Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,1990.0,33,2937.0,89.0,96.0,32.6,33,89.0,32.0,0,,0,1.55,56.0,48.0,8.0,0.25,-2.68,2019,54.1,48.3,5.8,0.18,0.79
Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,1999.0,2,180.0,90.0,5.3,2.0,2,90.0,2.0,0,,0,1.5,4.0,5.0,-1.0,-0.5,-0.14,2019,3.4,2.7,0.7,0.35,0.44
Philipp Tschauner,de GER,GK,Hannover 96,de Bundesliga,1985.0,1,90.0,90.0,2.9,1.0,1,90.0,1.0,0,,16,0.0,1.0,3.0,-2.0,-2.0,-0.85,2019,1.9,2.9,-1.0,-0.96,-0.01
Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,1988.0,9,758.0,84.0,24.8,8.4,8,90.0,8.0,1,37.0,25,2.0,17.0,9.0,8.0,0.95,-0.93,2019,21.1,7.9,13.2,1.57,-0.08
Tomáš Vaclík,cz CZE,GK,Sevilla,es La Liga,1989.0,33,2970.0,90.0,86.8,33.0,33,90.0,33.0,0,,0,1.42,52.0,44.0,8.0,0.24,-1.16,2019,55.7,40.0,15.7,0.48,-0.26
Baptiste Valette,fr FRA,GK,Nîmes,fr Ligue 1,1992.0,0,,,,,0,,0.0,0,,37,,,,,,,2019,,,,,
Koke Vegas,es ESP,GK,Levante,es La Liga,1995.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,3,1.0,2.0,2.0,0.0,0.0,0.19,2019,2.4,1.6,0.9,0.87,1.38
Marc Vidal,fr FRA,GK,Toulouse,fr Ligue 1,1991.0,0,,,,,0,,0.0,0,,8,,,,,,,2019,,,,,
