,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
1055,Mats Rits\Mats-Rits,be BEL,MF,be Club Brugge,25,1993,2,180,90,100.0,2.0,2,90,2,0,,0,1.50,2,5,-3,-1.50,,2.0,3.0,-0.9,-0.47,,Matches
1056,Valentin Roberge\Valentin-Roberge,fr FRA,DF,cy Apollon,31,1987,6,540,90,100.0,6.0,6,90,6,0,,0,1.69,10,10,0,0.00,,7.0,9.2,-2.2,-0.37,,Matches
1057,Joel Robles\Joel-Robles,es ESP,GK,es Betis,28,1990,6,540,90,75.0,6.0,6,90,6,0,,2,1.50,8,6,+2,+0.33,-0.17,10.7,6.4,+4.3,+0.72,+0.40,Matches
1058,Christopher Rocchia\Christopher-Rocchia,fr FRA,DF,fr Marseille,20,1998,1,12,12,2.2,0.1,0,,0,1,11,1,0.00,0,0,0,0.00,+1.70,0.2,0.4,-0.2,-1.62,-1.30,Matches
1059,Pedro Rocha Neves\Pedro-Rocha-Neves,br BRA,FWMF,ru Spartak Moscow,23,1994,2,96,48,17.8,1.1,1,73,0,1,23,1,0.00,0,2,-2,-1.87,-1.47,0.9,1.5,-0.6,-0.57,-0.48,Matches
1060,Enzo Roco\Enzo-Roco,cl CHI,DF,tr Beşiktaş,25,1992,2,154,77,28.5,1.7,1,91,1,1,63,2,1.00,5,4,+1,+0.58,+1.28,2.8,3.8,-1.0,-0.59,-0.27,Matches
1061,Sebastian Rode\Sebastian-Rode,de GER,MF,de Eint Frankfurt,27,1990,8,608,76,47.1,6.8,8,76,1,0,,0,1.50,10,8,+2,+0.30,-1.55,9.4,7.2,+2.2,+0.32,-0.51,Matches
1062,Rodrigo\Rodrigo,es ESP,FW,es Valencia,27,1991,5,343,69,47.6,3.8,4,78,1,1,33,0,1.40,9,7,+2,+0.52,+0.05,7.6,4.9,+2.8,+0.73,+0.27,Matches
1063,Ricardo Rodríguez\Ricardo-Rodriguez,ch SUI,DF,it Milan,25,1992,3,264,88,48.9,2.9,3,88,2,0,,2,1.33,5,5,0,0.00,-0.98,5.7,5.0,+0.7,+0.24,-0.46,Matches
1064,Roberto Rodríguez\Roberto-Rodriguez,ch SUI,FW,ch Zürich,28,1990,4,120,30,16.7,1.3,1,75,0,3,15,2,1.75,1,1,0,0.00,+0.45,0.6,0.7,-0.1,-0.04,-0.07,Matches
1065,Marko Rog\Marko-Rog,hr CRO,MFFW,es Sevilla,23,1995,3,117,39,12.6,1.3,1,92,1,2,13,1,1.33,2,3,-1,-0.77,-2.43,2.6,0.9,+1.7,+1.30,+0.65,Matches
1066,Tom Rogić\Tom-Rogic,au AUS,MF,sco Celtic,25,1992,4,327,82,45.4,3.6,4,82,3,0,,0,2.25,4,3,+1,+0.28,+1.65,5.8,3.8,+2.0,+0.56,+2.08,Matches
1067,Rolando\Rolando,pt POR,DF,fr Marseille,32,1985,1,30,30,5.6,0.3,0,,0,1,29,2,0.00,0,2,-2,-6.00,-4.59,0.2,0.7,-0.5,-1.48,-1.20,Matches
1068,Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,it Milan,23,1995,4,279,70,51.7,3.1,3,90,3,1,8,0,1.75,5,3,+2,+0.65,+0.30,5.8,2.9,+2.8,+0.91,+0.90,Matches
1069,Rômulo\Romulo,it ITA,MF,it Lazio,31,1987,1,35,35,4.9,0.4,0,,0,1,34,1,0.00,0,1,-1,-2.57,-2.05,0.5,0.2,+0.3,+0.89,+0.95,Matches
1070,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,es Valencia,31,1987,3,237,79,32.9,2.6,3,79,2,0,,1,2.00,4,4,0,0.00,-0.75,3.8,4.5,-0.7,-0.25,-1.24,Matches
1071,Maj Rorič\Maj-Roric,si SVN,MF,it Inter,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1072,Markus Rosenberg\Markus-Rosenberg,se SWE,FW,se Malmö,35,1982,8,691,86,96.0,7.7,8,86,7,0,,0,1.30,8,9,-1,-0.13,+6.08,6.3,12.1,-5.8,-0.75,+0.41,Matches
1073,Alessandro Rossi\Alessandro-Rossi,it ITA,FW,it Lazio,21,1997,2,47,24,6.5,0.5,0,,0,2,23,3,0.00,0,1,-1,-1.91,-1.38,0.3,1.0,-0.7,-1.29,-1.37,Matches
1074,Amir Rrahmani\Amir-Rrahmani,xk KVX,DF,hr Dinamo Zagreb,24,1994,7,615,88,66.1,6.8,6,95,6,1,45,3,2.00,11,6,+5,+0.73,-0.13,9.0,5.0,+4.1,+0.70,+0.34,Matches
1075,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,eng Chelsea,25,1993,4,360,90,26.1,4.0,4,90,4,0,,3,3.00,10,0,+10,+2.50,+1.09,7.5,1.6,+5.9,+1.47,+0.31,Matches
1076,Kevin Rüegg\Kevin-Ruegg,ch SUI,DFMF,ch Zürich,19,1998,4,360,90,50.0,4.0,4,90,4,0,,0,2.25,5,3,+2,+0.50,+1.75,6.0,2.5,+3.5,+0.88,+1.74,Matches
1077,Mário Rui\Mario-Rui,pt POR,DF,it Napoli,27,1991,4,290,73,53.7,3.2,3,90,3,1,19,0,0.75,4,5,-1,-0.31,-1.39,4.7,4.8,-0.1,-0.02,-0.96,Matches
1078,Fabián Ruiz Peña\Fabian-Ruiz-Pena,es ESP,MF,it Napoli,22,1996,5,442,88,81.9,4.9,5,88,4,0,,0,1.20,7,7,0,0.00,-1.84,7.9,7.3,+0.6,+0.12,-1.71,Matches
1079,Víctor Ruiz\Victor-Ruiz,es ESP,DF,es Villarreal,29,1989,10,900,90,83.3,10.0,10,90,10,0,,0,1.60,15,13,+2,+0.20,-2.30,14.4,12.6,+1.7,+0.17,-1.96,Matches
1080,Antonio Rukavina\Antonio-Rukavina,rs SRB,DF,kz Astana FK,34,1984,6,540,90,100.0,6.0,6,90,6,0,,0,1.13,7,7,0,0.00,,6.7,6.9,-0.2,-0.04,,Matches
1081,Dobrivoj Rusov\Dobrivoj-Rusov,sk SVK,GK,sk Spartak Trnava,25,1993,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
1082,Marco Russ\Marco-Russ,de GER,DF,de Eint Frankfurt,32,1985,4,293,73,22.7,3.3,3,90,3,1,22,7,3.00,10,2,+8,+2.46,+1.74,7.4,2.9,+4.6,+1.40,+1.05,Matches
1083,Nazariy Rusyn\Nazariy-Rusyn,ua UKR,FW,ua Dynamo Kyiv,19,1998,4,165,41,18.3,1.8,2,79,1,2,4,2,1.25,3,4,-1,-0.55,-0.18,1.6,2.5,-0.9,-0.48,+0.14,Matches
1084,Jakub Rzeźniczak\Jakub-Rzezniczak,pl POL,DF,az Qarabağ Ağdam,31,1986,6,534,89,98.9,5.9,6,89,5,0,,0,0.50,2,13,-11,-1.85,-1.85,3.8,8.2,-4.5,-0.75,+3.03,Matches
1085,Frederik Rønnow\Frederik-Ronnow,dk DEN,GK,de Eint Frankfurt,25,1992,2,180,90,14.0,2.0,2,90,2,0,,11,3.00,4,1,+3,+1.50,+0.45,4.0,1.8,+2.1,+1.07,+0.56,Matches
1086,José Sá\Jose-Sa,pt POR,GK,gr Olympiacos,25,1993,7,630,90,87.5,7.0,7,90,7,0,,1,1.43,13,9,+4,+0.57,+0.57,12.7,8.9,+3.8,+0.54,+0.42,Matches
1087,Orlando Sá\Orlando-Sa,pt POR,FW,be Standard Liège,30,1988,5,180,36,33.3,2.0,2,73,0,3,11,1,1.40,1,3,-2,-1.00,-1.00,3.4,2.5,+0.9,+0.43,+1.96,Matches
1088,Youssouf Sabaly\Youssouf-Sabaly,sn SEN,DF,fr Bordeaux,25,1993,4,360,90,66.7,4.0,4,90,4,0,,1,2.22,4,2,+2,+0.50,+1.50,4.5,3.5,+1.0,+0.24,+0.02,Matches
1089,Marcel Sabitzer\Marcel-Sabitzer,at AUT,MFFW,de RB Leipzig,24,1994,5,273,55,50.6,3.0,3,81,2,2,16,0,1.75,5,6,-1,-0.33,-1.00,4.5,3.8,+0.7,+0.22,-0.49,Matches
1090,Esteban Sachetti\Esteban-Sachetti,es ESP,MF,cy Apollon,32,1985,5,450,90,83.3,5.0,5,90,5,0,,0,1.46,7,9,-2,-0.40,-2.40,5.4,8.1,-2.6,-0.52,-0.95,Matches
1091,Umar Sadiq\Umar-Sadiq,ng NGA,FW,sco Rangers,21,1997,0,,,,,0,,0,0,,1,3.00,,,,,,,,,,,Matches
1092,Rashad Sadygov\Rashad-Sadygov,az AZE,DF,az Qarabağ Ağdam,36,1982,4,360,90,66.7,4.0,4,90,4,0,,0,1.00,2,8,-6,-1.50,+1.00,2.6,4.5,-1.9,-0.48,+0.91,Matches
1093,Alexis Saelemaekers\Alexis-Saelemaekers,be BEL,DFMF,be Anderlecht,19,1999,3,181,60,33.5,2.0,2,81,0,1,19,1,0.67,2,4,-2,-0.99,-0.24,2.4,2.4,0.0,-0.01,+0.36,Matches
1094,Behrang Safari\Behrang-Safari,se SWE,DF,se Malmö,33,1985,8,658,82,91.4,7.3,8,82,4,0,,0,1.30,8,11,-3,-0.41,-0.41,5.4,11.0,-5.7,-0.78,-0.13,Matches
1095,Matvei Safonov\Matvei-Safonov,ru RUS,GK,ru Krasnodar,19,1999,5,450,90,50.0,5.0,5,90,5,0,,2,1.60,7,6,+1,+0.20,+0.60,7.1,5.7,+1.4,+0.27,+0.23,Matches
1096,Məhəmmədəliyev Şahruddin Maqomedoviç\Mhmmdliyev-Sahruddin-Maqomedovic,az AZE,GK,az Qarabağ Ağdam,24,1994,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1097,Kenny Saief\Kenny-Saief,us USA,FWMF,be Anderlecht,24,1993,5,298,60,55.2,3.3,3,83,2,2,25,1,0.60,2,4,-2,-0.60,+0.51,2.7,2.8,0.0,-0.01,+0.53,Matches
1098,Bukayo Saka\Bukayo-Saka,eng ENG,FW,eng Arsenal,16,2001,2,113,57,8.4,1.3,1,91,1,1,22,1,3.00,1,0,+1,+0.80,-0.37,1.8,0.7,+1.0,+0.84,+0.13,Matches
1099,Hiroki Sakai\Hiroki-Sakai,jp JPN,DFMF,fr Marseille,28,1990,4,315,79,58.3,3.5,4,79,3,0,,1,0.25,3,8,-5,-1.43,+0.57,3.5,4.3,-0.8,-0.23,+0.30,Matches
1100,Taras Sakiv\Taras-Sakiv,ua UKR,DF,ua Vorskla Poltava,20,1997,2,96,48,17.8,1.1,1,91,1,1,5,3,0.00,0,3,-3,-2.81,-1.60,0.5,3.1,-2.6,-2.45,-1.12,Matches
1101,Romain Salin\Romain-Salin,fr FRA,GK,pt Sporting CP,34,1984,5,450,90,62.5,5.0,5,90,5,0,,3,2.00,8,3,+5,+1.00,-0.33,7.4,3.0,+4.4,+0.88,+0.73,Matches
1102,Eduardo Salvio\Eduardo-Salvio,ar ARG,MFDF,pt Benfica,28,1990,2,66,33,11.6,0.7,1,48,0,1,18,0,1.50,1,0,+1,+1.36,+1.01,1.0,0.7,+0.2,+0.33,+0.09,Matches
1103,Andreas Samaris\Andreas-Samaris,gr GRE,MF,pt Benfica,29,1989,3,157,52,27.5,1.7,2,77,0,1,3,3,2.00,4,4,0,0.00,-0.65,2.4,2.7,-0.3,-0.19,-0.60,Matches
1104,Diadie Samassékou\Diadie-Samassekou,ml MLI,MF,at RB Salzburg,22,1996,10,884,88,98.2,9.8,10,88,9,0,,0,2.40,25,12,+13,+1.32,+1.32,20.5,10.6,+10.0,+1.01,-0.75,Matches
1105,Mbwana Samatta\Mbwana-Samatta,tz TAN,FW,be Genk,25,1992,7,603,86,83.8,6.7,7,86,4,0,,1,2.00,11,12,-1,-0.15,-3.23,9.0,7.8,+1.2,+0.18,-0.64,Matches
1106,Albert Sambi Lokonga\Albert-Sambi-Lokonga,be BEL,MF,be Anderlecht,18,1999,2,24,12,4.4,0.3,0,,0,2,11,2,0.50,0,0,0,0.00,+0.87,0.1,0.6,-0.5,-1.94,-1.77,Matches
1107,Aleksandr Samedov\Aleksandr-Samedov,ru RUS,FW,ru Spartak Moscow,34,1984,2,38,19,7.0,0.4,0,,0,2,18,2,0.00,0,2,-2,-4.74,-4.38,0.3,1.2,-0.9,-2.10,-2.07,Matches
1108,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,es Betis,22,1996,5,342,68,47.5,3.8,4,83,2,1,10,1,2.20,7,1,+6,+1.58,+2.29,7.3,2.6,+4.6,+1.22,+1.15,Matches
1109,Younousse Sankharé\Younousse-Sankhare,sn SEN,MF,fr Bordeaux,28,1989,5,354,71,65.6,3.9,4,85,3,1,14,0,1.70,4,6,-2,-0.51,-1.48,6.0,4.5,+1.6,+0.40,+0.48,Matches
1110,Bubacarr Sanneh\Bubacarr-Sanneh,gm GAM,DF,be Anderlecht,23,1994,6,495,83,91.7,5.5,5,90,5,1,45,0,0.50,2,7,-5,-0.91,-0.91,4.6,6.2,-1.6,-0.30,-0.57,Matches
1111,Morgan Sanson\Morgan-Sanson,fr FRA,MF,fr Marseille,23,1994,2,134,67,24.8,1.5,2,67,0,0,,1,0.00,1,4,-3,-2.01,-0.46,1.9,2.0,0.0,-0.03,+0.43,Matches
1112,Nicola Sansone\Nicola-Sansone,it ITA,MFFW,es Villarreal,26,1991,3,228,76,21.1,2.5,3,76,1,0,,2,1.00,4,3,+1,+0.39,-0.24,3.8,2.7,+1.1,+0.42,-0.10,Matches
1113,Ivan Santini\Ivan-Santini,hr CRO,FWMF,be Anderlecht,29,1989,4,360,90,66.7,4.0,4,90,4,0,,1,0.50,2,5,-3,-0.75,+0.25,3.1,4.3,-1.2,-0.31,-0.17,Matches
1114,Vadym Sapay\Vadym-Sapay,ua UKR,DFMF,ua Vorskla Poltava,32,1986,2,125,63,23.1,1.4,2,63,1,0,,2,1.50,1,2,-1,-0.72,+1.01,0.4,2.2,-1.8,-1.29,+0.31,Matches
1115,Pablo Sarabia\Pablo-Sarabia,es ESP,MFFW,es Sevilla,26,1992,8,444,56,47.7,4.9,5,79,2,3,16,1,2.38,12,6,+6,+1.22,-0.27,9.8,6.3,+3.5,+0.71,-0.05,Matches
1116,Marcelo Saracchi\Marcelo-Saracchi,uy URU,DF,de RB Leipzig,20,1998,5,289,58,53.5,3.2,4,68,2,1,16,0,1.60,3,4,-1,-0.31,-1.03,4.7,2.4,+2.2,+0.69,+0.48,Matches
1117,Adrián Sardinero\Adrian-Sardinero,es ESP,MFFW,cy Apollon,27,1990,4,310,78,57.4,3.4,4,78,2,0,,2,1.83,6,5,+1,+0.29,+0.68,3.9,3.5,+0.3,+0.09,+1.08,Matches
1118,Bouna Sarr\Bouna-Sarr,gn GUI,DF,fr Marseille,26,1992,6,280,47,51.9,3.1,2,92,2,4,24,0,0.17,4,9,-5,-1.61,+0.12,4.2,5.4,-1.2,-0.39,-0.08,Matches
1119,Ismaila Sarr\Ismaila-Sarr,sn SEN,FWMF,fr Rennes,20,1998,9,730,81,81.1,8.1,9,81,5,0,,0,1.78,14,11,+3,+0.37,+1.96,11.6,11.8,-0.2,-0.03,-0.90,Matches
1120,Lucas Sasha\Lucas-Sasha,br BRA,DFMF,bg Ludogorets,28,1990,3,122,41,22.6,1.4,1,90,0,2,16,2,1.50,1,1,0,0.00,+0.43,0.9,1.0,-0.1,-0.10,-0.06,Matches
1121,Stefan Šćepović\Stefan-Scepovic,rs SRB,FW,hu Vidi,28,1990,6,500,83,92.6,5.6,6,83,4,0,,0,1.17,5,7,-2,-0.36,-0.36,,,,,,Matches
1122,André Schembri\Andre-Schembri,mt MLT,FWMF,cy Apollon,32,1986,5,324,65,60.0,3.6,4,70,1,1,45,1,1.80,5,6,-1,-0.28,-0.69,3.5,7.3,-3.8,-1.06,-1.72,Matches
1123,Denis Scherbitskiy\Denis-Scherbitskiy,by BLR,GK,by BATE Borisov,22,1996,8,720,90,100.0,8.0,8,90,8,0,,0,1.50,10,12,-2,-0.25,,5.3,11.3,-6.0,-0.75,,Matches
1124,Thomas Schirò\Thomas-Schiro,it ITA,MF,it Inter,18,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1125,Xaver Schlager\Xaver-Schlager,at AUT,MF,at RB Salzburg,20,1997,8,624,78,69.3,6.9,7,87,4,1,15,0,2.25,16,9,+7,+1.01,-0.95,13.7,7.4,+6.3,+0.91,-0.38,Matches
1126,Tom Schnell\Tom-Schnell,lu LUX,DF,lu F91 Dudelange,32,1985,6,540,90,100.0,6.0,6,90,6,0,,0,1.27,3,16,-13,-2.17,,1.6,13.8,-12.2,-2.04,,Matches
1127,Philipp Schobesberger\Philipp-Schobesberger,at AUT,FWMF,at Rapid Wien,24,1993,4,111,28,15.4,1.2,0,,0,4,27,0,1.50,3,2,+1,+0.81,+2.14,2.2,1.5,+0.7,+0.60,+1.66,Matches
1128,Marco Schönbächler\Marco-Schonbachler,ch SUI,FW,ch Zürich,28,1990,2,132,66,18.3,1.5,2,66,0,0,,3,1.50,0,1,-1,-0.68,-0.38,0.6,2.1,-1.6,-1.08,-1.34,Matches
1129,Sam Schreck\Sam-Schreck,de GER,MFFW,de Leverkusen,19,1999,2,162,81,22.5,1.8,2,81,1,0,,1,2.00,5,2,+3,+1.67,+1.02,2.4,0.9,+1.5,+0.83,+0.96,Matches
1130,Siebe Schrijvers\Siebe-Schrijvers,be BEL,FW,be Club Brugge,22,1996,2,146,73,81.1,1.6,2,73,0,0,,0,1.50,1,4,-3,-1.85,-1.85,1.5,2.4,-0.9,-0.55,-0.39,Matches
1131,Stefan Schwab\Stefan-Schwab,at AUT,MF,at Rapid Wien,27,1990,8,594,74,82.5,6.6,6,90,6,2,26,0,1.33,6,11,-5,-0.76,+1.39,5.8,11.3,-5.6,-0.84,-0.19,Matches
1132,Erdem Seçgin\Erdem-Secgin,tr TUR,FW,tr Beşiktaş,18,2000,1,1,1,0.2,0.0,0,,0,1,0,1,3.00,0,0,0,0.00,+0.33,0.0,0.0,0.0,0.00,+0.39,Matches
1133,Ibrahima Seck\Ibrahima-Seck,sn SEN,MF,be Genk,28,1989,3,116,39,16.1,1.3,1,92,1,2,12,3,3.00,6,1,+5,+3.88,+4.18,2.1,1.1,+1.0,+0.81,+0.63,Matches
1134,Haris Seferović\Haris-Seferovic,ch SUI,FW,pt Benfica,26,1992,5,335,67,58.8,3.7,4,76,3,1,30,0,1.40,2,4,-2,-0.54,-2.45,4.3,2.9,+1.4,+0.39,+0.33,Matches
1135,Rubin Seigers\Rubin-Seigers,be BEL,DF,be Genk,20,1998,0,,,,,0,,0,0,,1,3.00,,,,,,,,,,,Matches
1136,Yevhen Seleznyov\Yevhen-Seleznyov,ua UKR,FW,tr Akhisarspor,33,1985,3,230,77,42.6,2.6,3,77,1,0,,0,0.00,1,8,-7,-2.74,-1.87,2.9,3.0,-0.1,-0.04,+0.71,Matches
1137,Aleksandr Selikhov\Aleksandr-Selikhov,ru RUS,GK,ru Spartak Moscow,24,1994,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1138,Besim Šerbečić\Besim-Serbecic,ba BIH,DF,no Rosenborg,20,1998,2,180,90,33.3,2.0,2,90,2,0,,4,1.50,2,8,-6,-3.00,-2.00,1.0,5.9,-4.9,-2.46,-1.10,Matches
1139,Nikita Sergeev\Nikita-Sergeev,ru RUS,FW,ru Krasnodar,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1140,Serginho\Serginho,br BRA,MFFW,tr Akhisarspor,31,1986,3,189,63,35.0,2.1,3,63,1,0,,0,0.33,1,3,-2,-0.95,+1.10,1.9,1.9,-0.1,-0.02,+0.66,Matches
1141,Mykhaylo Serhiychuk\Mykhaylo-Serhiychuk,ua UKR,FWMF,ua Vorskla Poltava,27,1991,4,79,20,14.6,0.9,0,,0,4,19,2,0.75,1,2,-1,-1.14,+0.42,0.4,2.2,-1.8,-2.08,-0.64,Matches
1142,Grégory Sertic\Gregory-Sertic,fr FRA,MF,fr Marseille,28,1989,1,16,16,3.0,0.2,0,,0,1,15,1,1.00,0,1,-1,-5.63,-4.08,0.0,0.5,-0.5,-2.58,-2.30,Matches
1143,Petr Ševčík\Petr-Sevcik,cz CZE,MFDF,cz Slavia Prague,24,1994,3,257,86,23.2,2.9,3,86,2,0,,0,0.33,3,5,-2,-0.70,-1.23,1.9,4.0,-2.1,-0.73,-0.94,Matches
1144,Artem Shabanov\Artem-Shabanov,ua UKR,DF,ua Dynamo Kyiv,26,1992,3,270,90,30.0,3.0,3,90,3,0,,4,1.33,3,5,-2,-0.67,-0.38,1.9,4.2,-2.2,-0.74,-0.21,Matches
1145,Yevhen Shakhov\Yevhen-Shakhov,ua UKR,MF,gr PAOK,27,1990,4,299,75,55.4,3.3,4,75,2,0,,2,0.00,0,8,-8,-2.41,-2.78,1.1,5.0,-3.9,-1.17,-1.84,Matches
1146,Mykola Shaparenko\Mykola-Shaparenko,ua UKR,MFFW,ua Dynamo Kyiv,19,1998,7,546,78,60.7,6.1,7,78,2,0,,1,1.43,6,12,-6,-0.99,-1.50,5.0,11.6,-6.6,-1.09,-1.27,Matches
1147,Vyacheslav Sharpar\Vyacheslav-Sharpar,ua UKR,MF,ua Vorskla Poltava,31,1987,5,450,90,83.3,5.0,5,90,5,0,,0,0.60,4,10,-6,-1.20,+1.80,1.9,8.8,-6.9,-1.38,+0.90,Matches
1148,Oleg Shatov\Oleg-Shatov,ru RUS,MFFW,ru Zenit,28,1990,6,221,37,24.6,2.5,2,83,1,4,14,1,0.71,2,4,-2,-0.81,-0.95,1.9,2.4,-0.4,-0.18,-0.10,Matches
1149,Aleksey Shchetkin\Aleksey-Shchetkin,kz KAZ,FW,kz Astana FK,27,1991,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1150,Volodymyr Shepelyev\Volodymyr-Shepelyev,ua UKR,MF,ua Dynamo Kyiv,21,1997,9,633,70,70.3,7.0,7,89,5,2,6,0,1.33,5,14,-9,-1.28,-2.97,6.6,13.3,-6.7,-0.95,-1.21,Matches
1151,Roman Shishkin\Roman-Shishkin,ru RUS,FW,ru Krasnodar,31,1987,1,14,14,1.6,0.2,0,,0,1,13,4,0.00,0,0,0,0.00,+0.10,0.0,0.1,-0.1,-0.66,-0.83,Matches
1152,Dmitriy Shomko\Dmitriy-Shomko,kz KAZ,DF,kz Astana FK,28,1990,4,201,50,37.2,2.2,2,91,2,2,10,1,0.83,4,2,+2,+0.90,+1.43,1.9,2.2,-0.3,-0.12,-0.14,Matches
1153,Bohdan Shust\Bohdan-Shust,ua UKR,GK,ua Vorskla Poltava,32,1986,5,450,90,83.3,5.0,5,90,5,0,,1,0.60,4,10,-6,-1.20,+1.80,1.9,8.8,-6.9,-1.38,+0.90,Matches
1154,Sidcley\Sidcley,br BRA,FW,ua Dynamo Kyiv,25,1993,5,370,74,41.1,4.1,4,88,3,1,19,3,1.80,6,8,-2,-0.49,-0.15,4.3,9.9,-5.6,-1.36,-1.31,Matches
1155,Sidnei\Sidnei,br BRA,DF,es Betis,28,1989,7,630,90,87.5,7.0,7,90,7,0,,1,1.71,10,7,+3,+0.43,+0.43,12.4,7.4,+5.0,+0.71,+0.73,Matches
1156,Jordan Siebatcheu\Jordan-Siebatcheu,us USA,FW,fr Rennes,22,1996,3,184,61,20.4,2.0,2,83,1,1,19,1,2.00,5,2,+3,+1.47,+1.84,4.7,0.9,+3.8,+1.87,+2.17,Matches
1157,Mikalay Signevich\Mikalay-Signevich,by BLR,FW,by BATE Borisov,26,1992,4,293,73,40.7,3.3,4,73,1,0,,0,1.50,5,5,0,0.00,+0.42,2.5,4.8,-2.4,-0.72,+0.04,Matches
1158,André Silva\Andre-Silva,pt POR,FWMF,es Sevilla,22,1995,6,314,52,33.8,3.5,3,77,1,3,28,3,1.88,6,4,+2,+0.57,-1.18,5.0,5.0,0.0,-0.01,-1.12,Matches
1159,Rafa Silva\Rafa-Silva,pt POR,FWMF,pt Benfica,25,1993,5,315,63,55.3,3.5,3,84,1,2,32,0,1.40,7,3,+4,+1.14,+1.50,3.9,3.6,+0.3,+0.09,-0.35,Matches
1160,Vagner da Silva\Vagner-da-Silva,br BRA,GK,az Qarabağ Ağdam,32,1986,4,360,90,66.7,4.0,4,90,4,0,,1,0.50,0,7,-7,-1.75,+0.25,1.8,5.2,-3.3,-0.83,-0.12,Matches
1161,Stefan Simić\Stefan-Simic,cz CZE,DF,it Milan,23,1995,1,90,90,16.7,1.0,1,90,1,0,,1,3.00,5,2,+3,+3.00,+3.00,1.5,0.4,+1.2,+1.19,+0.86,Matches
1162,Slobodan Simović\Slobodan-Simovic,rs SRB,MF,by BATE Borisov,29,1989,1,90,90,12.5,1.0,1,90,1,0,,3,0.00,0,3,-3,-3.00,-3.14,0.6,1.7,-1.1,-1.05,-0.34,Matches
1163,Jozo Šimunović\Jozo-Simunovic,hr CRO,DF,sco Celtic,23,1994,4,344,86,47.8,3.8,4,86,3,0,,1,0.20,1,7,-6,-1.57,-1.81,3.3,7.7,-4.5,-1.17,-1.12,Matches
1164,Danel Sinani\Danel-Sinani,lu LUX,FWMF,lu F91 Dudelange,21,1997,6,475,79,88.0,5.3,5,87,2,1,39,0,1.25,3,15,-12,-2.27,-0.89,1.2,11.5,-10.3,-1.94,+0.77,Matches
1165,Scott Sinclair\Scott-Sinclair,eng ENG,FW,sco Celtic,29,1989,7,366,52,50.8,4.1,4,71,1,3,27,1,1.50,4,5,-1,-0.25,+0.77,4.3,5.8,-1.5,-0.36,+0.45,Matches
1166,Harmeet Singh\Harmeet-Singh,no NOR,MFFW,no Sarpsborg 08,27,1990,3,34,11,6.3,0.4,0,,0,3,10,3,1.56,1,1,0,0.00,+0.89,2.1,0.5,+1.6,+4.30,+4.23,Matches
1167,Andrei Sinitsyn\Andrei-Sinitsyn,ru RUS,GK,ru Krasnodar,30,1988,1,90,90,10.0,1.0,1,90,1,0,,7,0.00,1,2,-1,-1.00,-1.00,2.6,0.6,+2.0,+1.99,+2.04,Matches
1168,Jailson Siqueira\Jailson-Siqueira,br BRA,MF,tr Fenerbahçe,22,1995,8,642,80,89.2,7.1,7,88,5,1,25,0,1.38,8,6,+2,+0.28,+3.74,8.4,6.8,+1.6,+0.23,+2.12,Matches
1169,Abdoul Sissoko\Abdoul-Sissoko,fr FRA,MFDF,tr Akhisarspor,28,1990,6,500,83,92.6,5.6,5,90,5,1,49,0,0.17,3,12,-9,-1.62,+0.63,6.1,8.7,-2.6,-0.48,-0.31,Matches
1170,Mario Šitum\Mario-Situm,hr CRO,MF,hr Dinamo Zagreb,26,1992,4,119,30,12.8,1.3,1,66,0,3,18,1,1.00,1,3,-2,-1.51,-2.62,1.4,1.4,0.0,-0.04,-0.70,Matches
1171,Maksim Skavysh\Maksim-Skavysh,by BLR,FWMF,by BATE Borisov,28,1989,8,482,60,66.9,5.4,5,80,1,3,28,0,1.50,8,9,-1,-0.19,+0.19,4.3,8.8,-4.5,-0.83,-0.25,Matches
1172,Davit Skhirtladze\Davit-Skhirtladze,ge GEO,MF,sk Spartak Trnava,25,1993,4,271,68,50.2,3.0,3,88,2,1,8,0,1.00,2,3,-1,-0.33,+0.34,1.5,2.1,-0.6,-0.29,+0.97,Matches
1173,Oleksandr Sklyar\Oleksandr-Sklyar,ua UKR,MF,ua Vorskla Poltava,27,1991,6,471,79,87.2,5.2,5,90,5,1,20,0,0.50,4,10,-6,-1.15,+2.77,2.0,9.6,-7.6,-1.46,+0.57,Matches
1174,Milan Škoda\Milan-Skoda,cz CZE,FW,cz Slavia Prague,32,1986,8,360,45,32.4,4.0,4,78,0,4,12,1,1.50,8,4,+4,+1.00,+1.12,5.1,3.8,+1.4,+0.34,+0.51,Matches
