,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
764,Sandi Lovrić\Sandi-Lovric,si SVN,MF,ch Lugano,21,1998,5,343,69,63.5,3.8,4,83,2,1,10,0,0.60,2,3,-1,-0.26,+0.65,2.4,6.8,-4.4,-1.16,-1.11,Matches
765,Pol Lozano\Pol-Lozano,es ESP,MF,es Espanyol,19,1999,6,391,65,54.3,4.3,4,90,4,2,16,1,2.00,11,5,+6,+1.38,+1.65,8.8,5.3,+3.5,+0.81,+0.77,Matches
766,Valeriy Luchkevych\Valeriy-Luchkevych,ua UKR,FWMF,ua FC Oleksandriya,23,1996,6,496,83,91.9,5.5,6,83,1,0,,0,0.50,4,10,-6,-1.09,-5.18,3.9,6.3,-2.4,-0.44,+0.08,Matches
767,Florentino Luís\Florentino-Luis,pt POR,MF,pt Benfica,19,1999,1,90,90,50.0,1.0,1,90,1,0,,1,0.00,1,2,-1,-1.00,-1.00,1.0,0.9,+0.1,+0.13,+0.01,Matches
768,Miguel Luís\Miguel-Luis,pt POR,MFDF,pt Sporting CP,20,1999,3,240,80,32.0,2.7,3,80,1,0,,2,1.00,3,6,-3,-1.13,-2.18,2.9,4.2,-1.3,-0.48,-0.63,Matches
769,Zé Luís\Ze-Luis,cv CPV,FW,pt Porto,28,1991,6,270,45,37.5,3.0,3,66,0,3,24,1,0.67,2,7,-5,-1.67,-1.87,3.1,3.9,-0.8,-0.25,-0.83,Matches
770,David Luiz\David-Luiz,br BRA,DF,eng Arsenal,32,1987,5,420,84,56.0,4.7,5,84,4,0,,0,1.40,7,4,+3,+0.64,-0.45,8.6,3.9,+4.7,+1.01,-0.35,Matches
771,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,it Inter,26,1993,6,442,74,81.9,4.9,5,83,3,1,27,0,2.50,15,5,+10,+2.04,+2.04,10.2,3.9,+6.3,+1.28,+0.73,Matches
772,Jody Lukoki\Jody-Lukoki,cd COD,FW,bg Ludogorets,26,1992,6,453,76,62.9,5.0,6,76,2,0,,0,1.80,9,9,0,0.00,+1.01,5.8,8.1,-2.3,-0.45,+0.61,Matches
773,Senad Lulić\Senad-Lulic,ba BIH,DF,it Lazio,33,1986,5,163,33,30.2,1.8,1,81,0,4,21,1,1.20,2,3,-1,-0.55,-0.07,2.0,2.0,0.0,+0.01,+0.28,Matches
774,Marius Lundemo\Marius-Lundemo,no NOR,MF,no Rosenborg,25,1994,6,434,72,80.4,4.8,5,78,2,1,45,0,0.17,1,10,-9,-1.87,-2.72,3.7,5.6,-1.9,-0.40,+0.35,Matches
775,Louis Lurvink\Louis-Lurvink,ch SUI,MF,ch Basel,17,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
776,Fabian Lustenberger\Fabian-Lustenberger,ch SUI,MF,ch Young Boys,31,1988,5,380,76,70.4,4.2,5,76,3,0,,0,1.40,7,4,+3,+0.71,+1.84,6.7,5.0,+1.7,+0.40,+1.38,Matches
777,Mikael Lustig\Mikael-Lustig,se SWE,DF,be Gent,32,1986,7,630,90,87.5,7.0,7,90,7,0,,1,1.77,11,8,+3,+0.43,+0.43,5.7,8.1,-2.4,-0.34,-1.41,Matches
778,Aleksandar Lutovac\Aleksandar-Lutovac,rs SRB,DF,rs Partizan,22,1997,1,90,90,16.7,1.0,1,90,1,0,,2,1.33,4,1,+3,+3.00,+3.60,2.2,1.0,+1.2,+1.18,+0.75,Matches
779,Davidson da Luz Pereira\Davidson-da-Luz-Pereira,br BRA,MFFW,pt Vitória,28,1991,6,456,76,84.4,5.1,5,82,2,1,46,0,1.75,6,7,-1,-0.20,+1.95,4.7,7.0,-2.3,-0.45,+0.14,Matches
780,Paul-Jose M'Poku\Paul-Jose-MPoku,cd COD,MF,be Standard Liège,27,1992,6,375,63,69.4,4.2,4,88,3,2,12,0,1.33,6,7,-1,-0.24,+0.31,3.8,8.7,-4.9,-1.17,-1.24,Matches
781,Yann M'Vila\Yann-MVila,fr FRA,MFDF,fr Saint-Étienne,29,1990,5,439,88,81.3,4.9,5,88,4,0,,0,0.60,4,6,-2,-0.41,-0.41,3.2,3.0,+0.2,+0.05,+0.10,Matches
782,Mahir Madatov\Mahir-Madatov,az AZE,FW,az Qarabağ Ağdam,22,1997,4,230,58,42.6,2.6,2,82,1,2,33,0,1.33,5,3,+2,+0.78,+2.23,5.7,2.6,+3.0,+1.18,+1.47,Matches
783,Ivan Maewski\Ivan-Maewski,by BLR,MF,kz Astana FK,31,1988,6,540,90,100.0,6.0,6,90,6,0,,0,1.33,4,19,-15,-2.50,,3.0,18.3,-15.3,-2.55,,Matches
784,Hörður Magnússon\Hordur-Magnusson,is ISL,DF,ru CSKA Moscow,26,1993,6,530,88,98.1,5.9,6,88,5,0,,0,0.83,3,9,-6,-1.02,-1.02,8.1,9.1,-1.1,-0.18,-1.22,Matches
785,Harry Maguire\Harry-Maguire,eng ENG,DF,eng Manchester Utd,26,1993,9,817,91,73.6,9.1,9,91,8,0,,2,2.44,23,4,+19,+2.09,+2.09,19.3,6.3,+13.0,+1.43,+0.53,Matches
786,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DFFW,eng Arsenal,21,1997,6,289,48,38.5,3.2,4,69,1,2,6,1,2.33,9,5,+4,+1.25,+0.66,5.7,2.5,+3.2,+1.01,-0.24,Matches
787,Andreas Makris\Andreas-Makris,cy CYP,MF,cy APOEL,23,1995,1,12,12,1.7,0.1,0,,0,1,12,1,3.00,0,0,0,0.00,+0.25,0.1,0.1,0.0,+0.32,+0.68,Matches
788,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MFDF,es Getafe,24,1995,7,512,73,63.2,5.7,6,84,5,1,7,0,1.29,7,6,+1,+0.18,-0.43,6.6,4.6,+2.0,+0.35,-0.58,Matches
789,Tyrell Malacia\Tyrell-Malacia,nl NED,DF,nl Feyenoord,19,1999,3,261,87,48.3,2.9,3,87,2,0,,3,1.00,4,7,-3,-1.03,-1.36,3.1,4.8,-1.7,-0.59,+0.37,Matches
790,Donyell Malen\Donyell-Malen,nl NED,FWMF,nl PSV Eindhoven,20,1999,4,308,77,57.0,3.4,3,88,2,1,45,0,2.13,8,7,+1,+0.29,+1.84,3.7,5.2,-1.5,-0.44,-0.16,Matches
791,Yunus Mallı\Yunus-Malli,tr TUR,MF,de Wolfsburg,27,1992,2,52,26,5.8,0.6,0,,0,2,26,2,1.50,0,1,-1,-1.73,-2.05,0.7,0.2,+0.5,+0.86,+0.54,Matches
792,Felix Mambimbi\Felix-Mambimbi,ch SUI,MFFW,ch Young Boys,18,2001,2,22,11,4.1,0.2,0,,0,2,11,4,1.00,1,0,+1,+4.09,+4.09,0.4,0.1,+0.3,+1.21,+1.27,Matches
793,Wilson Manafá\Wilson-Manafa,pt POR,DF,pt Porto,25,1994,5,306,61,42.5,3.4,3,80,2,2,33,3,1.20,2,6,-4,-1.18,-1.18,5.6,4.6,+1.0,+0.30,+0.05,Matches
794,Gianluca Mancini\Gianluca-Mancini,it ITA,DFMF,it Roma,23,1996,7,597,85,73.7,6.6,7,85,5,0,,2,1.00,8,8,0,0.00,-2.11,8.8,7.9,+1.0,+0.15,-1.34,Matches
795,Cristian Manea\Cristian-Manea,ro ROU,DF,ro CFR Cluj,21,1997,2,180,90,25.0,2.0,2,90,2,0,,0,1.00,1,1,0,0.00,-0.33,1.8,3.3,-1.6,-0.79,-0.74,Matches
796,Faitout Maouassa\Faitout-Maouassa,fr FRA,DF,fr Rennes,21,1998,3,254,85,47.0,2.8,3,85,2,0,,1,0.00,1,5,-4,-1.42,-1.73,3.6,2.3,+1.3,+0.46,+0.06,Matches
797,Rúnar Már Sigurjónsson\Runar-Mar-Sigurjonsson,is ISL,MF,kz Astana FK,29,1990,4,354,89,65.6,3.9,4,89,3,0,,0,1.60,4,8,-4,-1.02,+4.31,2.6,8.8,-6.2,-1.57,+2.84,Matches
798,Konstantin Maradishvili\Konstantin-Maradishvili,ru RUS,MF,ru CSKA Moscow,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
799,Iván Marcano\Ivan-Marcano,es ESP,DF,pt Porto,32,1987,8,720,90,100.0,8.0,8,90,8,0,,0,1.25,10,14,-4,-0.50,,12.1,9.9,+2.2,+0.27,,Matches
800,Marcelinho\Marcelinho,bg BUL,MFFW,bg Ludogorets,34,1984,8,565,71,78.5,6.3,8,71,3,0,,0,1.00,10,10,0,0.00,+1.74,6.7,8.4,-1.7,-0.28,+1.87,Matches
801,Yannick Marchand\Yannick-Marchand,ch SUI,MF,ch Basel,19,2000,2,35,18,3.5,0.4,0,,0,2,18,3,1.50,2,2,0,0.00,-1.23,2.1,0.9,+1.3,+3.26,+2.99,Matches
802,Agustín Marchesín\Agustin-Marchesin,ar ARG,GK,pt Porto,31,1988,8,720,90,100.0,8.0,8,90,8,0,,0,1.25,10,14,-4,-0.50,,12.1,9.9,+2.2,+0.27,,Matches
803,Moussa Marega\Moussa-Marega,ml MLI,FW,pt Porto,28,1991,7,602,86,83.6,6.7,7,86,5,0,,0,1.43,10,12,-2,-0.30,+1.23,11.3,9.5,+1.9,+0.28,+0.06,Matches
804,Mijat Marić\Mijat-Maric,ch SUI,DF,ch Lugano,35,1984,5,387,77,71.7,4.3,4,90,4,1,27,0,0.60,1,4,-3,-0.70,-0.70,3.4,4.8,-1.4,-0.34,+1.47,Matches
805,Răzvan Marin\Razvan-Marin,ro ROU,MF,nl Ajax,23,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
806,Lazar Marković\Lazar-Markovic,rs SRB,FW,rs Partizan,25,1994,2,42,21,7.8,0.5,0,,0,2,21,0,2.00,0,2,-2,-4.29,-4.65,1.5,0.4,+1.2,+2.53,+2.13,Matches
807,Marlos\Marlos,ua UKR,FWMF,ua Shakhtar,31,1988,5,364,73,67.4,4.0,5,73,0,0,,1,2.00,6,7,-1,-0.25,-2.29,5.1,4.7,+0.4,+0.10,+0.01,Matches
808,Omar Marmoush\Omar-Marmoush,eg EGY,MFDF,de Wolfsburg,20,1999,1,29,29,3.2,0.3,0,,0,1,29,0,0.00,0,3,-3,-9.31,-9.83,0.4,1.6,-1.3,-3.97,-4.46,Matches
809,Christian Marques\Christian-Marques,ch SUI,DF,eng Wolves,16,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
810,Sulayman Marreh\Sulayman-Marreh,gm GAM,MF,be Gent,23,1996,1,1,1,0.1,0.0,0,,0,1,1,1,0.00,0,0,0,0.00,-0.38,0.0,0.0,0.0,+2.47,+2.63,Matches
811,Nick Marsman\Nick-Marsman,nl NED,GK,nl Feyenoord,28,1990,2,180,90,33.3,2.0,2,90,2,0,,0,0.50,4,5,-1,-0.50,-0.25,2.6,2.5,+0.1,+0.05,+1.25,Matches
812,Anthony Martial\Anthony-Martial,fr FRA,FW,eng Manchester Utd,23,1995,7,489,70,44.1,5.4,6,80,2,1,7,0,2.29,10,3,+7,+1.29,-0.45,10.4,4.3,+6.1,+1.13,-0.29,Matches
813,Jonas Martin\Jonas-Martin,fr FRA,MF,fr Rennes,29,1990,2,161,81,29.8,1.8,2,81,1,0,,0,0.50,2,3,-1,-0.56,-0.08,1.9,1.7,+0.1,+0.07,-0.51,Matches
814,Martinelli\Martinelli,br BRA,FW,eng Arsenal,18,2001,7,424,61,56.5,4.7,5,77,3,2,19,1,1.57,12,5,+7,+1.49,+1.49,9.8,3.4,+6.4,+1.36,+0.47,Matches
815,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,eng Arsenal,26,1992,6,540,90,72.0,6.0,6,90,6,0,,2,1.83,14,7,+7,+1.17,+1.17,12.6,5.1,+7.5,+1.24,+0.29,Matches
816,Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,it Inter,21,1997,5,352,70,65.2,3.9,5,70,0,0,,0,2.40,9,4,+5,+1.28,-1.12,6.2,2.4,+3.8,+0.97,-0.51,Matches
817,Lisandro Martínez\Lisandro-Martinez,ar ARG,MFDF,nl Ajax,21,1998,2,180,90,100.0,2.0,2,90,2,0,,0,1.50,2,3,-1,-0.50,,1.5,2.4,-0.9,-0.43,,Matches
818,Apostolos Martinis\Apostolos-Martinis,gr GRE,DF,gr Olympiacos,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
819,Christopher Martins\Christopher-Martins,lu LUX,MF,ch Young Boys,22,1997,2,106,53,19.6,1.2,1,72,0,1,34,0,0.50,0,3,-3,-2.55,-3.38,0.7,2.9,-2.3,-1.94,-2.41,Matches
820,Alyaksandr Martynovich\Alyaksandr-Martynovich,by BLR,DF,ru Krasnodar,31,1987,6,537,90,99.4,6.0,6,90,5,0,,0,1.50,7,11,-4,-0.67,-0.67,10.0,9.3,+0.8,+0.13,+0.13,Matches
821,Giorgos Masouras\Giorgos-Masouras,gr GRE,FW,gr Olympiacos,25,1994,4,196,49,50.3,2.2,3,51,0,1,44,0,1.00,1,2,-1,-0.46,-0.46,1.1,2.6,-1.5,-0.68,+0.09,Matches
822,Clinton Mata\Clinton-Mata,ao ANG,DF,be Club Brugge,26,1992,2,151,76,83.9,1.7,2,76,1,0,,0,0.50,1,4,-3,-1.79,+4.42,1.7,3.7,-2.0,-1.20,+3.40,Matches
823,Jaime Mata\Jaime-Mata,es ESP,FW,es Getafe,30,1988,7,503,72,62.1,5.6,6,80,2,1,23,1,1.71,7,5,+2,+0.36,+0.06,8.0,4.4,+3.6,+0.65,+0.23,Matches
824,Juan Mata\Juan-Mata,es ESP,MFFW,eng Manchester Utd,31,1988,11,769,70,69.3,8.5,8,89,7,3,19,0,2.36,23,2,+21,+2.46,+2.99,16.9,5.5,+11.4,+1.34,+0.15,Matches
825,Matheus\Matheus,br BRA,GK,pt Braga,27,1992,4,360,90,50.0,4.0,4,90,4,0,,3,2.25,5,5,0,0.00,-1.00,5.3,6.2,-0.9,-0.23,-0.73,Matches
826,Jérémy Mathieu\Jeremy-Mathieu,fr FRA,DF,pt Sporting CP,35,1983,3,252,84,33.6,2.8,3,84,2,0,,0,3.00,7,1,+6,+2.14,+2.69,3.8,3.2,+0.6,+0.22,+0.41,Matches
827,Nemanja Matić\Nemanja-Matic,rs SRB,MF,eng Manchester Utd,30,1988,5,411,82,37.0,4.6,4,90,4,1,51,4,2.20,7,1,+6,+1.31,-0.36,7.3,3.4,+4.0,+0.87,-0.67,Matches
828,Uroš Matić\Uros-Matic,mk MKD,MFFW,cy APOEL,29,1990,8,720,90,100.0,8.0,8,90,8,0,,0,1.25,10,12,-2,-0.25,,8.5,11.3,-2.8,-0.35,,Matches
829,Mykola Matviyenko\Mykola-Matviyenko,ua UKR,DF,ua Shakhtar,23,1996,6,540,90,100.0,6.0,6,90,6,0,,0,2.17,14,11,+3,+0.50,,9.0,8.4,+0.6,+0.09,,Matches
830,Konstantinos Mavropanos\Konstantinos-Mavropanos,gr GRE,DF,eng Arsenal,21,1997,1,90,90,12.0,1.0,1,90,1,0,,0,1.00,2,2,0,0.00,-0.95,1.4,0.5,+0.9,+0.89,-0.30,Matches
831,Luís Maximiano\Luis-Maximiano,pt POR,GK,pt Sporting CP,20,1999,4,354,89,47.2,3.9,3,100,3,1,54,4,1.50,8,7,+1,+0.25,-0.20,5.1,5.7,-0.6,-0.16,-0.21,Matches
832,Iba May\Iba-May,de GER,MF,de Wolfsburg,21,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
833,Maycon\Maycon,br BRA,MF,ua Shakhtar,22,1997,2,31,16,5.7,0.3,0,,0,2,16,4,3.00,2,1,+1,+2.90,+2.55,0.5,1.4,-0.9,-2.71,-2.97,Matches
834,Lewis Mayo\Lewis-Mayo,sco SCO,DF,sco Rangers,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
835,Kevin Mbabu\Kevin-Mbabu,ch SUI,DF,de Wolfsburg,24,1995,5,316,63,35.1,3.5,3,90,3,2,23,2,2.60,6,3,+3,+0.85,+1.01,3.7,2.4,+1.3,+0.37,+0.02,Matches
836,Chancel Mbemba\Chancel-Mbemba,cd COD,DF,pt Porto,24,1994,5,322,64,44.7,3.6,4,79,3,1,7,3,1.20,2,8,-6,-1.68,-2.13,2.5,5.0,-2.4,-0.67,-1.71,Matches
837,Ross McCrorie\Ross-McCrorie,sco SCO,DFGK,sco Rangers,21,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
838,Allan McGregor\Allan-McGregor,sco SCO,GK,sco Rangers,37,1982,10,900,90,100.0,10.0,10,90,10,0,,0,1.88,13,12,+1,+0.10,,10.6,12.5,-2.0,-0.20,,Matches
839,Callum McGregor\Callum-McGregor,sco SCO,MF,sco Celtic,26,1993,7,630,90,87.5,7.0,7,90,7,0,,0,2.22,12,8,+4,+0.57,+2.57,9.5,8.0,+1.5,+0.22,+1.87,Matches
840,Scott McTominay\Scott-McTominay,sco SCO,MF,eng Manchester Utd,22,1996,7,424,61,38.2,4.7,5,83,3,2,5,3,2.71,14,1,+13,+2.76,+1.97,10.3,2.3,+8.0,+1.71,+0.67,Matches
841,Brandon Mechele\Brandon-Mechele,be BEL,DF,be Club Brugge,26,1993,2,180,90,100.0,2.0,2,90,2,0,,0,0.50,1,6,-5,-2.50,,1.8,5.3,-3.5,-1.75,,Matches
842,Zechariah Medley\Zechariah-Medley,eng ENG,DF,eng Arsenal,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
843,Jurij Medvedev\Jurij-Medvedev,cz CZE,DF,sk Slovan Bratislava,23,1996,5,450,90,83.3,5.0,5,90,5,0,,0,1.60,9,11,-2,-0.40,+0.60,5.4,8.1,-2.7,-0.54,+1.79,Matches
844,Maksim Medvedev\Maksim-Medvedev,az AZE,DF,az Qarabağ Ağdam,29,1989,6,540,90,100.0,6.0,6,90,6,0,,0,1.00,8,11,-3,-0.50,,8.7,6.7,+2.0,+0.34,,Matches
845,Admir Mehmedi\Admir-Mehmedi,ch SUI,FW,de Wolfsburg,28,1991,5,423,85,47.0,4.7,5,85,2,0,,0,2.40,10,4,+6,+1.28,+2.03,6.4,4.3,+2.2,+0.47,+0.21,Matches
846,Óscar Melendo\Oscar-Melendo,es ESP,FWMF,es Espanyol,21,1997,6,409,68,56.8,4.5,6,68,0,0,,1,2.10,8,5,+3,+0.66,+0.08,6.3,4.3,+2.0,+0.45,-0.01,Matches
847,Dušan Melichárek\Dusan-Melicharek,cz CZE,GK,se Malmö,35,1983,0,,,,,0,,0,0,,8,3.00,,,,,,,,,,,Matches
848,Birger Meling\Birger-Meling,no NOR,DF,no Rosenborg,24,1994,6,540,90,100.0,6.0,6,90,6,0,,0,0.17,3,11,-8,-1.33,,4.9,7.7,-2.8,-0.47,,Matches
849,José Mena Rodríguez\Jose-Mena-Rodriguez,es ESP,MFFW,es Sevilla,21,1998,2,46,23,4.3,0.5,0,,0,2,23,3,1.50,1,0,+1,+1.96,+0.65,0.8,0.3,+0.6,+1.10,+0.12,Matches
850,Pedro Mendes\Pedro-Mendes,pt POR,FW,pt Sporting CP,19,1999,6,162,27,21.6,1.8,1,90,1,5,14,1,1.50,2,5,-3,-1.67,-2.59,1.1,4.1,-3.0,-1.67,-2.07,Matches
851,Edouard Mendy\Edouard-Mendy,sn SEN,GKMF,fr Rennes,27,1992,4,274,69,50.7,3.0,4,69,3,0,,1,0.25,3,6,-3,-0.99,-0.99,4.4,3.7,+0.7,+0.23,-0.41,Matches
852,Laurent Mendy\Laurent-Mendy,sn SEN,FWMF,lu F91 Dudelange,20,1998,3,137,46,25.4,1.5,2,66,0,1,5,1,1.33,2,7,-5,-3.28,-2.17,1.9,5.4,-3.6,-2.34,-0.33,Matches
853,Teden Mengi\Teden-Mengi,eng ENG,DF,eng Manchester Utd,17,2002,1,7,7,0.6,0.1,0,,0,1,7,3,3.00,1,0,+1,+12.86,+11.39,0.5,0.2,+0.3,+4.42,+3.15,Matches
854,Phillip Menzel\Phillip-Menzel,de GER,GK,de Wolfsburg,20,1998,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
855,Giorgos Merkis\Giorgos-Merkis,cy CYP,DF,cy APOEL,35,1984,7,630,90,87.5,7.0,7,90,7,0,,1,1.00,8,11,-3,-0.43,-1.43,7.1,10.2,-3.1,-0.45,-0.76,Matches
856,Yıldırım Mert Çetin\Yildirim-Mert-Cetin,tr TUR,DF,it Roma,22,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
857,Senna Miangue\Senna-Miangue,be BEL,DF,be Standard Liège,22,1997,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
858,Míchel\Michel,es ESP,MFFW,az Qarabağ Ağdam,33,1985,6,506,84,93.7,5.6,6,84,3,0,,0,1.00,8,8,0,0.00,+7.94,8.5,4.7,+3.8,+0.68,+5.44,Matches
859,Peter Michorl\Peter-Michorl,at AUT,MF,at LASK,24,1995,10,900,90,100.0,10.0,10,90,10,0,,0,1.70,15,12,+3,+0.30,,15.0,11.8,+3.1,+0.31,,Matches
860,Fredrik Midtsjø\Fredrik-Midtsjo,no NOR,MF,nl AZ Alkmaar,25,1993,7,606,87,84.2,6.7,7,87,6,0,,0,1.62,13,10,+3,+0.45,-1.13,11.8,8.8,+2.9,+0.43,-1.42,Matches
861,Simon Mignolet\Simon-Mignolet,be BEL,GK,be Club Brugge,31,1988,2,180,90,100.0,2.0,2,90,2,0,,0,0.50,1,6,-5,-2.50,,1.8,5.3,-3.5,-1.75,,Matches
862,Dragan Mihajlović\Dragan-Mihajlovic,ch SUI,DFMF,cy APOEL,27,1991,8,720,90,100.0,8.0,8,90,8,0,,0,1.25,10,12,-2,-0.25,,8.5,11.3,-2.8,-0.35,,Matches
863,Nemanja Miletić\Nemanja-Miletic,rs SRB,DF,rs Partizan,28,1991,5,450,90,83.3,5.0,5,90,5,0,,0,1.64,6,9,-3,-0.60,-3.60,8.0,5.8,+2.2,+0.43,-0.75,Matches
864,Sergej Milinković-Savić\Sergej-Milinkovic-Savic,rs SRB,MF,it Lazio,24,1995,4,308,77,57.0,3.4,3,90,3,1,38,0,0.75,5,7,-2,-0.58,-0.20,4.7,4.3,+0.4,+0.11,+0.69,Matches
865,Vanja Milinković-Savić\Vanja-Milinkovic-Savic,rs SRB,GK,be Standard Liège,22,1997,3,270,90,50.0,3.0,3,90,3,0,,1,1.00,3,6,-3,-1.00,-1.33,2.3,6.9,-4.6,-1.52,-1.45,Matches
866,Antonio Mirante\Antonio-Mirante,it ITA,GK,it Roma,36,1983,2,151,76,18.6,1.7,2,76,1,0,,4,1.00,3,2,+1,+0.60,+0.05,3.4,1.2,+2.2,+1.30,+0.99,Matches
867,Denys Miroshnichenko\Denys-Miroshnichenko,ua UKR,DF,ua FC Oleksandriya,24,1994,6,540,90,100.0,6.0,6,90,6,0,,0,0.50,6,10,-4,-0.67,,4.5,7.2,-2.7,-0.44,,Matches
868,Kostas Mitroglou\Kostas-Mitroglou,gr GRE,MFFW,nl PSV Eindhoven,31,1988,2,19,10,3.5,0.2,0,,0,2,10,4,2.50,0,0,0,0.00,+0.52,0.0,0.4,-0.4,-1.77,-1.45,Matches
869,Matej Mitrović\Matej-Mitrovic,hr CRO,DF,be Club Brugge,25,1993,1,29,29,16.1,0.3,0,,0,1,29,1,0.00,0,2,-2,-6.21,-4.42,0.1,1.6,-1.5,-4.60,-3.40,Matches
870,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,MFFW,it Roma,30,1989,5,301,60,37.2,3.3,3,90,3,2,16,1,1.60,3,5,-2,-0.60,-1.84,4.0,3.9,+0.1,+0.04,-0.74,Matches
871,Milad Mohammadi\Milad-Mohammadi,ir IRN,DF,be Gent,25,1993,3,270,90,37.5,3.0,3,90,3,0,,5,1.25,1,2,-1,-0.33,-1.13,2.9,2.2,+0.6,+0.20,+0.58,Matches
872,Aleksandr Mokin\Aleksandr-Mokin,kz KAZ,GK,kz Astana FK,38,1981,1,65,65,12.0,0.7,0,,0,1,65,5,0.00,0,6,-6,-8.31,-6.60,0.2,5.1,-4.8,-6.71,-4.73,Matches
873,Jorge Molina\Jorge-Molina,es ESP,FW,es Getafe,37,1982,6,211,35,26.0,2.3,2,66,0,4,20,2,1.50,5,2,+3,+1.28,+1.28,4.5,2.0,+2.5,+1.07,+0.69,Matches
874,Guillermo Molins\Guillermo-Molins,se SWE,FWMF,se Malmö,30,1988,5,151,30,21.0,1.7,1,76,0,4,19,3,2.31,4,1,+3,+1.79,+2.58,2.7,1.3,+1.4,+0.83,+1.21,Matches
875,Júnior Moraes\Junior-Moraes,ua UKR,FW,ua Shakhtar,32,1987,6,534,89,98.9,5.9,6,89,5,0,,0,2.17,13,10,+3,+0.51,+0.51,8.9,7.4,+1.5,+0.25,+14.29,Matches
876,Jérémy Morel\Jeremy-Morel,mg MAD,DF,fr Rennes,35,1984,3,270,90,50.0,3.0,3,90,3,0,,2,0.33,2,4,-2,-0.67,-0.33,3.2,3.0,+0.3,+0.08,-0.69,Matches
877,Alfredo Morelos\Alfredo-Morelos,co COL,FW,sco Rangers,23,1996,9,790,88,87.8,8.8,9,88,7,0,,0,1.88,12,12,0,0.00,-0.82,8.6,11.5,-2.9,-0.33,-1.10,Matches
878,Lewis Morgan\Lewis-Morgan,sco SCO,FW,sco Celtic,22,1996,2,156,78,21.7,1.7,2,78,1,0,,2,2.25,3,2,+1,+0.58,+0.42,0.8,2.2,-1.4,-0.80,-1.01,Matches
879,Charles Morren\Charles-Morren,be BEL,MF,lu F91 Dudelange,27,1992,6,474,79,87.8,5.3,5,90,5,1,24,0,1.42,8,15,-7,-1.33,+2.76,4.0,14.7,-10.7,-2.03,+0.52,Matches
880,Victor Moses\Victor-Moses,ng NGA,DF,it Inter,28,1990,5,216,43,40.0,2.4,2,81,1,3,18,1,2.40,4,1,+3,+1.25,-0.69,3.9,0.7,+3.2,+1.31,+0.28,Matches
881,Cosmin Moți\Cosmin-Moti,ro ROU,DF,bg Ludogorets,34,1984,2,135,68,18.8,1.5,1,90,1,1,45,5,1.60,1,1,0,0.00,+0.46,0.8,1.8,-1.1,-0.70,-0.03,Matches
882,Harold Moukoudi\Harold-Moukoudi,cm CMR,DF,fr Saint-Étienne,21,1997,3,192,64,35.6,2.1,2,81,1,1,31,2,0.33,1,4,-3,-1.41,-1.66,1.0,2.1,-1.1,-0.50,-0.83,Matches
883,Jessy Moulin\Jessy-Moulin,fr FRA,GK,fr Saint-Étienne,33,1986,2,180,90,33.3,2.0,2,90,2,0,,3,0.50,1,2,-1,-0.50,-0.25,0.7,1.8,-1.1,-0.54,-0.85,Matches
884,João Moutinho\Joao-Moutinho,pt POR,MF,eng Wolves,32,1986,11,877,80,88.6,9.7,10,85,7,1,24,0,2.24,19,9,+10,+1.03,+1.82,16.0,8.3,+7.7,+0.79,+0.45,Matches
885,Ndombe Mubele\Ndombe-Mubele,cd COD,MF,kz Astana FK,25,1994,1,9,9,1.7,0.1,0,,0,1,9,0,2.00,0,0,0,0.00,+2.54,0.0,0.2,-0.2,-2.28,+0.27,Matches
886,Robert Mudražija\Robert-Mudrazija,hr CRO,MF,dk FC Copenhagen,22,1997,4,125,31,12.3,1.4,2,49,0,2,14,0,1.50,2,0,+2,+1.44,+1.24,2.6,1.0,+1.6,+1.14,+1.62,Matches
887,Valentino Müller\Valentino-Muller,at AUT,MF,at LASK,20,1999,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
