,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
57,Mauro Arambarri\Mauro-Arambarri,uy URU,MF,es Getafe,23,1995,6,440,73,54.3,4.9,5,88,3,1,1,1,2.00,6,4,+2,+0.41,+0.17,6.8,3.4,+3.4,+0.70,+0.30,Matches
58,Charles Aránguiz\Charles-Aranguiz,cl CHI,MF,de Leverkusen,30,1989,3,251,84,55.8,2.8,3,84,2,0,,0,3.00,6,1,+5,+1.79,+1.79,5.3,1.5,+3.8,+1.37,+1.83,Matches
59,Marco Aratore\Marco-Aratore,ch SUI,MFFW,ch Lugano,28,1991,6,385,64,71.3,4.3,4,78,2,2,37,0,0.50,1,3,-2,-0.47,+0.11,3.0,5.5,-2.6,-0.60,+0.52,Matches
60,Scott Arfield\Scott-Arfield,ca CAN,MFFW,sco Rangers,30,1988,10,612,61,68.0,6.8,6,90,5,4,18,0,1.88,10,8,+2,+0.29,+0.61,9.1,9.0,0.0,+0.01,+0.63,Matches
61,Ari\Ari,ru RUS,FWMF,ru Krasnodar,33,1985,4,219,55,40.6,2.4,2,77,0,2,33,1,2.25,5,1,+4,+1.64,+3.89,5.3,1.4,+3.9,+1.59,+2.45,Matches
62,Joe Aribo\Joe-Aribo,ng NGA,FWMF,sco Rangers,23,1996,8,320,40,35.6,3.6,3,77,2,5,18,1,2.07,4,4,0,0.00,-0.16,3.3,4.7,-1.4,-0.39,-0.30,Matches
63,Giedrius Arlauskis\Giedrius-Arlauskis,lt LTU,GK,ro CFR Cluj,31,1987,8,720,90,100.0,8.0,8,90,8,0,,0,1.75,7,5,+2,+0.25,,8.4,10.3,-1.8,-0.23,,Matches
64,Maximilian Arnold\Maximilian-Arnold,de GER,MF,de Wolfsburg,25,1994,9,789,88,87.7,8.8,9,88,8,0,,0,1.56,14,12,+2,+0.23,+0.23,11.4,9.2,+2.2,+0.25,-0.83,Matches
65,Muhammet Arslantaş\Muhammet-Arslantas,tr TUR,FW,tr Başakşehir,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
66,Arthur\Arthur,br BRA,FW,ch Basel,21,1998,11,646,59,65.3,7.2,7,74,1,4,31,0,2.27,15,5,+10,+1.39,+0.61,11.2,9.7,+1.6,+0.22,-0.46,Matches
67,Serkan Asan\Serkan-Asan,tr TUR,DF,tr Trabzonspor,20,1999,3,270,90,50.0,3.0,3,90,3,0,,0,0.00,1,6,-5,-1.67,-0.67,1.6,5.5,-3.9,-1.29,-0.82,Matches
68,Takuma Asano\Takuma-Asano,jp JPN,FWMF,rs Partizan,24,1994,6,506,84,93.7,5.6,6,84,3,0,,0,1.50,10,9,+1,+0.18,+2.82,9.3,6.8,+2.5,+0.45,-1.78,Matches
69,Gjermund Åsen\Gjermund-Asen,no NOR,MFFW,no Rosenborg,28,1991,5,288,58,53.3,3.2,3,87,2,2,14,1,0.00,1,7,-6,-1.87,-1.16,2.7,4.5,-1.8,-0.56,-0.19,Matches
70,Majeed Ashimeru\Majeed-Ashimeru,gh GHA,MF,at RB Salzburg,21,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
71,Roger Assalé\Roger-Assale,ci CIV,FWMF,ch Young Boys,25,1993,6,453,76,83.9,5.0,6,76,2,0,,0,1.33,7,5,+2,+0.40,+1.43,6.6,6.5,+0.2,+0.04,+0.28,Matches
72,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,eng Arsenal,30,1989,6,408,68,54.4,4.5,4,98,4,2,9,0,1.67,6,4,+2,+0.44,-0.87,9.6,3.8,+5.8,+1.27,+0.25,Matches
73,Luís Aurélio\Luis-Aurelio,pt POR,MF,ro CFR Cluj,30,1988,2,64,32,8.9,0.7,1,56,0,1,8,3,1.50,0,1,-1,-1.41,-1.82,0.4,1.2,-0.8,-1.19,-1.06,Matches
74,Donis Avdijaj\Donis-Avdijaj,xk KVX,MF,tr Trabzonspor,22,1996,6,321,54,59.4,3.6,5,60,1,1,19,0,0.63,1,8,-7,-1.96,-1.55,2.0,5.9,-3.9,-1.10,-0.54,Matches
75,Felipe Avenatti\Felipe-Avenatti,uy URU,FW,be Standard Liège,26,1993,3,86,29,15.9,1.0,0,,0,3,29,1,1.33,3,2,+1,+1.05,+1.64,0.8,2.6,-1.8,-1.86,-1.27,Matches
76,Behlül Aydın\Behlul-Aydin,tr TUR,MF,tr Trabzonspor,18,2000,1,32,32,5.9,0.4,0,,0,1,32,1,0.00,0,0,0,0.00,+1.42,0.0,0.2,-0.2,-0.51,+0.40,Matches
77,Yassin Ayoub\Yassin-Ayoub,nl NED,MF,nl Feyenoord,25,1994,2,25,13,4.6,0.3,0,,0,2,13,1,0.50,0,0,0,0.00,+0.35,0.6,0.1,+0.6,+2.02,+2.94,Matches
78,Marouan Azarkan\Marouan-Azarkan,nl NED,FW,nl Feyenoord,17,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
79,Ayman Azhil\Ayman-Azhil,ma MAR,MF,de Leverkusen,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
80,Demba Ba\Demba-Ba,sn SEN,FW,tr Başakşehir,34,1985,6,428,71,46.0,4.8,4,98,4,2,19,4,1.50,7,8,-1,-0.21,+0.15,6.3,6.3,0.0,+0.01,+0.89,Matches
81,Ousseynou Ba\Ousseynou-Ba,sn SEN,DF,gr Olympiacos,23,1995,4,390,98,100.0,4.3,4,98,4,0,,0,1.00,3,4,-1,-0.23,,3.2,6.4,-3.1,-0.72,,Matches
82,Volkan Babacan\Volkan-Babacan,tr TUR,GK,tr Başakşehir,30,1988,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
83,Ryan Babel\Ryan-Babel,nl NED,FW,nl Ajax,32,1986,2,180,90,100.0,2.0,2,90,2,0,,0,1.50,2,3,-1,-0.50,,1.5,2.4,-0.9,-0.43,,Matches
84,Vladyslav Babohlo\Vladyslav-Babohlo,ua UKR,DF,ua FC Oleksandriya,20,1998,3,181,60,33.5,2.0,2,90,2,1,1,2,0.33,1,3,-2,-0.99,-0.49,1.5,3.6,-2.1,-1.03,-0.88,Matches
85,Fouad Bachirou\Fouad-Bachirou,km COM,MF,se Malmö,29,1990,7,630,90,87.5,7.0,7,90,7,0,,0,1.71,8,11,-3,-0.43,-1.43,6.9,8.1,-1.2,-0.17,-0.38,Matches
86,Stéphane Badji\Stephane-Badji,sn SEN,MF,bg Ludogorets,29,1990,8,654,82,90.8,7.3,7,90,7,1,24,0,1.31,11,14,-3,-0.41,-0.41,7.2,11.9,-4.7,-0.64,+0.39,Matches
87,Leon Bailey\Leon-Bailey,jm JAM,FW,de Leverkusen,21,1997,5,103,21,22.9,1.1,0,,0,5,21,0,2.40,2,1,+1,+0.87,-0.16,0.8,1.7,-0.8,-0.74,-1.69,Matches
88,Eric Bailly\Eric-Bailly,ci CIV,DF,eng Manchester Utd,25,1994,4,340,85,30.6,3.8,4,85,3,0,,2,3.00,12,1,+11,+2.91,+1.98,9.3,2.1,+7.2,+1.91,+0.90,Matches
89,Scott Bain\Scott-Bain,sco SCO,GK,sco Celtic,27,1991,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
90,Stefan Bajic\Stefan-Bajic,fr FRA,GK,fr Saint-Étienne,17,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
91,Kenan Bajrić\Kenan-Bajric,si SVN,DF,sk Slovan Bratislava,24,1994,5,285,57,52.8,3.2,3,89,2,2,9,1,1.25,5,5,0,0.00,+1.06,2.6,6.2,-3.6,-1.13,-0.62,Matches
92,Husein Balic\Husein-Balic,at AUT,FW,at LASK,23,1996,4,130,33,14.4,1.4,1,65,0,3,22,0,1.00,1,5,-4,-2.77,-3.59,0.9,2.6,-1.8,-1.24,-1.81,Matches
93,David von Ballmoos\David-von-Ballmoos,ch SUI,GK,ch Young Boys,24,1994,6,540,90,100.0,6.0,6,90,6,0,,0,1.33,8,7,+1,+0.17,,8.2,8.2,0.0,-0.01,,Matches
94,Yevhen Banada\Yevhen-Banada,ua UKR,MF,ua FC Oleksandriya,27,1992,5,450,90,83.3,5.0,5,90,5,0,,0,0.60,5,8,-3,-0.60,+0.40,3.9,5.5,-1.5,-0.31,+0.83,Matches
95,Éver Banega\Ever-Banega,ar ARG,MF,es Sevilla,31,1988,7,432,62,40.0,4.8,4,90,4,3,24,1,2.71,10,3,+7,+1.46,+0.21,5.4,6.0,-0.6,-0.13,-1.86,Matches
96,Naoufal Bannis\Naoufal-Bannis,nl NED,FW,nl Feyenoord,17,2002,0,,,,,0,,0,0,,1,2.00,,,,,,,,,,,Matches
97,Nicolò Barella\Nicolo-Barella,it ITA,MF,it Inter,22,1997,6,424,71,78.5,4.7,5,81,4,1,19,0,2.50,14,5,+9,+1.91,+1.13,10.0,3.9,+6.1,+1.30,+0.72,Matches
98,Borna Barišić\Borna-Barisic,hr CRO,DF,sco Rangers,26,1992,10,882,88,98.0,9.8,10,88,9,0,,0,1.69,11,12,-1,-0.10,-10.10,10.3,12.5,-2.3,-0.23,-1.84,Matches
99,Jamie Barjonas\Jamie-Barjonas,sco SCO,MF,sco Rangers,20,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
100,Brandon Barker\Brandon-Barker,eng ENG,FWMF,sco Rangers,22,1996,4,222,56,24.7,2.5,3,68,0,1,17,4,1.75,1,2,-1,-0.41,-0.67,1.1,2.3,-1.2,-0.49,-0.39,Matches
101,Romário Baró\Romario-Baro,pt POR,FW,pt Porto,19,2000,1,25,25,3.5,0.3,0,,0,1,25,1,3.00,0,0,0,0.00,+0.52,0.1,0.1,+0.1,+0.23,-0.04,Matches
102,Karlo Bartolec\Karlo-Bartolec,hr CRO,DF,dk FC Copenhagen,24,1995,8,240,30,23.5,2.7,2,90,2,6,10,3,1.20,2,2,0,0.00,-0.46,2.4,2.2,+0.2,+0.07,+0.46,Matches
103,Samuel Bastien\Samuel-Bastien,be BEL,MF,be Standard Liège,22,1996,6,540,90,100.0,6.0,6,90,6,0,,0,1.33,8,10,-2,-0.33,,6.3,11.0,-4.7,-0.79,,Matches
104,Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,it Inter,20,1999,5,368,74,68.1,4.1,4,88,3,1,15,0,2.40,11,4,+7,+1.71,+0.14,7.6,3.7,+4.0,+0.97,-0.57,Matches
105,Bastos\Bastos,ao ANG,DF,it Lazio,28,1991,5,439,88,81.3,4.9,5,88,4,0,,1,1.20,5,7,-2,-0.41,+0.48,4.7,6.2,-1.5,-0.30,-0.64,Matches
106,Rodrigo Battaglia\Rodrigo-Battaglia,ar ARG,MF,pt Sporting CP,28,1991,2,210,105,28.0,2.3,2,105,2,0,,0,1.50,4,5,-1,-0.43,-1.10,2.9,2.9,0.0,0.00,+0.07,Matches
107,Moritz Bauer\Moritz-Bauer,at AUT,DF,sco Celtic,27,1992,3,182,61,25.3,2.0,2,90,2,1,2,3,2.00,4,3,+1,+0.49,+0.33,1.2,3.0,-1.8,-0.87,-1.14,Matches
108,Noam Baumann\Noam-Baumann,ch SUI,GK,ch Lugano,23,1996,5,450,90,83.3,5.0,5,90,5,0,,1,0.40,1,4,-3,-0.60,-0.60,3.8,5.2,-1.4,-0.28,+2.82,Matches
109,Timo Baumgartl\Timo-Baumgartl,de GER,DF,nl PSV Eindhoven,23,1996,3,270,90,50.0,3.0,3,90,3,0,,3,2.29,7,7,0,0.00,+1.00,3.5,4.9,-1.4,-0.47,-0.19,Matches
110,Julian Baumgartlinger\Julian-Baumgartlinger,at AUT,MF,de Leverkusen,31,1988,4,119,30,26.4,1.3,1,67,0,3,17,1,2.25,2,3,-1,-0.76,-2.39,1.3,3.3,-2.0,-1.53,-2.86,Matches
111,Dominik Baumgartner\Dominik-Baumgartner,at AUT,DF,at Wolfsberger AC,23,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
112,Kerem Baykuş\Kerem-Baykus,tr TUR,MF,tr Trabzonspor,19,2000,2,100,50,18.5,1.1,1,88,0,1,12,0,0.00,0,1,-1,-0.90,+0.53,0.7,1.7,-1.0,-0.90,-0.02,Matches
113,Tural Bayramov\Tural-Bayramov,az AZE,MF,az Qarabağ Ağdam,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
114,Donny van de Beek\Donny-van-de-Beek,nl NED,MF,nl Ajax,22,1997,2,180,90,100.0,2.0,2,90,2,0,,0,1.50,2,3,-1,-0.50,,1.5,2.4,-0.9,-0.43,,Matches
115,Asmir Begović\Asmir-Begovic,ba BIH,GK,az Qarabağ Ağdam,32,1987,5,450,90,83.3,5.0,5,90,5,0,,1,0.80,7,10,-3,-0.60,-0.60,6.6,6.2,+0.3,+0.07,-1.63,Matches
116,Aziz Behich\Aziz-Behich,au AUS,DFFW,tr Başakşehir,28,1990,2,78,39,8.4,0.9,0,,0,2,39,4,1.50,0,3,-3,-3.46,-3.46,0.6,2.6,-2.0,-2.36,-2.06,Matches
117,Felix Beijmo\Felix-Beijmo,se SWE,DF,se Malmö,21,1998,2,119,60,16.5,1.3,2,60,0,0,,4,1.75,0,0,0,0.00,+0.30,0.4,1.3,-0.8,-0.61,-0.59,Matches
118,Abzal Beisebekov\Abzal-Beisebekov,kz KAZ,MFDF,kz Astana FK,26,1992,5,373,75,69.1,4.1,5,75,2,0,,1,0.86,3,12,-9,-2.17,+1.06,2.6,9.4,-6.9,-1.66,+2.88,Matches
119,Vid Belec\Vid-Belec,si SVN,GK,cy APOEL,29,1990,7,630,90,87.5,7.0,7,90,7,0,,1,1.43,10,11,-1,-0.14,+0.86,7.5,9.8,-2.3,-0.32,+0.22,Matches
120,Karim Bellarabi\Karim-Bellarabi,de GER,FW,de Leverkusen,29,1990,2,67,34,14.9,0.7,1,61,0,1,6,1,1.50,1,0,+1,+1.34,+0.40,1.0,0.6,+0.4,+0.48,-0.11,Matches
121,Héctor Bellerín\Hector-Bellerin,es ESP,DF,eng Arsenal,24,1995,3,263,88,35.1,2.9,3,88,2,0,,1,2.00,7,3,+4,+1.37,+0.81,7.2,1.9,+5.3,+1.82,+1.01,Matches
122,Lars Bender\Lars-Bender,de GER,DF,de Leverkusen,30,1989,4,286,72,63.6,3.2,4,72,1,0,,0,2.25,5,3,+2,+0.63,-1.02,5.1,3.5,+1.6,+0.51,-0.16,Matches
123,Sven Bender\Sven-Bender,de GER,DF,de Leverkusen,30,1989,3,232,77,51.6,2.6,3,77,1,0,,0,3.00,6,2,+4,+1.55,+1.14,5.8,1.3,+4.4,+1.72,+2.38,Matches
124,Nicklas Bendtner\Nicklas-Bendtner,dk DEN,FW,dk FC Copenhagen,31,1988,1,2,2,0.2,0.0,0,,0,1,2,3,1.00,0,0,0,0.00,-0.35,0.0,0.0,0.0,-1.68,-1.40,Matches
125,László Bénes\Laszlo-Benes,sk SVK,MF,de M'Gladbach,21,1997,4,285,71,52.8,3.2,3,90,3,1,15,0,1.75,4,5,-1,-0.32,+0.39,5.3,3.6,+1.6,+0.52,-0.27,Matches
126,Pierre Bengtsson\Pierre-Bengtsson,se SWE,DF,dk FC Copenhagen,31,1988,10,754,75,73.9,8.4,7,87,6,3,49,1,1.50,7,5,+2,+0.24,-0.44,7.1,9.6,-2.5,-0.30,-0.10,Matches
127,Rasmus Bengtsson\Rasmus-Bengtsson,se SWE,DF,se Malmö,33,1986,8,638,80,88.6,7.1,7,88,6,1,23,0,1.71,7,10,-3,-0.42,-1.52,5.7,8.1,-2.4,-0.34,-1.95,Matches
