,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
1256,Taulant Seferi\Taulant-Seferi,al ALB,MF,ch Young Boys,24-147,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1257,Haris Seferović\Haris-Seferovic,ch SUI,FW,pt Benfica,29-048,1992,7,290,41,40.3,3.2,3,68,0,4,22,1,1.43,6,6,0,0.00,-1.67,2.6,3.6,-1.0,-0.32,-1.76,Matches
1258,Rúben Semedo\Ruben-Semedo,pt POR,DF,gr Olympiacos,27-007,1994,1,90,90,25.0,1.0,1,90,1,0,,0,0.00,1,2,-1,-1.00,-1.33,1.1,1.3,-0.2,-0.21,+0.27,Matches
1259,Marcos Senesi\Marcos-Senesi,ar ARG,DF,nl Feyenoord,23-336,1997,5,431,86,79.8,4.8,5,86,4,0,,0,1.00,3,4,-1,-0.21,+2.27,6.1,6.3,-0.2,-0.04,+1.21,Matches
1260,Nuno Sequeira\Nuno-Sequeira,pt POR,DF,pt Braga,30-235,1990,5,429,86,59.6,4.8,5,86,4,0,,2,1.40,10,8,+2,+0.42,+1.04,7.1,7.9,-0.8,-0.16,+0.74,Matches
1261,Mathis Servais\Mathis-Servais,be BEL,FW,be Club Brugge,16-139,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1262,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,de Hoffenheim,20-328,2000,5,247,49,34.3,2.7,3,75,1,2,12,2,2.00,5,2,+3,+1.09,-0.81,5.4,4.3,+1.1,+0.39,-1.63,Matches
1263,Petr Ševčík\Petr-Sevcik,cz CZE,MF,cz Slavia Prague,26-342,1994,7,486,69,49.1,5.4,6,74,3,1,45,0,1.86,11,6,+5,+0.93,+0.93,7.9,6.5,+1.4,+0.25,+0.85,Matches
1264,Léo Seydoux\Leo-Seydoux,ch SUI,MF,ch Young Boys,23-026,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1265,Stephan El Shaarawy\Stephan-El-Shaarawy,it ITA,FWMF,it Roma,28-166,1992,4,125,31,12.6,1.4,1,58,0,3,22,0,3.00,4,0,+4,+2.88,+1.53,3.0,1.0,+2.0,+1.44,+0.85,Matches
1266,Itamar Shabiro\Itamar-Shabiro,il ISR,FW,il Be'er Sheva,22-298,1998,4,147,37,27.2,1.6,1,80,0,3,22,2,1.50,2,7,-5,-3.06,-2.83,1.5,4.0,-2.5,-1.54,-0.89,Matches
1267,Yevhen Shakhov\Yevhen-Shakhov,ua UKR,MF,gr AEK Athens,30-132,1990,5,326,65,60.4,3.6,4,73,1,1,35,0,1.29,4,5,-1,-0.28,+2.67,4.0,6.1,-2.1,-0.58,-0.01,Matches
1268,Eden Shamir\Eden-Shamir,il ISR,MF,be Standard Liège,25-290,1995,2,128,64,23.7,1.4,2,64,0,0,,2,2.00,4,4,0,0.00,+1.53,1.7,3.1,-1.4,-0.97,+0.19,Matches
1269,Mykola Shaparenko\Mykola-Shaparenko,ua UKR,MF,ua Dynamo Kyiv,22-189,1998,3,162,54,45.0,1.8,2,70,0,1,23,1,1.33,2,3,-1,-0.56,+0.35,1.4,3.2,-1.8,-1.02,-0.24,Matches
1270,Luke Shaw\Luke-Shaw,eng ENG,DFMF,eng Manchester Utd,25-273,1995,3,152,51,33.8,1.7,2,68,1,1,17,2,2.33,2,1,+1,+0.59,-1.22,1.5,1.1,+0.4,+0.27,-0.82,Matches
1271,Georgi Shchennikov\Georgi-Shchennikov,ru RUS,DF,ru CSKA Moscow,29-349,1991,3,194,65,35.9,2.2,3,65,0,0,,0,0.33,0,3,-3,-1.39,-0.87,2.3,3.5,-1.1,-0.53,-0.45,Matches
1272,Itay Shechter\Itay-Shechter,il ISR,FW,il Maccabi Tel Aviv,34-048,1987,4,139,35,19.3,1.5,2,55,0,2,15,4,1.75,1,3,-2,-1.29,-0.99,1.8,2.5,-0.7,-0.47,-0.61,Matches
1273,Volodymyr Shepelyev\Volodymyr-Shepelyev,ua UKR,MF,ua Dynamo Kyiv,23-314,1997,4,134,34,37.2,1.5,1,67,0,3,22,0,1.00,0,0,0,0.00,+1.19,0.1,1.5,-1.4,-0.93,-0.07,Matches
1274,Mykyta Shevchenko\Mykyta-Shevchenko,ua UKR,GK,ua Zorya Luhansk,28-075,1993,4,360,90,66.7,4.0,4,90,4,0,,2,0.75,4,9,-5,-1.25,-1.25,3.8,7.3,-3.4,-0.85,-1.19,Matches
1275,Oleksiy Shevchenko\Oleksiy-Shevchenko,ua UKR,GK,ua Shakhtar,29-046,1992,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1276,Chris Shields\Chris-Shields,ie IRL,MF,ie Dundalk,30-105,1990,6,488,81,90.4,5.4,6,81,4,0,,0,0.75,7,19,-12,-2.21,-3.94,5.7,10.8,-5.1,-0.94,+1.32,Matches
1277,Nick Shinton\Nick-Shinton,be BEL,GK,be Club Brugge,19-336,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1278,Ilya Shkurin\Ilya-Shkurin,by BLR,FW,ru CSKA Moscow,21-237,1999,2,90,45,16.7,1.0,1,62,0,1,28,4,0.50,0,2,-2,-2.00,-1.40,0.7,1.6,-0.9,-0.92,-0.81,Matches
1279,Shola Shoretire\Shola-Shoretire,eng ENG,FW,eng Manchester Utd,17-068,2004,1,15,15,3.3,0.2,0,,0,1,15,2,1.00,0,0,0,0.00,-1.45,0.0,0.1,-0.1,-0.40,-1.25,Matches
1280,Sidcley\Sidcley,br BRA,DF,ua Dynamo Kyiv,27-333,1993,1,8,8,2.2,0.1,0,,0,1,8,3,0.00,0,0,0,0.00,+0.77,0.0,0.1,0.0,-0.39,+0.52,Matches
1281,Jordan Siebatcheu\Jordan-Siebatcheu,us USA,FW,ch Young Boys,24-350,1996,8,244,31,27.1,2.7,2,84,1,6,13,2,1.78,7,5,+2,+0.74,+1.01,6.2,4.7,+1.5,+0.56,+1.40,Matches
1282,Vincent Sierro\Vincent-Sierro,ch SUI,MF,ch Young Boys,25-185,1995,8,394,49,43.8,4.4,4,80,2,4,19,0,1.44,5,8,-3,-0.69,-1.22,4.0,6.8,-2.8,-0.82,-0.63,Matches
1283,Björn Sigurðarson\Bjorn-Sigurdarson,is ISL,FW,no Molde,30-044,1991,4,261,65,29.0,2.9,4,65,0,0,,0,1.75,3,4,-1,-0.34,-0.34,2.0,7.5,-5.5,-1.89,-2.62,Matches
1284,Arnór Sigurðsson\Arnor-Sigurdsson,is ISL,FW,ru CSKA Moscow,21-331,1999,5,273,55,50.6,3.0,3,81,2,2,16,0,0.40,2,6,-4,-1.32,-0.98,3.2,5.7,-2.5,-0.83,-1.18,Matches
1285,David Silva\David-Silva,es ESP,MF,es Real Sociedad,35-093,1986,5,426,85,59.2,4.7,5,85,4,0,,0,1.40,2,6,-4,-0.85,-1.15,9.0,5.7,+3.3,+0.70,-0.22,Matches
1286,Rafa Silva\Rafa-Silva,pt POR,MFFW,pt Benfica,27-329,1993,8,508,64,70.6,5.6,4,87,3,4,41,0,1.63,17,10,+7,+1.24,+0.82,11.8,7.8,+4.1,+0.72,-0.05,Matches
1287,Raul Silva\Raul-Silva,br BRA,DF,pt Braga,31-158,1989,5,383,77,53.2,4.3,4,90,4,1,23,2,1.40,5,9,-4,-0.94,-2.01,4.6,8.1,-3.5,-0.82,-0.76,Matches
1288,Rui Silva\Rui-Silva,pt POR,GK,es Granada,27-063,1994,10,900,90,90.9,10.0,10,90,10,0,,1,1.92,12,9,+3,+0.30,+0.30,9.5,10.3,-0.8,-0.08,-0.51,Matches
1289,Abdallah Sima\Abdallah-Sima,sn SEN,MFFW,cz Slavia Prague,19-298,2001,11,796,72,80.4,8.8,9,86,6,2,11,0,1.91,15,7,+8,+0.90,+2.30,7.9,10.5,-2.5,-0.29,-0.55,Matches
1290,Veljko Simić\Veljko-Simic,rs SRB,DF,rs Red Star,26-053,1995,1,6,6,0.8,0.1,0,,0,1,6,5,0.00,0,1,-1,-15.00,-15.76,0.0,0.3,-0.3,-4.75,-4.63,Matches
1291,André Simões\Andre-Simoes,pt POR,MF,gr AEK Athens,31-116,1989,3,256,85,47.4,2.8,3,85,1,0,,0,1.20,2,9,-7,-2.46,-2.14,2.6,5.6,-3.0,-1.05,-0.90,Matches
1292,Jack Simpson\Jack-Simpson,eng ENG,DF,sco Rangers,24-114,1996,1,13,13,1.4,0.1,0,,0,1,13,3,0.00,0,0,0,0.00,-0.81,0.0,0.1,-0.1,-0.45,-1.30,Matches
1293,Jerome Sinclair\Jerome-Sinclair,eng ENG,FW,bg CSKA Sofia,24-203,1996,4,226,57,41.9,2.5,3,65,0,1,32,0,0.25,0,4,-4,-1.59,-1.59,2.0,3.3,-1.2,-0.57,-0.07,Matches
1294,Luis Sinisterra\Luis-Sinisterra,co COL,DFFW,nl Feyenoord,21-298,1999,1,19,19,3.5,0.2,0,,0,1,19,0,0.00,0,0,0,0.00,+0.69,0.3,0.2,+0.1,+0.47,+0.78,Matches
1295,Daley Sinkgraven\Daley-Sinkgraven,nl NED,MFDF,de Leverkusen,25-281,1995,4,252,63,35.0,2.8,3,80,2,1,11,4,1.50,6,6,0,0.00,-1.92,6.5,3.8,+2.8,+0.99,+0.21,Matches
1296,Sheriff Sinyan\Sheriff-Sinyan,gm GAM,DF,no Molde,24-266,1996,7,540,77,60.0,6.0,5,90,5,2,45,3,1.43,8,12,-4,-0.67,-1.42,9.2,10.0,-0.8,-0.13,-0.25,Matches
1297,Hugo Siquet\Hugo-Siquet,be BEL,DF,be Standard Liège,18-276,2002,1,45,45,8.3,0.5,0,,0,1,45,2,0.00,0,1,-1,-2.00,-0.91,0.2,1.4,-1.2,-2.37,-1.37,Matches
1298,Moussa Sissako\Moussa-Sissako,ml MLI,DF,be Standard Liège,20-152,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1299,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,eng Tottenham,31-238,1989,8,490,61,52.7,5.4,5,82,2,3,26,2,2.50,13,6,+7,+1.29,-0.56,12.8,3.9,+8.9,+1.63,-0.01,Matches
1300,Michał Skóraś\Michal-Skoras,pl POL,MF,pl Lech Poznań,21-055,2000,6,358,60,66.3,4.0,6,60,0,0,,0,1.33,6,9,-3,-0.75,+1.72,5.3,8.2,-2.9,-0.73,+0.05,Matches
1301,Robert Skov\Robert-Skov,dk DEN,DFFW,de Hoffenheim,24-326,1996,6,374,62,51.9,4.2,4,82,2,2,23,0,2.67,15,1,+14,+3.37,+3.63,10.1,3.7,+6.5,+1.55,+0.18,Matches
1302,David Skubl\David-Skubl,at AUT,GK,at Wolfsberger AC,19-205,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1303,Greg Sloggett\Greg-Sloggett,ie IRL,MF,ie Dundalk,24-282,1996,5,329,66,60.9,3.7,4,71,1,1,45,1,1.13,5,10,-5,-1.37,+1.19,4.8,5.9,-1.1,-0.30,+1.97,Matches
1304,Chris Smalling\Chris-Smalling,eng ENG,DF,it Roma,31-140,1989,3,130,43,13.1,1.4,1,55,0,2,38,1,1.33,2,1,+1,+0.69,-0.98,3.8,1.5,+2.3,+1.59,+1.03,Matches
1305,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,FWMF,eng Arsenal,20-257,2000,8,434,54,43.8,4.8,5,76,0,3,18,0,2.13,9,5,+4,+0.83,-1.27,8.5,3.8,+4.7,+0.98,-0.56,Matches
1306,Hrvoje Smolčić\Hrvoje-Smolcic,hr CRO,DF,hr Rijeka,20-237,2000,5,450,90,83.3,5.0,5,90,5,0,,0,1.29,4,10,-6,-1.20,-1.20,4.2,11.5,-7.3,-1.45,+0.24,Matches
1307,Igor Smolnikov\Igor-Smolnikov,ru RUS,DF,ru Krasnodar,32-246,1988,2,159,80,88.3,1.8,2,80,1,0,,0,0.00,2,4,-2,-1.13,-1.13,2.5,2.1,+0.3,+0.19,-0.48,Matches
1308,Cédric Soares\Cedric-Soares,pt POR,DF,eng Arsenal,29-223,1991,8,600,75,60.6,6.7,7,82,5,1,28,3,2.50,18,6,+12,+1.80,+0.65,15.6,4.9,+10.7,+1.60,+0.77,Matches
1309,Eduardo Soares\Eduardo-Soares,pt POR,MF,pt Braga,19-237,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1310,Everton Soares\Everton-Soares,br BRA,MFFW,pt Benfica,25-020,1996,8,553,69,76.8,6.1,6,82,3,2,31,0,1.63,15,11,+4,+0.65,-1.50,12.5,7.8,+4.7,+0.76,+0.12,Matches
1311,Samuel Soares\Samuel-Soares,pt POR,GK,pt Benfica,18-300,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1312,Eduard Sobol\Eduard-Sobol,ua UKR,MF,be Club Brugge,25-356,1995,1,83,83,46.1,0.9,1,83,0,0,,0,0.00,0,1,-1,-1.08,-1.08,1.2,0.6,+0.6,+0.62,+0.05,Matches
1313,Hubert Sobol\Hubert-Sobol,pl POL,MF,pl Lech Poznań,20-290,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1314,Roberto Soldado\Roberto-Soldado,es ESP,FW,es Granada,35-319,1985,7,366,52,37.0,4.1,4,81,0,3,14,0,1.60,5,4,+1,+0.25,-0.04,5.1,4.4,+0.6,+0.16,+0.31,Matches
1315,Marko Soldo\Marko-Soldo,at AUT,GK,at Wolfsberger AC,24-210,1996,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
1316,Oumar Solet\Oumar-Solet,fr FRA,DF,at RB Salzburg,21-063,2000,2,91,46,50.6,1.0,1,90,1,1,1,0,0.00,0,2,-2,-1.98,-0.97,1.1,1.9,-0.8,-0.80,-1.37,Matches
1317,Manor Solomon\Manor-Solomon,il ISR,FWMF,ua Shakhtar,21-261,1999,4,205,51,56.9,2.3,3,64,0,1,12,0,1.50,2,2,0,0.00,+0.58,2.3,3.3,-1.1,-0.47,-0.24,Matches
1318,Mario Sonnleitner\Mario-Sonnleitner,at AUT,DF,at Rapid Wien,34-185,1986,2,127,64,23.5,1.4,1,90,1,1,37,4,1.50,4,6,-2,-1.42,-1.42,2.5,5.8,-3.3,-2.33,-1.39,Matches
1319,Alberto Soro\Alberto-Soro,es ESP,MF,es Granada,22-033,1999,7,271,39,27.4,3.0,3,69,0,4,16,0,2.13,2,2,0,0.00,-0.38,3.2,2.3,+0.9,+0.30,+0.47,Matches
1320,Ismaila Soro\Ismaila-Soro,ci CIV,MF,sco Celtic,22-339,1998,3,113,38,20.9,1.3,1,90,1,2,12,2,1.33,3,3,0,0.00,+1.90,1.3,1.3,+0.1,+0.06,+0.60,Matches
1321,Yegor Sorokin\Yegor-Sorokin,ru RUS,DF,ru Krasnodar,25-158,1995,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1322,Filip Souček\Filip-Soucek,cz CZE,MF,cz Sparta Prague,20-205,2000,3,194,65,35.9,2.2,2,85,1,1,24,0,1.00,3,2,+1,+0.46,+1.24,2.1,2.9,-0.8,-0.35,+0.69,Matches
1323,Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,fr Lille,28-297,1992,2,103,52,14.3,1.1,1,90,1,1,13,3,2.00,2,2,0,0.00,-0.58,2.2,0.6,+1.6,+1.40,+0.95,Matches
1324,Boubakary Soumaré\Boubakary-Soumare,fr FRA,MF,fr Lille,22-043,1999,8,401,50,55.7,4.5,4,84,3,4,17,0,1.38,10,8,+2,+0.45,-0.12,7.6,4.9,+2.7,+0.61,+0.03,Matches
1325,Vasileios Sourlis\Vasileios-Sourlis,gr GRE,DF,gr Olympiacos,18-146,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1326,Claudemir de Souza\Claudemir-de-Souza,br BRA,MF,tr Sivasspor,33-015,1988,6,342,57,63.3,3.8,4,80,1,2,11,0,1.00,6,4,+2,+0.53,+2.34,5.2,4.1,+1.1,+0.30,+2.23,Matches
1327,Ali Sowe\Ali-Sowe,gm GAM,FW,bg CSKA Sofia,26-301,1994,6,523,87,96.9,5.8,6,87,5,0,,0,1.70,3,7,-4,-0.69,-0.69,5.3,7.5,-2.3,-0.48,+1.37,Matches
1328,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,eng Leicester City,24-323,1996,3,196,65,27.2,2.2,3,65,2,0,,0,0.33,0,2,-2,-0.92,-2.46,1.3,1.8,-0.5,-0.21,-1.43,Matches
1329,Uroš Spajić\Uros-Spajic,rs SRB,DF,nl Feyenoord,28-057,1993,6,476,79,88.1,5.3,6,79,4,0,,0,0.83,4,7,-3,-0.57,+0.84,6.9,8.5,-1.6,-0.30,-0.13,Matches
1330,Marvin Spielmann\Marvin-Spielmann,ch SUI,MFFW,ch Young Boys,25-047,1996,2,33,17,3.7,0.4,0,,0,2,17,2,1.50,1,0,+1,+2.73,+2.83,0.3,0.7,-0.4,-1.11,-0.72,Matches
1331,Leonardo Spinazzola\Leonardo-Spinazzola,it ITA,DF,it Roma,28-017,1993,10,527,53,53.2,5.9,7,58,1,3,41,0,2.80,16,1,+15,+2.56,+2.17,9.7,3.6,+6.1,+1.04,+0.75,Matches
1332,Srđan Spiridonović\Srdjan-Spiridonovic,at AUT,MFFW,rs Red Star,27-180,1993,4,140,35,19.4,1.6,2,60,0,2,10,2,1.75,0,1,-1,-0.64,-1.57,0.8,1.6,-0.8,-0.53,-0.46,Matches
1333,Andraž Šporar\Andraz-Sporar,si SVN,FW,pt Braga,27-043,1994,2,120,60,16.7,1.3,2,60,0,0,,0,0.00,0,2,-2,-1.50,-1.80,1.0,1.3,-0.3,-0.21,+0.30,Matches
1334,Sven Sprangler\Sven-Sprangler,at AUT,MF,at Wolfsberger AC,26-015,1995,4,254,64,35.3,2.8,3,78,1,1,19,0,1.50,3,5,-2,-0.71,+0.06,3.7,3.7,0.0,0.00,+0.54,Matches
1335,Slavoljub Srnić\Slavoljub-Srnic,rs SRB,MF,rs Red Star,29-089,1992,1,45,45,6.3,0.5,1,45,0,0,,1,1.00,1,1,0,0.00,-0.67,0.4,1.4,-1.0,-2.07,-2.04,Matches
1336,Nicolae Stanciu\Nicolae-Stanciu,ro ROU,MF,cz Slavia Prague,27-339,1993,9,597,66,60.3,6.6,6,75,0,3,49,1,1.67,8,6,+2,+0.30,-0.39,6.1,8.6,-2.5,-0.38,-0.51,Matches
1337,Cican Stankovic\Cican-Stankovic,at AUT,GK,at RB Salzburg,28-158,1992,2,180,90,100.0,2.0,2,90,2,0,,0,0.00,1,4,-3,-1.50,,2.8,3.0,-0.2,-0.12,,Matches
1338,Daniel Štefulj\Daniel-Stefulj,hr CRO,DFMF,hr Rijeka,21-154,1999,6,466,78,86.3,5.2,5,88,4,1,27,0,1.25,5,10,-5,-0.97,+0.25,4.3,12.0,-7.7,-1.49,+0.03,Matches
1339,Jan Stejskal\Jan-Stejskal,cz CZE,GK,cz Slavia Prague,24-056,1997,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
1340,Maarten Stekelenburg\Maarten-Stekelenburg,nl NED,GK,nl Ajax,38-201,1982,4,360,90,80.0,4.0,4,90,4,0,,0,3.00,9,2,+7,+1.75,+2.75,10.5,3.4,+7.2,+1.79,-0.97,Matches
1341,Calvin Stengs\Calvin-Stengs,nl NED,MFFW,nl AZ Alkmaar,22-114,1998,6,495,83,91.7,5.5,6,83,4,0,,0,1.33,7,4,+3,+0.55,+2.55,6.9,8.8,-1.9,-0.35,-0.58,Matches
1342,Taras Stepanenko\Taras-Stepanenko,ua UKR,MF,ua Shakhtar,31-246,1989,1,90,90,25.0,1.0,1,90,1,0,,0,3.00,2,0,+2,+2.00,+3.00,1.3,0.6,+0.7,+0.72,+1.45,Matches
1343,Greg Stewart\Greg-Stewart,sco SCO,FWMF,sco Rangers,31-025,1990,0,,,,,0,,0,0,,10,3.00,,,,,,,,,,,Matches
1344,Petar Stojanović\Petar-Stojanovic,si SVN,DF,hr Dinamo Zagreb,25-186,1995,3,211,70,20.7,2.3,2,90,2,1,31,7,2.00,1,0,+1,+0.43,-0.57,1.8,4.5,-2.6,-1.13,-1.34,Matches
1345,Filip Stojković\Filip-Stojkovic,me MNE,DF,at Rapid Wien,28-079,1993,5,450,90,83.3,5.0,5,90,5,0,,1,1.40,10,9,+1,+0.20,+3.20,6.2,10.9,-4.6,-0.93,+2.01,Matches
1346,Jakub Stolarczyk\Jakub-Stolarczyk,pl POL,GK,eng Leicester City,20-113,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1347,Vladislav Stoyanov\Vladislav-Stoyanov,bg BUL,GK,bg Ludogorets,33-307,1987,1,90,90,16.7,1.0,1,90,1,0,,5,0.00,1,3,-2,-2.00,0.00,1.2,2.8,-1.5,-1.53,+0.55,Matches
1348,Richard Strebinger\Richard-Strebinger,at AUT,GK,at Rapid Wien,28-056,1993,2,180,90,33.3,2.0,2,90,2,0,,4,0.00,2,6,-4,-2.00,-2.50,2.0,5.3,-3.3,-1.67,-0.61,Matches
1349,Luka Sučić\Luka-Sucic,hr CRO,MF,at RB Salzburg,18-215,2002,2,91,46,50.6,1.0,1,60,0,1,31,0,0.00,0,2,-2,-1.98,-0.97,0.9,2.3,-1.4,-1.37,-2.52,Matches
1350,Heorhii Sudakov\Heorhii-Sudakov,ua UKR,MF,ua Shakhtar,18-222,2002,2,26,13,7.2,0.3,0,,0,2,13,2,0.00,0,0,0,0.00,+0.27,0.1,0.4,-0.3,-1.20,-0.90,Matches
1351,Yukinari Sugawara\Yukinari-Sugawara,jp JPN,DFMF,nl AZ Alkmaar,20-287,2000,3,270,90,50.0,3.0,3,90,3,0,,3,1.33,3,3,0,0.00,-0.67,4.1,3.6,+0.5,+0.17,+0.94,Matches
1352,Jan Šulc\Jan-Sulc,cz CZE,MF,cz Slovan Liberec,22-313,1998,1,5,5,0.9,0.1,0,,0,1,5,1,0.00,0,0,0,0.00,+1.51,0.0,0.1,-0.1,-2.61,-1.61,Matches
1353,Miralem Sulejmani\Miralem-Sulejmani,rs SRB,MF,ch Young Boys,32-127,1988,6,275,46,30.6,3.1,4,60,0,2,17,4,1.67,4,2,+2,+0.65,+0.94,4.4,5.8,-1.4,-0.45,-0.05,Matches
1354,Magomed-Shapi Suleymanov\Magomed-Shapi-Suleymanov,ru RUS,MFDF,ru Krasnodar,21-116,1999,2,66,33,36.7,0.7,1,45,0,1,21,0,0.00,1,1,0,0.00,+1.58,0.7,1.2,-0.5,-0.62,-1.36,Matches
1355,Lukas Sulzbacher\Lukas-Sulzbacher,at AUT,FW,at Rapid Wien,21-005,2000,1,14,14,2.6,0.2,0,,0,1,14,5,0.00,0,0,0,0.00,+0.34,0.0,0.5,-0.5,-3.17,-1.96,Matches
1356,Vladyslav Supriaha\Vladyslav-Supriaha,ua UKR,FW,ua Dynamo Kyiv,21-055,2000,2,55,28,15.3,0.6,0,,0,2,28,2,0.50,0,0,0,0.00,+0.89,0.4,0.5,-0.1,-0.16,+0.87,Matches
1357,Mateo Sušić\Mateo-Susic,ba BIH,DF,ro CFR Cluj,30-144,1990,6,441,74,81.7,4.9,5,87,4,1,4,0,1.38,3,8,-5,-1.02,-0.11,4.2,8.5,-4.4,-0.90,-0.51,Matches
1358,Josip Šutalo\Josip-Sutalo,hr CRO,DF,hr Dinamo Zagreb,21-042,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1359,Stratos Svarnas\Stratos-Svarnas,gr GRE,DF,gr AEK Athens,23-151,1997,5,406,81,75.2,4.5,5,81,3,0,,1,1.29,5,10,-5,-1.11,+0.91,4.3,6.1,-1.8,-0.40,+0.73,Matches
1360,Jonas Svensson\Jonas-Svensson,no NOR,DF,nl AZ Alkmaar,28-036,1993,4,360,90,66.7,4.0,4,90,4,0,,0,1.75,5,2,+3,+0.75,+1.25,4.5,7.8,-3.3,-0.81,-1.54,Matches
1361,Mile Svilar\Mile-Svilar,be BEL,GK,pt Benfica,21-227,1999,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
1362,Antonín Svoboda\Antonin-Svoboda,cz CZE,FW,at RB Salzburg,19-028,2002,1,1,1,0.6,0.0,0,,0,1,1,1,0.00,0,0,0,0.00,+1.51,0.0,0.0,0.0,0.00,+0.12,Matches
1363,Ivijan Svržnjak\Ivijan-Svrznjak,hr CRO,FW,hr Dinamo Zagreb,19-252,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1364,Karol Świderski\Karol-Swiderski,pl POL,FW,gr PAOK,24-078,1997,6,219,37,40.6,2.4,1,90,1,5,26,0,1.00,5,2,+3,+1.23,+1.79,4.5,2.9,+1.6,+0.66,+1.61,Matches
1365,Serhiy Sydorchuk\Serhiy-Sydorchuk,ua UKR,MF,ua Dynamo Kyiv,29-344,1991,4,337,84,93.6,3.7,4,84,3,0,,0,1.00,2,5,-3,-0.80,-0.80,1.8,5.3,-3.5,-0.94,-0.80,Matches
1366,Jan Sýkora\Jan-Sykora,cz CZE,MF,pl Lech Poznań,27-103,1993,5,222,44,41.1,2.5,2,62,0,3,33,0,1.29,1,5,-4,-1.62,-0.49,2.6,4.2,-1.6,-0.66,+0.14,Matches
1367,Eddy Sylvestre\Eddy-Sylvestre,fr FRA,FW,be Standard Liège,21-225,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
1368,Oleksandr Syrota\Oleksandr-Syrota,ua UKR,DF,ua Dynamo Kyiv,20-304,2000,3,262,87,72.8,2.9,3,87,2,0,,1,1.00,1,4,-3,-1.03,-1.03,1.5,4.6,-3.1,-1.07,-0.64,Matches
1369,Filip Szymczak\Filip-Szymczak,pl POL,FW,pl Lech Poznań,18-340,2002,0,,,,,0,,0,0,,1,3.00,,,,,,,,,,,Matches
1370,Mohamed Taabouni\Mohamed-Taabouni,nl NED,FWMF,nl AZ Alkmaar,19-013,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1371,Adel Taarabt\Adel-Taarabt,ma MAR,MF,pt Benfica,31-322,1989,6,389,65,54.0,4.3,5,73,1,1,23,0,1.50,11,9,+2,+0.46,-1.17,7.5,6.8,+0.7,+0.17,-1.23,Matches
1372,Dušan Tadić\Dusan-Tadic,rs SRB,FW,nl Ajax,32-142,1988,5,450,90,100.0,5.0,5,90,5,0,,0,2.40,10,4,+6,+1.20,,13.8,3.9,+9.9,+1.98,,Matches
1373,Matthäus Taferner\Matthaus-Taferner,at AUT,MF,at Wolfsberger AC,20-071,2001,6,364,61,50.6,4.0,6,61,1,0,,1,1.67,5,5,0,0.00,+1.52,5.4,5.2,+0.2,+0.06,+0.82,Matches
1374,Nicolás Tagliafico\Nicolas-Tagliafico,ar ARG,DF,nl Ajax,28-223,1992,4,343,86,76.2,3.8,4,86,3,0,,0,2.25,8,3,+5,+1.31,+0.47,11.6,2.3,+9.3,+2.43,+1.88,Matches
1375,Jonathan Tah\Jonathan-Tah,de GER,DF,de Leverkusen,25-059,1996,7,550,79,76.4,6.1,6,90,6,1,10,1,1.71,16,13,+3,+0.49,-3.21,10.6,8.3,+2.3,+0.37,-2.04,Matches
1376,Loai Taha\Loai-Taha,il ISR,DF,il Be'er Sheva,31-136,1989,6,485,81,89.8,5.4,6,81,4,0,,0,1.80,5,11,-6,-1.11,-1.11,4.1,8.5,-4.5,-0.83,+0.60,Matches
1377,Taison\Taison,br BRA,FWMF,ua Shakhtar,33-088,1988,3,231,77,64.2,2.6,3,77,0,0,,1,2.00,2,3,-1,-0.39,-0.39,2.8,3.3,-0.5,-0.19,+0.49,Matches
1378,Christos Talichmanidis\Christos-Talichmanidis,gr GRE,GK,gr PAOK,20-026,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
