,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
1344,Ron Vlaar\Ron-Vlaar,nl NED,DF,nl AZ Alkmaar,31,1985,5,373,75,51.8,4.1,5,,3,0,,0,1.67,3,7,-4,-0.97,+1.37,Matches
1345,Michel Vorm\Michel-Vorm,nl NED,GK,eng Tottenham,32,1983,0,,,,,0,,0,0,,2,,,,,,,Matches
1346,Dmitry Vorobyev\Dmitry-Vorobyev,ru RUS,FW,ru Krasnodar,18,1997,0,,,,,0,,0,0,,1,,,,,,,Matches
1347,Kay Voser\Kay-Voser,ch SUI,MFDF,ch Zürich,29,1987,6,445,74,82.4,4.9,6,,3,0,,0,1.00,4,6,-2,-0.40,-0.40,Matches
1348,Avdija Vršajević\Avdija-Vrsajevic,ba BIH,DF,tr Osmanlıspor,30,1986,6,525,88,72.9,5.8,6,,5,0,,1,1.64,6,8,-2,-0.34,-1.27,Matches
1349,Egon Vůch\Egon-Vuch,cz CZE,MF,cz Slovan Liberec,25,1991,6,540,90,100.0,6.0,6,,5,0,,0,1.60,7,12,-5,-0.83,,Matches
1350,Nikola Vukčević\Nikola-Vukcevic,me MNE,MF,pt Braga,24,1991,6,467,78,86.5,5.2,5,,5,1,,0,1.00,8,10,-2,-0.39,-0.39,Matches
1351,Ognjen Vukojević\Ognjen-Vukojevic,hr CRO,MF,at Austria Wien,32,1983,0,,,,,0,,0,0,,4,,,,,,,Matches
1352,Jagoš Vuković\Jagos-Vukovic,rs SRB,DF,tr Konyaspor,28,1988,4,360,90,66.7,4.0,4,,4,0,,0,0.25,1,5,-4,-1.00,+2.00,Matches
1353,Wakaso\Wakaso,gh GHA,FWMF,gr Panathinaikos,26,1990,3,270,90,50.0,3.0,3,,2,0,,0,1.43,1,6,-5,-1.67,0.00,Matches
1354,Dante Walen\Dante-Walen,be BEL,FW,be Gent,18,1998,0,,,,,0,,0,0,,1,,,,,,,Matches
1355,Alexander Walke\Alexander-Walke,de GER,GK,at RB Salzburg,33,1983,5,450,90,83.3,5.0,5,,5,0,,1,0.80,4,6,-2,-0.40,-2.40,Matches
1356,Kyle Walker\Kyle-Walker,eng ENG,DF,eng Tottenham,26,1990,2,180,90,100.0,2.0,2,,2,0,,0,0.50,2,3,-1,-0.50,,Matches
1357,Sandy Walsh\Sandy-Walsh,nl NED,DF,be Genk,21,1995,4,285,71,26.4,3.2,3,,3,1,,7,1.89,8,5,+3,+0.95,+0.49,Matches
1358,Rémi Walter\Remi-Walter,fr FRA,MF,fr Nice,21,1995,4,184,46,34.1,2.0,2,,1,2,,1,0.75,1,3,-2,-0.98,+0.03,Matches
1359,Wanderson\Wanderson,bg BUL,FW,bg Ludogorets,28,1988,2,163,82,90.6,1.8,2,,0,0,,0,0.50,0,2,-2,-1.10,-6.40,Matches
1360,Wanderson\Wanderson,br BRA,FWMF,ru Krasnodar,21,1994,4,297,74,33.0,3.3,4,,,0,,0,,,,,,,Matches
1361,Wanderson\Wanderson,br BRA,MF,at RB Salzburg,21,1994,2,99,50,18.3,1.1,1,,0,1,,0,0.00,1,3,-2,-1.82,-2.23,Matches
1362,Victor Wanyama\Victor-Wanyama,ke KEN,MF,eng Tottenham,25,1991,2,180,90,100.0,2.0,2,,2,0,,0,0.50,2,3,-1,-0.50,,Matches
1363,James Ward-Prowse\James-Ward-Prowse,eng ENG,MF,eng Southampton,21,1994,6,458,76,84.8,5.1,5,,5,1,,0,1.33,6,3,+3,+0.59,+1.69,Matches
1364,Amr Warda\Amr-Warda,eg EGY,MF,gr PAOK,22,1993,2,74,37,10.3,0.8,1,,0,1,,0,0.50,1,2,-1,-1.22,-1.08,Matches
1365,Daniel Wass\Daniel-Wass,dk DEN,MF,es Celta Vigo,27,1989,14,826,59,64.0,9.2,10,,1,4,,0,1.64,13,10,+3,+0.33,-0.45,Matches
1366,Boy Waterman\Boy-Waterman,nl NED,GK,cy APOEL FC,32,1984,10,900,90,100.0,10.0,10,,10,0,,0,1.50,12,11,+1,+0.10,,Matches
1367,Pierre Webó\Pierre-Webo,cm CMR,FW,tr Osmanlıspor,34,1982,3,241,80,33.5,2.7,3,,1,0,,3,2.38,2,4,-2,-0.75,-1.12,Matches
1368,Wout Weghorst\Wout-Weghorst,nl NED,FW,nl AZ Alkmaar,23,1992,8,400,50,55.6,4.4,5,,1,3,,0,1.50,5,10,-5,-1.13,+1.13,Matches
1369,Oscar Wendt\Oscar-Wendt,se SWE,DF,de M'Gladbach,30,1985,4,360,90,100.0,4.0,4,,4,0,,0,1.25,7,6,+1,+0.25,,Matches
1370,Heiko Westermann\Heiko-Westermann,de GER,DF,nl Ajax,32,1983,2,94,47,6.8,1.0,1,,1,1,,11,2.00,2,0,+2,+1.91,+1.56,Matches
1371,Iñaki Williams\Inaki-Williams,es ESP,MFFW,es Athletic Club,22,1994,8,558,70,77.5,6.2,7,,3,1,,0,1.63,8,7,+1,+0.16,+1.83,Matches
1372,Kevin Wimmer\Kevin-Wimmer,at AUT,DF,eng Tottenham,23,1992,0,,,,,0,,0,0,,2,,,,,,,Matches
1373,Richard Windbichler\Richard-Windbichler,at AUT,DF,at Austria Wien,25,1991,0,,,,,0,,0,0,,2,,,,,,,Matches
1374,Harry Winks\Harry-Winks,eng ENG,MF,eng Tottenham,20,1996,2,95,48,52.8,1.1,1,,0,1,,0,0.50,0,2,-2,-1.89,-2.95,Matches
1375,Adrian Winter\Adrian-Winter,ch SUI,MF,ch Zürich,30,1986,6,334,56,61.9,3.7,4,,,2,,0,,,,,,,Matches
1376,Andre Wisdom\Andre-Wisdom,eng ENG,DF,at RB Salzburg,23,1993,5,390,78,72.2,4.3,5,,4,0,,0,1.40,5,2,+3,+0.69,+2.49,Matches
1377,Axel Witsel\Axel-Witsel,be BEL,MF,ru Zenit,27,1989,6,540,90,75.0,6.0,6,,6,0,,0,2.50,17,8,+9,+1.50,+1.50,Matches
1378,Maximilian Wöber\Maximilian-Wober,at AUT,MFDF,at Rapid Wien,18,1998,2,180,90,33.3,2.0,2,,2,0,,1,0.50,1,2,-1,-0.50,-0.50,Matches
1379,Hannes Wolf\Hannes-Wolf,at AUT,FWMF,at RB Salzburg,17,1999,1,15,15,2.8,0.2,0,,0,1,,0,3.00,1,0,+1,+6.00,+6.17,Matches
1380,Marco Wölfli\Marco-Wolfli,ch SUI,GK,ch Young Boys,33,1982,0,,,,,0,,0,0,,6,,,,,,,Matches
1381,Lucas Woudenberg\Lucas-Woudenberg,nl NED,DF,nl Feyenoord,22,1994,0,,,,,0,,0,0,,4,,,,,,,Matches
1382,Dries Wouters\Dries-Wouters,be BEL,DF,be Genk,19,1997,0,,,,,0,,0,0,,2,,,,,,,Matches
1383,Stijn Wuytens\Stijn-Wuytens,be BEL,MFDF,nl AZ Alkmaar,26,1989,8,695,87,96.5,7.7,8,,7,0,,0,1.50,8,20,-12,-1.55,+2.05,Matches
1384,Reinhold Yabo\Reinhold-Yabo,de GER,MF,at RB Salzburg,24,1992,1,4,4,0.7,0.0,0,,0,1,,1,3.00,1,0,+1,+22.50,+22.67,Matches
1385,Cédric Yamberé\Cedric-Yambere,cf CTA,DF,cy APOEL FC,25,1990,2,123,62,13.7,1.4,1,,1,1,,2,0.00,2,4,-2,-1.46,-1.81,Matches
1386,Mapou Yanga-Mbiwa\Mapou-Yanga-Mbiwa,fr FRA,DF,fr Lyon,27,1989,2,102,51,13.6,1.1,1,,1,1,,5,1.50,7,1,+6,+5.29,+4.88,Matches
1387,Gilles Yapi Yapo\Gilles-Yapi-Yapo,ci CIV,MF,ch Zürich,34,1982,3,124,41,23.0,1.4,1,,1,2,,0,1.33,1,1,0,0.00,+0.43,Matches
1388,Hryhoriy Yarmash\Hryhoriy-Yarmash,ua UKR,DF,ua Zorya Luhansk,31,1985,0,,,,,0,,0,0,,1,,,,,,,Matches
1389,Sagiv Yehezkel\Sagiv-Yehezkel,il ISR,FW,il Maccabi Tel Aviv,21,1995,1,44,44,8.1,0.5,0,,0,1,,1,0.00,0,1,-1,-2.05,-1.86,Matches
1390,Barak Yitzhaki\Barak-Yitzhaki,il ISR,FW,il Maccabi Tel Aviv,31,1984,1,14,14,2.6,0.2,0,,0,1,,4,1.83,0,0,0,0.00,+0.34,Matches
1391,Maya Yoshida\Maya-Yoshida,jp JPN,DF,eng Southampton,27,1988,6,540,90,100.0,6.0,6,,6,0,,0,1.33,6,4,+2,+0.33,,Matches
1392,Amin Younes\Amin-Younes,de GER,FW,nl Ajax,22,1993,15,1289,86,93.4,14.3,15,,8,0,,0,1.80,24,15,+9,+0.63,+2.61,Matches
1393,Ashley Young\Ashley-Young,eng ENG,DFMF,eng Manchester Utd,31,1985,7,330,47,23.9,3.7,3,,3,4,,3,2.29,5,2,+3,+0.82,-0.38,Matches
1394,Elvin Yunuszade\Elvin-Yunuszade,az AZE,DF,az Qarabağ FK,23,1992,2,120,60,22.2,1.3,2,,1,0,,3,1.33,2,2,0,0.00,+1.07,Matches
1395,Ondřej Zahustel\Ondrej-Zahustel,cz CZE,MFDF,cz Sparta Prague,25,1991,1,90,90,12.5,1.0,1,,1,0,,0,2.33,1,0,+1,+1.00,+1.43,Matches
1396,Denis Zakaria\Denis-Zakaria,ch SUI,MF,ch Young Boys,19,1996,5,440,88,81.5,4.9,5,,4,0,,0,1.00,4,4,0,0.00,-2.70,Matches
1397,Mauro Zárate\Mauro-Zarate,ar ARG,FWMF,it Fiorentina,29,1987,1,29,29,4.0,0.3,0,,0,1,,5,3.00,2,1,+1,+3.10,+2.19,Matches
1398,Pierre Zebli\Pierre-Zebli,ci CIV,FW,be Genk,18,1997,0,,,,,0,,0,0,,1,,,,,,,Matches
1399,Zeca\Zeca,gr GRE,MF,gr Panathinaikos,27,1988,5,438,88,81.1,4.9,5,,4,0,,0,1.22,3,9,-6,-1.23,+2.30,Matches
1400,Martin Zeman\Martin-Zeman,cz CZE,MF,cz Viktoria Plzeň,27,1989,5,418,84,77.4,4.6,5,,3,0,,1,1.00,5,9,-4,-0.86,-1.60,Matches
1401,Tolga Zengin\Tolga-Zengin,tr TUR,GK,tr Beşiktaş,32,1983,0,,,,,0,,0,0,,6,,,,,,,Matches
1402,Sergei Zenjov\Sergei-Zenjov,ee EST,MFFW,az Gabala FK,27,1989,5,399,80,73.9,4.4,5,,1,0,,0,1.23,4,11,-7,-1.58,-0.30,Matches
1403,Madi Zhakypbayev\Madi-Zhakypbayev,kz KAZ,MF,kz FC Astana,16,2000,0,,,,,0,,0,0,,1,,,,,,,Matches
1404,Ilya Zhigulyov\Ilya-Zhigulyov,ru RUS,MF,ru Krasnodar,20,1996,1,83,83,9.2,0.9,1,,0,0,,3,0.00,1,1,0,0.00,+0.22,Matches
1405,Yuri Zhirkov\Yuri-Zhirkov,ru RUS,MFDF,ru Zenit,32,1983,6,436,73,60.6,4.8,5,,3,1,,0,2.00,9,9,0,0.00,-2.85,Matches
1406,Abay Zhunusov\Abay-Zhunusov,kz KAZ,MF,kz FC Astana,21,1995,0,,,,,0,,0,0,,3,,,,,,,Matches
1407,Hakim Ziyech\Hakim-Ziyech,ma MAR,MF,nl Ajax,23,1993,13,999,77,72.4,11.1,11,,7,2,,0,1.62,19,12,+7,+0.63,+0.63,Matches
1408,Loris Zonta\Loris-Zonta,it ITA,MF,it Inter,19,1997,0,,,,,0,,0,0,,3,,,,,,,Matches
1409,Niv Zrihan\Niv-Zrihan,il ISR,FW,il Be'er Sheva,22,1994,0,,,,,0,,0,0,,1,,,,,,,Matches
1410,Oleksandr Zubkov\Oleksandr-Zubkov,ua UKR,FWMF,ua Shakhtar,19,1996,0,,,,,0,,0,0,,1,,,,,,,Matches
1411,Luka Đorđević\Luka-Djordjevic,me MNE,MFFW,ru Zenit,22,1994,6,154,26,21.4,1.7,2,,0,4,,0,2.50,6,3,+3,+1.75,+0.80,Matches
1412,Abay Zhunussov\Abay-Zhunussov,,,kz FC Astana,,,1,3,3,0.6,0.0,0,,,1,,0,,,,,,,Matches
1413,Alan Alan\Alan-Alan,,,pt Braga,,,4,118,30,21.9,1.3,1,,,3,,0,,,,,,,Matches
1414,Birzhan Kulbekov\Birzhan-Kulbekov,,,kz FC Astana,,,1,8,8,1.5,0.1,0,,,1,,0,,,,,,,Matches
1415,Brian Gartland\Brian-Gartland,,,ie Dundalk FC,,,6,496,83,91.9,5.5,6,,,0,,0,,,,,,,Matches
1416,Chris Shields\Chris-Shields,,,ie Dundalk FC,,,5,371,74,68.7,4.1,4,,,1,,0,,,,,,,Matches
1417,Diogo Diogo\Diogo-Diogo,,,gr Olympiacos,,,9,810,90,90.0,9.0,9,,,0,,0,,,,,,,Matches
1418,John Mountney\John-Mountney,,,ie Dundalk FC,,,5,197,39,36.5,2.2,2,,,3,,0,,,,,,,Matches
1419,Milan Kadlec\Milan-Kadlec,,,cz Sparta Prague,,,1,1,1,0.1,0.0,0,,,1,,0,,,,,,,Matches
1420,Nicolas Stettler\Nicolas-Stettler,,,ch Zürich,,,1,61,61,11.3,0.7,0,,,1,,0,,,,,,,Matches
1421,Ondrej Blaha\Ondrej-Blaha,,,cz Slovan Liberec,,,1,1,1,0.2,0.0,0,,,1,,0,,,,,,,Matches
1422,Rasad Sadiqov\Rasad-Sadiqov,,,az Gabala FK,,,4,301,75,55.7,3.3,4,,,0,,0,,,,,,,Matches
1423,Ricardinho\Ricardinho,,,az Gabala FK,,,6,540,90,100.0,6.0,6,,,0,,0,,,,,,,Matches
1424,Roman Huseynov\Roman-Huseynov,,,az Gabala FK,,,1,13,13,2.4,0.1,0,,,1,,0,,,,,,,Matches
1425,Simone Franchini\Simone-Franchini,,,it Sassuolo,,,1,1,1,0.2,0.0,0,,,1,,0,,,,,,,Matches
