,,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
472,Jonathan Cafu\Jonathan-Cafu,br BRA,FWMF,Bordeaux,fr Ligue 1,26,1991,19,632,33,18.5,7.0,5,,1,14,,1,1.16,14,10,+4,+0.57,+0.54,11.2,8.0,+3.2,+0.46,+0.18,Matches
473,Gary Cahill\Gary-Cahill,eng ENG,DF,Chelsea,eng Premier League,31,1985,27,2086,77,61.0,23.2,24,,22,3,,7,1.85,35,24,+11,+0.47,-0.40,34.2,21.7,+12.5,+0.54,-0.16,Matches
474,Yannick Cahuzac\Yannick-Cahuzac,fr FRA,MF,Toulouse,fr Ligue 1,32,1985,20,1517,76,44.4,16.9,18,,13,2,,12,1.20,14,21,-7,-0.42,+0.01,19.8,21.5,-1.7,-0.10,+0.16,Matches
475,Aldo Caiazza\Aldo-Caiazza,it ITA,DF,Udinese,it Serie A,18,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
476,Felipe Caicedo\Felipe-Caicedo,ec ECU,FW,Lazio,it Serie A,28,1988,22,717,33,21.0,8.0,4,,3,18,,12,1.91,20,15,+5,+0.63,-0.54,16.1,10.7,+5.4,+0.70,+0.25,Matches
477,Marc-Aurèle Caillard\Marc-Aurele-Caillard,fr FRA,GK,Guingamp,fr Ligue 1,23,1994,0,,,,,0,,0,0,,32,,,,,,,,,,,,Matches
478,Caiuby\Caiuby,br BRA,FWMF,Augsburg,de Bundesliga,29,1988,33,2855,87,93.3,31.7,32,,28,1,,0,1.24,42,44,-2,-0.06,+0.38,42.9,39.4,+3.5,+0.11,+0.75,Matches
479,Cala\Cala,es ESP,DF,Getafe,es La Liga,27,1989,20,1800,90,52.6,20.0,20,,20,0,,2,1.25,25,21,+4,+0.20,-0.08,24.7,21.3,+3.4,+0.17,-0.18,Matches
480,Davide Calabria\Davide-Calabria,it ITA,DF,Milan,it Serie A,20,1996,21,1564,74,45.7,17.4,18,,15,3,,11,1.95,26,18,+8,+0.46,+0.17,27.6,18.1,+9.5,+0.55,+0.29,Matches
481,Mattia Caldara\Mattia-Caldara,it ITA,DF,Atalanta,it Serie A,23,1994,24,2160,90,63.2,24.0,24,,24,0,,8,1.75,39,24,+15,+0.62,+0.41,41.6,23.5,+18.1,+0.75,-0.12,Matches
482,Carlos Calderón\Carlos-Calderon,es ESP,FW,Getafe,es La Liga,22,1995,1,6,6,0.2,0.1,0,,0,1,,1,1.00,0,0,0,0.00,-0.24,0.0,0.1,-0.1,-4.11,-4.37,Matches
483,Luca Caldirola\Luca-Caldirola,it ITA,DF,Werder Bremen,de Bundesliga,26,1991,1,90,90,2.9,1.0,1,,1,0,,15,1.00,1,1,0,0.00,+0.09,1.5,1.0,+0.5,+0.48,+0.75,Matches
484,Hakan Çalhanoğlu\Hakan-Calhanoglu,tr TUR,FWMF,Milan,it Serie A,23,1994,31,2172,70,63.5,24.1,25,,15,6,,2,1.90,42,20,+22,+0.91,+1.49,38.5,22.9,+15.6,+0.65,+0.70,Matches
485,Fabrizio Caligara\Fabrizio-Caligara,it ITA,MF,Juventus,it Serie A,17,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
486,Fabrizio Caligara\Fabrizio-Caligara,it ITA,MF,Cagliari,it Serie A,17,2000,1,18,18,0.5,0.2,0,,0,1,,12,1.50,1,1,0,0.00,+0.74,0.0,0.5,-0.5,-2.95,-2.47,Matches
487,Daniel Caligiuri\Daniel-Caligiuri,it ITA,DFMF,Schalke 04,de Bundesliga,29,1988,33,2917,88,95.3,32.4,32,,31,1,,0,1.88,51,35,+16,+0.49,+0.49,46.1,40.8,+5.3,+0.16,+0.02,Matches
488,Lorenzo Callegari\Lorenzo-Callegari,fr FRA,MF,Paris S-G,fr Ligue 1,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
489,José Callejón\Jose-Callejon,es ESP,FW,Napoli,it Serie A,30,1987,38,3238,85,94.7,36.0,38,,22,0,,0,2.39,73,26,+47,+1.31,+0.81,63.0,21.8,+41.2,+1.14,+1.14,Matches
490,Jonathan Calleri\Jonathan-Calleri,ar ARG,FW,Las Palmas,es La Liga,23,1993,37,3105,84,90.8,34.5,34,,29,3,,0,0.59,21,67,-46,-1.33,-0.19,35.8,58.6,-22.8,-0.66,+0.65,Matches
491,Jan-Ingwer Callsen-Bracker\Jan-Ingwer-Callsen-Bracker,de GER,DF,Augsburg,de Bundesliga,32,1984,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
492,Simone Calvano\Simone-Calvano,it ITA,MF,Hellas Verona,it Serie A,24,1993,15,644,43,18.8,7.2,7,,2,8,,6,0.67,3,20,-17,-2.38,-1.37,4.2,15.8,-11.7,-1.63,-0.67,Matches
493,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FWMF,Everton,eng Premier League,20,1997,32,1882,59,55.0,20.9,18,,13,14,,1,1.25,26,27,-1,-0.05,+0.71,23.1,25.7,-2.6,-0.12,+0.35,Matches
494,Ignacio Camacho\Ignacio-Camacho,es ESP,MFDF,Wolfsburg,de Bundesliga,27,1990,11,951,86,31.1,10.6,11,,9,0,,0,1.18,10,12,-2,-0.19,+0.24,10.8,13.9,-3.1,-0.29,+0.02,Matches
495,Rafael Camacho\Rafael-Camacho,pt POR,FW,Liverpool,eng Premier League,17,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
496,Abdoul Camara\Abdoul-Camara,gn GUI,FWMF,Guingamp,fr Ligue 1,27,1990,14,975,70,28.5,10.8,12,,3,2,,2,1.07,6,19,-13,-1.20,-1.27,8.3,14.9,-6.7,-0.67,-0.62,Matches
497,Mahdi Camara\Mahdi-Camara,fr FRA,MF,Saint-Étienne,fr Ligue 1,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
498,Souleymane Camara\Souleymane-Camara,sn SEN,FW,Montpellier,fr Ligue 1,34,1982,24,934,39,27.3,10.4,8,,2,16,,11,1.08,11,9,+2,+0.19,+0.16,11.3,12.4,-1.1,-0.11,-0.18,Matches
499,Víctor Camarasa\Victor-Camarasa,es ESP,MF,Betis,es La Liga,23,1994,24,1247,52,36.5,13.9,14,,2,10,,9,1.38,17,27,-10,-0.72,-1.09,13.9,21.5,-7.6,-0.55,-0.47,Matches
500,Geoff Cameron\Geoff-Cameron,us USA,DFMF,Stoke City,eng Premier League,32,1985,20,1525,76,44.6,16.9,17,,14,3,,8,0.90,15,31,-16,-0.94,-0.14,16.0,25.9,-9.9,-0.58,+0.02,Matches
501,José Campaña\Jose-Campana,es ESP,MF,Levante,es La Liga,24,1993,35,2731,78,79.9,30.3,33,,22,2,,1,1.29,36,46,-10,-0.33,+0.19,31.7,47.9,-16.2,-0.53,-0.27,Matches
502,Joel Campbell\Joel-Campbell,cr CRC,MFFW,Betis,es La Liga,25,1992,8,216,27,6.3,2.4,2,,1,6,,6,1.63,8,5,+3,+1.25,+1.36,3.7,2.7,+0.9,+0.41,+0.70,Matches
503,Tyrese Campbell\Tyrese-Campbell,eng ENG,FWMF,Stoke City,eng Premier League,17,1999,4,79,20,2.3,0.9,0,,0,4,,4,0.50,0,2,-2,-2.28,-1.44,0.8,2.5,-1.7,-1.97,-1.40,Matches
504,Michele Camporese\Michele-Camporese,it ITA,DF,Benevento,it Serie A,25,1992,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
505,Emre Can\Emre-Can,de GER,MF,Liverpool,eng Premier League,23,1994,26,2091,80,61.1,23.2,24,,19,2,,3,2.08,56,29,+27,+1.16,-0.12,43.4,22.3,+21.1,+0.91,-0.18,Matches
506,Sergio Canales\Sergio-Canales,es ESP,MFFW,Real Sociedad,es La Liga,26,1991,36,1934,54,56.5,21.5,20,,10,16,,1,1.33,36,32,+4,+0.19,0.00,29.8,28.5,+1.3,+0.06,-0.33,Matches
507,João Cancelo\Joao-Cancelo,pt POR,DF,Inter,it Serie A,23,1994,26,1851,71,54.1,20.6,20,,18,6,,6,1.73,33,16,+17,+0.83,-0.26,33.5,18.5,+15.0,+0.73,+0.12,Matches
508,João Cancelo\Joao-Cancelo,pt POR,MF,Valencia,es La Liga,23,1994,1,90,90,2.6,1.0,1,,1,0,,0,3.00,1,0,+1,+1.00,+0.30,2.0,0.4,+1.6,+1.61,+1.35,Matches
509,Thomas Candeloro\Thomas-Candeloro,ch SUI,GK,Benevento,it Serie A,17,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
510,Antonio Candreva\Antonio-Candreva,it ITA,FW,Inter,it Serie A,30,1987,36,2537,70,74.2,28.2,33,,9,3,,2,1.89,49,26,+23,+0.82,-0.51,42.3,27.6,+14.7,+0.52,-0.63,Matches
511,Paolo Cannavaro\Paolo-Cannavaro,it ITA,DF,Sassuolo,it Serie A,36,1981,19,1443,76,42.2,16.0,16,,16,3,,0,1.11,9,28,-19,-1.19,-0.68,20.9,24.5,-3.6,-0.22,-0.39,Matches
512,Ander Cantero\Ander-Cantero,es ESP,GK,Villarreal,es La Liga,22,1995,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
513,Ander Capa\Ander-Capa,es ESP,DF,Eibar,es La Liga,25,1992,33,2256,68,66.0,25.1,25,,20,8,,3,1.36,28,36,-8,-0.32,-0.47,26.0,29.5,-3.5,-0.14,-0.06,Matches
514,Pierrick Capelle\Pierrick-Capelle,fr FRA,MFFW,Angers,fr Ligue 1,30,1987,28,1882,67,55.0,20.9,23,,7,5,,0,1.18,24,27,-3,-0.14,+0.27,27.4,21.4,+6.1,+0.29,+0.55,Matches
515,Leonardo Capezzi\Leonardo-Capezzi,it ITA,MF,Sampdoria,it Serie A,22,1995,6,214,36,6.3,2.4,2,,1,4,,30,2.00,4,5,-1,-0.42,-0.34,2.7,3.8,-1.1,-0.49,-0.18,Matches
516,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,eng Premier League,29,1988,23,1542,67,45.1,17.1,18,,13,5,,13,1.13,15,29,-14,-0.82,-0.53,19.2,24.1,-4.9,-0.29,-0.01,Matches
517,Elio Capradossi\Elio-Capradossi,it ITA,DF,Roma,it Serie A,21,1996,2,83,42,2.4,0.9,1,,0,1,,14,3.00,1,0,+1,+1.08,+0.22,1.0,0.7,+0.3,+0.28,-0.51,Matches
518,Gianluca Caprari\Gianluca-Caprari,it ITA,FWMF,Sampdoria,it Serie A,24,1993,34,1809,53,52.9,20.1,19,,5,15,,3,1.38,25,28,-3,-0.15,-0.09,27.6,30.8,-3.2,-0.16,+0.33,Matches
519,Marco Capuano\Marco-Capuano,it ITA,DF,Cagliari,it Serie A,25,1991,9,690,77,20.2,7.7,7,,7,2,,10,1.11,6,12,-6,-0.78,-0.06,8.0,13.5,-5.5,-0.73,-0.30,Matches
520,Marco Capuano\Marco-Capuano,it ITA,DF,Crotone,it Serie A,25,1991,16,1407,88,41.1,15.6,16,,15,0,,0,1.25,26,22,+4,+0.26,+1.60,18.3,18.3,+0.1,0.00,+1.03,Matches
521,Antonio Caracciolo\Antonio-Caracciolo,it ITA,DF,Hellas Verona,it Serie A,27,1990,33,2857,87,83.5,31.7,32,,31,1,,4,0.73,27,64,-37,-1.17,+0.59,29.3,60.9,-31.6,-1.00,+0.59,Matches
522,Yoan Cardinale\Yoan-Cardinale,fr FRA,GK,Nice,fr Ligue 1,23,1994,10,900,90,26.3,10.0,10,,10,0,,26,1.00,13,16,-3,-0.30,-0.44,15.9,11.7,+4.2,+0.42,+0.44,Matches
523,Diego Carlos\Diego-Carlos,br BRA,DF,Nantes,fr Ligue 1,24,1993,28,2292,82,67.0,25.5,27,,23,1,,0,1.21,23,31,-8,-0.31,-0.55,28.5,28.2,+0.3,+0.01,-0.11,Matches
524,José Carlos\Jose-Carlos,es ESP,MF,Málaga,es La Liga,18,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
525,Lionel Carole\Lionel-Carole,fr FRA,DF,Sevilla,es La Liga,26,1991,6,540,90,15.8,6.0,6,,6,0,,4,1.00,4,11,-7,-1.17,-1.10,6.1,11.6,-5.5,-0.91,-1.12,Matches
526,Yannick Carrasco\Yannick-Carrasco,be BEL,MFFW,Atlético Madrid,es La Liga,23,1993,17,901,53,26.3,10.0,8,,3,9,,4,2.29,21,5,+16,+1.60,+0.88,14.0,10.4,+3.6,+0.36,+0.11,Matches
527,Michael Carrick\Michael-Carrick,eng ENG,MF,Manchester Utd,eng Premier League,36,1981,2,109,55,3.2,1.2,1,,0,1,,7,1.50,1,0,+1,+0.83,-0.23,1.4,0.7,+0.8,+0.63,+0.18,Matches
528,Daniel Carriço\Daniel-Carrico,pt POR,DF,Sevilla,es La Liga,28,1988,6,461,77,13.5,5.1,5,,5,1,,4,1.67,5,8,-3,-0.59,-0.40,7.2,9.3,-2.1,-0.42,-0.52,Matches
529,André Carrillo\Andre-Carrillo,pe PER,FWMF,Watford,eng Premier League,26,1991,28,1540,55,45.0,17.1,16,,8,12,,3,1.14,20,31,-11,-0.64,-0.21,20.2,26.8,-6.7,-0.39,-0.19,Matches
530,Guido Carrillo\Guido-Carrillo,ar ARG,FW,Southampton,eng Premier League,26,1991,7,450,64,13.2,5.0,5,,2,2,,1,0.86,5,8,-3,-0.60,-0.12,4.2,6.3,-2.0,-0.41,-0.30,Matches
531,Guido Carrillo\Guido-Carrillo,ar ARG,FWMF,Monaco,fr Ligue 1,26,1991,15,426,28,12.5,4.7,2,,1,13,,3,2.27,14,6,+8,+1.69,+0.73,9.6,5.5,+4.1,+0.89,+0.58,Matches
532,Thomas Carrique\Thomas-Carrique,fr FRA,DF,Bordeaux,fr Ligue 1,18,1999,1,90,90,2.6,1.0,1,,1,0,,4,0.00,0,3,-3,-3.00,-3.22,0.7,1.3,-0.6,-0.57,-0.91,Matches
533,Andy Carroll\Andy-Carroll,eng ENG,FWMF,West Ham,eng Premier League,28,1989,16,751,47,22.0,8.3,7,,3,9,,5,1.19,14,12,+2,+0.24,+0.98,11.0,9.8,+1.2,+0.15,+0.88,Matches
534,Tom Carroll\Tom-Carroll,eng ENG,MF,Swansea City,eng Premier League,25,1992,37,2570,69,75.1,28.6,28,,20,9,,1,0.89,18,39,-21,-0.74,+0.01,23.1,42.4,-19.4,-0.68,+0.25,Matches
535,Federico Cartabia\Federico-Cartabia,ar ARG,FWMF,La Coruña,es La Liga,24,1993,20,1320,66,38.6,14.7,16,,3,4,,1,0.65,17,24,-7,-0.48,+0.85,20.2,20.0,+0.2,+0.01,+0.39,Matches
536,Cameron Carter-Vickers\Cameron-Carter-Vickers,us USA,DF,Tottenham,eng Premier League,19,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
537,Dani Carvajal\Dani-Carvajal,es ESP,DF,Real Madrid,es La Liga,25,1992,25,2223,89,65.0,24.7,25,,24,0,,1,2.00,61,30,+31,+1.26,-0.17,56.2,30.2,+26.0,+1.05,+0.16,Matches
538,Eduardo Carvalho\Eduardo-Carvalho,pt POR,GK,Chelsea,eng Premier League,34,1982,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
539,Casemiro\Casemiro,br BRA,MF,Real Madrid,es La Liga,25,1992,30,2589,86,75.7,28.8,30,,24,0,,5,2.03,70,33,+37,+1.29,-0.12,59.0,34.4,+24.7,+0.85,-0.60,Matches
540,Kiko Casilla\Kiko-Casilla,es ESP,GK,Real Madrid,es La Liga,30,1986,10,900,90,26.3,10.0,10,,10,0,,28,2.00,20,11,+9,+0.90,-0.56,18.4,11.7,+6.6,+0.66,-0.45,Matches
541,Francesco Cassata\Francesco-Cassata,it ITA,MF,Sassuolo,it Serie A,20,1997,10,458,46,13.4,5.1,5,,3,5,,25,1.40,7,10,-3,-0.59,+0.23,4.9,6.4,-1.5,-0.30,-0.34,Matches
542,Timothy Castagne\Timothy-Castagne,be BEL,DFMF,Atalanta,it Serie A,21,1995,20,1500,75,43.9,16.7,17,,12,3,,17,1.80,24,14,+10,+0.60,+0.23,29.2,14.9,+14.3,+0.86,+0.11,Matches
543,Leandro Castán\Leandro-Castan,br BRA,DF,Roma,it Serie A,30,1986,0,,,,,0,,0,0,,15,,,,,,,,,,,,Matches
544,Leandro Castán\Leandro-Castan,br BRA,DF,Cagliari,it Serie A,30,1986,14,1141,82,33.4,12.7,13,,11,1,,2,0.93,8,25,-17,-1.34,-0.91,10.6,18.0,-7.3,-0.58,-0.13,Matches
545,Koen Casteels\Koen-Casteels,be BEL,GK,Wolfsburg,de Bundesliga,25,1992,34,3060,90,100.0,34.0,34,,34,0,,0,0.97,36,48,-12,-0.35,,39.2,49.5,-10.3,-0.30,,Matches
546,Dani Castellano\Dani-Castellano,es ESP,DF,Las Palmas,es La Liga,29,1987,24,2023,84,59.2,22.5,23,,20,1,,5,0.79,19,40,-21,-0.93,+0.93,26.2,36.3,-10.1,-0.45,+0.67,Matches
547,Javi Castellano\Javi-Castellano,es ESP,MF,Las Palmas,es La Liga,29,1987,23,1567,68,45.8,17.4,17,,12,6,,9,0.65,10,34,-24,-1.38,-0.12,18.5,30.9,-12.4,-0.71,+0.01,Matches
548,Samu Castillejo\Samu-Castillejo,es ESP,MFFW,Villarreal,es La Liga,22,1995,30,2066,69,60.4,23.0,25,,10,5,,1,1.87,43,27,+16,+0.70,+1.30,33.8,31.5,+2.3,+0.10,+0.47,Matches
549,Joel Castro Pereira\Joel-Castro-Pereira,pt POR,GK,Manchester Utd,eng Premier League,21,1996,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
550,Aritz Castro\Aritz-Castro,es ESP,GK,Alavés,es La Liga,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
551,Chory Castro\Chory-Castro,uy URU,MFFW,Málaga,es La Liga,32,1984,26,2049,79,59.9,22.8,26,,10,0,,2,0.73,18,29,-11,-0.48,+1.22,20.5,26.9,-6.3,-0.27,+0.60,Matches
552,Gonzalo Castro\Gonzalo-Castro,de GER,MF,Dortmund,de Bundesliga,30,1987,19,1206,63,39.4,13.4,16,,9,3,,9,1.74,27,17,+10,+0.75,+0.41,25.1,17.4,+7.7,+0.58,+0.03,Matches
553,Jonny Castro\Jonny-Castro,es ESP,DF,Celta Vigo,es La Liga,23,1994,36,3200,89,93.6,35.6,36,,34,0,,0,1.31,55,56,-1,-0.03,-0.03,48.7,46.6,+2.1,+0.06,+0.79,Matches
554,Lucas Castro\Lucas-Castro,ar ARG,MF,Chievo,it Serie A,28,1989,25,1985,79,58.0,22.1,23,,16,2,,3,1.24,26,34,-8,-0.36,+0.58,21.0,27.8,-6.7,-0.30,+0.66,Matches
555,Rubén Castro\Ruben-Castro,es ESP,FW,Betis,es La Liga,36,1981,10,359,36,10.5,4.0,3,,1,7,,7,1.30,8,8,0,0.00,+0.03,6.5,6.2,+0.2,+0.05,+0.34,Matches
556,Danilo Cataldi\Danilo-Cataldi,it ITA,MF,Benevento,it Serie A,22,1994,29,2282,79,66.7,25.4,25,,20,4,,4,0.31,15,57,-42,-1.66,-0.94,23.1,53.2,-30.2,-1.19,-0.76,Matches
557,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,eng Premier League,28,1989,7,523,75,15.3,5.8,5,,5,2,,2,0.86,2,6,-4,-0.69,-0.19,5.5,4.7,+0.8,+0.15,+0.50,Matches
558,Romain Caumet\Romain-Caumet,fr FRA,MF,Montpellier,fr Ligue 1,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
559,Diego Cavalieri\Diego-Cavalieri,br BRA,GK,Crystal Palace,eng Premier League,34,1982,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
560,Edinson Cavani\Edinson-Cavani,uy URU,FW,Paris S-G,fr Ligue 1,30,1987,32,2581,81,75.5,28.7,30,,20,2,,0,2.50,93,21,+72,+2.51,+1.76,69.6,22.9,+46.7,+1.62,+0.52,Matches
561,Marijan Ćavar\Marijan-Cavar,ba BIH,FWMF,Eint Frankfurt,de Bundesliga,19,1998,1,32,32,1.0,0.4,0,,0,1,,1,0.00,1,3,-2,-5.63,-5.68,0.7,1.3,-0.7,-1.94,-1.99,Matches
562,Dani Ceballos\Dani-Ceballos,es ESP,MFFW,Real Madrid,es La Liga,20,1996,12,404,34,11.8,4.5,4,,1,8,,11,2.50,7,6,+1,+0.22,-1.24,8.8,6.1,+2.6,+0.60,-0.45,Matches
563,Federico Ceccherini\Federico-Ceccherini,it ITA,DF,Crotone,it Serie A,25,1992,37,3229,87,94.4,35.9,37,,34,0,,0,0.92,39,62,-23,-0.64,+0.77,34.5,57.7,-23.2,-0.65,-0.82,Matches
564,Emanuel Cecchini\Emanuel-Cecchini,ar ARG,MFDF,Málaga,es La Liga,20,1996,2,30,15,0.9,0.3,0,,0,2,,2,0.00,0,1,-1,-3.00,-2.04,0.3,0.7,-0.4,-1.26,-0.76,Matches
565,Petr Čech\Petr-Cech,cz CZE,GK,Arsenal,eng Premier League,35,1982,34,3039,89,88.9,33.8,34,,33,0,,1,1.59,64,48,+16,+0.47,-1.18,55.3,44.7,+10.6,+0.32,-0.33,Matches
566,Ricardo Centurión\Ricardo-Centurion,ar ARG,MFFW,Genoa,it Serie A,24,1993,3,54,18,1.6,0.6,1,,0,2,,7,1.00,0,2,-2,-3.33,-3.12,0.1,1.1,-1.0,-1.75,-1.72,Matches
567,Luca Ceppitelli\Luca-Ceppitelli,it ITA,DF,Cagliari,it Serie A,27,1989,27,2227,82,65.1,24.7,26,,24,1,,8,1.33,26,34,-8,-0.32,+1.19,29.3,35.8,-6.5,-0.26,+0.65,Matches
568,Fabio Ceravolo\Fabio-Ceravolo,it ITA,FW,Benevento,it Serie A,30,1987,1,57,57,1.7,0.6,1,,0,0,,0,0.00,0,1,-1,-1.58,-0.24,0.3,0.7,-0.4,-0.57,+0.37,Matches
569,Alessio Cerci\Alessio-Cerci,it ITA,FWMF,Hellas Verona,it Serie A,30,1987,24,1635,68,47.8,18.2,22,,7,2,,1,0.63,17,34,-17,-0.94,+0.63,20.3,30.6,-10.2,-0.56,+1.03,Matches
570,Michele Cerofolini\Michele-Cerofolini,it ITA,GK,Fiorentina,it Serie A,18,1999,0,,,,,0,,0,0,,29,,,,,,,,,,,,Matches
571,Boštjan Cesar\Bostjan-Cesar,si SVN,DF,Chievo,it Serie A,35,1982,10,550,55,16.1,6.1,5,,5,5,,27,1.20,5,11,-6,-0.98,-0.45,5.6,10.4,-4.7,-0.78,-0.24,Matches
572,Damir Ceter\Damir-Ceter,co COL,FWMF,Cagliari,it Serie A,19,1997,6,199,33,5.8,2.2,1,,1,5,,4,1.00,3,8,-5,-2.26,-1.62,2.8,4.5,-1.7,-0.78,-0.31,Matches
573,Nacer Chadli\Nacer-Chadli,be BEL,FWMF,West Brom,eng Premier League,27,1989,5,260,52,7.6,2.9,2,,0,3,,6,0.80,3,3,0,0.00,+0.71,2.3,4.0,-1.8,-0.75,-0.42,Matches
574,Fouad Chafik\Fouad-Chafik,ma MAR,DF,Dijon,fr Ligue 1,30,1986,23,1612,70,47.1,17.9,19,,8,4,,9,1.30,29,38,-9,-0.50,-0.05,22.0,32.8,-10.8,-0.60,+0.17,Matches
575,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MF,Watford,eng Premier League,22,1994,6,447,75,13.1,5.0,5,,3,1,,0,1.33,7,7,0,0.00,+0.61,5.6,7.7,-2.1,-0.42,-0.16,Matches
576,Trevoh Chalobah\Trevoh-Chalobah,eng ENG,DFMF,Chelsea,eng Premier League,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
577,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,eng Premier League,22,1995,12,866,72,25.3,9.6,10,,5,2,,7,1.67,22,15,+7,+0.73,+0.16,15.4,12.9,+2.5,+0.26,-0.13,Matches
578,Nereo Champagne\Nereo-Champagne,ar ARG,GK,Leganés,es La Liga,32,1985,2,180,90,5.3,2.0,2,,2,0,,36,0.00,2,6,-4,-2.00,-1.64,2.7,3.5,-0.9,-0.43,-0.26,Matches
579,Timothy Chandler\Timothy-Chandler,us USA,DFMF,Eint Frankfurt,de Bundesliga,27,1990,24,1892,79,61.8,21.0,22,,18,2,,2,1.54,27,30,-3,-0.14,-0.37,27.0,27.7,-0.7,-0.03,-0.18,Matches
580,Kwon Chang-hoon\Kwon-Chang-hoon,kr KOR,FWMF,Dijon,fr Ligue 1,23,1994,34,2136,63,62.5,23.7,26,,12,8,,1,1.29,36,49,-13,-0.55,-0.20,24.7,45.1,-20.3,-0.85,-0.44,Matches
581,Charles\Charles,br BRA,FW,Eibar,es La Liga,33,1984,30,1578,53,46.1,17.5,18,,7,12,,3,1.33,26,19,+7,+0.40,+1.03,21.6,18.7,+2.9,+0.17,+0.53,Matches
582,Charly Charrier\Charly-Charrier,fr FRA,MF,Amiens,fr Ligue 1,31,1986,3,105,35,3.1,1.2,1,,0,2,,2,0.00,0,3,-3,-2.57,-2.52,1.0,2.6,-1.6,-1.40,-0.89,Matches
583,Pape Cheikh Diop\Pape-Cheikh-Diop,sn SEN,MF,Lyon,fr Ligue 1,19,1997,1,10,10,0.3,0.1,0,,0,1,,7,3.00,1,0,+1,+9.00,+7.87,0.5,0.1,+0.5,+4.52,+3.81,Matches
584,Chema\Chema,es ESP,DF,Levante,es La Liga,25,1992,25,2020,81,59.1,22.4,23,,21,2,,6,1.08,25,34,-9,-0.40,-0.08,22.1,36.6,-14.5,-0.65,-0.41,Matches
585,Denis Cheryshev\Denis-Cheryshev,ru RUS,MFFW,Villarreal,es La Liga,26,1990,24,931,39,27.2,10.3,9,,0,15,,3,1.88,18,11,+7,+0.68,+0.68,18.9,13.4,+5.5,+0.54,+0.85,Matches
586,Raman Chibsah\Raman-Chibsah,gh GHA,MF,Benevento,it Serie A,24,1993,14,1048,75,30.6,11.6,12,,7,2,,5,0.07,7,32,-25,-2.15,-1.16,9.5,28.3,-18.8,-1.61,-0.97,Matches
587,Leandro Chichizola\Leandro-Chichizola,ar ARG,GK,Las Palmas,es La Liga,27,1990,27,2430,90,71.1,27.0,27,,27,0,,11,0.63,18,47,-29,-1.07,+0.84,26.9,44.7,-17.8,-0.66,+0.21,Matches
588,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,Juventus,it Serie A,32,1984,26,2161,83,63.2,24.0,25,,23,1,,9,2.42,56,15,+41,+1.71,+0.21,40.3,20.2,+20.1,+0.84,+0.06,Matches
589,Federico Chiesa\Federico-Chiesa,it ITA,FWMF,Fiorentina,it Serie A,19,1997,36,3012,84,88.1,33.5,35,,24,1,,0,1.50,51,42,+9,+0.27,+0.49,52.2,36.0,+16.1,+0.48,+0.81,Matches
590,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,eng Premier League,20,1996,24,1853,77,54.2,20.6,20,,16,4,,8,1.33,32,30,+2,+0.10,+0.44,27.2,25.5,+1.7,+0.08,+0.34,Matches
591,Vlad Chiricheș\Vlad-Chiriches,ro ROU,DF,Napoli,it Serie A,27,1989,7,582,83,17.0,6.5,7,,6,0,,21,2.71,15,7,+8,+1.24,-0.03,10.4,6.0,+4.4,+0.68,-0.48,Matches
592,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,eng Premier League,19,1997,8,378,47,11.1,4.2,4,,2,4,,0,0.88,6,9,-3,-0.71,-0.68,5.5,5.7,-0.2,-0.05,+0.03,Matches
