Player,Nation,Pos,Secondary_Pos,Squad,Comp,Season,Born,90s,,Goals,Shots,SoT,SoT_Pct,Sh_per_90,SoT_per_90,Goals_per_Shot,Goals_per_SoT,avg_dist_of_shots_from_goal,shots_from_fk,pk_made,pk_att,xG,npxG,npxG_per_Shot,G_minus_xG,npG_minus_xG,,passes_completed,passes_attempted,pass_comp_pct,tot_dist_traveled_by_comp_passes,progressive_distance,short_passes_comp,short_pass_att,short_pass_comp_pct,med_passes_comp,med_pass_att,med_pass_comp_pct,long_passes_comp,long_pass_att,long_pass_comp_pct,assists,xA,A_minus_xA,assisted_shots,comp_passes_leading_to_final_third,comp_passes_into_18_yd_box,comp_crosses_into_18_yd_box,prog_passes,,live_ball_passes,dead_ball_passes,fk_pass_attempts,pass_tb,passes_under_pressure,pass_sw,crosses,corner_kick_passes,inswing_corner_kicks,outswing_corner_kicks,straight_corner_kicks,ground_passes,low_passes,high_passes,left_foot_pass_attempts,right_foot_pass_attempts,head_pass_attempts,throw_ins,other_body_part_pass_attempts,offside_passes,passes_out_of_bounds,passes_intercepted,passes_blocked,,shot_creating_actions,shot_creating_actions_per_90,live_pass_sca,dead_pass_sca,dribble_sca,shots_sca,fouls_drawn_sca,def_actions_sca,goal_creating_actions,gca_per_90,live_pass_gca,dead_pass_gca,dribble_gca,shots_gca,fouls_drawn_gca,def_actions_gca,og_gca,,tackles,tackles_won,tackles_in_def_3rd,tackles_in_mid_3rd,tackles_in_att_3rd,dribblers_tackled,attempts_to_tackle_dribblers,pct_of_dribblers_tackled,number_of_times_dribbled_past,pressures_attempted,succ_pressures,succ_pressure_pct,pressures_in_def_3rd,pressures_in_mid_3rd,pressures_in_att_3rd,blocks,shots_blocked,sot_blocked,passes_minus_Blocked,interceptions,players_tackled_plus_interceptions,clearances,errors_leading_to_shot_attempts,,touches,touches_in_def_pen,touches_in_def_3rd,touches_in_mid_3rd,touches_in_att_3rd,touches_in_att_pen,live_ball_touches,succ_dribbles,dribbles_att,dribble_succ_pct,num_players_dribbled_past,nutmegs,carries,tot_dist_carried,prog_dist_carried,prog_carries,att_3rd_carries,carries_into_18yd_box,carries_failed,carries_lost_the_ball,targeted_receptions,succ_receptions,reception_pct,prog_receptions,,yellow_cards,red_cards,2nd_yellow_cards,fouls_committed,fouls_drawn,offsides,crosses,interceptions,tackles_won,pks_won,pks_conceded,own_goals,loose_balls_recovered,aerials_won,aerials_lost,aerials_won_pct
Tammy Abraham,eng ENG,FW,,Chelsea,eng Premier League,2021,1997,11.3,,6,31,13,41.9,2.73,1.15,0.19,0.46,9.9,0,0,0,5.6,5.6,0.18,0.4,0.4,,147,215,68.4,2045,327,90,116,77.6,39,63,61.9,9,15,60,1,0.9,0.1,8,12,2,0,11,,205,10,2,0,74,1,4,0,0,0,0,135,54,26,17,146,17,0,12,0,4,3,13,,18,1.59,11,0,1,3,3,0,2,0.18,1,0,0,0,1,0,0,,6,3,2,3,1,0,4,0,4,152,36,23.7,11,64,77,9,2,0,7,2,8,15,0,,344,19,37,162,162,64,335,6,19,31.6,6,2,174,703,248,12,5,3,25,11,478,245,51.3,95,,0,0,0,21,12,5,4,2,3,1,0,0,46,37,26,58.7
Amir Abrashi,al ALB,MF,,Freiburg,de Bundesliga,2021,1990,0.7,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,18,22,81.8,295,27,7,9,77.8,9,10,90,1,1,100,0,0,0,0,1,0,0,0,,22,0,0,0,9,0,0,0,0,0,0,19,2,1,1,20,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1,0,1,1,1,100,0,13,1,7.7,6,6,1,3,1,0,2,2,4,0,0,,31,3,11,14,7,0,31,0,0,,0,0,14,56,29,0,0,0,0,2,21,17,81,0,,0,0,0,4,0,0,0,2,1,0,0,0,6,1,2,33.3
Gennaro Acampora,it ITA,MF,FW,Spezia,it Serie A,2021,1994,4.4,,0,8,0,0,1.82,0,0,,24.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,,163,197,82.7,3211,531,65,73,89,68,82,82.9,28,37,75.7,0,0,0,1,11,1,1,13,,195,2,1,0,29,6,7,1,0,0,0,157,16,24,171,19,6,0,1,2,6,4,3,,6,1.37,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,10,6,1,7,2,4,6,66.7,2,78,19,24.4,7,51,20,5,1,0,4,4,14,3,0,,255,8,32,149,102,7,253,5,11,45.5,6,0,190,1238,548,25,13,1,7,11,218,185,84.9,13,,2,0,0,8,11,1,7,4,6,0,0,0,44,0,8,0
Francesco Acerbi,it ITA,DF,,Lazio,it Serie A,2021,1988,24.3,,0,7,0,0,0.29,0,0,,11.4,0,0,0,0.9,0.9,0.14,-0.9,-0.9,,1382,1573,87.9,29102,7933,444,484,91.7,659,703,93.7,252,340,74.1,1,0.7,0.3,10,96,18,8,83,,1489,84,41,0,138,53,23,0,0,0,0,1122,171,280,1188,256,75,20,4,2,22,14,14,,26,1.07,21,1,0,2,0,2,3,0.12,3,0,0,0,0,0,0,,49,35,33,13,3,10,31,32.3,21,271,116,42.8,159,89,23,41,11,0,30,46,95,132,1,,1860,271,922,915,177,16,1779,6,7,85.7,6,0,1113,7412,3837,100,29,1,11,6,1214,1182,97.4,19,,4,0,0,20,16,2,23,46,35,0,0,0,307,62,15,80.5
Ragnar Ache,de GER,FW,MF,Eint Frankfurt,de Bundesliga,2021,1998,0.9,,0,1,0,0,1.08,0,0,,18.4,0,0,0,0,0,0.05,0,0,,15,27,55.6,170,16,10,16,62.5,4,8,50,0,0,,0,0,0,0,1,0,0,0,,27,0,0,0,14,0,0,0,0,0,0,10,8,9,3,9,4,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,3,0,3,25,3,12,0,17,8,2,0,0,2,0,1,1,0,,42,1,2,27,15,8,42,0,0,,0,0,16,26,18,1,1,0,5,3,62,30,48.4,9,,0,0,0,4,1,1,0,0,0,0,0,0,6,12,3,80
Marcos Acuña,ar ARG,DF,,Sevilla,es La Liga,2021,1991,17.5,,0,12,1,8.3,0.68,0.06,0,0,21.6,0,0,0,0.8,0.8,0.07,-0.8,-0.8,,959,1182,81.1,18775,7581,370,409,90.5,447,506,88.3,130,236,55.1,1,1.6,-0.6,19,72,23,10,83,,1020,162,22,1,119,37,43,8,1,5,0,697,200,285,869,140,31,132,2,1,22,23,30,,35,2,25,4,3,2,0,1,3,0.17,2,0,0,1,0,0,0,,44,31,26,14,4,13,23,56.5,10,215,77,35.8,99,80,36,26,2,0,24,20,64,24,0,,1355,55,482,642,307,21,1199,28,43,65.1,29,4,875,4158,2711,93,24,6,22,20,965,909,94.2,46,,1,0,0,31,17,1,43,20,31,0,1,0,160,12,21,36.4
Che Adams,sco SCO,FW,,Southampton,eng Premier League,2021,1996,24.1,,7,46,23,50,1.91,0.96,0.15,0.3,13.2,0,0,0,6.5,6.5,0.14,0.5,0.5,,355,513,69.2,5802,1285,180,242,74.4,114,151,75.5,41,56,73.2,4,4.6,-0.6,26,22,18,1,48,,505,8,1,6,137,11,9,0,0,0,0,324,105,84,33,407,27,0,21,5,9,25,28,,50,2.08,36,0,1,4,8,1,6,0.25,5,0,0,0,1,0,0,,26,14,4,12,10,5,18,27.8,13,318,108,34,38,112,168,19,3,0,16,7,33,12,1,,790,14,69,350,414,93,783,19,37,51.4,22,0,516,1986,884,53,22,8,65,46,1229,612,49.8,167,,1,0,0,22,43,18,9,7,14,0,0,0,91,35,112,23.8
Tyler Adams,us USA,DF,MF,RB Leipzig,de Bundesliga,2021,1999,17.6,,1,6,4,66.7,0.34,0.23,0.17,0.25,17.1,0,0,0,0.6,0.6,0.1,0.4,0.4,,907,1068,84.9,14735,4220,464,512,90.6,356,402,88.6,70,118,59.3,1,0.6,0.4,9,65,9,1,71,,987,81,19,0,148,6,12,0,0,0,0,773,149,146,113,818,47,62,7,1,7,23,22,,19,1.14,15,0,0,0,3,1,1,0.06,0,0,0,0,0,1,0,,42,28,14,23,5,11,28,39.3,17,294,93,31.6,77,170,47,31,4,0,27,24,66,33,0,,1265,42,316,778,261,12,1189,17,18,94.4,17,0,818,3850,1978,83,30,3,15,26,923,839,90.9,28,,3,0,0,26,25,1,12,24,28,0,0,0,180,22,15,59.5
Sargis Adamyan,am ARM,FW,MF,Hoffenheim,de Bundesliga,2021,1993,1.9,,1,12,4,33.3,6.24,2.08,0.08,0.25,12.3,0,0,0,1.2,1.2,0.1,-0.2,-0.2,,35,54,64.8,537,133,22,31,71,8,10,80,4,6,66.7,2,0.4,1.6,4,2,3,1,5,,53,1,0,0,11,1,2,0,0,0,0,29,15,10,6,39,7,0,0,0,1,3,6,,9,4.68,5,0,1,2,1,0,3,1.56,1,0,0,2,0,0,0,,1,1,0,1,0,0,3,0,3,25,5,20,4,10,11,3,0,0,3,3,4,0,0,,95,0,8,30,63,24,94,2,6,33.3,3,1,64,310,149,5,4,1,13,4,106,74,69.8,30,,0,0,0,3,4,1,2,3,1,0,0,0,12,4,4,50
Tosin Adarabioyo,eng ENG,DF,,Fulham,eng Premier League,2021,1997,26,,0,18,5,27.8,0.69,0.19,0,0,8.9,0,0,0,1,1,0.05,-1,-1,,1212,1403,86.4,28744,9511,229,256,89.5,692,740,93.5,282,386,73.1,0,0.3,-0.3,4,60,3,0,56,,1361,42,37,2,133,38,2,0,0,0,0,1066,103,234,202,1097,64,5,3,3,26,15,12,,15,0.58,14,0,0,1,0,0,1,0.04,1,0,0,0,0,0,0,,32,21,26,5,1,14,29,48.3,15,145,44,30.3,99,42,4,29,16,0,13,39,71,197,1,,1718,339,1011,730,62,30,1676,7,8,87.5,7,0,1002,4608,2593,38,6,0,5,7,1161,1129,97.2,4,,1,0,0,13,4,1,2,39,21,0,1,1,231,78,34,69.6
Bobby Adekanye,nl NED,FW,MF,Cádiz,es La Liga,2021,1999,0.4,,0,1,0,0,2.5,0,0,,17.5,0,0,0,0.2,0.2,0.17,-0.2,-0.2,,7,10,70,99,1,3,3,100,3,4,75,0,2,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,2,0,0,0,0,7,1,2,9,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,5,1,20,1,0,4,1,0,0,1,0,0,0,0,,18,1,2,8,11,4,18,1,2,50,2,0,15,88,61,3,2,1,4,0,14,12,85.7,4,,0,0,0,1,0,0,2,0,0,0,0,0,4,0,0,
Yacine Adli,fr FRA,MF,,Bordeaux,fr Ligue 1,2021,2000,19,,1,16,6,37.5,0.84,0.32,0.06,0.17,19.7,0,0,0,1,1,0.06,0,0,,990,1181,83.8,19663,4712,383,422,90.8,421,483,87.2,165,231,71.4,5,3.3,1.7,39,103,14,3,99,,1134,47,28,4,166,53,24,17,6,5,3,930,109,142,98,1045,21,2,2,5,19,24,26,,66,3.47,48,7,4,0,3,4,7,0.37,6,1,0,0,0,0,0,,70,48,28,32,10,22,62,35.5,40,490,136,27.8,147,257,86,28,3,0,25,28,98,15,1,,1409,37,301,907,297,16,1366,40,59,67.8,42,2,1004,5070,2838,117,37,6,24,29,1119,1042,93.1,23,,6,0,0,26,25,0,24,28,48,0,0,0,158,20,16,55.6
Andrea Adorante,it ITA,FW,,Parma,it Serie A,2021,2000,0.1,,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,3,1,33.3,0,1,2,0,0,0,0,0,0,0,0,,2,0,1,2,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,1,1,1,100,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Martin Agirregabiria,es ESP,DF,MF,Alavés,es La Liga,2021,1996,10.8,,0,2,0,0,0.19,0,0,,14.3,0,0,0,0.2,0.2,0.1,-0.2,-0.2,,281,401,70.1,5388,2704,123,147,83.7,116,162,71.6,35,70,50,1,0.8,0.2,10,22,12,7,26,,302,99,15,1,43,11,16,0,0,0,0,192,90,119,34,246,27,84,1,4,11,13,12,,16,1.49,11,4,0,0,0,1,2,0.19,2,0,0,0,0,0,0,,21,9,9,8,4,7,18,38.9,11,127,34,26.8,50,60,17,19,3,1,16,25,46,20,1,,498,29,175,257,92,6,401,2,4,50,2,0,238,1023,554,23,6,2,7,6,303,244,80.5,15,,1,0,0,15,14,1,16,25,9,0,0,0,62,11,18,37.9
Lucien Agoume,fr FRA,MF,,Spezia,it Serie A,2021,2002,8.1,,0,2,0,0,0.25,0,0,,20.5,0,0,0,0,0,0.02,0,0,,394,442,89.1,8147,1720,130,139,93.5,187,204,91.7,69,87,79.3,0,0.1,-0.1,2,36,3,0,33,,429,13,12,1,60,19,0,0,0,0,0,331,39,72,71,341,18,1,3,3,5,8,1,,4,0.49,4,0,0,0,0,0,1,0.12,1,0,0,0,0,0,0,,13,11,8,5,0,2,11,18.2,9,139,39,28.1,49,79,11,17,4,0,13,14,27,14,1,,511,28,152,320,64,1,500,3,5,60,3,0,326,1470,514,14,2,1,2,9,354,332,93.8,8,,2,0,0,15,8,0,0,14,11,0,0,0,96,10,6,62.5
Felix Agu,de GER,DF,,Werder Bremen,de Bundesliga,2021,1999,6.9,,1,4,1,25,0.58,0.14,0.25,1,19.7,0,0,0,0.6,0.6,0.14,0.4,0.4,,195,268,72.8,3084,1012,110,126,87.3,69,94,73.4,11,31,35.5,0,0.4,-0.4,3,7,4,3,9,,206,62,1,0,39,3,10,0,0,0,0,156,54,58,42,150,12,61,0,0,5,14,11,,6,0.87,4,0,1,0,1,0,1,0.14,1,0,0,0,0,0,0,,25,15,10,11,4,11,21,52.4,10,159,41,25.8,79,54,26,15,3,0,12,20,45,23,0,,390,20,154,164,85,8,330,3,10,30,3,0,196,792,442,14,5,0,10,10,225,177,78.7,22,,0,0,0,4,23,1,10,20,15,0,0,0,59,11,13,45.8
Kevin Agudelo,co COL,FW,,Spezia,it Serie A,2021,1998,11.3,,1,16,4,25,1.42,0.35,0.06,0.25,17,0,0,0,1.8,1.8,0.11,-0.8,-0.8,,176,244,72.1,3171,639,86,101,85.1,62,83,74.7,23,39,59,0,0.4,-0.4,6,16,9,0,20,,233,11,0,0,70,8,4,2,0,0,0,175,40,29,198,30,2,1,2,1,10,5,17,,23,2.04,10,1,3,4,3,2,2,0.18,1,0,0,1,0,0,0,,37,22,10,19,8,7,22,31.8,15,265,81,30.6,47,116,102,17,0,0,17,4,41,3,0,,426,3,46,219,214,48,415,34,56,60.7,37,2,316,2061,1286,58,28,13,29,28,445,284,63.8,67,,3,0,0,17,25,2,4,4,22,0,0,0,52,15,28,34.9
Nayef Aguerd,ma MAR,DF,,Rennes,fr Ligue 1,2021,1996,28,,3,25,5,20,0.89,0.18,0.12,0.6,9,0,0,0,2.6,2.6,0.1,0.4,0.4,,1932,2125,90.9,39705,14527,662,696,95.1,919,965,95.2,326,435,74.9,1,0.9,0.1,4,110,0,0,117,,2064,61,60,1,128,58,0,0,0,0,0,1780,130,215,1796,212,62,1,5,0,18,14,5,,12,0.43,10,0,0,2,0,0,1,0.04,1,0,0,0,0,0,0,,45,31,35,10,0,17,32,53.1,15,198,78,39.4,120,72,6,31,18,0,13,30,75,146,1,,2418,234,1071,1423,57,32,2360,8,11,72.7,9,0,1652,7647,4393,99,11,0,3,9,1826,1801,98.6,6,,3,0,0,16,25,2,0,30,31,0,0,0,283,109,47,69.9
Sergio Agüero,ar ARG,FW,,Manchester City,eng Premier League,2021,1988,4.2,,1,8,3,37.5,1.93,0.72,0,0,12.4,0,1,1,1.7,0.9,0.12,-0.7,-0.9,,85,101,84.2,1009,130,53,59,89.8,18,21,85.7,3,3,100,0,0.6,-0.6,3,6,2,0,5,,94,7,0,0,22,1,1,0,0,0,0,85,12,4,10,87,2,0,1,0,0,1,5,,6,1.44,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1,9,11.1,8,54,13,24.1,6,16,32,3,0,0,3,4,5,1,0,,147,0,5,65,84,29,139,2,7,28.6,3,2,91,324,148,10,3,2,9,7,172,113,65.7,33,,0,0,0,2,6,1,1,4,0,0,0,0,13,2,5,28.6
Ruben Aguilar,fr FRA,DF,,Monaco,fr Ligue 1,2021,1993,21.4,,1,7,3,42.9,0.33,0.14,0.14,0.33,8.5,0,0,0,1.1,1.1,0.16,-0.1,-0.1,,1187,1437,82.6,20469,6415,562,609,92.3,486,578,84.1,111,198,56.1,3,3.8,-0.8,39,75,33,16,87,,1225,212,30,2,109,49,94,17,7,8,1,905,229,303,26,1162,48,165,5,5,12,17,27,,63,2.94,50,7,1,1,4,0,7,0.33,5,0,1,0,1,0,0,,70,40,31,26,13,30,49,61.2,19,343,127,37,126,143,74,31,2,0,29,31,101,51,1,,1701,47,367,835,597,54,1498,20,37,54.1,22,2,1019,5076,3078,151,46,4,25,22,1241,1061,85.5,105,,6,0,0,35,31,1,94,31,40,1,0,0,228,49,33,59.8
Naouirou Ahamada,fr FRA,MF,,Stuttgart,de Bundesliga,2021,2002,1.5,,0,3,1,33.3,1.97,0.66,0,0,24.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,,59,64,92.2,1019,191,23,25,92,29,29,100,5,7,71.4,0,0,0,1,7,0,0,4,,63,1,1,0,19,0,1,0,0,0,0,57,4,3,7,55,2,0,0,0,0,0,1,,2,1.31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1,1,0,2,3,66.7,1,17,5,29.4,4,12,1,1,0,0,1,3,5,1,0,,84,4,22,50,21,3,84,5,5,100,5,0,68,472,180,10,1,1,2,5,65,60,92.3,5,,0,0,0,0,5,0,1,3,1,0,0,0,16,0,2,0
