Player,Nation,Born,Season,Squad,Comp,passes_completed,passes_attempted,pass_comp_pct,tot_dist_traveled_by_comp_passes,progressive_distance,short_passes_comp,short_pass_att,short_pass_comp_pct,med_passes_comp,med_pass_att,med_pass_comp_pct,long_passes_comp,long_pass_att,long_pass_comp_pct,assists,xA,A_minus_xA,assisted_shots,comp_passes_leading_to_final_third,comp_passes_into_18_yd_box,comp_crosses_into_18_yd_box,prog_passes
Botond Balogh,hu HUN,2002.0,2021.0,Parma,it Serie A,51.0,70.0,72.9,1312.0,360.0,6.0,7.0,85.7,28.0,33.0,84.8,16.0,26.0,61.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Abdoulaye Bamba,ci CIV,1990.0,2021.0,Angers,fr Ligue 1,586.0,766.0,76.5,9929.0,4865.0,297.0,324.0,91.7,233.0,295.0,79.0,48.0,115.0,41.7,0.0,0.5,-0.5,7.0,37.0,9.0,3.0,46.0
Jonathan Bamba,fr FRA,1996.0,2021.0,Lille,fr Ligue 1,1136.0,1448.0,78.5,19002.0,5149.0,596.0,666.0,89.5,402.0,493.0,81.5,104.0,214.0,48.6,9.0,4.7,4.3,54.0,94.0,41.0,9.0,102.0
Robson Bambu,br BRA,1997.0,2021.0,Nice,fr Ligue 1,709.0,804.0,88.2,14603.0,4337.0,216.0,234.0,92.3,375.0,401.0,93.5,108.0,147.0,73.5,0.0,0.1,-0.1,1.0,18.0,0.0,0.0,18.0
Patrick Bamford,eng ENG,1993.0,2021.0,Leeds United,eng Premier League,318.0,416.0,76.4,4252.0,641.0,184.0,238.0,77.3,89.0,108.0,82.4,18.0,21.0,85.7,6.0,3.4,2.6,22.0,16.0,11.0,2.0,23.0
Mattia Bani,it ITA,1993.0,2021.0,Genoa,it Serie A,438.0,518.0,84.6,9893.0,3217.0,117.0,134.0,87.3,226.0,247.0,91.5,91.0,125.0,72.8,0.0,0.1,-0.1,1.0,17.0,2.0,0.0,15.0
Mattia Bani,it ITA,1993.0,2021.0,Parma,it Serie A,373.0,421.0,88.6,8532.0,2088.0,65.0,75.0,86.7,235.0,245.0,95.9,70.0,97.0,72.2,0.0,0.1,-0.1,1.0,9.0,0.0,0.0,12.0
Simon Banza,fr FRA,1996.0,2021.0,Lens,fr Ligue 1,211.0,288.0,73.3,3343.0,555.0,110.0,144.0,76.4,73.0,92.0,79.3,19.0,29.0,65.5,2.0,0.8,1.2,9.0,19.0,8.0,3.0,18.0
Antonín Barák,cz CZE,1994.0,2021.0,Hellas Verona,it Serie A,732.0,937.0,78.1,12287.0,3126.0,372.0,449.0,82.9,278.0,337.0,82.5,65.0,100.0,65.0,2.0,2.7,-0.7,21.0,79.0,27.0,4.0,105.0
Federico Barba,it ITA,1993.0,2021.0,Benevento,it Serie A,794.0,994.0,79.9,15618.0,5858.0,279.0,308.0,90.6,398.0,464.0,85.8,102.0,185.0,55.1,2.0,1.3,0.7,11.0,43.0,11.0,3.0,56.0
Danilo Barbosa,br BRA,1996.0,2021.0,Nice,fr Ligue 1,178.0,202.0,88.1,3693.0,965.0,48.0,57.0,84.2,101.0,105.0,96.2,28.0,37.0,75.7,0.0,0.0,0.0,1.0,9.0,1.0,0.0,9.0
Barcia,es ESP,2000.0,2021.0,Granada,es La Liga,13.0,34.0,38.2,252.0,104.0,5.0,9.0,55.6,6.0,13.0,46.2,2.0,10.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Melvin Bard,fr FRA,2000.0,2021.0,Lyon,fr Ligue 1,252.0,306.0,82.4,4074.0,1288.0,132.0,148.0,89.2,106.0,120.0,88.3,12.0,31.0,38.7,0.0,0.1,-0.1,2.0,22.0,4.0,1.0,24.0
Enis Bardhi,mk MKD,1995.0,2021.0,Levante,es La Liga,450.0,611.0,73.6,8746.0,2588.0,194.0,237.0,81.9,170.0,215.0,79.1,79.0,134.0,59.0,2.0,0.8,1.2,16.0,40.0,22.0,7.0,60.0
Phil Bardsley,sco SCO,1985.0,2021.0,Burnley,eng Premier League,116.0,165.0,70.3,2256.0,949.0,47.0,49.0,95.9,51.0,67.0,76.1,16.0,40.0,40.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,11.0
Nicolò Barella,it ITA,1997.0,2021.0,Inter,it Serie A,1221.0,1484.0,82.3,20846.0,7120.0,609.0,674.0,90.4,465.0,549.0,84.7,121.0,192.0,63.0,5.0,4.7,0.3,42.0,120.0,55.0,9.0,176.0
Kike Barja,es ESP,1997.0,2021.0,Osasuna,es La Liga,225.0,329.0,68.4,3751.0,1119.0,120.0,147.0,81.6,82.0,110.0,74.5,17.0,44.0,38.6,3.0,1.7,1.3,14.0,12.0,13.0,6.0,30.0
Ross Barkley,eng ENG,1993.0,2021.0,Aston Villa,eng Premier League,445.0,547.0,81.4,8180.0,2013.0,219.0,251.0,87.3,151.0,174.0,86.8,68.0,98.0,69.4,1.0,3.0,-2.0,31.0,36.0,20.0,0.0,55.0
Ross Barkley,eng ENG,1993.0,2021.0,Chelsea,eng Premier League,22.0,26.0,84.6,441.0,72.0,10.0,13.0,76.9,8.0,9.0,88.9,4.0,4.0,100.0,0.0,0.1,-0.1,1.0,2.0,1.0,0.0,2.0
Aymen Barkok,ma MAR,1998.0,2021.0,Eint Frankfurt,de Bundesliga,317.0,430.0,73.7,5323.0,1727.0,148.0,189.0,78.3,131.0,165.0,79.4,29.0,54.0,53.7,3.0,2.5,0.5,23.0,19.0,16.0,3.0,35.0
Ashley Barnes,eng ENG,1989.0,2021.0,Burnley,eng Premier League,186.0,290.0,64.1,2432.0,542.0,123.0,162.0,75.9,43.0,70.0,61.4,7.0,28.0,25.0,0.0,0.7,-0.7,13.0,13.0,7.0,1.0,19.0
Harvey Barnes,eng ENG,1997.0,2021.0,Leicester City,eng Premier League,468.0,626.0,74.8,7239.0,1875.0,265.0,331.0,80.1,157.0,198.0,79.3,33.0,51.0,64.7,4.0,1.5,2.5,25.0,37.0,19.0,2.0,62.0
Marc Baró Ortiz,es ESP,1999.0,2021.0,Cádiz,es La Liga,10.0,19.0,52.6,211.0,150.0,5.0,6.0,83.3,3.0,6.0,50.0,2.0,6.0,33.3,0.0,0.3,-0.3,2.0,0.0,0.0,0.0,0.0
Antonio Barragán,es ESP,1987.0,2021.0,Elche,es La Liga,868.0,1056.0,82.2,16942.0,6360.0,331.0,364.0,90.9,399.0,459.0,86.9,127.0,204.0,62.3,3.0,0.9,2.1,7.0,44.0,10.0,5.0,53.0
Antonio Barreca,it ITA,1995.0,2021.0,Fiorentina,it Serie A,31.0,48.0,64.6,474.0,166.0,16.0,20.0,80.0,13.0,19.0,68.4,1.0,7.0,14.3,0.0,0.0,0.0,1.0,3.0,1.0,0.0,5.0
Leandro Barreiro Martins,lu LUX,2000.0,2021.0,Mainz 05,de Bundesliga,352.0,524.0,67.2,5720.0,1952.0,173.0,235.0,73.6,138.0,188.0,73.4,32.0,68.0,47.1,1.0,1.4,-0.4,14.0,30.0,6.0,1.0,43.0
Ander Barrenetxea,es ESP,2001.0,2021.0,Real Sociedad,es La Liga,201.0,281.0,71.5,3265.0,763.0,105.0,130.0,80.8,75.0,97.0,77.3,17.0,32.0,53.1,0.0,1.2,-1.2,9.0,13.0,9.0,1.0,20.0
Jacob Barrett Laursen,dk DEN,1994.0,2021.0,Arminia,de Bundesliga,425.0,543.0,78.3,8185.0,2920.0,157.0,185.0,84.9,207.0,247.0,83.8,57.0,88.0,64.8,1.0,1.2,-0.2,4.0,26.0,5.0,2.0,27.0
Musa Barrow,gm GAM,1998.0,2021.0,Bologna,it Serie A,629.0,893.0,70.4,11941.0,3018.0,301.0,364.0,82.7,216.0,289.0,74.7,97.0,190.0,51.1,7.0,3.9,3.1,44.0,57.0,28.0,12.0,68.0
Kyle Bartley,eng ENG,1991.0,2021.0,West Brom,eng Premier League,505.0,646.0,78.2,10569.0,3452.0,156.0,182.0,85.7,261.0,308.0,84.7,82.0,145.0,56.6,1.0,0.1,0.9,2.0,40.0,3.0,1.0,24.0
Paolo Bartolomei,it ITA,1989.0,2021.0,Spezia,it Serie A,92.0,127.0,72.4,1574.0,336.0,43.0,49.0,87.8,37.0,47.0,78.7,8.0,23.0,34.8,1.0,0.3,0.7,5.0,10.0,3.0,1.0,10.0
Marc Bartra,es ESP,1991.0,2021.0,Betis,es La Liga,571.0,697.0,81.9,12779.0,3692.0,156.0,170.0,91.8,299.0,338.0,88.5,111.0,182.0,61.0,0.0,0.0,0.0,1.0,22.0,1.0,0.0,25.0
Daniele Baselli,it ITA,1992.0,2021.0,Torino,it Serie A,63.0,87.0,72.4,1256.0,374.0,23.0,32.0,71.9,22.0,29.0,75.9,14.0,16.0,87.5,0.0,0.0,0.0,1.0,9.0,1.0,0.0,12.0
Chris Basham,eng ENG,1988.0,2021.0,Sheffield Utd,eng Premier League,733.0,911.0,80.5,13018.0,3814.0,334.0,374.0,89.3,309.0,370.0,83.5,79.0,133.0,59.4,1.0,0.7,0.3,8.0,45.0,12.0,5.0,53.0
Toma Bašić,hr CRO,1996.0,2021.0,Bordeaux,fr Ligue 1,861.0,1032.0,83.4,16964.0,3249.0,319.0,348.0,91.7,415.0,454.0,91.4,118.0,202.0,58.4,0.0,1.1,-1.1,19.0,62.0,11.0,4.0,62.0
Alessandro Bastoni,it ITA,1999.0,2021.0,Inter,it Serie A,1558.0,1754.0,88.8,31500.0,8685.0,540.0,570.0,94.7,739.0,794.0,93.1,248.0,343.0,72.3,3.0,1.7,1.3,10.0,132.0,14.0,2.0,99.0
Simone Bastoni,it ITA,1996.0,2021.0,Spezia,it Serie A,645.0,848.0,76.1,12136.0,4324.0,295.0,328.0,89.9,237.0,290.0,81.7,104.0,184.0,56.5,5.0,2.7,2.3,21.0,40.0,18.0,4.0,60.0
Bastos,ao ANG,1991.0,2021.0,Lazio,it Serie A,39.0,42.0,92.9,647.0,160.0,18.0,20.0,90.0,16.0,17.0,94.1,3.0,3.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0
Michy Batshuayi,be BEL,1993.0,2021.0,Crystal Palace,eng Premier League,111.0,157.0,70.7,1565.0,319.0,61.0,77.0,79.2,37.0,51.0,72.5,6.0,8.0,75.0,1.0,1.4,-0.4,7.0,6.0,3.0,1.0,9.0
Rodrigo Battaglia,ar ARG,1991.0,2021.0,Alavés,es La Liga,540.0,651.0,82.9,9853.0,2154.0,228.0,255.0,89.4,241.0,275.0,87.6,58.0,90.0,64.4,0.0,0.0,0.0,1.0,39.0,3.0,0.0,30.0
Cristian Battocchio,it ITA,1992.0,2021.0,Brest,fr Ligue 1,168.0,209.0,80.4,2948.0,715.0,85.0,91.0,93.4,61.0,71.0,85.9,19.0,41.0,46.3,0.0,0.2,-0.2,4.0,16.0,1.0,0.0,13.0
Julian Baumgartlinger,at AUT,1988.0,2021.0,Leverkusen,de Bundesliga,579.0,668.0,86.7,11046.0,2389.0,242.0,267.0,90.6,230.0,254.0,90.6,96.0,124.0,77.4,0.0,0.3,-0.3,8.0,54.0,6.0,1.0,56.0
Christoph Baumgartner,at AUT,1999.0,2021.0,Hoffenheim,de Bundesliga,627.0,830.0,75.5,10312.0,2674.0,330.0,406.0,81.3,209.0,265.0,78.9,64.0,105.0,61.0,3.0,2.6,0.4,25.0,46.0,26.0,4.0,78.0
Jon Bautista,es ESP,1995.0,2021.0,Real Sociedad,es La Liga,30.0,53.0,56.6,446.0,83.0,15.0,23.0,65.2,9.0,17.0,52.9,3.0,8.0,37.5,0.0,0.2,-0.2,3.0,3.0,1.0,0.0,3.0
Paul Baysse,fr FRA,1988.0,2021.0,Bordeaux,fr Ligue 1,1242.0,1386.0,89.6,27200.0,8595.0,368.0,390.0,94.4,627.0,667.0,94.0,239.0,312.0,76.6,2.0,0.5,1.5,6.0,52.0,5.0,1.0,55.0
Noah Joel Sarenren Bazee,ng NGA,1996.0,2021.0,Augsburg,de Bundesliga,6.0,13.0,46.2,78.0,23.0,3.0,5.0,60.0,2.0,4.0,50.0,0.0,2.0,0.0,1.0,0.7,0.3,1.0,0.0,0.0,0.0,0.0
Ihlas Bebou,tg TOG,1994.0,2021.0,Hoffenheim,de Bundesliga,367.0,479.0,76.6,5286.0,1337.0,220.0,266.0,82.7,107.0,137.0,78.1,21.0,37.0,56.8,5.0,3.4,1.6,26.0,25.0,24.0,10.0,43.0
Rodrigo Becão,br BRA,1996.0,2021.0,Udinese,it Serie A,880.0,1007.0,87.4,17740.0,6238.0,291.0,322.0,90.4,441.0,476.0,92.6,137.0,183.0,74.9,0.0,0.2,-0.2,4.0,61.0,3.0,1.0,41.0
Sheraldo Becker,nl NED,1995.0,2021.0,Union Berlin,de Bundesliga,197.0,315.0,62.5,3403.0,1029.0,99.0,135.0,73.3,78.0,117.0,66.7,16.0,44.0,36.4,2.0,2.8,-0.8,16.0,10.0,14.0,11.0,22.0
Timo Becker,de GER,1997.0,2021.0,Schalke 04,de Bundesliga,427.0,562.0,76.0,8210.0,2827.0,155.0,184.0,84.2,219.0,267.0,82.0,49.0,86.0,57.0,0.0,0.3,-0.3,3.0,18.0,9.0,3.0,32.0
Jan Bednarek,pl POL,1996.0,2021.0,Southampton,eng Premier League,1458.0,1727.0,84.4,28008.0,9446.0,541.0,585.0,92.5,743.0,819.0,90.7,159.0,291.0,54.6,1.0,0.3,0.7,4.0,75.0,4.0,0.0,71.0
Donny van de Beek,nl NED,1997.0,2021.0,Manchester Utd,eng Premier League,146.0,173.0,84.4,2089.0,393.0,87.0,99.0,87.9,53.0,57.0,93.0,3.0,5.0,60.0,0.0,0.1,-0.1,2.0,7.0,1.0,1.0,5.0
Valon Behrami,ch SUI,1985.0,2021.0,Genoa,it Serie A,119.0,159.0,74.8,1831.0,637.0,60.0,79.0,75.9,44.0,58.0,75.9,10.0,15.0,66.7,0.0,0.1,-0.1,2.0,13.0,1.0,0.0,16.0
Brian Behrendt,de GER,1991.0,2021.0,Arminia,de Bundesliga,41.0,56.0,73.2,941.0,310.0,14.0,17.0,82.4,18.0,25.0,72.0,9.0,13.0,69.2,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0
Maximilian Beier,de GER,2002.0,2021.0,Hoffenheim,de Bundesliga,4.0,4.0,100.0,63.0,4.0,3.0,3.0,100.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ishak Belfodil,dz ALG,1992.0,2021.0,Hoffenheim,de Bundesliga,108.0,151.0,71.5,1487.0,259.0,63.0,83.0,75.9,35.0,49.0,71.4,5.0,7.0,71.4,1.0,1.0,0.0,7.0,2.0,3.0,0.0,8.0
Haris Belkebla,dz ALG,1994.0,2021.0,Brest,fr Ligue 1,1036.0,1182.0,87.6,20430.0,4879.0,367.0,411.0,89.3,510.0,556.0,91.7,150.0,180.0,83.3,0.0,0.6,-0.6,8.0,76.0,11.0,1.0,74.0
Stefan Bell,de GER,1991.0,2021.0,Mainz 05,de Bundesliga,289.0,373.0,77.5,5906.0,1977.0,98.0,111.0,88.3,145.0,165.0,87.9,44.0,88.0,50.0,1.0,0.8,0.2,2.0,9.0,2.0,0.0,22.0
Karim Bellarabi,de GER,1990.0,2021.0,Leverkusen,de Bundesliga,172.0,251.0,68.5,2915.0,801.0,89.0,109.0,81.7,66.0,91.0,72.5,16.0,41.0,39.0,0.0,1.4,-1.4,10.0,9.0,10.0,4.0,18.0
Jean-Ricner Bellegarde,fr FRA,1998.0,2021.0,Strasbourg,fr Ligue 1,501.0,647.0,77.4,9696.0,1674.0,202.0,234.0,86.3,215.0,260.0,82.7,76.0,118.0,64.4,0.0,1.4,-1.4,13.0,31.0,17.0,7.0,31.0
Héctor Bellerín,es ESP,1995.0,2021.0,Arsenal,eng Premier League,971.0,1175.0,82.6,16268.0,4721.0,456.0,524.0,87.0,441.0,516.0,85.5,57.0,89.0,64.0,2.0,2.3,-0.3,21.0,51.0,28.0,9.0,77.0
Jude Bellingham,eng ENG,2003.0,2021.0,Dortmund,de Bundesliga,645.0,773.0,83.4,11797.0,2354.0,274.0,319.0,85.9,280.0,316.0,88.6,77.0,99.0,77.8,3.0,3.0,0.0,11.0,42.0,21.0,2.0,54.0
Andrea Belotti,it ITA,1993.0,2021.0,Torino,it Serie A,407.0,582.0,69.9,6583.0,1344.0,221.0,272.0,81.3,135.0,193.0,69.9,37.0,60.0,61.7,5.0,5.3,-0.3,26.0,26.0,34.0,4.0,45.0
Fran Beltrán,es ESP,1999.0,2021.0,Celta Vigo,es La Liga,383.0,423.0,90.5,7206.0,1512.0,155.0,167.0,92.8,174.0,185.0,94.1,50.0,60.0,83.3,0.0,0.2,-0.2,5.0,33.0,7.0,2.0,24.0
Sami Ben Amar,ma MAR,1998.0,2021.0,Nîmes,fr Ligue 1,2.0,3.0,66.7,20.0,19.0,2.0,2.0,100.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hatem Ben Arfa,fr FRA,1987.0,2021.0,Bordeaux,fr Ligue 1,601.0,759.0,79.2,10476.0,2656.0,308.0,344.0,89.5,203.0,243.0,83.5,72.0,139.0,51.8,4.0,3.3,0.7,28.0,45.0,22.0,3.0,62.0
Salim Ben Seghir,fr FRA,2003.0,2021.0,Nice,fr Ligue 1,8.0,8.0,100.0,142.0,60.0,4.0,4.0,100.0,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Wissam Ben Yedder,fr FRA,1990.0,2021.0,Monaco,fr Ligue 1,522.0,701.0,74.5,8223.0,1513.0,279.0,355.0,78.6,186.0,226.0,82.3,38.0,66.0,57.6,4.0,3.9,0.1,26.0,40.0,28.0,2.0,62.0
Ahmad Benali,ly LBY,1992.0,2021.0,Crotone,it Serie A,471.0,552.0,85.3,8319.0,2148.0,209.0,224.0,93.3,205.0,228.0,89.9,44.0,71.0,62.0,1.0,0.9,0.1,10.0,41.0,10.0,2.0,42.0
Samy Benchama,fr FRA,2000.0,2021.0,Montpellier,fr Ligue 1,2.0,3.0,66.7,33.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lars Bender,de GER,1989.0,2021.0,Leverkusen,de Bundesliga,588.0,707.0,83.2,11233.0,3771.0,233.0,265.0,87.9,254.0,293.0,86.7,88.0,116.0,75.9,2.0,0.5,1.5,7.0,45.0,12.0,2.0,57.0
Sven Bender,de GER,1989.0,2021.0,Leverkusen,de Bundesliga,725.0,791.0,91.7,15837.0,3925.0,152.0,164.0,92.7,454.0,481.0,94.4,115.0,141.0,81.6,0.0,0.3,-0.3,2.0,32.0,2.0,1.0,43.0
Darío Benedetto,ar ARG,1990.0,2021.0,Marseille,fr Ligue 1,217.0,324.0,67.0,3458.0,464.0,123.0,164.0,75.0,59.0,91.0,64.8,23.0,41.0,56.1,3.0,2.0,1.0,10.0,14.0,5.0,2.0,12.0
László Bénes,sk SVK,1997.0,2021.0,Augsburg,de Bundesliga,102.0,160.0,63.8,1612.0,513.0,60.0,72.0,83.3,30.0,53.0,56.6,8.0,27.0,29.6,0.0,0.3,-0.3,3.0,7.0,2.0,0.0,10.0
László Bénes,sk SVK,1997.0,2021.0,M'Gladbach,de Bundesliga,80.0,110.0,72.7,1364.0,387.0,48.0,56.0,85.7,21.0,24.0,87.5,10.0,26.0,38.5,1.0,0.4,0.6,4.0,3.0,0.0,0.0,5.0
Loris Benito,ch SUI,1992.0,2021.0,Bordeaux,fr Ligue 1,1253.0,1472.0,85.1,21812.0,8186.0,567.0,608.0,93.3,575.0,657.0,87.5,101.0,173.0,58.4,0.0,0.8,-0.8,9.0,69.0,8.0,6.0,72.0
Sergio Benito,es ESP,1999.0,2021.0,Valladolid,es La Liga,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bilal Benkhedim,fr FRA,2001.0,2021.0,Saint-Étienne,fr Ligue 1,33.0,49.0,67.3,598.0,65.0,13.0,18.0,72.2,15.0,19.0,78.9,4.0,10.0,40.0,0.0,0.2,-0.2,1.0,1.0,0.0,0.0,0.0
Djamel Benlamri,dz ALG,1989.0,2021.0,Lyon,fr Ligue 1,64.0,67.0,95.5,1623.0,478.0,11.0,12.0,91.7,33.0,33.0,100.0,19.0,20.0,95.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,4.0
Ismaël Bennacer,dz ALG,1997.0,2021.0,Milan,it Serie A,530.0,612.0,86.6,10157.0,3189.0,218.0,234.0,93.2,227.0,246.0,92.3,74.0,109.0,67.9,1.0,0.4,0.6,3.0,54.0,9.0,1.0,50.0
Saïd Benrahma,dz ALG,1995.0,2021.0,West Ham,eng Premier League,301.0,385.0,78.2,4700.0,1339.0,171.0,192.0,89.1,97.0,120.0,80.8,22.0,51.0,43.1,4.0,2.8,1.2,18.0,32.0,14.0,4.0,37.0
Yassine Benrahou,fr FRA,1999.0,2021.0,Nîmes,fr Ligue 1,383.0,516.0,74.2,6803.0,1687.0,194.0,221.0,87.8,118.0,150.0,78.7,51.0,113.0,45.1,0.0,2.5,-2.5,20.0,30.0,13.0,3.0,39.0
Ramy Bensebaini,dz ALG,1995.0,2021.0,M'Gladbach,de Bundesliga,702.0,847.0,82.9,12457.0,4881.0,313.0,348.0,89.9,315.0,367.0,85.8,64.0,105.0,61.0,0.0,0.4,-0.4,6.0,46.0,13.0,4.0,61.0
Josh Benson,eng ENG,1999.0,2021.0,Burnley,eng Premier League,62.0,85.0,72.9,865.0,322.0,38.0,42.0,90.5,17.0,24.0,70.8,4.0,12.0,33.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0
Nabil Bentaleb,dz ALG,1994.0,2021.0,Schalke 04,de Bundesliga,231.0,281.0,82.2,4108.0,961.0,103.0,120.0,85.8,98.0,113.0,86.7,24.0,38.0,63.2,0.0,0.1,-0.1,1.0,19.0,2.0,0.0,22.0
Rodrigo Bentancur,uy URU,1997.0,2021.0,Juventus,it Serie A,1215.0,1360.0,89.3,24186.0,6072.0,447.0,483.0,92.5,574.0,618.0,92.9,181.0,234.0,77.4,3.0,1.8,1.2,19.0,126.0,16.0,4.0,122.0
Christian Benteke,be BEL,1990.0,2021.0,Crystal Palace,eng Premier League,228.0,353.0,64.6,3068.0,682.0,137.0,208.0,65.9,61.0,99.0,61.6,12.0,19.0,63.2,1.0,0.9,0.1,11.0,17.0,11.0,1.0,25.0
Karim Benzema,fr FRA,1987.0,2021.0,Real Madrid,es La Liga,753.0,908.0,82.9,10730.0,1902.0,475.0,537.0,88.5,207.0,248.0,83.5,47.0,65.0,72.3,6.0,4.1,1.9,22.0,40.0,17.0,1.0,50.0
Yassine Benzia,dz ALG,1994.0,2021.0,Dijon,fr Ligue 1,44.0,57.0,77.2,880.0,187.0,19.0,24.0,79.2,18.0,21.0,85.7,7.0,12.0,58.3,0.0,0.0,0.0,1.0,5.0,0.0,0.0,4.0
Domenico Berardi,it ITA,1994.0,2021.0,Sassuolo,it Serie A,753.0,993.0,75.8,14697.0,4150.0,310.0,360.0,86.1,313.0,369.0,84.8,115.0,211.0,54.5,4.0,3.5,0.5,44.0,49.0,73.0,15.0,134.0
Yuri Berchiche,es ESP,1990.0,2021.0,Athletic Club,es La Liga,897.0,1096.0,81.8,16957.0,6815.0,391.0,450.0,86.9,375.0,438.0,85.6,116.0,163.0,71.2,3.0,1.9,1.1,18.0,63.0,38.0,17.0,120.0
Álex Berenguer,es ESP,1995.0,2021.0,Torino,it Serie A,32.0,47.0,68.1,516.0,128.0,19.0,27.0,70.4,10.0,12.0,83.3,2.0,7.0,28.6,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0
Álex Berenguer,es ESP,1995.0,2021.0,Athletic Club,es La Liga,439.0,658.0,66.7,7011.0,2156.0,243.0,302.0,80.5,148.0,199.0,74.4,36.0,109.0,33.0,2.0,2.6,-0.6,29.0,16.0,28.0,7.0,52.0
Bartosz Bereszyński,pl POL,1992.0,2021.0,Sampdoria,it Serie A,894.0,1110.0,80.5,15515.0,6024.0,410.0,458.0,89.5,376.0,448.0,83.9,90.0,153.0,58.8,0.0,0.5,-0.5,3.0,54.0,14.0,6.0,77.0
Jóhann Berg Guðmundsson,is ISL,1990.0,2021.0,Burnley,eng Premier League,225.0,299.0,75.3,3649.0,850.0,127.0,146.0,87.0,67.0,90.0,74.4,23.0,48.0,47.9,0.0,0.3,-0.3,5.0,12.0,5.0,2.0,23.0
Sander Berge,no NOR,1998.0,2021.0,Sheffield Utd,eng Premier League,349.0,426.0,81.9,6398.0,1336.0,149.0,179.0,83.2,151.0,171.0,88.3,43.0,60.0,71.7,1.0,1.2,-0.2,12.0,32.0,4.0,2.0,29.0
Steven Bergwijn,nl NED,1997.0,2021.0,Tottenham,eng Premier League,298.0,367.0,81.2,4111.0,770.0,182.0,202.0,90.1,90.0,110.0,81.8,8.0,29.0,27.6,2.0,1.1,0.9,11.0,18.0,7.0,0.0,15.0
Valon Berisha,xk KVX,1993.0,2021.0,Reims,fr Ligue 1,830.0,1027.0,80.8,17750.0,4003.0,311.0,354.0,87.9,324.0,382.0,84.8,182.0,266.0,68.4,3.0,1.6,1.4,24.0,90.0,18.0,3.0,96.0
Bernard,br BRA,1992.0,2021.0,Everton,eng Premier League,190.0,239.0,79.5,3113.0,808.0,94.0,108.0,87.0,76.0,94.0,80.9,15.0,21.0,71.4,0.0,0.6,-0.6,8.0,17.0,9.0,2.0,20.0
Federico Bernardeschi,it ITA,1994.0,2021.0,Juventus,it Serie A,423.0,548.0,77.2,7878.0,2528.0,181.0,204.0,88.7,172.0,203.0,84.7,56.0,104.0,53.8,2.0,2.1,-0.1,22.0,38.0,14.0,6.0,35.0
Bernardo,br BRA,1995.0,2021.0,Brighton,eng Premier League,62.0,87.0,71.3,1042.0,288.0,32.0,38.0,84.2,24.0,34.0,70.6,5.0,6.0,83.3,0.0,0.2,-0.2,2.0,3.0,2.0,1.0,6.0
Juan Bernat,es ESP,1993.0,2021.0,Paris S-G,fr Ligue 1,117.0,129.0,90.7,1680.0,523.0,76.0,77.0,98.7,37.0,42.0,88.1,4.0,6.0,66.7,0.0,0.3,-0.3,2.0,4.0,5.0,0.0,8.0
Ryan Bertrand,eng ENG,1989.0,2021.0,Southampton,eng Premier League,1098.0,1433.0,76.6,18242.0,6940.0,550.0,629.0,87.4,444.0,551.0,80.6,79.0,184.0,42.9,1.0,0.8,0.2,10.0,59.0,24.0,5.0,89.0
Daniel Bessa,it ITA,1993.0,2021.0,Hellas Verona,it Serie A,111.0,128.0,86.7,1864.0,519.0,60.0,66.0,90.9,33.0,37.0,89.2,13.0,17.0,76.5,2.0,1.3,0.7,9.0,9.0,6.0,3.0,11.0
Louis Beyer,de GER,2000.0,2021.0,M'Gladbach,de Bundesliga,72.0,88.0,81.8,1455.0,472.0,23.0,27.0,85.2,36.0,42.0,85.7,12.0,17.0,70.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0
Bartosz Bialek,pl POL,2001.0,2021.0,Wolfsburg,de Bundesliga,47.0,67.0,70.1,866.0,194.0,23.0,32.0,71.9,16.0,20.0,80.0,6.0,8.0,75.0,0.0,0.2,-0.2,4.0,4.0,4.0,0.0,9.0
Giulian Biancone,fr FRA,2000.0,2021.0,Monaco,fr Ligue 1,70.0,90.0,77.8,1361.0,395.0,32.0,38.0,84.2,25.0,33.0,75.8,12.0,14.0,85.7,0.0,0.2,-0.2,2.0,5.0,4.0,3.0,6.0
