Player,Nation,Born,Season,Squad,Comp,passes_completed,passes_attempted,pass_comp_pct,tot_dist_traveled_by_comp_passes,progressive_distance,short_passes_comp,short_pass_att,short_pass_comp_pct,med_passes_comp,med_pass_att,med_pass_comp_pct,long_passes_comp,long_pass_att,long_pass_comp_pct,assists,xA,A_minus_xA,assisted_shots,comp_passes_leading_to_final_third,comp_passes_into_18_yd_box,comp_crosses_into_18_yd_box,prog_passes
Martin Terrier,fr FRA,1997.0,2021.0,Rennes,UCL,47.0,60.0,78.3,797.0,224.0,17.0,18.0,94.4,21.0,25.0,84.0,4.0,9.0,44.4,0.0,0.9,-0.9,7.0,2.0,3.0,1.0,4.0
Tetê,br BRA,2000.0,2021.0,Shakhtar,UCL,114.0,143.0,79.7,2044.0,419.0,53.0,60.0,88.3,44.0,53.0,83.0,14.0,19.0,73.7,1.0,0.6,0.4,6.0,7.0,4.0,1.0,9.0
Florian Thauvin,fr FRA,1993.0,2021.0,Marseille,UCL,138.0,195.0,70.8,2033.0,665.0,85.0,103.0,82.5,34.0,49.0,69.4,12.0,34.0,35.3,0.0,0.8,-0.8,7.0,9.0,6.0,0.0,19.0
Marcus Thuram,fr FRA,1997.0,2021.0,M'Gladbach,UCL,140.0,175.0,80.0,2057.0,577.0,85.0,96.0,88.5,43.0,56.0,76.8,8.0,13.0,61.5,2.0,1.1,0.9,4.0,9.0,2.0,0.0,16.0
Jurrien Timber,nl NED,2001.0,2021.0,Ajax,UCL,1.0,2.0,50.0,9.0,2.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corentin Tolisso,fr FRA,1994.0,2021.0,Bayern Munich,UCL,151.0,172.0,87.8,2841.0,720.0,73.0,83.0,88.0,49.0,50.0,98.0,23.0,27.0,85.2,0.0,0.2,-0.2,3.0,22.0,6.0,1.0,22.0
Rafael Tolói,it ITA,1990.0,2021.0,Atalanta,UCL,250.0,315.0,79.4,4973.0,1789.0,89.0,107.0,83.2,128.0,142.0,90.1,32.0,59.0,54.2,0.0,0.0,0.0,1.0,27.0,1.0,1.0,25.0
Mehmet Topal,tr TUR,1986.0,2021.0,Başakşehir,UCL,77.0,90.0,85.6,1434.0,285.0,23.0,24.0,95.8,47.0,50.0,94.0,4.0,10.0,40.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
Lucas Torreira,uy URU,1996.0,2021.0,Atlético Madrid,UCL,41.0,46.0,89.1,775.0,187.0,14.0,15.0,93.3,20.0,23.0,87.0,7.0,8.0,87.5,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0
Ferrán Torres,es ESP,2000.0,2021.0,Manchester City,UCL,56.0,67.0,83.6,860.0,171.0,35.0,38.0,92.1,12.0,16.0,75.0,6.0,8.0,75.0,0.0,0.8,-0.8,8.0,3.0,5.0,0.0,9.0
Óliver Torres,es ESP,1994.0,2021.0,Sevilla,UCL,183.0,216.0,84.7,3793.0,1106.0,86.0,94.0,91.5,51.0,62.0,82.3,41.0,52.0,78.8,1.0,0.6,0.4,8.0,24.0,6.0,2.0,19.0
Hamari Traoré,ml MLI,1992.0,2021.0,Rennes,UCL,298.0,396.0,75.3,5752.0,2028.0,111.0,129.0,86.0,142.0,183.0,77.6,40.0,68.0,58.8,0.0,0.0,0.0,1.0,25.0,5.0,2.0,29.0
Ibrahima Traoré,gn GUI,1988.0,2021.0,M'Gladbach,UCL,7.0,10.0,70.0,96.0,0.0,4.0,5.0,80.0,3.0,4.0,75.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco Trincão,pt POR,1999.0,2021.0,Barcelona,UCL,166.0,204.0,81.4,2243.0,477.0,111.0,125.0,88.8,43.0,57.0,75.4,5.0,7.0,71.4,0.0,0.2,-0.2,2.0,9.0,2.0,0.0,12.0
Kieran Trippier,eng ENG,1990.0,2021.0,Atlético Madrid,UCL,369.0,475.0,77.7,6770.0,3184.0,157.0,175.0,89.7,160.0,199.0,80.4,46.0,83.0,55.4,0.0,0.8,-0.8,9.0,22.0,25.0,7.0,64.0
Adrien Truffert,fr FRA,2001.0,2021.0,Rennes,UCL,150.0,190.0,78.9,2604.0,779.0,66.0,73.0,90.4,72.0,88.0,81.8,9.0,18.0,50.0,0.0,0.1,-0.1,2.0,8.0,4.0,2.0,8.0
Kostas Tsimikas,gr GRE,1996.0,2021.0,Liverpool,UCL,69.0,95.0,72.6,1266.0,487.0,28.0,33.0,84.8,30.0,38.0,78.9,8.0,21.0,38.1,0.0,0.0,0.0,0.0,9.0,0.0,0.0,11.0
Viktor Tsyhankov,ua UKR,1997.0,2021.0,Dynamo Kyiv,UCL,110.0,148.0,74.3,1682.0,418.0,62.0,70.0,88.6,33.0,52.0,63.5,10.0,17.0,58.8,0.0,0.1,-0.1,2.0,5.0,8.0,3.0,10.0
Axel Tuanzebe,eng ENG,1997.0,2021.0,Manchester Utd,UCL,70.0,77.0,90.9,1484.0,468.0,25.0,29.0,86.2,34.0,35.0,97.1,11.0,12.0,91.7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Deniz Turuc,tr TUR,1993.0,2021.0,Başakşehir,UCL,195.0,262.0,74.4,3665.0,1190.0,87.0,104.0,83.7,77.0,88.0,87.5,28.0,55.0,50.9,1.0,0.7,0.3,10.0,15.0,9.0,4.0,22.0
Andreas Ulmer,at AUT,1985.0,2021.0,RB Salzburg,UCL,199.0,277.0,71.8,3414.0,1559.0,96.0,113.0,85.0,81.0,109.0,74.3,18.0,47.0,38.3,0.0,1.3,-1.3,8.0,13.0,8.0,2.0,33.0
Samuel Umtiti,fr FRA,1993.0,2021.0,Barcelona,UCL,25.0,25.0,100.0,439.0,142.0,10.0,10.0,100.0,11.0,11.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dayot Upamecano,fr FRA,1998.0,2021.0,RB Leipzig,UCL,454.0,530.0,85.7,10450.0,2801.0,112.0,125.0,89.6,229.0,253.0,90.5,108.0,140.0,77.1,0.0,0.1,-0.1,1.0,32.0,1.0,0.0,28.0
Mateus Uribe,co COL,1991.0,2021.0,Porto,UCL,176.0,208.0,84.6,2790.0,699.0,95.0,101.0,94.1,62.0,74.0,83.8,14.0,26.0,53.8,1.0,0.2,0.8,4.0,13.0,0.0,0.0,15.0
Daniil Utkin,ru RUS,1999.0,2021.0,Krasnodar,UCL,54.0,67.0,80.6,791.0,258.0,35.0,41.0,85.4,11.0,15.0,73.3,5.0,6.0,83.3,0.0,0.0,0.0,1.0,5.0,1.0,1.0,6.0
Myrto Uzuni,al ALB,1995.0,2021.0,Ferencváros,UCL,55.0,74.0,74.3,1034.0,229.0,21.0,26.0,80.8,25.0,32.0,78.1,7.0,13.0,53.8,0.0,0.0,0.0,1.0,6.0,2.0,1.0,5.0
Mathieu Valbuena,fr FRA,1984.0,2021.0,Olympiacos,UCL,145.0,188.0,77.1,2306.0,670.0,92.0,102.0,90.2,32.0,43.0,74.4,17.0,35.0,48.6,1.0,0.7,0.3,8.0,18.0,4.0,1.0,11.0
Albert Vallci,at AUT,1995.0,2021.0,RB Salzburg,UCL,34.0,48.0,70.8,713.0,330.0,13.0,19.0,68.4,16.0,19.0,84.2,5.0,10.0,50.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,9.0
Federico Valverde,uy URU,1998.0,2021.0,Real Madrid,UCL,182.0,212.0,85.8,3179.0,675.0,86.0,101.0,85.1,71.0,78.0,91.0,20.0,24.0,83.3,0.0,0.4,-0.4,4.0,18.0,4.0,1.0,12.0
Thomas Van den Keybus,be BEL,2001.0,2021.0,Club Brugge,UCL,3.0,4.0,75.0,75.0,0.0,2.0,2.0,100.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ignace Van Der Brempt,be BEL,2002.0,2021.0,Club Brugge,UCL,1.0,1.0,100.0,16.0,10.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hans Vanaken,be BEL,1992.0,2021.0,Club Brugge,UCL,356.0,417.0,85.4,7059.0,1507.0,164.0,188.0,87.2,113.0,124.0,91.1,66.0,82.0,80.5,0.0,0.7,-0.7,5.0,34.0,11.0,0.0,36.0
Raphaël Varane,fr FRA,1993.0,2021.0,Real Madrid,UCL,544.0,605.0,89.9,12558.0,2862.0,110.0,124.0,88.7,316.0,330.0,95.8,115.0,138.0,83.3,0.0,0.0,0.0,1.0,32.0,1.0,0.0,12.0
Franco Vázquez,ar ARG,1989.0,2021.0,Sevilla,UCL,34.0,48.0,70.8,483.0,72.0,23.0,30.0,76.7,7.0,10.0,70.0,3.0,6.0,50.0,0.0,0.1,-0.1,1.0,4.0,0.0,0.0,1.0
Lucas Vázquez,es ESP,1991.0,2021.0,Real Madrid,UCL,517.0,593.0,87.2,9294.0,2591.0,236.0,256.0,92.2,224.0,244.0,91.8,52.0,75.0,69.3,2.0,2.0,0.0,16.0,39.0,14.0,5.0,45.0
Benjamin Verbič,si SVN,1993.0,2021.0,Dynamo Kyiv,UCL,49.0,66.0,74.2,759.0,109.0,30.0,38.0,78.9,12.0,16.0,75.0,5.0,7.0,71.4,0.0,0.4,-0.4,1.0,3.0,0.0,0.0,3.0
Marco Verratti,it ITA,1992.0,2021.0,Paris S-G,UCL,271.0,304.0,89.1,4333.0,1159.0,164.0,175.0,93.7,70.0,79.0,88.6,32.0,39.0,82.1,2.0,0.9,1.1,7.0,15.0,3.0,0.0,22.0
Lasse Vibe,dk DEN,1987.0,2021.0,Midtjylland,UCL,9.0,15.0,60.0,122.0,8.0,8.0,10.0,80.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Arturo Vidal,cl CHI,1987.0,2021.0,Inter,UCL,137.0,155.0,88.4,2764.0,613.0,54.0,57.0,94.7,59.0,67.0,88.1,22.0,25.0,88.0,0.0,0.4,-0.4,2.0,9.0,3.0,1.0,10.0
Fabio Vieira,pt POR,2000.0,2021.0,Porto,UCL,43.0,52.0,82.7,793.0,158.0,21.0,25.0,84.0,14.0,15.0,93.3,7.0,10.0,70.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,7.0
Tonny Vilhena,nl NED,1995.0,2021.0,Krasnodar,UCL,109.0,150.0,72.7,2038.0,796.0,49.0,57.0,86.0,39.0,49.0,79.6,17.0,31.0,54.8,1.0,0.2,0.8,5.0,9.0,2.0,1.0,15.0
Rúben Vinagre,pt POR,1999.0,2021.0,Olympiacos,UCL,12.0,17.0,70.6,169.0,84.0,7.0,10.0,70.0,4.0,5.0,80.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Edin Višća,ba BIH,1990.0,2021.0,Başakşehir,UCL,151.0,239.0,63.2,3409.0,1246.0,50.0,72.0,69.4,67.0,86.0,77.9,34.0,68.0,50.0,2.0,0.5,1.5,5.0,16.0,5.0,1.0,33.0
Vitão,br BRA,2000.0,2021.0,Shakhtar,UCL,52.0,66.0,78.8,1152.0,315.0,16.0,18.0,88.9,27.0,27.0,100.0,8.0,19.0,42.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Vitolo,es ESP,1989.0,2021.0,Atlético Madrid,UCL,12.0,18.0,66.7,151.0,23.0,8.0,10.0,80.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bohdan Viunnyk,ua UKR,2002.0,2021.0,Shakhtar,UCL,1.0,1.0,100.0,5.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruud Vormer,nl NED,1988.0,2021.0,Club Brugge,UCL,251.0,318.0,78.9,4138.0,1119.0,123.0,139.0,88.5,96.0,106.0,90.6,24.0,60.0,40.0,2.0,1.5,0.5,11.0,15.0,2.0,1.0,21.0
Stefan de Vrij,nl NED,1992.0,2021.0,Inter,UCL,390.0,409.0,95.4,8920.0,1966.0,72.0,77.0,93.5,251.0,256.0,98.0,66.0,73.0,90.4,0.0,0.0,0.0,0.0,19.0,3.0,0.0,16.0
Marious Vrousai,gr GRE,1998.0,2021.0,Olympiacos,UCL,59.0,75.0,78.7,922.0,206.0,40.0,48.0,83.3,14.0,15.0,93.3,4.0,7.0,57.1,1.0,0.1,0.9,2.0,1.0,1.0,0.0,5.0
Kyle Walker,eng ENG,1990.0,2021.0,Manchester City,UCL,464.0,511.0,90.8,9450.0,2125.0,166.0,176.0,94.3,218.0,233.0,93.6,78.0,92.0,84.8,0.0,0.1,-0.1,2.0,39.0,3.0,2.0,26.0
Aaron Wan-Bissaka,eng ENG,1997.0,2021.0,Manchester Utd,UCL,218.0,261.0,83.5,3291.0,1314.0,117.0,128.0,91.4,89.0,107.0,83.2,9.0,20.0,45.0,1.0,0.2,0.8,4.0,10.0,1.0,0.0,13.0
Wanderson,br BRA,1994.0,2021.0,Krasnodar,UCL,64.0,91.0,70.3,971.0,288.0,33.0,42.0,78.6,25.0,36.0,69.4,4.0,6.0,66.7,0.0,0.1,-0.1,1.0,4.0,4.0,0.0,12.0
Wendel,br BRA,1997.0,2021.0,Zenit,UCL,82.0,86.0,95.3,1371.0,330.0,49.0,52.0,94.2,25.0,25.0,100.0,7.0,7.0,100.0,0.0,0.4,-0.4,2.0,2.0,2.0,1.0,5.0
Oscar Wendt,se SWE,1985.0,2021.0,M'Gladbach,UCL,99.0,120.0,82.5,1712.0,701.0,38.0,43.0,88.4,52.0,59.0,88.1,5.0,9.0,55.6,0.0,0.1,-0.1,3.0,5.0,0.0,0.0,8.0
Timo Werner,de GER,1996.0,2021.0,Chelsea,UCL,147.0,195.0,75.4,2059.0,439.0,95.0,121.0,78.5,38.0,49.0,77.6,6.0,9.0,66.7,3.0,0.6,2.4,3.0,8.0,5.0,0.0,15.0
Georginio Wijnaldum,nl NED,1990.0,2021.0,Liverpool,UCL,224.0,246.0,91.1,3889.0,675.0,95.0,103.0,92.2,110.0,119.0,92.4,14.0,16.0,87.5,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0
Brandon Williams,eng ENG,2000.0,2021.0,Manchester Utd,UCL,25.0,29.0,86.2,407.0,81.0,17.0,20.0,85.0,6.0,7.0,85.7,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Neco Williams,wal WAL,2001.0,2021.0,Liverpool,UCL,115.0,144.0,79.9,2587.0,955.0,39.0,40.0,97.5,51.0,56.0,91.1,25.0,45.0,55.6,1.0,0.6,0.4,2.0,6.0,2.0,2.0,16.0
Rhys Williams,eng ENG,2001.0,2021.0,Liverpool,UCL,202.0,229.0,88.2,4454.0,1265.0,52.0,60.0,86.7,115.0,122.0,94.3,35.0,45.0,77.8,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
Axel Witsel,be BEL,1989.0,2021.0,Dortmund,UCL,323.0,342.0,94.4,5965.0,1199.0,136.0,145.0,93.8,152.0,155.0,98.1,35.0,39.0,89.7,0.0,0.6,-0.6,2.0,27.0,2.0,0.0,18.0
Maximilian Wöber,at AUT,1998.0,2021.0,RB Salzburg,UCL,234.0,311.0,75.2,5184.0,1928.0,69.0,83.0,83.1,112.0,137.0,81.8,51.0,85.0,60.0,0.0,0.1,-0.1,2.0,33.0,2.0,0.0,27.0
Hannes Wolf,at AUT,1999.0,2021.0,M'Gladbach,UCL,22.0,30.0,73.3,364.0,100.0,15.0,19.0,78.9,4.0,5.0,80.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
Ashley Young,eng ENG,1985.0,2021.0,Inter,UCL,156.0,207.0,75.4,2769.0,927.0,81.0,86.0,94.2,57.0,79.0,72.2,14.0,31.0,45.2,0.0,0.2,-0.2,2.0,8.0,4.0,3.0,6.0
Illia Zabarnyi,ua UKR,2002.0,2021.0,Dynamo Kyiv,UCL,287.0,322.0,89.1,6713.0,1383.0,51.0,57.0,89.5,171.0,181.0,94.5,63.0,80.0,78.8,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0
Dan-Axel Zagadou,fr FRA,1999.0,2021.0,Dortmund,UCL,8.0,9.0,88.9,194.0,30.0,2.0,2.0,100.0,3.0,3.0,100.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Denis Zakaria,ch SUI,1996.0,2021.0,M'Gladbach,UCL,107.0,115.0,93.0,1858.0,454.0,50.0,52.0,96.2,45.0,47.0,95.7,11.0,15.0,73.3,0.0,0.1,-0.1,1.0,3.0,1.0,1.0,5.0
Duván Zapata,co COL,1991.0,2021.0,Atalanta,UCL,123.0,183.0,67.2,1896.0,469.0,62.0,87.0,71.3,44.0,61.0,72.1,9.0,15.0,60.0,2.0,0.3,1.7,5.0,5.0,6.0,0.0,17.0
Rifat Zhemaletdinov,ru RUS,1996.0,2021.0,Loko Moscow,UCL,17.0,26.0,65.4,222.0,75.0,11.0,15.0,73.3,4.0,7.0,57.1,1.0,3.0,33.3,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0
Yuri Zhirkov,ru RUS,1983.0,2021.0,Zenit,UCL,76.0,94.0,80.9,1415.0,698.0,29.0,32.0,90.6,35.0,41.0,85.4,10.0,14.0,71.4,0.0,0.2,-0.2,3.0,14.0,4.0,3.0,16.0
Dmitri Zhivoglyadov,ru RUS,1994.0,2021.0,Loko Moscow,UCL,155.0,217.0,71.4,3041.0,1425.0,75.0,82.0,91.5,50.0,68.0,73.5,29.0,53.0,54.7,1.0,0.3,0.7,5.0,14.0,10.0,1.0,27.0
Oleksandr Zinchenko,ua UKR,1996.0,2021.0,Manchester City,UCL,323.0,376.0,85.9,5448.0,1444.0,158.0,174.0,90.8,133.0,154.0,86.4,28.0,40.0,70.0,0.0,0.0,0.0,0.0,34.0,4.0,0.0,24.0
Joshua Zirkzee,nl NED,2001.0,2021.0,Bayern Munich,UCL,2.0,2.0,100.0,33.0,20.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hakim Ziyech,ma MAR,1993.0,2021.0,Chelsea,UCL,146.0,196.0,74.5,2607.0,886.0,72.0,88.0,81.8,49.0,61.0,80.3,19.0,34.0,55.9,0.0,1.2,-1.2,8.0,17.0,5.0,0.0,26.0
Kurt Zouma,fr FRA,1994.0,2021.0,Chelsea,UCL,328.0,367.0,89.4,7317.0,1725.0,77.0,81.0,95.1,189.0,199.0,95.0,61.0,84.0,72.6,0.0,0.0,0.0,0.0,13.0,0.0,0.0,11.0
Oleksandr Zubkov,ua UKR,1996.0,2021.0,Ferencváros,UCL,92.0,128.0,71.9,1643.0,418.0,47.0,57.0,82.5,28.0,39.0,71.8,15.0,24.0,62.5,1.0,0.4,0.6,4.0,9.0,7.0,0.0,15.0
Martin Ødegaard,no NOR,1998.0,2021.0,Real Madrid,UCL,71.0,81.0,87.7,1092.0,224.0,36.0,40.0,90.0,25.0,28.0,89.3,6.0,9.0,66.7,0.0,0.3,-0.3,4.0,2.0,5.0,1.0,4.0
Ignazio Abate,it ITA,1986.0,2019.0,Milan,Europa League,99.0,125.0,79.2,2320.0,793.0,26.0,31.0,83.9,49.0,53.0,92.5,24.0,36.0,66.7,0.0,0.1,-0.1,2.0,10.0,1.0,1.0,9.0
Araz Abdullayev,az AZE,1992.0,2019.0,Qarabağ Ağdam,Europa League,71.0,110.0,64.5,1097.0,168.0,47.0,62.0,75.8,12.0,22.0,54.5,9.0,18.0,50.0,0.0,0.2,-0.2,3.0,1.0,0.0,0.0,1.0
Pape Abou Cisse,sn SEN,1995.0,2019.0,Olympiacos,Europa League,263.0,319.0,82.4,6396.0,2637.0,65.0,72.0,90.3,126.0,142.0,88.7,70.0,103.0,68.0,0.0,0.2,-0.2,1.0,16.0,2.0,0.0,22.0
David Abraham,ar ARG,1986.0,2019.0,Eint Frankfurt,Europa League,202.0,255.0,79.2,4455.0,1560.0,55.0,66.0,83.3,100.0,108.0,92.6,44.0,76.0,57.9,0.0,0.2,-0.2,1.0,24.0,2.0,1.0,30.0
Francesco Acerbi,it ITA,1988.0,2019.0,Lazio,Europa League,390.0,461.0,84.6,8326.0,2870.0,126.0,139.0,90.6,179.0,200.0,89.5,77.0,112.0,68.8,0.0,0.0,0.0,0.0,22.0,3.0,0.0,28.0
Acorán,es ESP,1983.0,2019.0,AÉK Lárnaka,Europa League,143.0,186.0,76.9,2586.0,839.0,63.0,81.0,77.8,64.0,84.0,76.2,16.0,20.0,80.0,1.0,0.8,0.2,13.0,11.0,9.0,2.0,23.0
Rafael Acosta,uy URU,1990.0,2019.0,Jablonec,Europa League,6.0,10.0,60.0,96.0,65.0,3.0,3.0,100.0,2.0,4.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Marcos Acuña,ar ARG,1991.0,2019.0,Sporting CP,Europa League,242.0,314.0,77.1,4933.0,2022.0,86.0,99.0,86.9,114.0,131.0,87.0,40.0,75.0,53.3,0.0,0.3,-0.3,8.0,25.0,10.0,3.0,35.0
Samuel Adegbenro,ng NGA,1995.0,2019.0,Rosenborg,Europa League,39.0,52.0,75.0,597.0,143.0,21.0,25.0,84.0,12.0,15.0,80.0,3.0,6.0,50.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0
Arijan Ademi,mk MKD,1991.0,2019.0,Dinamo Zagreb,Europa League,101.0,129.0,78.3,1666.0,477.0,44.0,58.0,75.9,51.0,56.0,91.1,4.0,8.0,50.0,0.0,0.5,-0.5,2.0,9.0,1.0,0.0,8.0
Adriano,br BRA,1984.0,2019.0,Beşiktaş,Europa League,106.0,140.0,75.7,2180.0,764.0,37.0,44.0,84.1,47.0,58.0,81.0,22.0,35.0,62.9,0.0,0.1,-0.1,1.0,17.0,2.0,1.0,20.0
Luiz Adriano,br BRA,1987.0,2019.0,Spartak Moscow,Europa League,40.0,52.0,76.9,568.0,138.0,22.0,26.0,84.6,15.0,18.0,83.3,1.0,5.0,20.0,0.0,0.3,-0.3,2.0,6.0,1.0,1.0,5.0
Ansi Agolli,al ALB,1982.0,2019.0,Qarabağ Ağdam,Europa League,47.0,57.0,82.5,681.0,278.0,26.0,28.0,92.9,17.0,21.0,81.0,2.0,6.0,33.3,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0
Joseph Aidoo,gh GHA,1995.0,2019.0,Genk,Europa League,294.0,335.0,87.8,6763.0,2010.0,72.0,79.0,91.1,145.0,162.0,89.5,75.0,89.0,84.3,0.0,0.0,0.0,1.0,11.0,0.0,0.0,13.0
Kristoffer Ajer,no NOR,1998.0,2019.0,Celtic,Europa League,89.0,109.0,81.7,1411.0,482.0,48.0,50.0,96.0,37.0,48.0,77.1,4.0,10.0,40.0,0.0,0.1,-0.1,1.0,7.0,0.0,0.0,7.0
Emre Akbaba,tr TUR,1992.0,2019.0,Galatasaray,Europa League,2.0,4.0,50.0,22.0,0.0,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yunus Akgün,tr TUR,2000.0,2019.0,Galatasaray,Europa League,1.0,3.0,33.3,8.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chuba Akpom,eng ENG,1995.0,2019.0,PAOK,Europa League,15.0,17.0,88.2,160.0,26.0,12.0,13.0,92.3,3.0,4.0,75.0,0.0,0.0,,0.0,0.1,-0.1,1.0,0.0,2.0,0.0,2.0
Fatih Aksoy,tr TUR,1997.0,2019.0,Beşiktaş,Europa League,8.0,16.0,50.0,118.0,85.0,4.0,5.0,80.0,3.0,5.0,60.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Deni Alar,at AUT,1990.0,2019.0,Rapid Wien,Europa League,46.0,63.0,73.0,667.0,147.0,32.0,39.0,82.1,11.0,14.0,78.6,3.0,5.0,60.0,1.0,0.3,0.7,5.0,2.0,1.0,0.0,5.0
Lucas Alario,ar ARG,1992.0,2019.0,Leverkusen,Europa League,127.0,160.0,79.4,1967.0,398.0,76.0,92.0,82.6,39.0,49.0,79.6,8.0,10.0,80.0,0.0,0.2,-0.2,3.0,8.0,4.0,0.0,12.0
Luis Alberto,es ESP,1992.0,2019.0,Lazio,Europa League,128.0,170.0,75.3,1927.0,657.0,64.0,77.0,83.1,50.0,60.0,83.3,8.0,24.0,33.3,1.0,0.5,0.5,2.0,19.0,4.0,0.0,24.0
Hasan Ali Kaldırım,tr TUR,1989.0,2019.0,Fenerbahçe,Europa League,266.0,353.0,75.4,4804.0,2323.0,117.0,125.0,93.6,116.0,148.0,78.4,28.0,66.0,42.4,0.0,0.9,-0.9,8.0,24.0,11.0,2.0,44.0
Barış Alıcı,tr TUR,1997.0,2019.0,Fenerbahçe,Europa League,34.0,49.0,69.4,525.0,100.0,19.0,25.0,76.0,12.0,17.0,70.6,3.0,4.0,75.0,0.0,0.1,-0.1,1.0,0.0,1.0,0.0,2.0
Allan,br BRA,1991.0,2019.0,Napoli,Europa League,264.0,312.0,84.6,4727.0,1304.0,111.0,125.0,88.8,111.0,126.0,88.1,36.0,48.0,75.0,0.0,0.1,-0.1,3.0,26.0,4.0,0.0,26.0
André Almeida Pinto,pt POR,1989.0,2019.0,Sporting CP,Europa League,297.0,322.0,92.2,6496.0,2478.0,82.0,85.0,96.5,158.0,175.0,90.3,56.0,61.0,91.8,0.0,0.0,0.0,0.0,14.0,0.0,0.0,20.0
André Almeida,pt POR,1990.0,2019.0,Benfica,Europa League,161.0,221.0,72.9,2488.0,1057.0,85.0,96.0,88.5,64.0,87.0,73.6,8.0,27.0,29.6,0.0,0.0,0.0,1.0,5.0,3.0,1.0,10.0
Richard Almeida,az AZE,1989.0,2019.0,Astana FK,Europa League,152.0,186.0,81.7,3017.0,849.0,65.0,79.0,82.3,56.0,64.0,87.5,31.0,41.0,75.6,0.0,0.8,-0.8,13.0,18.0,4.0,0.0,19.0
Marcos Alonso,es ESP,1990.0,2019.0,Chelsea,Europa League,249.0,289.0,86.2,4413.0,1642.0,108.0,118.0,91.5,117.0,135.0,86.7,24.0,33.0,72.7,1.0,1.0,0.0,4.0,17.0,5.0,3.0,22.0
Ibrahim Amadou,fr FRA,1993.0,2019.0,Sevilla,Europa League,151.0,164.0,92.1,3317.0,923.0,36.0,39.0,92.3,87.0,91.0,95.6,27.0,33.0,81.8,0.0,0.2,-0.2,1.0,8.0,0.0,0.0,6.0
Jordan Amavi,fr FRA,1994.0,2019.0,Marseille,Europa League,147.0,180.0,81.7,2398.0,912.0,82.0,87.0,94.3,53.0,64.0,82.8,12.0,25.0,48.0,0.0,0.3,-0.3,5.0,11.0,2.0,2.0,9.0
Ethan Ampadu,wal WAL,2000.0,2019.0,Chelsea,Europa League,120.0,129.0,93.0,2367.0,635.0,50.0,53.0,94.3,54.0,56.0,96.4,15.0,19.0,78.9,0.0,0.0,0.0,1.0,10.0,0.0,0.0,9.0
Sofyan Amrabat,ma MAR,1996.0,2019.0,Club Brugge,Europa League,46.0,68.0,67.6,829.0,271.0,20.0,24.0,83.3,23.0,28.0,82.1,3.0,12.0,25.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Francis Amuzu,be BEL,1999.0,2019.0,Anderlecht,Europa League,90.0,122.0,73.8,1503.0,349.0,45.0,53.0,84.9,33.0,44.0,75.0,10.0,20.0,50.0,0.0,0.3,-0.3,3.0,2.0,6.0,3.0,4.0
