Player,Nation,Born,Season,Squad,Comp,yellow_cards,red_cards,2nd_yellow_cards,fouls_committed,fouls_drawn,offsides,pks_won,pks_conceded,own_goals,loose_balls_recovered,aerials_won,aerials_lost,aerials_won_pct
Jonathan Burkardt,de GER,2000.0,2021.0,Mainz 05,de Bundesliga,0.0,0.0,0.0,20.0,38.0,2.0,0.0,0.0,0.0,101.0,15.0,48.0,23.8
Nishan Burkart,ch SUI,2000.0,2021.0,Freiburg,de Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,1.0,0.0,100.0
Oliver Burke,sco SCO,1997.0,2021.0,Sheffield Utd,eng Premier League,2.0,0.0,0.0,22.0,6.0,3.0,0.0,0.0,0.0,43.0,24.0,46.0,34.3
Dan Burn,eng ENG,1992.0,2021.0,Brighton,eng Premier League,5.0,0.0,0.0,25.0,4.0,4.0,0.0,1.0,1.0,161.0,72.0,32.0,69.2
Patrick Burner,fr FRA,1996.0,2021.0,Nice,fr Ligue 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Patrick Burner,fr FRA,1996.0,2021.0,Nîmes,fr Ligue 1,0.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,103.0,7.0,17.0,29.2
Maxime Busi,be BEL,1999.0,2021.0,Parma,it Serie A,3.0,0.0,0.0,13.0,7.0,0.0,0.0,1.0,0.0,62.0,8.0,8.0,50.0
Sergio Busquets,es ESP,1988.0,2021.0,Barcelona,es La Liga,7.0,0.0,0.0,32.0,43.0,0.0,0.0,0.0,0.0,221.0,35.0,27.0,56.5
Oskar Buur,dk DEN,1998.0,2021.0,Wolves,eng Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
Erick Cabaco,uy URU,1995.0,2021.0,Getafe,es La Liga,9.0,0.0,0.0,24.0,20.0,1.0,0.0,0.0,0.0,140.0,52.0,19.0,73.2
