Player,Nation,Born,Season,Squad,Comp,yellow_cards,red_cards,2nd_yellow_cards,fouls_committed,fouls_drawn,offsides,pks_won,pks_conceded,own_goals,loose_balls_recovered,aerials_won,aerials_lost,aerials_won_pct
Raúl García,es ESP,1989.0,2019.0,Leganés,es La Liga,1.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,46.0,7.0,0.0,100.0
Sergio García,es ESP,1983.0,2019.0,Espanyol,es La Liga,3.0,0.0,0.0,17.0,37.0,2.0,0.0,0.0,0.0,76.0,13.0,21.0,38.2
James Garner,eng ENG,2001.0,2019.0,Manchester Utd,eng Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
Mario Gaspar,es ESP,1990.0,2019.0,Villarreal,es La Liga,17.0,1.0,1.0,50.0,12.0,1.0,0.0,1.0,0.0,235.0,48.0,41.0,53.9
Marcello Gazzola,it ITA,1985.0,2019.0,Parma,it Serie A,3.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,60.0,20.0,18.0,52.6
Jean-Philippe Gbamin,ci CIV,1995.0,2019.0,Mainz 05,de Bundesliga,3.0,0.0,0.0,40.0,30.0,1.0,0.0,1.0,0.0,389.0,39.0,33.0,54.2
Theodor Gebre Selassie,cz CZE,1986.0,2019.0,Werder Bremen,de Bundesliga,2.0,0.0,0.0,33.0,33.0,3.0,1.0,0.0,0.0,266.0,74.0,46.0,61.7
Dennis Geiger,de GER,1998.0,2019.0,Hoffenheim,de Bundesliga,1.0,0.0,0.0,5.0,6.0,0.0,1.0,0.0,0.0,26.0,1.0,5.0,16.7
Jérémy Gélin,fr FRA,1997.0,2019.0,Rennes,fr Ligue 1,3.0,1.0,0.0,18.0,8.0,0.0,0.0,0.0,0.0,167.0,7.0,15.0,31.8
Romain Genevois,ht HAI,1987.0,2019.0,Caen,fr Ligue 1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,3.0,40.0
Christian Gentner,de GER,1985.0,2019.0,Stuttgart,de Bundesliga,3.0,0.0,0.0,31.0,31.0,3.0,0.0,0.0,1.0,238.0,21.0,16.0,56.8
Yannick Gerhardt,de GER,1994.0,2019.0,Wolfsburg,de Bundesliga,2.0,0.0,0.0,29.0,41.0,5.0,1.0,0.0,0.0,232.0,15.0,33.0,31.3
Valère Germain,fr FRA,1990.0,2019.0,Marseille,fr Ligue 1,1.0,0.0,0.0,23.0,20.0,5.0,0.0,0.0,0.0,105.0,72.0,116.0,38.3
Gerson,br BRA,1997.0,2019.0,Fiorentina,it Serie A,9.0,0.0,0.0,51.0,85.0,4.0,0.0,1.0,1.0,264.0,29.0,33.0,46.8
Gervinho,ci CIV,1987.0,2019.0,Parma,it Serie A,3.0,0.0,0.0,12.0,33.0,15.0,1.0,0.0,0.0,133.0,0.0,7.0,0.0
Willem Geubbels,fr FRA,2001.0,2019.0,Monaco,fr Ligue 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
Lamine Ghezali,fr FRA,1999.0,2019.0,Saint-Étienne,fr Ligue 1,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0
Rachid Ghezzal,dz ALG,1992.0,2019.0,Leicester City,eng Premier League,3.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,74.0,5.0,9.0,35.7
Paolo Ghiglione,it ITA,1997.0,2019.0,Frosinone,it Serie A,4.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,42.0,2.0,2.0,50.0
Saman Ghoddos,ir IRN,1993.0,2019.0,Amiens,fr Ligue 1,4.0,0.0,0.0,29.0,43.0,5.0,0.0,0.0,0.0,129.0,11.0,21.0,34.4
Faouzi Ghoulam,dz ALG,1991.0,2019.0,Napoli,it Serie A,2.0,0.0,0.0,13.0,18.0,4.0,0.0,0.0,0.0,103.0,30.0,14.0,68.2
Emanuele Giaccherini,it ITA,1985.0,2019.0,Chievo,it Serie A,8.0,0.0,0.0,20.0,47.0,5.0,1.0,0.0,1.0,180.0,8.0,26.0,23.5
Morgan Gibbs-White,eng ENG,2000.0,2019.0,Wolves,eng Premier League,1.0,0.0,0.0,8.0,6.0,2.0,0.0,0.0,0.0,61.0,8.0,12.0,40.0
Ben Gibson,eng ENG,1993.0,2019.0,Burnley,eng Premier League,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,1.0,75.0
Niko Gießelmann,de GER,1991.0,2019.0,Düsseldorf,de Bundesliga,2.0,0.0,0.0,27.0,39.0,4.0,1.0,0.0,0.0,232.0,37.0,21.0,63.8
Daniel Ginczek,de GER,1991.0,2019.0,Wolfsburg,de Bundesliga,4.0,0.0,0.0,14.0,14.0,4.0,0.0,0.0,0.0,78.0,16.0,19.0,45.7
Matthias Ginter,de GER,1994.0,2019.0,M'Gladbach,de Bundesliga,2.0,0.0,0.0,12.0,15.0,2.0,0.0,0.0,0.0,227.0,55.0,34.0,61.8
Andrei Girotto,br BRA,1992.0,2019.0,Nantes,fr Ligue 1,6.0,3.0,2.0,34.0,23.0,0.0,0.0,0.0,0.0,214.0,38.0,29.0,56.7
Olivier Giroud,fr FRA,1986.0,2019.0,Chelsea,eng Premier League,1.0,0.0,0.0,12.0,6.0,6.0,0.0,0.0,0.0,22.0,27.0,15.0,64.3
Kamil Glik,pl POL,1988.0,2019.0,Monaco,fr Ligue 1,10.0,0.0,0.0,31.0,40.0,0.0,0.0,2.0,0.0,286.0,82.0,58.0,58.6
Serge Gnabry,de GER,1995.0,2019.0,Bayern Munich,de Bundesliga,0.0,0.0,0.0,25.0,15.0,13.0,0.0,0.0,0.0,110.0,3.0,13.0,18.8
Joris Gnagnon,fr FRA,1997.0,2019.0,Sevilla,es La Liga,2.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,43.0,11.0,7.0,61.1
Eddy Gnahoré,fr FRA,1993.0,2019.0,Amiens,fr Ligue 1,4.0,2.0,2.0,34.0,9.0,3.0,0.0,0.0,0.0,218.0,27.0,22.0,55.1
Massimo Gobbi,it ITA,1980.0,2019.0,Parma,it Serie A,3.0,0.0,0.0,25.0,6.0,0.0,0.0,1.0,0.0,110.0,9.0,8.0,52.9
Kevin Goden,de GER,1999.0,2019.0,Nürnberg,de Bundesliga,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,1.0,83.3
Diego Godín,uy URU,1986.0,2019.0,Atlético Madrid,es La Liga,6.0,0.0,0.0,32.0,24.0,0.0,0.0,1.0,1.0,271.0,67.0,42.0,61.5
Edoardo Goldaniga,it ITA,1993.0,2019.0,Frosinone,it Serie A,6.0,0.0,0.0,46.0,36.0,3.0,0.0,0.0,0.0,241.0,47.0,31.0,60.3
Aleksandr Golovin,ru RUS,1996.0,2019.0,Monaco,fr Ligue 1,7.0,1.0,0.0,45.0,43.0,1.0,0.0,0.0,0.0,223.0,9.0,21.0,30.0
André Gomes,pt POR,1993.0,2019.0,Everton,eng Premier League,7.0,0.0,0.0,49.0,27.0,0.0,0.0,0.0,0.0,266.0,31.0,25.0,55.4
Angel Gomes,eng ENG,2000.0,2019.0,Manchester Utd,eng Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,
Ibai Gómez,es ESP,1989.0,2019.0,Athletic Club,es La Liga,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,39.0,7.0,7.0,50.0
Ibai Gómez,es ESP,1989.0,2019.0,Alavés,es La Liga,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,124.0,4.0,6.0,40.0
Joe Gomez,eng ENG,1997.0,2019.0,Liverpool,eng Premier League,2.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,141.0,17.0,10.0,63.0
Mario Gómez,de GER,1985.0,2019.0,Stuttgart,de Bundesliga,4.0,1.0,1.0,33.0,22.0,13.0,0.0,0.0,0.0,82.0,52.0,50.0,51.0
Maxi Gómez,uy URU,1996.0,2019.0,Celta Vigo,es La Liga,6.0,1.0,1.0,70.0,66.0,43.0,0.0,0.0,0.0,114.0,92.0,105.0,46.7
Moi Gómez,es ESP,1994.0,2019.0,Huesca,es La Liga,3.0,0.0,0.0,47.0,25.0,0.0,0.0,0.0,0.0,355.0,18.0,24.0,42.9
Papu Gómez,ar ARG,1988.0,2019.0,Atalanta,it Serie A,5.0,0.0,0.0,26.0,93.0,5.0,0.0,1.0,0.0,189.0,5.0,14.0,26.3
Sergi Gómez,es ESP,1992.0,2019.0,Sevilla,es La Liga,1.0,0.0,0.0,28.0,7.0,2.0,0.0,0.0,0.0,263.0,70.0,44.0,61.4
Maxime Gonalons,fr FRA,1989.0,2019.0,Sevilla,es La Liga,0.0,0.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0,83.0,18.0,11.0,62.1
Anthony Gonçalves,fr FRA,1986.0,2019.0,Strasbourg,fr Ligue 1,3.0,0.0,0.0,32.0,9.0,2.0,0.0,0.0,0.0,84.0,9.0,11.0,45.0
Jérôme Gondorf,de GER,1988.0,2019.0,Freiburg,de Bundesliga,3.0,0.0,0.0,30.0,25.0,2.0,0.0,0.0,0.0,160.0,9.0,17.0,34.6
Álvaro González,es ESP,1990.0,2019.0,Villarreal,es La Liga,17.0,2.0,2.0,28.0,32.0,1.0,0.0,1.0,0.0,275.0,63.0,33.0,65.6
Bruno González,es ESP,1990.0,2019.0,Getafe,es La Liga,7.0,1.0,1.0,24.0,13.0,0.0,0.0,0.0,0.0,247.0,33.0,20.0,62.3
Cristo González,es ESP,1997.0,2019.0,Real Madrid,es La Liga,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Giancarlo González,cr CRC,1988.0,2019.0,Bologna,it Serie A,2.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,92.0,26.0,18.0,59.1
Nicolás González,ar ARG,1998.0,2019.0,Stuttgart,de Bundesliga,2.0,1.0,0.0,29.0,49.0,10.0,0.0,0.0,0.0,133.0,86.0,64.0,57.3
Jon Gorenc Stanković,si SVN,1996.0,2019.0,Huddersfield,eng Premier League,2.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,76.0,16.0,15.0,51.6
Leon Goretzka,de GER,1995.0,2019.0,Bayern Munich,de Bundesliga,3.0,0.0,0.0,28.0,20.0,1.0,0.0,0.0,1.0,206.0,22.0,31.0,41.5
Mirko Gori,it ITA,1993.0,2019.0,Frosinone,it Serie A,3.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,33.0,1.0,3.0,25.0
Andoni Gorosabel,es ESP,1996.0,2019.0,Real Sociedad,es La Liga,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,47.0,3.0,4.0,42.9
Robin Gosens,de GER,1994.0,2019.0,Atalanta,it Serie A,2.0,0.0,0.0,27.0,31.0,8.0,0.0,0.0,0.0,201.0,33.0,15.0,68.8
Dan Gosling,eng ENG,1990.0,2019.0,Bournemouth,eng Premier League,8.0,0.0,0.0,29.0,24.0,2.0,0.0,0.0,0.0,226.0,19.0,28.0,40.4
Felix Götze,de GER,1998.0,2019.0,Augsburg,de Bundesliga,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,14.0,1.0,4.0,20.0
Mario Götze,de GER,1992.0,2019.0,Dortmund,de Bundesliga,0.0,0.0,0.0,21.0,26.0,11.0,0.0,0.0,0.0,120.0,3.0,20.0,13.0
Prince-Désir Gouano,fr FRA,1993.0,2019.0,Amiens,fr Ligue 1,2.0,0.0,0.0,30.0,41.0,0.0,0.0,2.0,1.0,267.0,61.0,32.0,65.6
Yoann Gourcuff,fr FRA,1986.0,2019.0,Dijon,fr Ligue 1,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0
Jeffrey Gouweleeuw,nl NED,1991.0,2019.0,Augsburg,de Bundesliga,4.0,0.0,0.0,22.0,9.0,0.0,0.0,0.0,0.0,343.0,33.0,29.0,53.2
Paolo Gozzi Iweru,it ITA,2001.0,2019.0,Juventus,it Serie A,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,100.0
Max Gradel,ci CIV,1987.0,2019.0,Toulouse,fr Ligue 1,6.0,0.0,0.0,70.0,94.0,17.0,2.0,0.0,0.0,248.0,33.0,55.0,37.5
Jonathan Gradit,fr FRA,1992.0,2019.0,Caen,fr Ligue 1,1.0,0.0,0.0,21.0,37.0,1.0,0.0,0.0,1.0,198.0,38.0,34.0,52.8
Samuel Grandsir,fr FRA,1996.0,2019.0,Monaco,fr Ligue 1,1.0,1.0,0.0,10.0,2.0,2.0,0.0,0.0,0.0,40.0,2.0,6.0,25.0
Samuel Grandsir,fr FRA,1996.0,2019.0,Strasbourg,fr Ligue 1,0.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,13.0,1.0,3.0,25.0
Álex Granell,es ESP,1988.0,2019.0,Girona,es La Liga,5.0,0.0,0.0,33.0,48.0,1.0,0.0,0.0,0.0,232.0,23.0,25.0,47.9
Esteban Granero,es ESP,1987.0,2019.0,Espanyol,es La Liga,11.0,0.0,0.0,38.0,42.0,0.0,0.0,1.0,0.0,177.0,16.0,27.0,37.2
Karlan Grant,eng ENG,1997.0,2019.0,Huddersfield,eng Premier League,0.0,0.0,0.0,8.0,8.0,4.0,1.0,0.0,0.0,52.0,6.0,37.0,14.0
Alberto Grassi,it ITA,1995.0,2019.0,Parma,it Serie A,0.0,0.0,0.0,9.0,11.0,0.0,0.0,1.0,0.0,27.0,5.0,5.0,50.0
Andre Gray,jm JAM,1991.0,2019.0,Watford,eng Premier League,2.0,0.0,0.0,12.0,9.0,16.0,0.0,0.0,0.0,49.0,11.0,43.0,20.4
Demarai Gray,eng ENG,1996.0,2019.0,Leicester City,eng Premier League,2.0,0.0,0.0,15.0,16.0,3.0,0.0,0.0,0.0,137.0,8.0,19.0,29.6
Mason Greenwood,eng ENG,2001.0,2019.0,Manchester Utd,eng Premier League,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0
Michael Gregoritsch,at AUT,1994.0,2019.0,Augsburg,de Bundesliga,4.0,0.0,0.0,28.0,28.0,17.0,0.0,0.0,0.0,192.0,46.0,65.0,41.4
Clément Grenier,fr FRA,1991.0,2019.0,Rennes,fr Ligue 1,6.0,0.0,0.0,34.0,25.0,0.0,0.0,1.0,0.0,299.0,5.0,16.0,23.8
Antoine Griezmann,fr FRA,1991.0,2019.0,Atlético Madrid,es La Liga,5.0,0.0,0.0,18.0,35.0,12.0,0.0,0.0,0.0,184.0,31.0,30.0,50.8
Vincenzo Grifo,it ITA,1993.0,2019.0,Freiburg,de Bundesliga,1.0,0.0,0.0,8.0,17.0,9.0,1.0,0.0,0.0,123.0,5.0,12.0,29.4
Vincenzo Grifo,it ITA,1993.0,2019.0,Hoffenheim,de Bundesliga,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,29.0,1.0,0.0,100.0
Florian Grillitsch,at AUT,1995.0,2019.0,Hoffenheim,de Bundesliga,8.0,0.0,0.0,42.0,47.0,0.0,0.0,1.0,0.0,387.0,36.0,38.0,48.6
Jérémy Grimm,fr FRA,1987.0,2019.0,Strasbourg,fr Ligue 1,2.0,0.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,19.0,4.0,3.0,57.1
Pascal Groß,de GER,1991.0,2019.0,Brighton,eng Premier League,1.0,0.0,0.0,12.0,14.0,5.0,1.0,1.0,0.0,151.0,4.0,25.0,13.8
Sergej Grubac,me MNE,2000.0,2019.0,Chievo,it Serie A,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,10.0,11.0,47.6
Marko Grujić,rs SRB,1996.0,2019.0,Hertha BSC,de Bundesliga,5.0,0.0,0.0,45.0,22.0,0.0,0.0,1.0,0.0,211.0,59.0,30.0,66.3
Andrés Guardado,mx MEX,1986.0,2019.0,Betis,es La Liga,8.0,0.0,0.0,44.0,38.0,2.0,0.0,1.0,0.0,239.0,9.0,17.0,34.6
Sergi Guardiola,es ESP,1991.0,2019.0,Getafe,es La Liga,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
Sergi Guardiola,es ESP,1991.0,2019.0,Valladolid,es La Liga,0.0,0.0,0.0,37.0,31.0,14.0,3.0,0.0,0.0,60.0,25.0,67.0,27.2
Metehan Güçlü,tr TUR,1999.0,2019.0,Paris S-G,fr Ligue 1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Gonçalo Guedes,pt POR,1996.0,2019.0,Valencia,es La Liga,2.0,0.0,0.0,19.0,50.0,7.0,0.0,0.0,0.0,112.0,5.0,10.0,33.3
Mattéo Guendouzi,fr FRA,1999.0,2019.0,Arsenal,eng Premier League,9.0,0.0,0.0,25.0,62.0,0.0,0.0,0.0,0.0,272.0,16.0,14.0,53.3
Javi Guerra,es ESP,1982.0,2019.0,Rayo Vallecano,es La Liga,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,10.0,10.0,10.0,50.0
Raphaël Guerreiro,pt POR,1993.0,2019.0,Dortmund,de Bundesliga,2.0,0.0,0.0,10.0,22.0,3.0,0.0,0.0,0.0,129.0,5.0,14.0,26.3
Francis Guerrero,es ESP,1996.0,2019.0,Betis,es La Liga,2.0,0.0,0.0,9.0,39.0,1.0,0.0,0.0,0.0,127.0,5.0,20.0,20.0
Ander Guevara,es ESP,1997.0,2019.0,Real Sociedad,es La Liga,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,100.0
Makhtar Gueye,sn SEN,1997.0,2019.0,Saint-Étienne,fr Ligue 1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,75.0
John Guidetti,se SWE,1992.0,2019.0,Alavés,es La Liga,2.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,25.0,10.0,22.0,31.3
Josuha Guilavogui,fr FRA,1990.0,2019.0,Wolfsburg,de Bundesliga,5.0,0.0,0.0,24.0,8.0,0.0,0.0,0.0,0.0,240.0,31.0,12.0,72.1
Frederic Guilbert,fr FRA,1994.0,2019.0,Caen,fr Ligue 1,10.0,1.0,1.0,57.0,37.0,1.0,0.0,0.0,0.0,358.0,53.0,52.0,50.5
Baptiste Guillaume,be BEL,1995.0,2019.0,Nîmes,fr Ligue 1,4.0,0.0,0.0,24.0,20.0,3.0,1.0,0.0,0.0,50.0,53.0,50.0,51.5
Sehrou Guirassy,fr FRA,1996.0,2019.0,Amiens,fr Ligue 1,0.0,1.0,0.0,16.0,38.0,8.0,0.0,0.0,0.0,61.0,63.0,54.0,53.8
Manuel Gulde,de GER,1991.0,2019.0,Freiburg,de Bundesliga,3.0,0.0,0.0,10.0,21.0,1.0,0.0,0.0,0.0,195.0,17.0,13.0,56.7
Gerard Gumbau,es ESP,1994.0,2019.0,Leganés,es La Liga,6.0,1.0,1.0,28.0,11.0,0.0,0.0,0.0,0.0,121.0,15.0,6.0,71.4
İlkay Gündoğan,de GER,1990.0,2019.0,Manchester City,eng Premier League,3.0,0.0,0.0,14.0,23.0,0.0,0.0,0.0,0.0,239.0,17.0,18.0,48.6
Aron Gunnarsson,is ISL,1989.0,2019.0,Cardiff City,eng Premier League,5.0,0.0,0.0,27.0,30.0,0.0,0.0,0.0,0.0,348.0,38.0,28.0,57.6
Christian Günter,de GER,1993.0,2019.0,Freiburg,de Bundesliga,4.0,1.0,1.0,28.0,27.0,5.0,0.0,0.0,0.0,204.0,10.0,16.0,38.5
Koray Günter,de GER,1994.0,2019.0,Genoa,it Serie A,1.0,0.0,0.0,6.0,9.0,1.0,0.0,0.0,0.0,75.0,21.0,6.0,77.8
Serdar Gürler,tr TUR,1991.0,2019.0,Huesca,es La Liga,2.0,0.0,0.0,5.0,11.0,7.0,0.0,0.0,0.0,37.0,3.0,16.0,15.8
Ahmet Gürleyen,de GER,1999.0,2019.0,Mainz 05,de Bundesliga,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0
Gorka Guruzeta,es ESP,1996.0,2019.0,Athletic Club,es La Liga,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,25.0
Luiz Gustavo,br BRA,1987.0,2019.0,Marseille,fr Ligue 1,8.0,0.0,0.0,38.0,41.0,2.0,0.0,2.0,0.0,258.0,7.0,21.0,25.0
Jonathan de Guzmán,nl NED,1987.0,2019.0,Eint Frankfurt,de Bundesliga,4.0,0.0,0.0,20.0,17.0,2.0,0.0,0.0,0.0,188.0,16.0,11.0,59.3
Janik Haberer,de GER,1994.0,2019.0,Freiburg,de Bundesliga,5.0,1.0,1.0,48.0,47.0,3.0,0.0,0.0,0.0,299.0,43.0,45.0,48.9
Hacen,mr MTN,1997.0,2019.0,Valladolid,es La Liga,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,
Alexander Hack,de GER,1993.0,2019.0,Mainz 05,de Bundesliga,1.0,0.0,0.0,13.0,8.0,0.0,0.0,1.0,0.0,185.0,31.0,22.0,58.5
Munir El Haddadi,ma MAR,1995.0,2019.0,Barcelona,es La Liga,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,
Munir El Haddadi,ma MAR,1995.0,2019.0,Sevilla,es La Liga,2.0,0.0,0.0,17.0,24.0,9.0,0.0,0.0,0.0,70.0,15.0,32.0,31.9
Oussama Haddadi,tn TUN,1992.0,2019.0,Dijon,fr Ligue 1,6.0,1.0,1.0,30.0,12.0,4.0,0.0,0.0,0.0,290.0,24.0,21.0,53.3
Florent Hadergjonaj,xk KVX,1994.0,2019.0,Huddersfield,eng Premier League,1.0,0.0,0.0,12.0,19.0,2.0,0.0,1.0,0.0,183.0,15.0,13.0,53.6
Benjamin Hadžić,ba BIH,1999.0,2019.0,Hannover 96,de Bundesliga,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
André Hahn,de GER,1990.0,2019.0,Augsburg,de Bundesliga,7.0,0.0,0.0,67.0,22.0,20.0,0.0,0.0,0.0,130.0,40.0,44.0,47.6
Amadou Haidara,ml MLI,1998.0,2019.0,RB Leipzig,de Bundesliga,1.0,0.0,0.0,10.0,5.0,1.0,0.0,0.0,0.0,48.0,10.0,9.0,52.6
Oualid El Hajjam,ma MAR,1991.0,2019.0,Amiens,fr Ligue 1,1.0,0.0,0.0,10.0,8.0,0.0,0.0,1.0,0.0,58.0,6.0,3.0,66.7
Achraf Hakimi,ma MAR,1998.0,2019.0,Dortmund,de Bundesliga,4.0,0.0,0.0,14.0,35.0,0.0,0.0,0.0,0.0,189.0,13.0,10.0,56.5
Sébastien Haller,ci CIV,1994.0,2019.0,Eint Frankfurt,de Bundesliga,3.0,0.0,0.0,42.0,44.0,20.0,0.0,0.0,0.0,120.0,122.0,101.0,54.7
Emil Hallfreðsson,is ISL,1984.0,2019.0,Udinese,it Serie A,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,
Emil Hallfreðsson,is ISL,1984.0,2019.0,Frosinone,it Serie A,2.0,0.0,0.0,10.0,3.0,0.0,0.0,1.0,0.0,56.0,1.0,2.0,33.3
Marcel Halstenberg,de GER,1991.0,2019.0,RB Leipzig,de Bundesliga,2.0,0.0,0.0,24.0,21.0,2.0,1.0,0.0,0.0,305.0,55.0,30.0,64.7
Romain Hamouma,fr FRA,1987.0,2019.0,Saint-Étienne,fr Ligue 1,3.0,1.0,1.0,24.0,34.0,4.0,0.0,0.0,0.0,109.0,19.0,39.0,32.8
Marek Hamšík,sk SVK,1987.0,2019.0,Napoli,it Serie A,1.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,83.0,4.0,1.0,80.0
Dávid Hancko,sk SVK,1997.0,2019.0,Fiorentina,it Serie A,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,27.0,7.0,2.0,77.8
Genki Haraguchi,jp JPN,1991.0,2019.0,Hannover 96,de Bundesliga,1.0,0.0,0.0,34.0,35.0,1.0,0.0,1.0,0.0,186.0,25.0,22.0,53.2
Féthi Harek,dz ALG,1982.0,2019.0,Nîmes,fr Ligue 1,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,21.0,4.0,2.0,66.7
Amine Harit,ma MAR,1997.0,2019.0,Schalke 04,de Bundesliga,1.0,0.0,0.0,11.0,50.0,2.0,1.0,0.0,0.0,91.0,4.0,10.0,28.6
Martin Harnik,at AUT,1987.0,2019.0,Werder Bremen,de Bundesliga,2.0,0.0,0.0,17.0,6.0,8.0,0.0,0.0,0.0,56.0,18.0,31.0,36.7
Kadeem Harris,eng ENG,1993.0,2019.0,Cardiff City,eng Premier League,1.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,24.0,5.0,4.0,55.6
Makoto Hasebe,jp JPN,1984.0,2019.0,Eint Frankfurt,de Bundesliga,4.0,0.0,0.0,18.0,31.0,1.0,0.0,0.0,0.0,421.0,20.0,30.0,40.0
Hans Hateboer,nl NED,1994.0,2019.0,Atalanta,it Serie A,5.0,0.0,0.0,32.0,14.0,5.0,0.0,0.0,0.0,233.0,59.0,41.0,59.0
Kai Havertz,de GER,1999.0,2019.0,Leverkusen,de Bundesliga,2.0,0.0,0.0,24.0,52.0,4.0,0.0,0.0,0.0,234.0,43.0,57.0,43.0
Isaac Hayden,eng ENG,1995.0,2019.0,Newcastle Utd,eng Premier League,3.0,1.0,0.0,32.0,14.0,0.0,0.0,0.0,0.0,225.0,34.0,30.0,53.1
Eden Hazard,be BEL,1991.0,2019.0,Chelsea,eng Premier League,2.0,0.0,0.0,12.0,104.0,11.0,1.0,0.0,0.0,173.0,14.0,20.0,41.2
Thorgan Hazard,be BEL,1993.0,2019.0,M'Gladbach,de Bundesliga,1.0,0.0,0.0,27.0,63.0,16.0,0.0,1.0,0.0,237.0,11.0,52.0,17.5
Rhys Healey,wal WAL,1994.0,2019.0,Cardiff City,eng Premier League,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,50.0
Dominique Heintz,de GER,1993.0,2019.0,Freiburg,de Bundesliga,5.0,0.0,0.0,30.0,15.0,2.0,0.0,3.0,0.0,314.0,37.0,31.0,54.4
Filip Helander,se SWE,1993.0,2019.0,Bologna,it Serie A,6.0,0.0,0.0,28.0,7.0,0.0,0.0,1.0,0.0,182.0,54.0,17.0,76.1
Jordan Henderson,eng ENG,1990.0,2019.0,Liverpool,eng Premier League,2.0,1.0,1.0,26.0,12.0,2.0,0.0,0.0,0.0,278.0,16.0,16.0,50.0
Jeff Hendrick,ie IRL,1992.0,2019.0,Burnley,eng Premier League,4.0,0.0,0.0,18.0,13.0,9.0,0.0,1.0,0.0,185.0,12.0,24.0,33.3
Rouwen Hennings,de GER,1987.0,2019.0,Düsseldorf,de Bundesliga,3.0,0.0,0.0,23.0,22.0,8.0,0.0,1.0,0.0,69.0,34.0,54.0,38.6
Benjamin Henrichs,de GER,1997.0,2019.0,Monaco,fr Ligue 1,3.0,0.0,0.0,35.0,42.0,4.0,0.0,0.0,0.0,152.0,13.0,10.0,56.5
Benjamin Henrichs,de GER,1997.0,2019.0,Leverkusen,de Bundesliga,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,
