Player,Nation,Born,Season,Squad,Comp,Goals,Shots,SoT,SoT_Pct,Sh_per_90,SoT_per_90,Goals_per_Shot,Goals_per_SoT,avg_dist_of_shots_from_goal,shots_from_fk,pk_made,pk_att,xG,npxG,npxG_per_Shot,G_minus_xG,npG_minus_xG
Gedson Fernandes,pt POR,1999.0,2020.0,Tottenham,eng Premier League,0.0,2.0,0.0,0.0,2.65,0.0,0.0,,20.4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Gelson Fernandes,ch SUI,1986.0,2020.0,Eint Frankfurt,de Bundesliga,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Matheus Fernandes,br BRA,1998.0,2020.0,Valladolid,es La Liga,0.0,2.0,0.0,0.0,1.08,0.0,0.0,,11.7,0.0,0.0,0.0,0.5,0.5,0.27,-0.5,-0.5
Carlos Fernández,es ESP,1996.0,2020.0,Granada,es La Liga,10.0,45.0,18.0,40.0,1.84,0.74,0.2,0.5,15.0,3.0,1.0,1.0,8.7,8.0,0.18,1.3,1.0
Federico Fernández,ar ARG,1989.0,2020.0,Newcastle Utd,eng Premier League,2.0,16.0,6.0,37.5,0.55,0.21,0.13,0.33,10.7,0.0,0.0,0.0,1.7,1.7,0.11,0.3,0.3
Gabriel Fernández,uy URU,1994.0,2020.0,Celta Vigo,es La Liga,1.0,7.0,3.0,42.9,1.12,0.48,0.14,0.33,10.3,0.0,0.0,0.0,1.0,1.0,0.14,0.0,0.0
Joaquín Fernández,es ESP,1996.0,2020.0,Valladolid,es La Liga,2.0,10.0,4.0,40.0,0.54,0.22,0.2,0.5,17.3,0.0,0.0,0.0,0.7,0.7,0.07,1.3,1.3
Fernandinho,br BRA,1985.0,2020.0,Manchester City,eng Premier League,0.0,17.0,2.0,11.8,0.64,0.08,0.0,0.0,13.2,0.0,0.0,0.0,1.1,1.1,0.06,-1.1,-1.1
Fernando,br BRA,1987.0,2020.0,Sevilla,es La Liga,2.0,14.0,6.0,42.9,0.47,0.2,0.14,0.33,10.1,0.0,0.0,0.0,2.1,2.1,0.15,-0.1,-0.1
Juan Ferney Otero,co COL,1995.0,2020.0,Amiens,fr Ligue 1,1.0,18.0,6.0,33.3,1.35,0.45,0.06,0.17,21.9,1.0,0.0,0.0,1.5,1.5,0.08,-0.5,-0.5
Alex Ferrari,it ITA,1994.0,2020.0,Sampdoria,it Serie A,0.0,4.0,1.0,25.0,0.36,0.09,0.0,0.0,11.9,0.0,0.0,0.0,0.3,0.3,0.07,-0.3,-0.3
Facundo Ferreyra,ar ARG,1991.0,2020.0,Espanyol,es La Liga,1.0,7.0,6.0,85.7,1.1,0.94,0.14,0.17,15.6,0.0,0.0,0.0,1.2,1.2,0.17,-0.2,-0.2
Jordan Ferri,fr FRA,1992.0,2020.0,Montpellier,fr Ligue 1,0.0,11.0,4.0,36.4,0.86,0.31,0.0,0.0,22.7,0.0,0.0,0.0,0.5,0.5,0.05,-0.5,-0.5
Oliver Fink,de GER,1982.0,2020.0,Düsseldorf,de Bundesliga,0.0,10.0,0.0,0.0,1.33,0.0,0.0,,13.6,0.0,0.0,0.0,0.6,0.6,0.06,-0.6,-0.6
Alfreð Finnbogason,is ISL,1989.0,2020.0,Augsburg,de Bundesliga,3.0,18.0,7.0,38.9,1.68,0.65,0.11,0.29,12.3,0.0,1.0,1.0,4.3,3.5,0.19,-1.3,-1.5
Roberto Firmino,br BRA,1991.0,2020.0,Liverpool,eng Premier League,9.0,100.0,37.0,37.0,3.01,1.11,0.09,0.24,13.3,0.0,0.0,0.0,13.5,13.5,0.13,-4.5,-4.5
Junior Firpo,es ESP,1996.0,2020.0,Barcelona,es La Liga,1.0,4.0,1.0,25.0,0.36,0.09,0.25,1.0,14.7,0.0,0.0,0.0,0.6,0.6,0.14,0.4,0.4
John Fleck,sco SCO,1991.0,2020.0,Sheffield Utd,eng Premier League,5.0,32.0,12.0,37.5,1.14,0.43,0.16,0.42,19.3,0.0,0.0,0.0,3.6,3.6,0.11,1.4,1.4
Sergio Floccari,it ITA,1981.0,2020.0,SPAL,it Serie A,1.0,17.0,5.0,29.4,1.62,0.48,0.06,0.2,15.7,0.0,0.0,0.0,1.2,1.2,0.07,-0.2,-0.2
Alessandro Florenzi,it ITA,1991.0,2020.0,Roma,it Serie A,0.0,14.0,2.0,14.3,1.26,0.18,0.0,0.0,25.5,0.0,0.0,0.0,0.6,0.6,0.04,-0.6,-0.6
Alessandro Florenzi,it ITA,1991.0,2020.0,Valencia,es La Liga,0.0,8.0,1.0,12.5,0.96,0.12,0.0,0.0,19.3,0.0,0.0,0.0,0.3,0.3,0.04,-0.3,-0.3
Phil Foden,eng ENG,2000.0,2020.0,Manchester City,eng Premier League,5.0,34.0,14.0,41.2,3.4,1.4,0.15,0.36,16.0,0.0,0.0,0.0,4.3,4.3,0.13,0.7,0.7
Mamadou Fofana,ml MLI,1998.0,2020.0,Metz,fr Ligue 1,0.0,10.0,0.0,0.0,0.57,0.0,0.0,,21.6,0.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4
Seko Fofana,ci CIV,1995.0,2020.0,Udinese,it Serie A,3.0,46.0,13.0,28.3,1.84,0.52,0.07,0.23,21.7,0.0,0.0,0.0,2.7,2.7,0.06,0.3,0.3
Wesley Fofana,fr FRA,2000.0,2020.0,Saint-Étienne,fr Ligue 1,1.0,6.0,1.0,16.7,0.44,0.07,0.17,1.0,7.7,0.0,0.0,0.0,0.7,0.7,0.11,0.3,0.3
Youssouf Fofana,fr FRA,1999.0,2020.0,Strasbourg,fr Ligue 1,1.0,15.0,4.0,26.7,1.34,0.36,0.07,0.25,21.0,0.0,0.0,0.0,0.8,0.8,0.05,0.2,0.2
Youssouf Fofana,fr FRA,1999.0,2020.0,Monaco,fr Ligue 1,0.0,7.0,2.0,28.6,1.03,0.3,0.0,0.0,27.5,0.0,0.0,0.0,0.3,0.3,0.04,-0.3,-0.3
Thomas Foket,be BEL,1994.0,2020.0,Reims,fr Ligue 1,0.0,8.0,1.0,12.5,0.3,0.04,0.0,0.0,18.6,0.0,0.0,0.0,0.5,0.5,0.07,-0.5,-0.5
Lamine Fomba,fr FRA,1998.0,2020.0,Nîmes,fr Ligue 1,0.0,14.0,3.0,21.4,0.92,0.2,0.0,0.0,19.7,0.0,0.0,0.0,1.2,1.2,0.09,-1.2,-1.2
José Fonte,pt POR,1983.0,2020.0,Lille,fr Ligue 1,1.0,18.0,6.0,33.3,0.73,0.24,0.06,0.17,10.1,0.0,0.0,0.0,1.9,1.9,0.1,-0.9,-0.9
Pablo Fornals,es ESP,1996.0,2020.0,West Ham,eng Premier League,2.0,37.0,12.0,32.4,1.53,0.5,0.05,0.17,16.8,0.0,0.0,0.0,2.9,2.9,0.08,-0.9,-0.9
Emil Forsberg,se SWE,1991.0,2020.0,RB Leipzig,de Bundesliga,5.0,24.0,8.0,33.3,1.89,0.63,0.13,0.38,20.5,3.0,2.0,2.0,4.3,2.8,0.12,0.7,0.2
Hernâni Fortes,pt POR,1991.0,2020.0,Levante,es La Liga,2.0,22.0,9.0,40.9,3.03,1.24,0.09,0.22,18.9,0.0,0.0,0.0,1.6,1.6,0.07,0.4,0.4
Lyle Foster,za RSA,2000.0,2020.0,Monaco,fr Ligue 1,0.0,2.0,0.0,0.0,2.9,0.0,0.0,,17.3,0.0,0.0,0.0,0.2,0.2,0.11,-0.2,-0.2
Timothy Fosu-Mensah,nl NED,1998.0,2020.0,Manchester Utd,eng Premier League,0.0,1.0,0.0,0.0,0.66,0.0,0.0,,10.0,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Dimitri Foulquier,fr FRA,1993.0,2020.0,Watford,eng Premier League,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Dimitri Foulquier,fr FRA,1993.0,2020.0,Granada,es La Liga,1.0,5.0,2.0,40.0,0.4,0.16,0.2,0.5,18.0,0.0,0.0,0.0,0.2,0.2,0.05,0.8,0.8
Juan Foyth,ar ARG,1998.0,2020.0,Tottenham,eng Premier League,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Gianluca Frabotta,it ITA,1999.0,2020.0,Juventus,it Serie A,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,18.4,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
Raphael Framberger,de GER,1995.0,2020.0,Augsburg,de Bundesliga,0.0,1.0,0.0,0.0,0.08,0.0,0.0,,14.8,0.0,0.0,0.0,0.3,0.3,0.3,-0.3,-0.3
Simon Francis,eng ENG,1985.0,2020.0,Bournemouth,eng Premier League,0.0,3.0,0.0,0.0,0.28,0.0,0.0,,12.4,0.0,0.0,0.0,0.2,0.2,0.07,-0.2,-0.2
Mike Frantz,de GER,1986.0,2020.0,Freiburg,de Bundesliga,0.0,3.0,0.0,0.0,0.77,0.0,0.0,,14.3,0.0,0.0,0.0,0.2,0.2,0.08,-0.2,-0.2
Ryan Fraser,sco SCO,1994.0,2020.0,Bournemouth,eng Premier League,1.0,27.0,12.0,44.4,1.18,0.52,0.04,0.08,17.3,2.0,0.0,0.0,3.3,3.3,0.12,-2.3,-2.3
Fred,br BRA,1993.0,2020.0,Manchester Utd,eng Premier League,0.0,40.0,10.0,25.0,1.66,0.42,0.0,0.0,22.9,3.0,0.0,0.0,2.0,2.0,0.05,-2.0,-2.0
Ryan Fredericks,eng ENG,1992.0,2020.0,West Ham,eng Premier League,0.0,3.0,0.0,0.0,0.12,0.0,0.0,,21.7,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
Kieron Freeman,wal WAL,1992.0,2020.0,Sheffield Utd,eng Premier League,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Luke Freeman,eng ENG,1992.0,2020.0,Sheffield Utd,eng Premier League,0.0,3.0,0.0,0.0,0.74,0.0,0.0,,29.4,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Remo Freuler,ch SUI,1992.0,2020.0,Atalanta,it Serie A,2.0,19.0,7.0,36.8,0.73,0.27,0.11,0.29,16.8,0.0,0.0,0.0,1.9,1.9,0.11,0.1,0.1
Marco Friedl,at AUT,1998.0,2020.0,Werder Bremen,de Bundesliga,1.0,12.0,3.0,25.0,0.49,0.12,0.08,0.33,18.3,1.0,0.0,0.0,1.2,1.2,0.1,-0.2,-0.2
Marvin Friedrich,de GER,1995.0,2020.0,Union Berlin,de Bundesliga,2.0,28.0,5.0,17.9,0.9,0.16,0.07,0.4,12.6,0.0,0.0,0.0,1.7,1.7,0.06,0.3,0.3
Samúel Friðjónsson,is ISL,1996.0,2020.0,Paderborn 07,de Bundesliga,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Jorge de Frutos,es ESP,1997.0,2020.0,Valladolid,es La Liga,0.0,1.0,0.0,0.0,1.53,0.0,0.0,,10.6,0.0,0.0,0.0,0.1,0.1,0.12,-0.1,-0.1
Christian Fuchs,at AUT,1986.0,2020.0,Leicester City,eng Premier League,0.0,5.0,1.0,20.0,0.58,0.12,0.0,0.0,26.1,2.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
Angelo Fulgini,fr FRA,1996.0,2020.0,Angers,fr Ligue 1,1.0,34.0,16.0,47.1,1.94,0.91,0.03,0.06,18.1,0.0,0.0,0.0,3.1,3.1,0.09,-2.1,-2.1
Niclas Füllkrug,de GER,1993.0,2020.0,Werder Bremen,de Bundesliga,4.0,18.0,9.0,50.0,4.02,2.01,0.22,0.44,11.7,0.0,0.0,0.0,2.6,2.6,0.14,1.4,1.4
Ramiro Funes Mori,ar ARG,1991.0,2020.0,Villarreal,es La Liga,0.0,3.0,0.0,0.0,0.6,0.0,0.0,,26.7,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Matteo Gabbia,it ITA,1999.0,2020.0,Milan,it Serie A,0.0,4.0,2.0,50.0,0.53,0.26,0.0,0.0,15.5,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
Manolo Gabbiadini,it ITA,1991.0,2020.0,Sampdoria,it Serie A,11.0,87.0,35.0,40.2,3.85,1.55,0.11,0.29,20.4,12.0,1.0,1.0,8.0,7.3,0.08,3.0,2.7
Ruben Gabrielsen,no NOR,1992.0,2020.0,Toulouse,fr Ligue 1,0.0,4.0,1.0,25.0,0.55,0.14,0.0,0.0,7.9,0.0,0.0,0.0,0.4,0.4,0.09,-0.4,-0.4
Mijat Gaćinović,rs SRB,1995.0,2020.0,Eint Frankfurt,de Bundesliga,0.0,25.0,7.0,28.0,2.15,0.6,0.0,0.0,19.2,2.0,0.0,0.0,2.1,2.1,0.09,-2.1,-2.1
Luca Gagliano,it ITA,2000.0,2020.0,Cagliari,it Serie A,1.0,2.0,2.0,100.0,3.46,3.46,0.5,0.5,13.4,0.0,0.0,0.0,0.4,0.4,0.18,0.6,0.6
Roberto Gagliardini,it ITA,1994.0,2020.0,Inter,it Serie A,4.0,34.0,17.0,50.0,1.7,0.85,0.12,0.24,15.2,0.0,0.0,0.0,4.8,4.5,0.13,-0.8,-0.5
Riccardo Gagliolo,se SWE,1990.0,2020.0,Parma,it Serie A,3.0,31.0,8.0,25.8,1.07,0.28,0.1,0.38,18.8,0.0,0.0,0.0,2.6,2.6,0.08,0.4,0.4
Nicolás Gaitán,ar ARG,1988.0,2020.0,Lille,fr Ligue 1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Marvin Gakpa,fr FRA,1993.0,2020.0,Metz,fr Ligue 1,0.0,13.0,2.0,15.4,2.5,0.38,0.0,0.0,24.7,2.0,0.0,0.0,0.5,0.5,0.04,-0.5,-0.5
Enric Gallego,es ESP,1986.0,2020.0,Osasuna,es La Liga,3.0,21.0,7.0,33.3,2.15,0.72,0.14,0.43,11.6,0.0,0.0,0.0,2.4,2.4,0.11,0.6,0.6
Enric Gallego,es ESP,1986.0,2020.0,Getafe,es La Liga,0.0,3.0,1.0,33.3,1.65,0.55,0.0,0.0,11.2,0.0,0.0,0.0,0.2,0.2,0.07,-0.2,-0.2
Kévin Gameiro,fr FRA,1987.0,2020.0,Valencia,es La Liga,6.0,19.0,10.0,52.6,1.08,0.57,0.32,0.6,13.7,0.0,0.0,1.0,5.4,4.6,0.24,0.6,1.4
Fran Gámez,es ESP,1991.0,2020.0,Mallorca,es La Liga,0.0,15.0,2.0,13.3,0.76,0.1,0.0,0.0,19.9,0.0,0.0,0.0,1.0,1.0,0.07,-1.0,-1.0
Idrissa Gana Gueye,sn SEN,1989.0,2020.0,Paris S-G,fr Ligue 1,1.0,11.0,3.0,27.3,0.6,0.16,0.09,0.33,17.6,0.0,0.0,0.0,1.2,1.2,0.11,-0.2,-0.2
Ignatius Ganago,cm CMR,1999.0,2020.0,Nice,fr Ligue 1,3.0,17.0,6.0,35.3,1.23,0.44,0.18,0.5,17.0,0.0,0.0,0.0,3.0,3.0,0.17,0.0,0.0
Ezequiel Garay,ar ARG,1986.0,2020.0,Valencia,es La Liga,0.0,7.0,3.0,42.9,0.44,0.19,0.0,0.0,11.3,0.0,0.0,0.0,0.5,0.5,0.07,-0.5,-0.5
Dani García,es ESP,1990.0,2020.0,Athletic Club,es La Liga,0.0,14.0,0.0,0.0,0.42,0.0,0.0,,21.5,0.0,0.0,0.0,0.5,0.5,0.04,-0.5,-0.5
David García,es ESP,1994.0,2020.0,Osasuna,es La Liga,0.0,19.0,5.0,26.3,0.61,0.16,0.0,0.0,10.3,0.0,0.0,0.0,1.2,1.2,0.06,-1.2,-1.2
Eric García,es ESP,2001.0,2020.0,Manchester City,eng Premier League,0.0,2.0,1.0,50.0,0.23,0.11,0.0,0.0,6.5,0.0,0.0,0.0,0.5,0.5,0.26,-0.5,-0.5
Javi García,es ESP,1987.0,2020.0,Betis,es La Liga,0.0,4.0,1.0,25.0,0.95,0.24,0.0,0.0,12.9,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2
Manu García,es ESP,1986.0,2020.0,Alavés,es La Liga,0.0,20.0,7.0,35.0,0.92,0.32,0.0,0.0,12.8,0.0,0.0,0.0,2.0,2.0,0.1,-2.0,-2.0
Raúl García,es ESP,1989.0,2020.0,Valladolid,es La Liga,0.0,8.0,3.0,37.5,0.71,0.27,0.0,0.0,28.5,1.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
Raúl García,es ESP,1989.0,2020.0,Getafe,es La Liga,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Raúl García,es ESP,1986.0,2020.0,Athletic Club,es La Liga,15.0,75.0,27.0,36.0,2.35,0.85,0.11,0.3,18.7,0.0,7.0,7.0,10.8,5.4,0.07,4.2,2.6
Rubén García,es ESP,1993.0,2020.0,Osasuna,es La Liga,8.0,52.0,19.0,36.5,2.14,0.78,0.13,0.37,19.7,9.0,1.0,1.0,6.5,5.7,0.11,1.5,1.3
Unai García,es ESP,1992.0,2020.0,Osasuna,es La Liga,1.0,2.0,1.0,50.0,0.34,0.17,0.5,1.0,7.0,0.0,0.0,0.0,0.2,0.2,0.1,0.8,0.8
Víctor García,es ESP,1997.0,2020.0,Valladolid,es La Liga,1.0,2.0,1.0,50.0,2.05,1.02,0.5,1.0,10.3,0.0,0.0,0.0,0.1,0.1,0.06,0.9,0.9
James Garner,eng ENG,2001.0,2020.0,Manchester Utd,eng Premier League,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Manuel Garrido,es ESP,2000.0,2020.0,Leganés,es La Liga,0.0,1.0,1.0,100.0,0.78,0.78,0.0,0.0,14.0,0.0,0.0,0.0,0.3,0.3,0.28,-0.3,-0.3
Mario Gaspar,es ESP,1990.0,2020.0,Villarreal,es La Liga,0.0,14.0,1.0,7.1,0.64,0.05,0.0,0.0,17.4,0.0,0.0,0.0,0.9,0.9,0.07,-0.9,-0.9
Daniele Gastaldello,it ITA,1983.0,2020.0,Brescia,it Serie A,0.0,1.0,0.0,0.0,0.23,0.0,0.0,,14.6,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
Dwight Gayle,eng ENG,1990.0,2020.0,Newcastle Utd,eng Premier League,4.0,23.0,10.0,43.5,2.44,1.06,0.17,0.4,11.7,1.0,0.0,0.0,4.4,4.4,0.19,-0.4,-0.4
Jean-Philippe Gbamin,ci CIV,1995.0,2020.0,Everton,eng Premier League,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Yann Gboho,fr FRA,2001.0,2020.0,Rennes,fr Ligue 1,1.0,2.0,1.0,50.0,0.8,0.4,0.5,1.0,13.3,0.0,0.0,0.0,0.2,0.2,0.12,0.8,0.8
Theodor Gebre Selassie,cz CZE,1986.0,2020.0,Werder Bremen,de Bundesliga,2.0,11.0,3.0,27.3,0.41,0.11,0.18,0.67,9.3,0.0,0.0,0.0,1.4,1.4,0.13,0.6,0.6
Dennis Geiger,de GER,1998.0,2020.0,Hoffenheim,de Bundesliga,0.0,14.0,1.0,7.1,1.11,0.08,0.0,0.0,18.9,1.0,0.0,0.0,1.2,1.2,0.09,-1.2,-1.2
Jérémy Gélin,fr FRA,1997.0,2020.0,Rennes,fr Ligue 1,0.0,3.0,0.0,0.0,0.29,0.0,0.0,,9.9,0.0,0.0,0.0,0.3,0.3,0.11,-0.3,-0.3
Christian Gentner,de GER,1985.0,2020.0,Union Berlin,de Bundesliga,3.0,36.0,12.0,33.3,1.33,0.44,0.08,0.25,18.5,0.0,0.0,0.0,2.6,2.6,0.07,0.4,0.4
Yannick Gerhardt,de GER,1994.0,2020.0,Wolfsburg,de Bundesliga,2.0,11.0,4.0,36.4,1.2,0.43,0.18,0.5,16.4,0.0,0.0,0.0,1.8,1.8,0.16,0.2,0.2
Valère Germain,fr FRA,1990.0,2020.0,Marseille,fr Ligue 1,2.0,21.0,4.0,19.0,1.4,0.27,0.1,0.5,12.0,0.0,0.0,0.0,1.6,1.6,0.08,0.4,0.4
Gervinho,ci CIV,1987.0,2020.0,Parma,it Serie A,7.0,56.0,22.0,39.3,2.22,0.87,0.13,0.32,15.2,0.0,0.0,1.0,8.8,8.1,0.14,-1.8,-1.1
Anwar El Ghazi,nl NED,1995.0,2020.0,Aston Villa,eng Premier League,4.0,50.0,19.0,38.0,2.19,0.83,0.06,0.16,18.2,5.0,1.0,1.0,6.0,5.2,0.1,-2.0,-2.2
Rachid Ghezzal,dz ALG,1992.0,2020.0,Fiorentina,it Serie A,1.0,11.0,2.0,18.2,1.2,0.22,0.09,0.5,20.8,3.0,0.0,0.0,0.6,0.6,0.05,0.4,0.4
Andrea Ghezzi,it ITA,2001.0,2020.0,Brescia,it Serie A,0.0,2.0,0.0,0.0,4.86,0.0,0.0,,18.6,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Paolo Ghiglione,it ITA,1997.0,2020.0,Genoa,it Serie A,0.0,21.0,5.0,23.8,1.1,0.26,0.0,0.0,22.3,0.0,0.0,0.0,1.0,1.0,0.05,-1.0,-1.0
Andrea Ghion,it ITA,2000.0,2020.0,Sassuolo,it Serie A,0.0,1.0,0.0,0.0,1.87,0.0,0.0,,18.0,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Saman Ghoddos,ir IRN,1993.0,2020.0,Amiens,fr Ligue 1,1.0,6.0,3.0,50.0,2.34,1.17,0.17,0.33,20.3,1.0,0.0,0.0,0.9,0.9,0.16,0.1,0.1
Faouzi Ghoulam,dz ALG,1991.0,2020.0,Napoli,it Serie A,0.0,4.0,2.0,50.0,0.96,0.48,0.0,0.0,25.5,1.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
Morgan Gibbs-White,eng ENG,2000.0,2020.0,Wolves,eng Premier League,0.0,2.0,0.0,0.0,1.4,0.0,0.0,,16.0,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Niko Gießelmann,de GER,1991.0,2020.0,Düsseldorf,de Bundesliga,1.0,14.0,3.0,21.4,0.61,0.13,0.07,0.33,21.7,2.0,0.0,0.0,0.6,0.6,0.04,0.4,0.4
José Antonio Martínez Gil,es ESP,1993.0,2020.0,Granada,es La Liga,0.0,2.0,0.0,0.0,0.15,0.0,0.0,,11.5,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Billy Gilmour,sco SCO,2001.0,2020.0,Chelsea,eng Premier League,0.0,1.0,0.0,0.0,0.46,0.0,0.0,,24.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
Daniel Ginczek,de GER,1991.0,2020.0,Wolfsburg,de Bundesliga,3.0,24.0,6.0,25.0,2.81,0.7,0.13,0.5,14.0,0.0,0.0,0.0,3.4,3.4,0.14,-0.4,-0.4
Matthias Ginter,de GER,1994.0,2020.0,M'Gladbach,de Bundesliga,1.0,19.0,7.0,36.8,0.62,0.23,0.05,0.14,11.4,0.0,0.0,0.0,1.7,1.7,0.09,-0.7,-0.7
Andrei Girotto,br BRA,1992.0,2020.0,Nantes,fr Ligue 1,1.0,24.0,6.0,25.0,0.99,0.25,0.04,0.17,19.9,1.0,0.0,0.0,1.2,1.2,0.05,-0.2,-0.2
Olivier Giroud,fr FRA,1986.0,2020.0,Chelsea,eng Premier League,8.0,39.0,19.0,48.7,3.53,1.72,0.21,0.42,10.9,1.0,0.0,0.0,6.7,6.7,0.17,1.3,1.3
Klaus Gjasula,al ALB,1989.0,2020.0,Paderborn 07,de Bundesliga,2.0,14.0,4.0,28.6,0.55,0.16,0.14,0.5,13.2,0.0,0.0,1.0,1.9,1.1,0.08,0.1,0.9
Kamil Glik,pl POL,1988.0,2020.0,Monaco,fr Ligue 1,1.0,12.0,4.0,33.3,0.52,0.17,0.08,0.25,7.2,0.0,0.0,0.0,1.4,1.4,0.12,-0.4,-0.4
Serge Gnabry,de GER,1995.0,2020.0,Bayern Munich,de Bundesliga,12.0,96.0,40.0,41.7,3.94,1.64,0.13,0.3,15.5,0.0,0.0,0.0,12.7,12.7,0.13,-0.7,-0.7
Joris Gnagnon,fr FRA,1997.0,2020.0,Rennes,fr Ligue 1,0.0,7.0,1.0,14.3,0.49,0.07,0.0,0.0,10.6,0.0,0.0,0.0,0.6,0.6,0.08,-0.6,-0.6
Eddy Gnahoré,fr FRA,1993.0,2020.0,Amiens,fr Ligue 1,0.0,8.0,0.0,0.0,0.64,0.0,0.0,,16.5,0.0,0.0,0.0,0.7,0.7,0.09,-0.7,-0.7
Ben Godfrey,eng ENG,1998.0,2020.0,Norwich City,eng Premier League,0.0,15.0,5.0,33.3,0.51,0.17,0.0,0.0,17.0,0.0,0.0,0.0,0.8,0.8,0.05,-0.8,-0.8
Diego Godín,uy URU,1986.0,2020.0,Inter,it Serie A,1.0,11.0,2.0,18.2,0.61,0.11,0.09,0.5,12.5,0.0,0.0,0.0,1.0,1.0,0.09,0.0,0.0
Akaki Gogia,de GER,1992.0,2020.0,Union Berlin,de Bundesliga,0.0,1.0,0.0,0.0,0.74,0.0,0.0,,22.8,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Edoardo Goldaniga,it ITA,1993.0,2020.0,Genoa,it Serie A,1.0,6.0,4.0,66.7,0.69,0.46,0.17,0.25,10.7,0.0,0.0,0.0,1.1,1.1,0.22,-0.1,-0.1
Benjamin Goller,de GER,1999.0,2020.0,Werder Bremen,de Bundesliga,0.0,2.0,0.0,0.0,0.62,0.0,0.0,,17.1,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1
Aleksandr Golovin,ru RUS,1996.0,2020.0,Monaco,fr Ligue 1,3.0,38.0,14.0,36.8,1.66,0.61,0.08,0.21,20.5,1.0,0.0,0.0,3.0,3.0,0.08,0.0,0.0
André Gomes,pt POR,1993.0,2020.0,Everton,eng Premier League,0.0,5.0,0.0,0.0,0.31,0.0,0.0,,22.7,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
Angel Gomes,eng ENG,2000.0,2020.0,Manchester Utd,eng Premier League,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Ibai Gómez,es ESP,1989.0,2020.0,Athletic Club,es La Liga,0.0,14.0,5.0,35.7,1.81,0.65,0.0,0.0,19.7,2.0,0.0,0.0,1.3,1.3,0.09,-1.3,-1.3
Joe Gomez,eng ENG,1997.0,2020.0,Liverpool,eng Premier League,0.0,1.0,0.0,0.0,0.04,0.0,0.0,,30.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Maxi Gómez,uy URU,1996.0,2020.0,Valencia,es La Liga,9.0,39.0,19.0,48.7,1.64,0.8,0.23,0.47,13.1,0.0,0.0,1.0,6.2,5.4,0.14,2.8,3.6
Moi Gómez,es ESP,1994.0,2020.0,Villarreal,es La Liga,5.0,37.0,14.0,37.8,1.44,0.54,0.14,0.36,21.0,1.0,0.0,0.0,3.1,3.1,0.09,1.9,1.9
Papu Gómez,ar ARG,1988.0,2020.0,Atalanta,it Serie A,7.0,96.0,41.0,42.7,3.04,1.3,0.07,0.17,18.9,2.0,0.0,0.0,8.6,8.6,0.09,-1.6,-1.6
Sergi Gómez,es ESP,1992.0,2020.0,Sevilla,es La Liga,0.0,3.0,0.0,0.0,0.38,0.0,0.0,,16.0,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Maxime Gonalons,fr FRA,1989.0,2020.0,Granada,es La Liga,0.0,6.0,3.0,50.0,0.36,0.18,0.0,0.0,19.1,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
