,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
1077,Vitali Rodionov\Vitali-Rodionov,by BLR,FW,by BATE Borisov,33,1983,6,272,45,50.4,3.0,4,,0,2,,0,1.13,2,11,-9,-2.98,-2.64,Matches
1078,Rodri\Rodri,es ESP,MF,es Villarreal,21,1996,6,458,76,63.6,5.1,5,,5,1,,1,1.67,9,7,+2,+0.39,+0.74,Matches
1079,Fransérgio Rodrigues Barbosa\Fransergio-Rodrigues-Barbosa,,,pt Braga,26,1990,5,236,47,32.8,2.6,2,,,3,,0,,,,,,,Matches
1080,Francisco Daniel Simões Rodrigues\Francisco-Daniel-Simoes-Rodrigues,pt POR,MF,pt Vitória,20,1997,1,33,33,6.1,0.4,0,,0,1,,1,1.00,0,0,0,0.00,+0.71,Matches
1081,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DF,es Real Sociedad,23,1994,2,151,76,21.0,1.7,2,,1,0,,3,0.50,3,3,0,0.00,-1.42,Matches
1082,Patito Rodríguez\Patito-Rodriguez,ar ARG,FWMF,gr AEK Athens,27,1990,1,5,5,0.7,0.1,0,,0,1,,1,1.00,0,0,0,0.00,-0.13,Matches
1083,Ricardo Rodríguez\Ricardo-Rodriguez,ch SUI,DFMF,it Milan,24,1992,7,544,78,60.4,6.0,6,,5,1,,1,1.89,7,6,+1,+0.17,-1.35,Matches
1084,Mads Roerslev\Mads-Roerslev,dk DEN,DF,dk FC Copenhagen,18,1999,0,,,,,0,,0,0,,5,,,,,,,Matches
1085,Marko Rog\Marko-Rog,hr CRO,MF,it Napoli,22,1995,1,90,90,50.0,1.0,1,,1,0,,1,0.00,1,3,-2,-2.00,-4.00,Matches
1086,Tom Rogić\Tom-Rogic,au AUS,FWMF,sco Celtic,24,1992,1,44,44,24.4,0.5,0,,0,1,,1,0.00,0,1,-1,-2.05,-1.38,Matches
1087,Rolando\Rolando,pt POR,DF,fr Marseille,31,1985,9,739,82,53.6,8.2,8,,8,1,,4,1.75,11,5,+6,+0.73,+1.01,Matches
1088,Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,it Milan,22,1995,8,688,86,76.4,7.6,8,,6,0,,0,1.78,13,10,+3,+0.39,-1.31,Matches
1089,San Román\San-Roman,es ESP,GK,es Atlético Madrid,20,1997,0,,,,,0,,0,0,,1,,,,,,,Matches
1090,Marten de Roon\Marten-de-Roon,nl NED,MF,it Atalanta,26,1991,8,479,60,66.5,5.3,5,,4,3,,0,1.88,12,7,+5,+0.94,-0.55,Matches
1091,Wayne Rooney\Wayne-Rooney,eng ENG,FWMF,eng Everton,31,1985,3,246,82,45.6,2.7,3,,2,0,,0,1.57,3,10,-7,-2.56,-2.25,Matches
1092,Lazar Rosić\Lazar-Rosic,rs SRB,DF,pt Braga,24,1993,2,180,90,25.0,2.0,2,,2,0,,3,1.75,2,4,-2,-1.00,-1.17,Matches
1093,Alexander Rossipal\Alexander-Rossipal,de GER,MF,de Hoffenheim,21,1996,1,90,90,16.7,1.0,1,,1,0,,0,1.00,1,1,0,0.00,+0.40,Matches
1094,Ruslan Rotan\Ruslan-Rotan,ua UKR,MF,cz Slavia Prague,35,1981,2,158,79,29.3,1.8,2,,1,0,,2,0.50,1,2,-1,-0.57,-0.81,Matches
1095,Boris Rotenberg\Boris-Rotenberg,fi FIN,DF,ru Loko Moscow,31,1986,2,11,6,1.2,0.1,0,,0,2,,7,3.00,0,0,0,0.00,0.00,Matches
1096,Steve Rouiller\Steve-Rouiller,ch SUI,DF,ch Lugano,27,1990,3,226,75,41.9,2.5,3,,2,0,,2,2.00,4,3,+1,+0.40,+1.26,Matches
1097,Ruan\Ruan,br BRA,DF,at Austria Wien,23,1994,0,,,,,0,,0,0,,1,,,,,,,Matches
1098,Artur Rudko\Artur-Rudko,ua UKR,GK,ua Dynamo Kyiv,25,1992,0,,,,,0,,0,0,,6,,,,,,,Matches
1099,Mário Rui\Mario-Rui,pt POR,DF,it Napoli,26,1991,2,104,52,57.8,1.2,1,,0,1,,0,1.50,1,3,-2,-1.73,-4.10,Matches
1100,Bryan Ruiz\Bryan-Ruiz,cr CRC,MF,pt Sporting CP,31,1985,6,487,81,87.7,5.4,6,,2,0,,0,1.67,8,6,+2,+0.37,+1.69,Matches
1101,Víctor Ruiz\Victor-Ruiz,es ESP,DF,es Villarreal,28,1989,5,450,90,62.5,5.0,5,,5,0,,1,1.60,8,7,+1,+0.20,+0.20,Matches
1102,Antonio Rukavina\Antonio-Rukavina,rs SRB,DF,es Villarreal,33,1984,3,270,90,37.5,3.0,3,,3,0,,5,1.33,5,5,0,0.00,-0.20,Matches
1103,Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,es Real Sociedad,25,1992,8,706,88,98.1,7.8,8,,7,0,,0,1.63,19,10,+9,+1.15,+1.15,Matches
1104,Lukas Rupp\Lukas-Rupp,de GER,MF,de Hoffenheim,26,1991,2,180,90,33.3,2.0,2,,2,0,,1,0.00,2,4,-2,-1.00,-1.00,Matches
1105,Nazariy Rusyn\Nazariy-Rusyn,ua UKR,FW,ua Dynamo Kyiv,18,1998,1,19,19,2.1,0.2,0,,0,1,,1,0.00,1,0,+1,+4.74,+4.43,Matches
1106,Maciej Rybus\Maciej-Rybus,pl POL,DF,ru Loko Moscow,27,1989,6,494,82,54.9,5.5,5,,5,1,,1,1.33,5,9,-4,-0.73,-1.62,Matches
1107,Marc Rzatkowski\Marc-Rzatkowski,de GER,MF,at RB Salzburg,27,1990,2,21,11,1.6,0.2,0,,0,2,,2,3.00,0,0,0,0.00,-0.64,Matches
1108,Tiago Sá\Tiago-Sa,pt POR,GK,pt Braga,22,1995,0,,,,,0,,0,0,,2,,,,,,,Matches
1109,Jonathan Sabbatini\Jonathan-Sabbatini,uy URU,MF,ch Lugano,29,1988,6,426,71,78.9,4.7,4,,4,2,,0,1.50,5,11,-6,-1.27,-4.43,Matches
1110,Marcel Sabitzer\Marcel-Sabitzer,at AUT,MFFW,de RB Leipzig,23,1994,5,261,52,48.3,2.9,3,,2,2,,0,1.80,6,7,-1,-0.34,-0.34,Matches
1111,Enric Saborit\Enric-Saborit,es ESP,DF,es Athletic Club,25,1992,2,155,78,17.2,1.7,2,,1,0,,4,0.00,1,3,-2,-1.16,-1.52,Matches
1112,Esteban Sachetti\Esteban-Sachetti,es ESP,MF,cy Apollon Limassol,31,1985,6,527,88,97.6,5.9,6,,5,0,,0,1.18,4,14,-10,-1.71,-8.63,Matches
1113,Ihsan Sacko\Ihsan-Sacko,fr FRA,MF,fr Nice,20,1997,1,6,6,0.8,0.1,0,,0,1,,1,0.00,0,0,0,0.00,-0.38,Matches
1114,Ben Sahar\Ben-Sahar,il ISR,FW,il Be'er Sheva,27,1989,4,302,76,55.9,3.4,4,,1,0,,2,0.25,1,3,-2,-0.60,+0.54,Matches
1115,Nuri Şahin\Nuri-Sahin,tr TUR,MF,de Dortmund,28,1988,1,90,90,25.0,1.0,1,,1,0,,3,1.00,1,1,0,0.00,0.00,Matches
1116,Suad Sahiti\Suad-Sahiti,xk KVX,MFFW,al Skënderbeu Korçë,22,1995,4,154,39,28.5,1.7,2,,0,2,,2,0.25,2,1,+1,+0.58,+1.75,Matches
1117,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,MFFW,fr Nice,20,1997,4,339,85,47.1,3.8,4,,2,0,,0,1.50,9,5,+4,+1.06,+1.30,Matches
1118,Hiroki Sakai\Hiroki-Sakai,jp JPN,DF,fr Marseille,27,1990,10,765,77,55.4,8.5,8,,8,2,,1,1.79,14,8,+6,+0.71,+1.00,Matches
1119,Thomas Salamon\Thomas-Salamon,at AUT,DF,at Austria Wien,28,1989,4,337,84,62.4,3.7,4,,2,0,,2,0.80,6,7,-1,-0.27,+2.39,Matches
1120,Romain Salin\Romain-Salin,fr FRA,GK,pt Sporting CP,33,1984,0,,,,,0,,0,0,,6,,,,,,,Matches
1121,Diadie Samassékou\Diadie-Samassekou,ml MLI,MF,at RB Salzburg,21,1996,12,1081,90,83.8,12.0,12,,11,0,,0,1.86,14,12,+2,+0.17,-2.85,Matches
1122,Aleksandr Samedov\Aleksandr-Samedov,ru RUS,MF,ru Spartak Moscow,33,1984,0,,,,,0,,0,0,,2,,,,,,,Matches
1123,Mikel San José\Mikel-San-Jose,es ESP,MF,es Athletic Club,28,1989,8,524,66,58.2,5.8,6,,4,2,,0,2.00,5,7,-2,-0.34,-1.06,Matches
1124,Alexis Sánchez\Alexis-Sanchez,cl CHI,FW,eng Arsenal,28,1988,1,90,90,7.1,1.0,1,,1,0,,0,3.00,3,1,+2,+2.00,+0.77,Matches
1125,Sékou Sanogo\Sekou-Sanogo,ci CIV,MF,ch Young Boys,28,1989,3,262,87,48.5,2.9,3,,,0,,0,,,,,,,Matches
1126,Morgan Sanson\Morgan-Sanson,fr FRA,MF,fr Marseille,22,1994,13,1066,82,77.2,11.8,12,,8,1,,2,1.47,11,13,-2,-0.17,-1.89,Matches
1127,Nicola Sansone\Nicola-Sansone,it ITA,FW,es Villarreal,25,1991,3,168,56,23.3,1.9,2,,1,1,,1,3.00,5,3,+2,+1.07,+1.23,Matches
1128,Federico Santander\Federico-Santander,py PAR,FW,dk FC Copenhagen,26,1991,2,110,55,15.3,1.2,1,,0,1,,0,1.50,2,2,0,0.00,0.00,Matches
1129,Matej Šantek\Matej-Santek,hr CRO,MF,hr Rijeka,17,1999,0,,,,,0,,0,0,,1,,,,,,,Matches
1130,Ivan Šaponjić\Ivan-Saponjic,rs SRB,FW,be Zulte Waregem,19,1997,5,27,5,5.0,0.3,0,,0,5,,1,0.80,1,2,-1,-3.33,-2.63,Matches
1131,Okan Saraçoğlu\Okan-Saracoglu,tr TUR,MF,tr Başakşehir,19,1998,0,,,,,0,,0,0,,2,,,,,,,Matches
1132,Adrián Sardinero\Adrian-Sardinero,es ESP,MFFW,cy Apollon Limassol,26,1990,6,331,55,61.3,3.7,4,,1,2,,0,1.00,3,8,-5,-1.36,+0.36,Matches
1133,Yusuf Sari\Yusuf-Sari,tr TUR,MF,fr Marseille,18,1998,0,,,,,0,,0,0,,4,,,,,,,Matches
1134,Manprit Sarkaria\Manprit-Sarkaria,at AUT,MF,at Austria Wien,20,1996,2,6,3,1.1,0.1,0,,0,2,,1,2.00,0,0,0,0.00,+1.18,Matches
1135,Bouna Sarr\Bouna-Sarr,gn GUI,DFMF,fr Marseille,25,1992,15,1000,67,72.5,11.1,11,,10,4,,0,1.53,11,12,-1,-0.09,-1.27,Matches
1136,Malang Sarr\Malang-Sarr,fr FRA,DF,fr Nice,18,1999,3,270,90,37.5,3.0,3,,3,0,,4,0.00,2,5,-3,-1.00,-2.20,Matches
1137,Lucas Sasha\Lucas-Sasha,br BRA,MFDF,bg Ludogorets,27,1990,5,110,22,15.3,1.2,1,,1,4,,2,1.71,0,3,-3,-2.45,-2.60,Matches
1138,Stefan Savić\Stefan-Savic,me MNE,DF,es Atlético Madrid,26,1991,4,195,49,24.1,2.2,2,,2,2,,1,1.75,3,1,+2,+0.92,-1.13,Matches
1139,Vujadin Savić\Vujadin-Savic,rs SRB,DF,rs Red Star,27,1990,7,606,87,84.2,6.7,7,,6,0,,0,1.60,2,2,0,0.00,0.00,Matches
1140,André Schembri\Andre-Schembri,mt MLT,FWMF,cy Apollon Limassol,31,1986,6,353,59,65.4,3.9,4,,0,2,,0,1.33,3,10,-7,-1.78,-0.82,Matches
1141,Denis Scherbitskiy\Denis-Scherbitskiy,by BLR,GK,by BATE Borisov,21,1996,6,540,90,100.0,6.0,6,,6,0,,0,1.13,6,16,-10,-1.67,,Matches
1142,Thorsten Schick\Thorsten-Schick,at AUT,MF,ch Young Boys,27,1990,5,182,36,33.7,2.0,2,,1,3,,1,1.20,2,2,0,0.00,+0.25,Matches
1143,Xaver Schlager\Xaver-Schlager,at AUT,MFFW,at RB Salzburg,19,1997,14,883,63,68.4,9.8,10,,6,4,,0,1.86,18,9,+9,+0.92,+0.92,Matches
1144,Marcel Schmelzer\Marcel-Schmelzer,de GER,DF,de Dortmund,29,1988,3,224,75,62.2,2.5,2,,2,1,,0,0.67,2,2,0,0.00,0.00,Matches
1145,Benno Schmitz\Benno-Schmitz,de GER,DF,de RB Leipzig,22,1994,0,,,,,0,,0,0,,2,,,,,,,Matches
1146,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,eng Everton,27,1989,5,383,77,70.9,4.3,5,,2,0,,0,1.56,5,8,-3,-0.70,+2.16,Matches
1147,Aaron Schoenfeld\Aaron-Schoenfeld,us USA,FWMF,il Maccabi Tel Aviv,27,1990,3,175,58,32.4,1.9,2,,1,1,,0,2.27,1,2,-1,-0.51,+0.97,Matches
1148,Nico Schulz\Nico-Schulz,de GER,MF,de Hoffenheim,24,1993,5,450,90,83.3,5.0,5,,5,0,,0,0.80,7,9,-2,-0.40,-0.40,Matches
1149,André Schürrle\Andre-Schurrle,de GER,MF,de Dortmund,26,1990,4,360,90,100.0,4.0,4,,4,0,,0,1.25,5,5,0,0.00,,Matches
1150,Aleksandr Selikhov\Aleksandr-Selikhov,ru RUS,GK,ru Spartak Moscow,23,1994,1,90,90,50.0,1.0,1,,1,0,,1,3.00,2,1,+1,+1.00,+3.00,Matches
1151,Davie Selke\Davie-Selke,de GER,FW,de Hertha BSC,22,1995,3,238,79,44.1,2.6,3,,2,0,,0,1.00,5,4,+1,+0.38,+0.97,Matches
1152,Ken Sema\Ken-Sema,se SWE,MFFW,se Östersund,23,1993,8,720,90,100.0,8.0,8,,8,0,,0,1.85,10,8,+2,+0.25,,Matches
1153,Rúben Semedo\Ruben-Semedo,pt POR,DF,es Villarreal,23,1994,1,90,90,12.5,1.0,1,,1,0,,0,3.00,3,1,+2,+2.00,+2.14,Matches
1154,Luigi Sepe\Luigi-Sepe,it ITA,GK,it Napoli,26,1991,0,,,,,0,,0,0,,2,,,,,,,Matches
1155,Nuno Sequeira\Nuno-Sequeira,pt POR,DF,pt Braga,26,1990,3,200,67,27.8,2.2,3,,2,0,,0,2.00,2,4,-2,-0.90,-1.07,Matches
1156,Tarkan Serbest\Tarkan-Serbest,tr TUR,MFDF,at Austria Wien,23,1994,6,527,88,97.6,5.9,6,,5,0,,0,1.20,8,15,-7,-1.20,-1.20,Matches
1157,Thulani Serero\Thulani-Serero,za RSA,MF,nl Vitesse,27,1990,4,316,79,58.5,3.5,4,,2,0,,0,0.50,2,5,-3,-0.85,-0.05,Matches
1158,Jean Seri\Jean-Seri,ci CIV,MF,fr Nice,26,1991,5,398,80,55.3,4.4,5,,1,0,,0,1.80,11,5,+6,+1.36,+2.20,Matches
1159,Grégory Sertic\Gregory-Sertic,fr FRA,DF,fr Marseille,27,1989,0,,,,,0,,0,0,,6,,,,,,,Matches
1160,Artem Shabanov\Artem-Shabanov,ua UKR,DF,ua Dynamo Kyiv,25,1992,1,45,45,5.0,0.5,0,,0,1,,1,0.00,0,1,-1,-2.00,-2.53,Matches
1161,Berik Shaikhov\Berik-Shaikhov,kz KAZ,DF,kz FC Astana,23,1994,0,,,,,0,,0,0,,3,,,,,,,Matches
1162,Mykola Shaparenko\Mykola-Shaparenko,ua UKR,MF,ua Dynamo Kyiv,18,1998,5,174,35,19.3,1.9,2,,0,3,,1,1.20,6,3,+3,+1.55,+1.43,Matches
1163,Oleg Shatov\Oleg-Shatov,ru RUS,MFFW,ru Zenit,27,1990,2,121,61,13.4,1.3,2,,0,0,,0,2.33,2,1,+1,+0.74,-0.64,Matches
1164,Georgi Shchennikov\Georgi-Shchennikov,ru RUS,MF,ru CSKA Moscow,26,1991,2,134,67,24.8,1.5,1,,1,1,,2,1.50,3,6,-3,-2.01,-2.24,Matches
1165,Aleksey Shchetkin\Aleksey-Shchetkin,kz KAZ,FW,kz FC Astana,26,1991,1,23,23,3.2,0.3,0,,0,1,,0,1.00,2,0,+2,+7.83,+7.96,Matches
1166,Ben Sheaf\Ben-Sheaf,eng ENG,MF,eng Arsenal,19,1998,1,1,1,0.1,0.0,0,,0,1,,3,3.00,0,0,0,0.00,-1.29,Matches
1167,Orges Shehi\Orges-Shehi,al ALB,GK,al Skënderbeu Korçë,39,1977,6,540,90,100.0,6.0,6,,6,0,,0,1.43,6,10,-4,-0.67,,Matches
1168,Volodymyr Shepelyev\Volodymyr-Shepelyev,ua UKR,MF,ua Dynamo Kyiv,20,1997,6,440,73,48.9,4.9,5,,4,1,,3,1.50,7,7,0,0.00,-0.78,Matches
1169,Oleksiy Shevchenko\Oleksiy-Shevchenko,ua UKR,GK,ua Zorya Luhansk,25,1992,0,,,,,0,,0,0,,2,,,,,,,Matches
1170,Igor Shitov\Igor-Shitov,by BLR,DFMF,kz FC Astana,30,1986,8,635,79,88.2,7.1,7,,6,1,,0,1.38,13,10,+3,+0.43,+2.54,Matches
1171,Donjet Shkodra\Donjet-Shkodra,xk KVX,MF,al Skënderbeu Korçë,28,1989,1,10,10,1.9,0.1,0,,0,1,,5,2.00,0,0,0,0.00,+0.68,Matches
1172,Masoud Shojaei\Masoud-Shojaei,ir IRN,MF,gr AEK Athens,33,1984,1,90,90,12.5,1.0,1,,1,0,,0,1.00,0,0,0,0.00,-0.14,Matches
1173,Dmitriy Shomko\Dmitriy-Shomko,kz KAZ,DFMF,kz FC Astana,27,1990,8,720,90,100.0,8.0,8,,8,0,,0,1.38,14,13,+1,+0.12,,Matches
1174,Mikalay Signevich\Mikalay-Signevich,by BLR,FW,by BATE Borisov,25,1992,6,301,50,55.7,3.3,2,,1,4,,0,1.13,5,7,-2,-0.60,+2.41,Matches
1175,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MFFW,eng Everton,27,1989,4,303,76,56.1,3.4,3,,3,1,,0,0.40,3,9,-6,-1.78,-1.02,Matches
1176,Cristiano da Silva Leite\Cristiano-da-Silva-Leite,br BRA,MFDF,md Sheriff Tiraspol,23,1993,6,537,90,99.4,6.0,6,,5,0,,0,1.38,4,4,0,0.00,0.00,Matches
1177,Alex da Silva\Alex-da-Silva,br BRA,MFFW,cy Apollon Limassol,33,1983,4,204,51,37.8,2.3,2,,0,2,,1,1.50,1,5,-4,-1.76,-0.43,Matches
1178,André Silva\Andre-Silva,pt POR,FW,it Milan,21,1995,10,722,72,80.2,8.0,8,,5,2,,0,2.07,15,7,+8,+1.00,+1.50,Matches
1179,João Miguel Macedo Silva\Joao-Miguel-Macedo-Silva,pt POR,GK,pt Vitória,22,1995,3,270,90,50.0,3.0,3,,3,0,,3,1.00,3,4,-1,-0.33,+0.67,Matches
1180,Raul Silva\Raul-Silva,br BRA,DF,pt Braga,27,1989,7,630,90,87.5,7.0,7,,7,0,,0,2.09,10,8,+2,+0.29,+3.29,Matches
1181,Silas Araújo da Silva\Silas-Araujo-da-Silva,br BRA,MF,ua Zorya Luhansk,21,1996,5,245,49,45.4,2.7,3,,1,2,,0,1.20,3,5,-2,-0.73,+0.49,Matches
1182,André Simões\Andre-Simoes,pt POR,MF,gr AEK Athens,27,1989,7,630,90,87.5,7.0,7,,7,0,,0,1.44,5,4,+1,+0.14,+0.14,Matches
1183,Jozo Šimunović\Jozo-Simunovic,hr CRO,DF,sco Celtic,22,1994,2,180,90,100.0,2.0,2,,2,0,,0,1.50,1,3,-2,-1.00,,Matches
1184,Scott Sinclair\Scott-Sinclair,eng ENG,FWMF,sco Celtic,28,1989,1,28,28,15.6,0.3,0,,0,1,,1,0.00,0,0,0,0.00,+1.18,Matches
1185,Meris Skenderović\Meris-Skenderovic,me MNE,FW,de Hoffenheim,19,1998,1,34,34,6.3,0.4,0,,0,1,,1,1.00,0,1,-1,-2.65,-2.47,Matches
1186,Jørgen Skjelvik\Jorgen-Skjelvik,no NOR,DF,no Rosenborg,26,1991,5,372,74,68.9,4.1,4,,4,1,,1,1.57,5,8,-3,-0.73,+0.35,Matches
1187,Milan Škoda\Milan-Skoda,cz CZE,FW,cz Slavia Prague,31,1986,4,66,17,12.2,0.7,1,,0,3,,2,1.00,0,1,-1,-1.36,-1.55,Matches
1188,Robert Skov\Robert-Skov,dk DEN,MF,dk FC Copenhagen,21,1996,2,117,59,16.3,1.3,1,,0,1,,0,0.00,1,3,-2,-1.54,-1.84,Matches
1189,Ilya Skrobotov\Ilya-Skrobotov,ru RUS,DF,ru Zenit,17,2000,0,,,,,0,,0,0,,2,,,,,,,Matches
1190,Nejc Skubic\Nejc-Skubic,si SVN,DF,tr Konyaspor,28,1989,6,494,82,91.5,5.5,5,,5,1,,0,1.00,3,6,-3,-0.55,-2.50,Matches
1191,Simon Sluga\Simon-Sluga,hr CRO,GK,hr Rijeka,24,1993,3,270,90,50.0,3.0,3,,3,0,,3,2.00,7,4,+3,+1.00,+2.33,Matches
1192,Dennis Smarsch\Dennis-Smarsch,de GER,GK,de Hertha BSC,18,1999,0,,,,,0,,0,0,,2,,,,,,,Matches
1193,Igor Smolnikov\Igor-Smolnikov,ru RUS,DF,ru Zenit,28,1988,5,330,66,36.7,3.7,4,,2,1,,4,1.57,3,4,-1,-0.27,-2.48,Matches
1194,Yevhenii Smyrnyi\Yevhenii-Smyrnyi,ua UKR,MF,ua Dynamo Kyiv,18,1998,0,,,,,0,,0,0,,3,,,,,,,Matches
1195,Wesley Sneijder\Wesley-Sneijder,nl NED,MFFW,fr Nice,33,1984,2,156,78,21.7,1.7,2,,1,0,,1,0.00,1,3,-2,-1.15,-1.95,Matches
1196,Leônidas Soares Damasceno\Leonidas-Soares-Damasceno,br BRA,MF,ua Zorya Luhansk,21,1995,1,16,16,3.0,0.2,0,,0,1,,3,0.00,0,0,0,0.00,+1.03,Matches
1197,Eduard Sobol\Eduard-Sobol,ua UKR,DF,cz Slavia Prague,22,1995,6,540,90,100.0,6.0,6,,6,0,,0,1.33,6,6,0,0.00,,Matches
1198,Theophilus Solomon\Theophilus-Solomon,ng NGA,FW,rs Partizan,21,1996,2,92,46,12.8,1.0,1,,0,1,,1,0.50,1,3,-2,-1.96,-1.81,Matches
1199,Gabriel Somi\Gabriel-Somi,sy SYR,MFDF,se Östersund,25,1991,5,258,52,35.8,2.9,3,,0,2,,1,2.38,5,1,+4,+1.40,+1.78,Matches
1200,Noah Sonko Sundberg\Noah-Sonko-Sundberg,gm GAM,DF,se Östersund,21,1996,0,,,,,0,,0,0,,1,,,,,,,Matches
1201,Roberto Soriano\Roberto-Soriano,it ITA,MF,es Villarreal,26,1991,6,297,50,41.3,3.3,4,,0,2,,1,1.33,4,5,-1,-0.30,-0.73,Matches
1202,Pieros Sotiriou\Pieros-Sotiriou,cy CYP,FW,dk FC Copenhagen,24,1993,8,617,77,85.7,6.9,7,,5,1,,0,1.13,6,7,-1,-0.15,-1.02,Matches
1203,Tomáš Souček\Tomas-Soucek,cz CZE,MF,cz Slavia Prague,22,1995,5,450,90,83.3,5.0,5,,5,0,,1,1.40,5,5,0,0.00,0.00,Matches
1204,Seydouba Soumah\Seydouba-Soumah,gn GUI,MFFW,rs Partizan,26,1991,5,338,68,46.9,3.8,4,,2,1,,1,0.86,4,7,-3,-0.80,-0.80,Matches
1205,Arnaud Souquet\Arnaud-Souquet,fr FRA,DF,fr Nice,25,1992,4,360,90,50.0,4.0,4,,4,0,,1,2.25,11,3,+8,+2.00,+3.25,Matches
1206,Dyego Sousa\Dyego-Sousa,pt POR,FW,pt Braga,27,1989,5,310,62,43.1,3.4,4,,1,1,,1,1.67,5,7,-2,-0.58,-0.80,Matches
1207,Djibril Sow\Djibril-Sow,ch SUI,MF,ch Young Boys,20,1997,4,346,87,64.1,3.8,4,,3,0,,1,0.50,4,6,-2,-0.52,-0.98,Matches
1208,Ali Sowe\Ali-Sowe,gm GAM,FW,al Skënderbeu Korçë,23,1994,5,450,90,83.3,5.0,5,,4,0,,0,1.00,5,7,-2,-0.40,+1.60,Matches
1209,Leonardo Spinazzola\Leonardo-Spinazzola,it ITA,MF,it Atalanta,24,1993,6,540,90,75.0,6.0,6,,6,0,,0,1.50,9,7,+2,+0.33,-3.17,Matches
1210,Yuval Spungin\Yuval-Spungin,il ISR,DF,il Maccabi Tel Aviv,30,1987,3,270,90,50.0,3.0,3,,3,0,,2,2.22,1,4,-3,-1.00,+0.33,Matches
1211,Bassem Srarfi\Bassem-Srarfi,tn TUN,FW,fr Nice,20,1997,4,97,24,13.5,1.1,1,,0,3,,2,1.50,1,1,0,0.00,-0.43,Matches
1212,Slavoljub Srnić\Slavoljub-Srnic,rs SRB,MF,rs Red Star,25,1992,8,531,66,73.8,5.9,6,,1,2,,0,1.60,3,1,+2,+0.34,+1.29,Matches
1213,Eduard Stăncioiu\Eduard-Stancioiu,ro ROU,GK,ro FCSB,36,1981,0,,,,,0,,0,0,,2,,,,,,,Matches
1214,Stefan Stangl\Stefan-Stangl,at AUT,DF,at RB Salzburg,25,1991,0,,,,,0,,0,0,,1,,,,,,,Matches
1215,Cican Stankovic\Cican-Stankovic,at AUT,GK,at RB Salzburg,24,1992,1,90,90,7.0,1.0,1,,1,0,,12,2.00,0,0,0,0.00,-0.68,Matches
1216,Marko Stanojević\Marko-Stanojevic,rs SRB,MF,kz FC Astana,29,1988,2,63,32,8.8,0.7,0,,0,2,,0,0.50,2,1,+1,+1.43,+1.43,Matches
1217,Niklas Stark\Niklas-Stark,de GER,DF,de Hertha BSC,22,1995,4,334,84,61.9,3.7,4,,3,0,,1,1.00,4,4,0,0.00,+0.44,Matches
1218,Ihar Stasevich\Ihar-Stasevich,by BLR,MFFW,by BATE Borisov,31,1985,6,512,85,94.8,5.7,6,,4,0,,0,1.13,6,15,-9,-1.58,+1.63,Matches
1219,Maarten Stekelenburg\Maarten-Stekelenburg,nl NED,GK,eng Everton,34,1982,1,90,90,16.7,1.0,1,,1,0,,2,1.50,0,3,-3,-3.00,-2.00,Matches
1220,Miroslav Stoch\Miroslav-Stoch,sk SVK,MF,cz Slavia Prague,27,1989,6,445,74,82.4,4.9,5,,4,1,,0,1.33,4,4,0,0.00,0.00,Matches
1221,Valentin Stocker\Valentin-Stocker,ch SUI,MF,de Hertha BSC,28,1989,2,102,51,18.9,1.1,1,,1,1,,1,1.50,2,0,+2,+1.76,+2.38,Matches
1222,Filip Stojcevski\Filip-Stojcevski,mk MKD,MF,mk FK Vardar,18,1999,0,,,,,0,,0,0,,3,,,,,,,Matches
1223,Filip Stojković\Filip-Stojkovic,me MNE,DF,rs Red Star,24,1993,8,720,90,100.0,8.0,8,,8,0,,0,1.69,3,3,0,0.00,,Matches
1224,Vladimir Stojković\Vladimir-Stojkovic,rs SRB,GK,rs Partizan,34,1983,8,720,90,100.0,8.0,8,,7,0,,0,1.33,9,12,-3,-0.37,,Matches
1225,Alexander Stolz\Alexander-Stolz,de GER,GK,de Hoffenheim,33,1983,0,,,,,0,,0,0,,2,,,,,,,Matches
1226,Marco Storari\Marco-Storari,it ITA,GK,it Milan,40,1977,1,90,90,10.0,1.0,1,,1,0,,6,1.50,0,2,-2,-2.00,-3.00,Matches
1227,Thomas Strakosha\Thomas-Strakosha,al ALB,GK,it Lazio,22,1995,10,900,90,83.3,10.0,10,,10,0,,1,2.20,23,13,+10,+1.00,+1.50,Matches
1228,Fábio Sturgeon\Fabio-Sturgeon,pt POR,MF,pt Vitória,23,1994,1,90,90,16.7,1.0,1,,1,0,,3,0.00,0,3,-3,-3.00,-2.80,Matches
1229,Marios Stylianou\Marios-Stylianou,cy CYP,MF,cy Apollon Limassol,23,1993,0,,,,,0,,0,0,,4,,,,,,,Matches
