,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
1381,Andre-Frank Zambo Anguissa\Andre-Frank-Zambo-Anguissa,cm CMR,MF,fr Marseille,21,1995,14,584,42,42.3,6.5,4,,3,10,,1,1.69,3,6,-3,-0.46,-1.25,Matches
1382,Niccolò Zanellato\Niccolo-Zanellato,it ITA,MF,it Milan,19,1998,1,74,74,8.2,0.8,1,,0,0,,0,1.50,0,2,-2,-2.43,-3.41,Matches
1383,Cristián Zapata\Cristian-Zapata,co COL,DF,it Milan,30,1986,4,360,90,40.0,4.0,4,,4,0,,4,2.63,11,4,+7,+1.75,+1.75,Matches
1384,Saša Zdjelar\Sasa-Zdjelar,rs SRB,MF,rs Partizan,22,1995,1,90,90,12.5,1.0,1,,1,0,,0,0.00,0,2,-2,-2.00,-1.86,Matches
1385,Zeca\Zeca,gr GRE,MF,dk FC Copenhagen,28,1988,5,446,89,61.9,5.0,5,,4,0,,0,1.60,6,2,+4,+0.81,+2.12,Matches
1386,Emilio Zelaya\Emilio-Zelaya,ar ARG,FW,cy Apollon Limassol,30,1987,6,239,40,44.3,2.7,1,,1,5,,0,1.45,4,8,-4,-1.51,-0.01,Matches
1387,Lukáš Železník\Lukas-Zeleznik,cz CZE,FWMF,cz Fastav Zlín,27,1990,5,217,43,40.2,2.4,3,,1,2,,1,0.40,0,5,-5,-2.07,-0.96,Matches
1388,Martin Zeman\Martin-Zeman,cz CZE,MF,cz Viktoria Plzeň,28,1989,7,341,49,37.3,3.8,3,,0,4,,0,1.56,8,4,+4,+1.06,+0.59,Matches
1389,Madi Zhakypbayev\Madi-Zhakypbayev,kz KAZ,MF,kz FC Astana,17,2000,0,,,,,0,,0,0,,1,,,,,,,Matches
1390,Timur Zhamaletdinov\Timur-Zhamaletdinov,ru RUS,FW,ru CSKA Moscow,20,1997,0,,,,,0,,0,0,,2,,,,,,,Matches
1391,Yuri Zhirkov\Yuri-Zhirkov,ru RUS,MFFW,ru Zenit,33,1983,4,216,54,24.0,2.4,2,,2,2,,6,1.86,6,2,+4,+1.67,+0.48,Matches
1392,Piotr Zieliński\Piotr-Zielinski,pl POL,FW,it Napoli,23,1994,2,180,90,100.0,2.0,2,,2,0,,0,1.50,3,3,0,0.00,,Matches
1393,Diego Živulić\Diego-Zivulic,hr CRO,MF,cz Viktoria Plzeň,25,1992,3,67,22,7.3,0.7,1,,0,2,,3,1.75,0,2,-2,-2.69,-3.64,Matches
1394,Zdeněk Zlámal\Zdenek-Zlamal,cz CZE,GK,cz Fastav Zlín,31,1985,3,270,90,50.0,3.0,3,,3,0,,3,0.33,1,4,-3,-1.00,+1.00,Matches
1395,Jaromír Zmrhal\Jaromir-Zmrhal,cz CZE,MF,cz Slavia Prague,23,1993,5,364,73,67.4,4.0,5,,1,0,,1,1.60,6,4,+2,+0.49,+1.52,Matches
1396,Roman Zobnin\Roman-Zobnin,ru RUS,MF,ru Spartak Moscow,23,1994,2,180,90,100.0,2.0,2,,2,0,,0,1.50,3,4,-1,-0.50,,Matches
1397,Simon Zoller\Simon-Zoller,de GER,FWMF,de Köln,26,1991,3,238,79,44.1,2.6,3,,1,0,,0,1.00,5,4,+1,+0.38,+0.97,Matches
1398,Niv Zrihan\Niv-Zrihan,il ISR,FW,il Be'er Sheva,23,1994,2,47,24,8.7,0.5,0,,0,2,,1,1.50,0,1,-1,-1.91,-1.18,Matches
1399,Igor Zubeldia\Igor-Zubeldia,es ESP,MF,es Real Sociedad,20,1997,5,288,58,40.0,3.2,3,,3,2,,2,2.60,12,2,+10,+3.12,+3.33,Matches
1400,Steven Zuber\Steven-Zuber,ch SUI,MFFW,de Hoffenheim,25,1991,4,233,58,43.1,2.6,3,,1,1,,1,1.00,3,4,-1,-0.39,-0.09,Matches
1401,Robert Žulj\Robert-Zulj,at AUT,FW,de Hoffenheim,25,1992,1,69,69,12.8,0.8,1,,0,0,,0,1.00,1,1,0,0.00,+0.38,Matches
1402,Dario Župarić\Dario-Zuparic,ba BIH,DF,hr Rijeka,25,1992,6,540,90,100.0,6.0,6,,6,0,,0,1.17,11,12,-1,-0.17,,Matches
1403,David Zurutuza\David-Zurutuza,es ESP,MF,es Real Sociedad,31,1986,5,371,74,51.5,4.1,5,,2,0,,1,1.20,8,7,+1,+0.24,-1.82,Matches
1404,Leonard Zuta\Leonard-Zuta,mk MKD,DF,hr Rijeka,24,1992,6,540,90,100.0,6.0,6,,6,0,,0,1.17,11,12,-1,-0.17,,Matches
1405,Arild Østbø\Arild-Ostbo,no NOR,GK,no Rosenborg,26,1991,0,,,,,0,,0,0,,6,,,,,,,Matches
1406,Petar Đuričković\Petar-Djurickovic,rs SRB,MF,rs Partizan,26,1991,1,13,13,1.8,0.1,0,,0,1,,2,1.33,0,0,0,0.00,+0.38,Matches
1407,Besar Iseni\Besar-Iseni,,,mk FK Vardar,,,1,14,14,2.6,0.2,0,,,1,,0,,,,,,,Matches
1408,Binyam Belay\Binyam-Belay,,,al Skënderbeu Korçë,,,1,75,75,13.9,0.8,1,,,0,,0,,,,,,,Matches
1409,Filip Stojchevski\Filip-Stojchevski,,,mk FK Vardar,,,2,19,10,3.5,0.2,0,,,2,,0,,,,,,,Matches
1410,Petr Hronek\Petr-Hronek,,,cz Fastav Zlín,,,1,65,65,12.0,0.7,1,,,0,,0,,,,,,,Matches
