Player,Nation,Born,Season,Squad,Comp,shot_creating_actions,shot_creating_actions_per_90,live_pass_sca,dead_pass_sca,dribble_sca,shots_sca,fouls_drawn_sca,def_actions_sca,goal_creating_actions,gca_per_90,live_pass_gca,dead_pass_gca,dribble_gca,shots_gca,fouls_drawn_gca,def_actions_gca,og_gca
Ryad Boudebouz,dz ALG,1990.0,2021.0,Saint-Étienne,fr Ligue 1,43.0,6.05,23.0,11.0,5.0,1.0,2.0,1.0,1.0,0.14,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sofiane Boufal,ma MAR,1993.0,2021.0,Angers,fr Ligue 1,18.0,2.21,10.0,0.0,3.0,0.0,4.0,1.0,2.0,0.25,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Nassim Boujellab,ma MAR,1999.0,2021.0,Schalke 04,de Bundesliga,14.0,2.08,9.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farid Boulaya,dz ALG,1993.0,2021.0,Metz,fr Ligue 1,119.0,4.52,61.0,31.0,7.0,5.0,14.0,1.0,9.0,0.34,5.0,1.0,0.0,1.0,2.0,0.0,0.0
Ismaëlben Boura,fr FRA,2000.0,2021.0,Lens,fr Ligue 1,6.0,0.84,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mehdi Bourabia,ma MAR,1991.0,2021.0,Sassuolo,it Serie A,7.0,1.34,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Bourigeaud,fr FRA,1994.0,2021.0,Rennes,fr Ligue 1,80.0,3.77,33.0,39.0,1.0,6.0,0.0,1.0,7.0,0.33,2.0,5.0,0.0,0.0,0.0,0.0,0.0
Jarrod Bowen,eng ENG,1996.0,2021.0,West Ham,eng Premier League,64.0,2.85,36.0,10.0,3.0,9.0,5.0,1.0,8.0,0.36,4.0,3.0,0.0,1.0,0.0,0.0,0.0
Dedryck Boyata,be BEL,1990.0,2021.0,Hertha BSC,de Bundesliga,8.0,0.62,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Boye,gh GHA,1987.0,2021.0,Metz,fr Ligue 1,11.0,0.39,9.0,0.0,0.0,1.0,0.0,1.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Boyé,ar ARG,1996.0,2021.0,Elche,es La Liga,26.0,1.22,15.0,0.0,4.0,1.0,6.0,0.0,2.0,0.09,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Can Bozdogan,de GER,2001.0,2021.0,Schalke 04,de Bundesliga,8.0,1.45,6.0,1.0,1.0,0.0,0.0,0.0,3.0,0.55,2.0,0.0,1.0,0.0,0.0,0.0,0.0
Umut Bozok,tr TUR,1996.0,2021.0,Lorient,fr Ligue 1,4.0,5.9,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jayden Braaf,nl NED,2002.0,2021.0,Udinese,it Serie A,1.0,1.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Domagoj Bradarić,hr CRO,1999.0,2021.0,Lille,fr Ligue 1,21.0,1.58,21.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbie Brady,ie IRL,1992.0,2021.0,Burnley,eng Premier League,17.0,1.45,12.0,2.0,0.0,2.0,0.0,1.0,1.0,0.09,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Martin Braithwaite,dk DEN,1991.0,2021.0,Barcelona,es La Liga,21.0,1.78,15.0,0.0,1.0,1.0,3.0,1.0,4.0,0.34,2.0,0.0,0.0,1.0,0.0,1.0,0.0
Julian Brandt,de GER,1996.0,2021.0,Dortmund,de Bundesliga,58.0,4.1,50.0,2.0,2.0,2.0,2.0,0.0,4.0,0.28,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Darko Brašanac,rs SRB,1992.0,2021.0,Osasuna,es La Liga,7.0,1.65,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lilian Brassier,fr FRA,1999.0,2021.0,Brest,fr Ligue 1,2.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Álvaro Bravo,es ESP,1998.0,2021.0,Granada,es La Liga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josip Brekalo,hr CRO,1998.0,2021.0,Wolfsburg,de Bundesliga,55.0,3.42,37.0,10.0,5.0,2.0,1.0,0.0,7.0,0.43,4.0,0.0,1.0,1.0,1.0,0.0,0.0
Gleison Bremer,br BRA,1997.0,2021.0,Torino,it Serie A,11.0,0.49,9.0,0.0,0.0,1.0,0.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Brenet,nl NED,1994.0,2021.0,Hoffenheim,de Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhian Brewster,eng ENG,2000.0,2021.0,Sheffield Utd,eng Premier League,17.0,1.73,12.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Briançon,fr FRA,1994.0,2021.0,Nîmes,fr Ligue 1,7.0,0.52,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Briand,fr FRA,1985.0,2021.0,Bordeaux,fr Ligue 1,4.0,0.68,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.51,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Yan Brice Eteki,cm CMR,1997.0,2021.0,Granada,es La Liga,3.0,0.28,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dylan Bronn,tn TUN,1995.0,2021.0,Metz,fr Ligue 1,21.0,0.68,17.0,0.0,1.0,2.0,0.0,1.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0
John Brooks,us USA,1993.0,2021.0,Wolfsburg,de Bundesliga,19.0,0.79,16.0,0.0,1.0,1.0,0.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Brosinski,de GER,1988.0,2021.0,Mainz 05,de Bundesliga,25.0,2.04,15.0,10.0,0.0,0.0,0.0,0.0,4.0,0.33,1.0,3.0,0.0,0.0,0.0,0.0,0.0
Josh Brownhill,eng ENG,1995.0,2021.0,Burnley,eng Premier League,30.0,1.32,22.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcelo Brozović,hr CRO,1992.0,2021.0,Inter,it Serie A,70.0,3.27,48.0,19.0,1.0,0.0,0.0,2.0,10.0,0.47,8.0,2.0,0.0,0.0,0.0,0.0,0.0
Gastón Brugman,uy URU,1992.0,2021.0,Parma,it Serie A,39.0,2.83,28.0,9.0,0.0,1.0,0.0,1.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Brunet,ar ARG,1998.0,2021.0,Granada,es La Liga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Brunetta,ar ARG,1997.0,2021.0,Parma,it Serie A,9.0,2.79,4.0,4.0,0.0,0.0,1.0,0.0,2.0,0.62,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Cédric Brunner,ch SUI,1994.0,2021.0,Arminia,de Bundesliga,15.0,0.65,11.0,3.0,1.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Bruun Larsen,dk DEN,1998.0,2021.0,Hoffenheim,de Bundesliga,2.0,2.02,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan,es ESP,2001.0,2021.0,Sevilla,es La Liga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan,es ESP,2001.0,2021.0,Eibar,es La Liga,72.0,3.8,43.0,11.0,12.0,3.0,2.0,1.0,7.0,0.37,4.0,1.0,2.0,0.0,0.0,0.0,0.0
Joe Bryan,eng ENG,1993.0,2021.0,Fulham,eng Premier League,12.0,2.31,6.0,3.0,1.0,1.0,1.0,0.0,1.0,0.19,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kean Bryan,eng ENG,1996.0,2021.0,Sheffield Utd,eng Premier League,4.0,0.48,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Buadés,fr FRA,1997.0,2021.0,Nîmes,fr Ligue 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ante Budimir,hr CRO,1991.0,2021.0,Osasuna,es La Liga,15.0,1.29,8.0,0.0,2.0,3.0,2.0,0.0,1.0,0.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marius Bülter,de GER,1993.0,2021.0,Union Berlin,de Bundesliga,21.0,2.3,17.0,0.0,2.0,0.0,1.0,1.0,3.0,0.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Alessandro Buongiorno,it ITA,1999.0,2021.0,Torino,it Serie A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Esteban Burgos,ar ARG,1992.0,2021.0,Eibar,es La Liga,7.0,0.62,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Burgui,es ESP,1993.0,2021.0,Alavés,es La Liga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Burkardt,de GER,2000.0,2021.0,Mainz 05,de Bundesliga,23.0,1.85,18.0,0.0,0.0,1.0,4.0,0.0,3.0,0.24,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Nishan Burkart,ch SUI,2000.0,2021.0,Freiburg,de Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Burke,sco SCO,1997.0,2021.0,Sheffield Utd,eng Premier League,26.0,2.22,16.0,0.0,6.0,2.0,0.0,2.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Burn,eng ENG,1992.0,2021.0,Brighton,eng Premier League,15.0,0.89,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Burner,fr FRA,1996.0,2021.0,Nice,fr Ligue 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Burner,fr FRA,1996.0,2021.0,Nîmes,fr Ligue 1,17.0,1.35,12.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxime Busi,be BEL,1999.0,2021.0,Parma,it Serie A,5.0,0.66,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Busquets,es ESP,1988.0,2021.0,Barcelona,es La Liga,52.0,2.69,48.0,1.0,0.0,0.0,2.0,1.0,7.0,0.36,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Oskar Buur,dk DEN,1998.0,2021.0,Wolves,eng Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erick Cabaco,uy URU,1995.0,2021.0,Getafe,es La Liga,6.0,0.41,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Cabot,fr FRA,1994.0,2021.0,Angers,fr Ligue 1,19.0,2.3,11.0,1.0,4.0,1.0,1.0,1.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Martín Cáceres,uy URU,1987.0,2021.0,Fiorentina,it Serie A,19.0,1.18,15.0,3.0,0.0,1.0,0.0,0.0,3.0,0.19,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Anthony Caci,fr FRA,1997.0,2021.0,Strasbourg,fr Ligue 1,34.0,1.45,27.0,3.0,2.0,1.0,1.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathieu Cafaro,fr FRA,1997.0,2021.0,Reims,fr Ligue 1,38.0,1.94,24.0,6.0,3.0,2.0,0.0,3.0,8.0,0.41,5.0,0.0,0.0,2.0,0.0,1.0,0.0
Gary Cahill,eng ENG,1985.0,2021.0,Crystal Palace,eng Premier League,6.0,0.43,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yannick Cahuzac,fr FRA,1985.0,2021.0,Lens,fr Ligue 1,22.0,1.14,16.0,1.0,1.0,2.0,0.0,2.0,2.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Felipe Caicedo,ec ECU,1988.0,2021.0,Lazio,it Serie A,21.0,2.27,13.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Cairney,sco SCO,1991.0,2021.0,Fulham,eng Premier League,35.0,4.15,21.0,8.0,3.0,1.0,2.0,0.0,2.0,0.24,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Cala,es ESP,1989.0,2021.0,Cádiz,es La Liga,10.0,0.47,5.0,0.0,1.0,1.0,2.0,1.0,1.0,0.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Arturo Calabresi,it ITA,1996.0,2021.0,Bologna,it Serie A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arturo Calabresi,it ITA,1996.0,2021.0,Cagliari,it Serie A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davide Calabria,it ITA,1996.0,2021.0,Milan,it Serie A,43.0,1.8,38.0,3.0,0.0,1.0,1.0,0.0,4.0,0.17,3.0,0.0,0.0,0.0,1.0,0.0,0.0
Riccardo Calafiori,it ITA,2002.0,2021.0,Roma,it Serie A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mattia Caldara,it ITA,1994.0,2021.0,Atalanta,it Serie A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luca Caldirola,it ITA,1991.0,2021.0,Benevento,it Serie A,3.0,0.26,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duje Ćaleta-Car,hr CRO,1996.0,2021.0,Marseille,fr Ligue 1,8.0,0.3,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hakan Çalhanoğlu,tr TUR,1994.0,2021.0,Milan,it Serie A,132.0,6.36,73.0,47.0,2.0,6.0,4.0,0.0,16.0,0.77,8.0,7.0,0.0,0.0,1.0,0.0,0.0
Kerim Calhanoglu,de GER,2002.0,2021.0,Schalke 04,de Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabrizio Caligara,it ITA,2000.0,2021.0,Cagliari,it Serie A,2.0,0.98,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Caligiuri,it ITA,1988.0,2021.0,Augsburg,de Bundesliga,70.0,2.7,36.0,21.0,7.0,0.0,4.0,2.0,9.0,0.35,6.0,2.0,1.0,0.0,0.0,0.0,0.0
José Callejón,es ESP,1987.0,2021.0,Fiorentina,it Serie A,12.0,1.9,9.0,1.0,0.0,0.0,1.0,1.0,2.0,0.32,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Calleri,ar ARG,1993.0,2021.0,Osasuna,es La Liga,22.0,1.42,16.0,0.0,2.0,2.0,1.0,1.0,4.0,0.26,3.0,0.0,1.0,0.0,0.0,0.0,0.0
Dominic Calvert-Lewin,eng ENG,1997.0,2021.0,Everton,eng Premier League,38.0,1.59,23.0,0.0,2.0,5.0,7.0,1.0,9.0,0.38,2.0,0.0,0.0,5.0,2.0,0.0,0.0
Dani Calvo,es ESP,1994.0,2021.0,Elche,es La Liga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mahdi Camara,fr FRA,1998.0,2021.0,Saint-Étienne,fr Ligue 1,38.0,1.33,32.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Camavinga,fr FRA,2002.0,2021.0,Rennes,fr Ligue 1,35.0,1.7,26.0,0.0,2.0,2.0,4.0,1.0,3.0,0.15,1.0,0.0,0.0,2.0,0.0,0.0,0.0
José Campaña,es ESP,1993.0,2021.0,Levante,es La Liga,22.0,2.65,13.0,7.0,1.0,1.0,0.0,0.0,2.0,0.24,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Emre Can,de GER,1994.0,2021.0,Dortmund,de Bundesliga,31.0,1.7,26.0,0.0,3.0,0.0,0.0,2.0,4.0,0.22,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Canales,es ESP,1991.0,2021.0,Betis,es La Liga,85.0,4.3,64.0,11.0,4.0,5.0,1.0,0.0,12.0,0.61,8.0,2.0,1.0,1.0,0.0,0.0,0.0
João Cancelo,pt POR,1994.0,2021.0,Manchester City,eng Premier League,61.0,2.82,52.0,3.0,6.0,0.0,0.0,0.0,7.0,0.32,6.0,1.0,0.0,0.0,0.0,0.0,0.0
Antonio Candreva,it ITA,1987.0,2021.0,Sampdoria,it Serie A,67.0,3.29,35.0,20.0,4.0,5.0,3.0,0.0,9.0,0.44,4.0,3.0,0.0,1.0,1.0,0.0,0.0
Ander Capa,es ESP,1992.0,2021.0,Athletic Club,es La Liga,34.0,1.57,28.0,2.0,1.0,2.0,0.0,1.0,3.0,0.14,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Pierrick Capelle,fr FRA,1987.0,2021.0,Angers,fr Ligue 1,30.0,1.96,23.0,2.0,2.0,1.0,1.0,1.0,3.0,0.2,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Étienne Capoue,fr FRA,1988.0,2021.0,Villarreal,es La Liga,7.0,0.89,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gianluca Caprari,it ITA,1993.0,2021.0,Benevento,it Serie A,63.0,3.4,27.0,14.0,7.0,8.0,6.0,1.0,7.0,0.38,2.0,4.0,0.0,1.0,0.0,0.0,0.0
Francesco Caputo,it ITA,1987.0,2021.0,Sassuolo,it Serie A,40.0,2.21,27.0,0.0,3.0,4.0,6.0,0.0,7.0,0.39,5.0,0.0,0.0,0.0,2.0,0.0,0.0
Maxence Caqueret,fr FRA,2000.0,2021.0,Lyon,fr Ligue 1,33.0,2.32,30.0,0.0,0.0,1.0,1.0,1.0,2.0,0.14,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Andrea Carboni,it ITA,2001.0,2021.0,Cagliari,it Serie A,1.0,0.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac Carcelen,es ESP,1993.0,2021.0,Cádiz,es La Liga,18.0,0.86,14.0,2.0,0.0,1.0,1.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Irvin Cardona,fr FRA,1997.0,2021.0,Brest,fr Ligue 1,39.0,2.12,28.0,2.0,3.0,4.0,2.0,0.0,3.0,0.16,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Marc Cardona,es ESP,1995.0,2021.0,Osasuna,es La Liga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ian Carlo Poveda,eng ENG,2000.0,2021.0,Leeds United,eng Premier League,7.0,2.49,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Carlos,br BRA,1993.0,2021.0,Sevilla,es La Liga,10.0,0.44,8.0,0.0,0.0,2.0,0.0,0.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Juan Carlos,es ESP,1991.0,2021.0,Huesca,es La Liga,10.0,3.09,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lionel Carole,fr FRA,1991.0,2021.0,Strasbourg,fr Ligue 1,16.0,1.33,14.0,2.0,0.0,0.0,0.0,0.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Yannick Carrasco,be BEL,1993.0,2021.0,Atlético Madrid,es La Liga,56.0,3.61,35.0,8.0,9.0,2.0,2.0,0.0,10.0,0.64,6.0,3.0,1.0,0.0,0.0,0.0,0.0
Sergio Carreira,es ESP,2000.0,2021.0,Celta Vigo,es La Liga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guido Carrillo,ar ARG,1991.0,2021.0,Elche,es La Liga,10.0,1.19,9.0,0.0,1.0,0.0,0.0,0.0,2.0,0.24,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy Carroll,eng ENG,1989.0,2021.0,Newcastle Utd,eng Premier League,9.0,2.1,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dani Carvajal,es ESP,1992.0,2021.0,Real Madrid,es La Liga,16.0,1.69,12.0,0.0,1.0,2.0,0.0,1.0,5.0,0.53,4.0,0.0,0.0,1.0,0.0,0.0,0.0
William Carvalho,pt POR,1992.0,2021.0,Betis,es La Liga,14.0,1.2,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casemiro,br BRA,1992.0,2021.0,Real Madrid,es La Liga,35.0,1.49,30.0,1.0,0.0,1.0,1.0,2.0,4.0,0.17,3.0,0.0,0.0,1.0,0.0,0.0,0.0
Matty Cash,eng ENG,1997.0,2021.0,Aston Villa,eng Premier League,27.0,1.27,20.0,3.0,2.0,0.0,1.0,1.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Giuseppe Caso,it ITA,1998.0,2021.0,Genoa,it Serie A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moreto Cassamã,gw GNB,1998.0,2021.0,Reims,fr Ligue 1,21.0,1.23,17.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francesco Cassata,it ITA,1997.0,2021.0,Genoa,it Serie A,1.0,1.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timothy Castagne,be BEL,1995.0,2021.0,Leicester City,eng Premier League,29.0,1.61,25.0,2.0,0.0,0.0,0.0,2.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Charles Castelletto,cm CMR,1995.0,2021.0,Nantes,fr Ligue 1,6.0,0.36,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samu Castillejo,es ESP,1995.0,2021.0,Milan,it Serie A,23.0,2.0,16.0,2.0,1.0,1.0,3.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Gonzalo Castro,de GER,1987.0,2021.0,Stuttgart,de Bundesliga,72.0,4.49,39.0,23.0,3.0,4.0,0.0,3.0,5.0,0.31,3.0,1.0,1.0,0.0,0.0,0.0,0.0
Jonny Castro,es ESP,1994.0,2021.0,Wolves,eng Premier League,6.0,1.09,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaetano Castrovilli,it ITA,1997.0,2021.0,Fiorentina,it Serie A,43.0,2.07,33.0,0.0,1.0,0.0,9.0,0.0,9.0,0.43,8.0,0.0,0.0,0.0,1.0,0.0,0.0
Danilo Cataldi,it ITA,1994.0,2021.0,Lazio,it Serie A,8.0,2.18,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivan Cavaleiro,pt POR,1993.0,2021.0,Fulham,eng Premier League,53.0,2.51,37.0,8.0,1.0,3.0,2.0,2.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Edinson Cavani,uy URU,1987.0,2021.0,Manchester Utd,eng Premier League,20.0,1.94,14.0,0.0,2.0,2.0,2.0,0.0,2.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Dani Ceballos,es ESP,1996.0,2021.0,Arsenal,eng Premier League,35.0,2.67,30.0,2.0,1.0,0.0,1.0,1.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Ceccherini,it ITA,1992.0,2021.0,Hellas Verona,it Serie A,9.0,0.58,6.0,1.0,0.0,2.0,0.0,0.0,1.0,0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Federico Ceccherini,it ITA,1992.0,2021.0,Fiorentina,it Serie A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zeki Çelik,tr TUR,1997.0,2021.0,Lille,fr Ligue 1,37.0,1.88,33.0,0.0,2.0,0.0,1.0,1.0,5.0,0.25,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Bersant Celina,xk KVX,1996.0,2021.0,Dijon,fr Ligue 1,56.0,2.77,34.0,22.0,0.0,0.0,0.0,0.0,5.0,0.25,3.0,2.0,0.0,0.0,0.0,0.0,0.0
Fabien Centonze,fr FRA,1996.0,2021.0,Metz,fr Ligue 1,42.0,1.46,28.0,3.0,3.0,1.0,5.0,2.0,5.0,0.17,3.0,0.0,0.0,0.0,1.0,1.0,0.0
Luca Ceppitelli,it ITA,1989.0,2021.0,Cagliari,it Serie A,5.0,0.48,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberto Cerri,it ITA,1996.0,2021.0,Cagliari,it Serie A,15.0,5.38,10.0,0.0,1.0,2.0,2.0,0.0,2.0,0.72,1.0,0.0,0.0,1.0,0.0,0.0,0.0
