,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
373,Nenad Krstičić\Nenad-Krsticic,rs SRB,MF,rs Red Star,28,1990,5,432,86,80.0,4.8,5,86,4,0,,0,1.54,4,13,-9,-1.87,+0.62,2.0,14.0,-12.0,-2.50,-0.55,Matches
374,Grzegorz Krychowiak\Grzegorz-Krychowiak,pl POL,MFDF,ru Loko Moscow,28,1990,6,540,90,100.0,6.0,6,90,6,0,,0,0.50,4,12,-8,-1.33,,6.8,8.6,-1.8,-0.30,,Matches
375,Serhiy Kryvtsov\Serhiy-Kryvtsov,ua UKR,DF,ua Shakhtar,27,1991,5,450,90,83.3,5.0,5,90,5,0,,1,1.00,6,14,-8,-1.60,-1.60,5.0,10.9,-5.9,-1.18,+0.31,Matches
376,Konstantin Kuchayev\Konstantin-Kuchayev,ru RUS,MF,ru CSKA Moscow,20,1998,2,21,11,3.9,0.2,0,,0,2,10,0,1.50,0,1,-1,-4.29,-4.29,0.1,0.6,-0.5,-2.34,-1.99,Matches
377,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DF,fr Paris S-G,25,1992,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
378,Ahmed Kutucu\Ahmed-Kutucu,tr TUR,FW,de Schalke 04,18,2000,1,19,19,2.6,0.2,0,,0,1,18,2,3.00,1,0,+1,+4.74,+5.64,0.5,0.1,+0.4,+1.94,+2.23,Matches
379,Solomon Kvirkvelia\Solomon-Kvirkvelia,ge GEO,DF,ru Loko Moscow,26,1992,5,435,87,80.6,4.8,5,87,4,0,,0,0.60,3,8,-5,-1.03,+1.54,5.9,6.4,-0.5,-0.10,+1.00,Matches
380,Georgii Kyrnats\Georgii-Kyrnats,ru RUS,GK,ru CSKA Moscow,20,1998,1,1,1,0.2,0.0,0,,0,1,0,2,3.00,0,0,0,0.00,+0.17,0.0,0.0,0.0,+1.04,+1.47,Matches
381,Zakaria Labyad\Zakaria-Labyad,ma MAR,MF,nl Ajax,25,1993,1,5,5,0.5,0.1,0,,0,1,4,4,2.33,0,0,0,0.00,-0.75,0.1,0.0,+0.1,+1.46,+0.95,Matches
382,Adam Lallana\Adam-Lallana,eng ENG,MFFW,eng Liverpool,30,1988,3,105,35,9.0,1.2,1,80,0,2,13,2,2.00,1,2,-1,-0.86,-1.96,3.8,0.7,+3.1,+2.64,+2.01,Matches
383,Vassilis Lambropoulos\Vassilis-Lambropoulos,gr GRE,DF,gr AEK Athens,28,1990,3,270,90,50.0,3.0,3,90,3,0,,1,1.14,0,7,-7,-2.33,-1.00,0.7,6.0,-5.3,-1.77,-0.76,Matches
384,Érik Lamela\Erik-Lamela,ar ARG,FWMF,eng Tottenham,26,1992,9,335,37,28.6,3.7,3,75,0,6,19,1,1.89,7,4,+3,+0.81,+1.02,4.2,4.1,+0.1,+0.02,-0.50,Matches
385,Kostas Lamprou\Kostas-Lamprou,gr GRE,GK,nl Ajax,26,1991,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
386,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,eng Manchester City,24,1994,10,881,88,97.9,9.8,10,88,9,0,,0,2.20,28,12,+16,+1.63,-7.84,21.3,10.7,+10.6,+1.08,-3.31,Matches
387,Toni Lato\Toni-Lato,es ESP,DF,es Valencia,20,1997,1,50,50,9.3,0.6,1,50,0,0,,3,3.00,2,0,+2,+3.60,+3.97,0.7,0.3,+0.3,+0.62,+1.40,Matches
388,Sandro Lauper\Sandro-Lauper,ch SUI,DFMF,ch Young Boys,21,1996,5,405,81,75.0,4.5,4,90,4,1,45,0,0.80,4,7,-3,-0.67,+2.67,5.3,9.3,-4.0,-0.89,+0.31,Matches
389,Diogo Leite\Diogo-Leite,pt POR,DF,pt Porto,19,1999,1,90,90,9.7,1.0,1,90,1,0,,3,3.00,3,2,+1,+1.00,+0.57,1.5,3.8,-2.3,-2.30,-2.41,Matches
390,Cristian Lema\Cristian-Lema,ar ARG,DF,pt Benfica,27,1990,1,46,46,8.5,0.5,0,,0,1,45,0,3.00,1,2,-1,-1.96,-1.23,0.0,2.0,-1.9,-3.79,-3.80,Matches
391,Thomas Lemar\Thomas-Lemar,fr FRA,MFFW,es Atlético Madrid,22,1995,7,409,58,56.8,4.5,5,72,2,2,25,0,1.86,7,7,0,0.00,-0.58,4.3,4.2,+0.1,+0.02,+0.10,Matches
392,Clément Lenglet\Clement-Lenglet,fr FRA,DF,es Barcelona,23,1995,12,1001,83,92.7,11.1,11,90,11,1,10,0,2.25,23,10,+13,+1.17,-2.25,21.1,13.7,+7.4,+0.67,-0.72,Matches
393,Yannic Lenze\Yannic-Lenze,de GER,GK,de Schalke 04,17,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
394,Karlo Letica\Karlo-Letica,hr CRO,GK,be Club Brugge,21,1997,3,270,90,50.0,3.0,3,90,3,0,,3,0.33,2,5,-3,-1.00,-2.33,2.6,3.7,-1.1,-0.36,-0.29,Matches
395,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,de Bayern Munich,29,1988,8,712,89,98.9,7.9,8,89,6,0,,0,1.88,16,8,+8,+1.01,+1.01,12.6,10.1,+2.5,+0.32,-2.86,Matches
396,Matthijs de Ligt\Matthijs-de-Ligt,nl NED,DF,nl Ajax,18,1999,11,990,90,91.7,11.0,11,90,11,0,,0,1.94,19,13,+6,+0.55,-2.45,20.0,15.4,+4.6,+0.42,-1.16,Matches
397,David Limberský\David-Limbersky,cz CZE,DF,cz Viktoria Plzeň,34,1983,6,495,83,91.7,5.5,6,83,5,0,,0,1.17,5,16,-11,-2.00,-6.00,6.3,11.2,-4.9,-0.90,-1.22,Matches
398,Victor Lindelöf\Victor-Lindelof,se SWE,DF,eng Manchester Utd,24,1994,7,630,90,70.0,7.0,7,90,7,0,,1,1.29,8,9,-1,-0.14,-0.14,6.5,9.3,-2.9,-0.41,-1.17,Matches
399,Jesse Lingard\Jesse-Lingard,eng ENG,FWMF,eng Manchester Utd,25,1992,6,294,49,32.7,3.3,4,64,0,2,19,0,1.00,1,4,-3,-0.92,-1.22,2.8,3.4,-0.5,-0.17,-0.16,Matches
400,Martin Linnes\Martin-Linnes,no NOR,DF,tr Galatasaray,26,1991,5,402,80,74.4,4.5,5,80,3,0,,1,0.80,3,4,-1,-0.22,+1.08,5.2,7.1,-1.9,-0.42,-1.47,Matches
401,Marko Livaja\Marko-Livaja,hr CRO,FWMF,gr AEK Athens,24,1993,1,66,66,12.2,0.7,1,66,0,0,,0,1.60,0,0,0,0.00,+2.09,0.2,0.8,-0.7,-0.92,+0.54,Matches
402,Fernando Llorente\Fernando-Llorente,es ESP,FW,eng Tottenham,33,1985,9,241,27,20.6,2.7,1,97,1,8,18,4,1.44,8,4,+4,+1.49,+1.78,6.1,4.1,+2.1,+0.78,+0.50,Matches
403,Marcos Llorente\Marcos-Llorente,es ESP,MF,es Real Madrid,23,1995,2,147,74,20.4,1.6,2,74,1,0,,2,1.50,2,2,0,0.00,-0.79,2.3,2.8,-0.5,-0.31,-0.99,Matches
404,Hugo Lloris\Hugo-Lloris,fr FRA,GK,eng Tottenham,31,1986,11,978,89,83.6,10.9,11,89,10,0,,0,1.55,17,15,+2,+0.18,+0.65,15.8,12.2,+3.6,+0.33,-0.31,Matches
405,Anthony Lopes\Anthony-Lopes,pt POR,GK,fr Lyon,27,1990,8,663,83,92.1,7.4,8,83,7,0,,0,1.13,12,13,-1,-0.14,+3.02,11.8,14.5,-2.7,-0.36,+3.18,Matches
406,Adrián López\Adrian-Lopez,es ESP,FW,pt Porto,30,1988,4,121,30,13.0,1.3,1,75,0,3,15,4,2.25,5,5,0,0.00,-0.56,2.5,4.8,-2.2,-1.66,-1.76,Matches
407,Dejan Lovren\Dejan-Lovren,hr CRO,DF,eng Liverpool,29,1989,3,181,60,15.5,2.0,2,91,2,1,0,6,2.00,3,2,+1,+0.50,-0.50,3.7,2.6,+1.1,+0.56,-0.29,Matches
408,Hirving Lozano\Hirving-Lozano,mx MEX,FW,nl PSV Eindhoven,23,1995,6,539,90,99.8,6.0,6,90,5,0,,0,1.00,6,13,-7,-1.17,-1.17,7.3,12.6,-5.3,-0.88,-2.87,Matches
409,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,es Valencia,23,1995,5,450,90,83.3,5.0,5,90,5,0,,0,1.00,4,5,-1,-0.20,-1.20,5.5,9.2,-3.7,-0.75,-0.54,Matches
410,Filipe Luís\Filipe-Luis,br BRA,DF,es Atlético Madrid,32,1985,5,405,81,56.3,4.5,4,90,4,1,45,2,2.40,8,4,+4,+0.89,+1.46,5.6,4.7,+0.9,+0.21,+0.53,Matches
411,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,eng Manchester Utd,25,1993,9,547,61,60.8,6.1,6,83,4,3,16,0,1.11,7,5,+2,+0.33,+1.09,7.0,6.5,+0.5,+0.09,+0.37,Matches
412,Lars Lukas Mai\Lars-Lukas-Mai,de GER,DF,de Bayern Munich,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
413,Sebastiano Luperto\Sebastiano-Luperto,it ITA,DF,it Napoli,21,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
414,Mikhail Lysov\Mikhail-Lysov,ru RUS,FW,ru Loko Moscow,20,1998,1,10,10,1.9,0.1,0,,0,1,9,3,0.00,0,0,0,0.00,+1.36,0.0,0.1,-0.1,-1.19,-0.91,Matches
415,Lisandro Magallán\Lisandro-Magallan,ar ARG,DF,nl Ajax,24,1993,2,10,5,0.9,0.1,0,,0,2,4,2,1.50,0,1,-1,-9.00,-9.84,0.2,0.2,0.0,+0.45,-0.07,Matches
416,Hörður Magnússon\Hordur-Magnusson,is ISL,DFMF,ru CSKA Moscow,25,1993,3,235,78,43.5,2.6,3,78,2,0,,1,1.00,4,4,0,0.00,+0.30,2.4,4.8,-2.4,-0.91,-0.85,Matches
417,Riyad Mahrez\Riyad-Mahrez,dz ALG,FW,eng Manchester City,27,1991,6,389,65,43.2,4.3,4,90,3,2,15,4,1.67,12,3,+9,+2.08,+0.50,8.7,4.3,+4.4,+1.03,-0.23,Matches
418,Maicon\Maicon,br BRA,DF,tr Galatasaray,29,1988,4,288,72,53.3,3.2,3,90,3,1,17,2,1.00,3,4,-1,-0.31,+0.40,6.6,5.5,+1.1,+0.34,+0.82,Matches
419,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,it Napoli,26,1991,5,435,87,80.6,4.8,5,87,4,0,,1,1.60,7,5,+2,+0.41,+0.41,8.6,5.4,+3.2,+0.66,-0.18,Matches
420,Malcom\Malcom,br BRA,FW,es Barcelona,21,1997,3,42,14,3.9,0.5,0,,0,3,13,6,1.33,1,2,-1,-2.14,-3.62,0.6,1.7,-1.2,-2.48,-3.33,Matches
421,Kévin Malcuit\Kevin-Malcuit,ma MAR,DFFW,it Napoli,27,1991,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
422,Donyell Malen\Donyell-Malen,nl NED,FWMF,nl PSV Eindhoven,19,1999,6,177,30,32.8,2.0,1,95,1,5,16,0,1.00,3,6,-3,-1.53,-0.53,3.2,3.8,-0.6,-0.29,+0.87,Matches
423,Mario Mandžukić\Mario-Mandzukic,hr CRO,FW,it Juventus,32,1986,8,576,72,64.0,6.4,7,82,4,1,0,0,1.63,10,5,+5,+0.78,+0.78,12.5,6.2,+6.3,+0.99,+0.39,Matches
424,Sadio Mané\Sadio-Mane,sn SEN,FW,eng Liverpool,26,1992,13,1148,88,98.1,12.8,13,88,9,0,,0,1.92,23,11,+12,+0.94,+0.94,24.0,12.5,+11.6,+0.91,+5.12,Matches
425,Kostas Manolas\Kostas-Manolas,gr GRE,DF,it Roma,27,1991,7,660,94,88.0,7.3,7,94,7,0,,0,1.29,9,12,-3,-0.41,-5.41,10.5,11.6,-1.1,-0.15,-2.88,Matches
426,Petros Mantalos\Petros-Mantalos,gr GRE,FWMF,gr AEK Athens,26,1991,6,433,72,80.2,4.8,5,82,2,1,22,0,0.78,2,13,-11,-2.29,-2.29,3.6,10.9,-7.3,-1.52,-0.65,Matches
427,Fernando Marçal\Fernando-Marcal,br BRA,DF,fr Lyon,29,1989,3,270,90,37.5,3.0,3,90,3,0,,4,0.67,4,8,-4,-1.33,-1.53,3.9,6.3,-2.4,-0.79,-0.29,Matches
428,Iván Marcano\Ivan-Marcano,es ESP,DF,it Roma,31,1987,2,166,83,22.1,1.8,2,83,1,0,,6,0.00,2,4,-2,-1.08,-1.70,1.9,4.0,-2.1,-1.12,-1.70,Matches
429,Marcelo\Marcelo,br BRA,DF,es Real Madrid,30,1988,4,343,86,47.6,3.8,4,86,3,0,,2,2.25,7,4,+3,+0.79,+0.31,7.3,4.5,+2.7,+0.72,+0.46,Matches
430,Marcelo\Marcelo,br BRA,DF,fr Lyon,31,1987,8,720,90,100.0,8.0,8,90,8,0,,0,1.13,13,16,-3,-0.37,,12.1,17.0,-4.9,-0.61,,Matches
431,Moussa Marega\Moussa-Marega,ml MLI,FWMF,pt Porto,27,1991,9,840,93,90.3,9.3,9,93,9,0,,0,2.11,19,13,+6,+0.64,+1.64,15.4,16.2,-0.8,-0.09,+0.41,Matches
432,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,es Atlético Madrid,23,1995,5,360,72,50.0,4.0,5,72,3,0,,0,2.40,6,5,+1,+0.25,0.00,3.7,3.7,0.0,-0.01,+0.03,Matches
433,Mariano\Mariano,br BRA,DF,tr Galatasaray,32,1986,3,183,61,33.9,2.0,2,91,2,1,2,3,0.00,2,5,-3,-1.48,-1.48,4.4,3.2,+1.2,+0.58,+0.94,Matches
434,Mariano\Mariano,do DOM,FW,es Real Madrid,24,1993,5,78,16,10.8,0.9,0,,0,5,15,0,2.40,2,0,+2,+2.31,+1.89,2.1,0.6,+1.6,+1.82,+1.51,Matches
435,Marko Marin\Marko-Marin,de GER,MFFW,rs Red Star,29,1989,5,414,83,76.7,4.6,5,83,2,0,,0,0.80,5,12,-7,-1.52,+2.05,2.3,12.2,-10.0,-2.16,+0.97,Matches
436,Guilherme Marinato\Guilherme-Marinato,ru RUS,GK,ru Loko Moscow,32,1985,6,540,90,100.0,6.0,6,90,6,0,,0,0.50,4,12,-8,-1.33,,6.8,8.6,-1.8,-0.30,,Matches
437,Marlos\Marlos,ua UKR,FWMF,ua Shakhtar,30,1988,3,265,88,49.1,2.9,3,88,1,0,,0,1.00,5,5,0,0.00,+2.62,2.3,6.4,-4.1,-1.40,-0.31,Matches
438,Marquinhos\Marquinhos,br BRA,MFDF,fr Paris S-G,24,1994,7,630,90,87.5,7.0,7,90,7,0,,1,1.57,14,11,+3,+0.43,-4.57,10.2,10.1,+0.1,+0.01,-4.67,Matches
439,Anthony Martial\Anthony-Martial,fr FRA,FWMF,eng Manchester Utd,22,1995,8,507,63,56.3,5.6,6,79,4,2,18,0,1.25,6,5,+1,+0.18,+0.64,6.1,6.9,-0.9,-0.16,-0.22,Matches
440,Javi Martínez\Javi-Martinez,es ESP,MF,de Bayern Munich,29,1988,6,518,86,71.9,5.8,6,86,4,0,,2,1.83,8,3,+5,+0.87,-0.47,8.2,5.7,+2.5,+0.44,+0.32,Matches
441,Lautaro Martínez\Lautaro-Martinez,ar ARG,MFFW,it Inter,20,1997,3,56,19,10.4,0.6,0,,0,3,18,2,0.67,2,1,+1,+1.61,+1.98,1.3,1.0,+0.4,+0.61,+0.53,Matches
442,Gelson Martins\Gelson-Martins,pt POR,MFFW,es Atlético Madrid,23,1995,2,88,44,12.2,1.0,1,60,0,1,28,2,2.00,1,0,+1,+1.02,+0.88,0.7,0.5,+0.1,+0.15,+0.19,Matches
443,Dario Marzino\Dario-Marzino,ch SUI,GK,ch Young Boys,21,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
444,Omar Mascarell\Omar-Mascarell,es ESP,MF,de Schalke 04,25,1993,3,225,75,31.3,2.5,3,75,2,0,,0,2.00,2,3,-1,-0.40,+0.51,2.5,2.8,-0.2,-0.10,+0.19,Matches
445,Han-Noah Massengo\Han-Noah-Massengo,fr FRA,MF,fr Monaco,17,2001,3,181,60,33.5,2.0,2,80,1,1,22,0,0.00,0,4,-4,-1.99,+0.02,1.6,3.3,-1.7,-0.86,+0.19,Matches
446,Clinton Mata\Clinton-Mata,ao ANG,DFMF,be Club Brugge,25,1992,4,209,52,38.7,2.3,2,84,1,2,21,0,1.25,3,2,+1,+0.43,+0.43,2.6,3.7,-1.1,-0.46,-0.39,Matches
447,Juan Mata\Juan-Mata,es ESP,FWMF,eng Manchester Utd,30,1988,6,278,46,30.9,3.1,2,92,2,4,24,3,1.50,4,5,-1,-0.32,-0.32,3.3,4.6,-1.3,-0.42,-0.53,Matches
448,Nemanja Matić\Nemanja-Matic,rs SRB,MF,eng Manchester Utd,29,1988,6,540,90,60.0,6.0,6,90,6,0,,1,1.67,6,4,+2,+0.33,+1.08,6.7,7.3,-0.6,-0.10,-0.10,Matches
449,Joël Matip\Joel-Matip,cm CMR,DF,eng Liverpool,26,1991,8,720,90,61.5,8.0,8,90,8,0,,3,2.00,14,7,+7,+0.87,-0.13,14.5,7.8,+6.7,+0.84,+0.07,Matches
450,Rabbi Matondo\Rabbi-Matondo,wal WAL,MF,de Schalke 04,17,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
451,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,it Juventus,31,1987,9,682,76,75.8,7.6,8,82,5,1,29,1,1.78,12,7,+5,+0.66,+0.66,12.1,7.7,+4.4,+0.59,-1.07,Matches
452,Mykola Matviyenko\Mykola-Matviyenko,ua UKR,DF,ua Shakhtar,22,1996,5,450,90,83.3,5.0,5,90,5,0,,0,1.00,6,14,-8,-1.60,-1.60,5.0,10.9,-5.9,-1.18,+0.31,Matches
453,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FW,fr Paris S-G,29,1989,4,53,13,7.4,0.6,0,,0,4,12,4,1.75,2,1,+1,+1.70,+0.75,0.9,0.2,+0.8,+1.32,+0.78,Matches
454,Maycon\Maycon,br BRA,MF,ua Shakhtar,21,1997,6,451,75,83.5,5.0,5,87,4,1,14,0,1.00,7,12,-5,-1.00,+2.04,5.0,10.8,-5.7,-1.14,+0.56,Matches
455,Noussair Mazraoui\Noussair-Mazraoui,ma MAR,DF,nl Ajax,20,1997,11,825,75,76.4,9.2,10,80,7,1,25,0,2.06,18,11,+7,+0.76,+0.06,16.8,13.8,+3.0,+0.33,-0.79,Matches
456,Kevin Mbabu\Kevin-Mbabu,ch SUI,DF,ch Young Boys,23,1995,5,450,90,83.3,5.0,5,90,5,0,,0,1.14,4,9,-5,-1.00,+2.00,6.9,9.4,-2.5,-0.50,+2.81,Matches
457,Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,fr Paris S-G,19,1998,8,699,87,97.1,7.8,8,87,6,0,,0,1.75,19,12,+7,+0.90,-3.38,14.5,10.2,+4.3,+0.55,-1.56,Matches
458,Jordi Mboula\Jordi-Mboula,es ESP,MF,fr Monaco,19,1999,1,33,33,6.1,0.4,0,,0,1,32,2,0.00,0,0,0,0.00,+2.13,0.1,0.0,+0.1,+0.31,+1.38,Matches
459,Weston McKennie\Weston-McKennie,us USA,MFFW,de Schalke 04,19,1998,6,373,62,51.8,4.1,4,83,2,2,21,1,1.33,5,7,-2,-0.48,+0.55,5.2,8.0,-2.8,-0.67,-0.92,Matches
460,Scott McTominay\Scott-McTominay,sco SCO,MF,eng Manchester Utd,21,1996,3,270,90,30.0,3.0,3,90,3,0,,2,1.00,3,5,-2,-0.67,-0.81,2.8,3.0,-0.2,-0.07,-0.01,Matches
461,Brandon Mechele\Brandon-Mechele,be BEL,DF,be Club Brugge,25,1993,5,450,90,83.3,5.0,5,90,5,0,,1,1.20,6,4,+2,+0.40,+1.40,4.5,5.5,-0.9,-0.19,+0.20,Matches
462,Jonathan Meier\Jonathan-Meier,de GER,DF,de Bayern Munich,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
463,Arthur Melo\Arthur-Melo,br BRA,MF,es Barcelona,21,1996,9,562,62,52.0,6.2,7,77,1,2,11,1,2.22,12,5,+7,+1.12,-0.44,11.0,6.7,+4.3,+0.69,-0.06,Matches
464,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,eng Manchester City,24,1994,2,173,87,19.2,1.9,2,87,1,0,,0,3.00,7,3,+4,+2.08,+0.35,3.9,2.6,+1.2,+0.64,-0.64,Matches
465,Ferland Mendy\Ferland-Mendy,fr FRA,DFMF,fr Lyon,23,1995,8,706,88,98.1,7.8,8,88,7,0,,0,1.13,13,13,0,0.00,+19.29,12.1,15.6,-3.5,-0.45,+8.58,Matches
466,Hamza Mendyl\Hamza-Mendyl,ma MAR,FWDF,de Schalke 04,20,1997,6,366,61,50.8,4.1,5,70,3,1,16,1,1.17,4,6,-2,-0.49,+0.53,6.2,5.2,+0.9,+0.23,+0.92,Matches
467,Dries Mertens\Dries-Mertens,be BEL,FW,it Napoli,31,1987,6,374,62,69.3,4.2,4,81,1,2,26,0,1.50,7,4,+3,+0.72,+1.26,7.8,3.7,+4.1,+0.98,+0.92,Matches
468,Lionel Messi\Lionel-Messi,ar ARG,FWMF,es Barcelona,31,1987,10,838,84,77.6,9.3,9,90,9,1,27,0,2.30,22,9,+13,+1.40,+0.28,18.0,10.0,+8.0,+0.86,+0.64,Matches
469,Thomas Meunier\Thomas-Meunier,be BEL,DFMF,fr Paris S-G,26,1991,5,363,73,50.4,4.0,4,86,3,1,20,1,1.00,11,8,+3,+0.74,-0.52,8.2,6.9,+1.4,+0.34,-0.53,Matches
470,Simon Mignolet\Simon-Mignolet,be BEL,GK,eng Liverpool,30,1988,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
471,Arkadiusz Milik\Arkadiusz-Milik,pl POL,FW,it Napoli,24,1994,4,188,47,34.8,2.1,2,80,1,2,15,2,1.25,0,1,-1,-0.48,-1.25,2.9,2.2,+0.7,+0.34,-0.54,Matches
472,Éder Militão\Eder-Militao,br BRA,DF,pt Porto,20,1998,9,822,91,88.4,9.1,9,91,8,0,,0,1.78,16,13,+3,+0.33,-1.34,13.6,12.9,+0.7,+0.08,+1.78,Matches
473,James Milner\James-Milner,eng ENG,MFDF,eng Liverpool,32,1986,12,899,75,76.8,10.0,10,86,5,2,21,1,1.83,19,11,+8,+0.80,-0.53,16.8,10.1,+6.7,+0.67,-0.62,Matches
474,Santi Mina\Santi-Mina,es ESP,FW,es Valencia,22,1995,4,221,55,40.9,2.5,3,67,0,1,20,0,1.50,5,2,+3,+1.22,+2.07,4.1,2.5,+1.6,+0.67,+2.24,Matches
475,Aleksei Miranchuk\Aleksei-Miranchuk,ru RUS,MFFW,ru Loko Moscow,22,1995,6,513,86,95.0,5.7,6,86,3,0,,0,0.50,4,10,-6,-1.05,+5.61,6.5,7.6,-1.1,-0.20,+2.00,Matches
476,Anton Miranchuk\Anton-Miranchuk,ru RUS,MFFW,ru Loko Moscow,22,1995,6,391,65,72.4,4.3,4,86,3,2,25,0,0.50,4,9,-5,-1.15,+0.66,5.4,7.0,-1.6,-0.37,-0.25,Matches
477,Miranda\Miranda,br BRA,DF,it Inter,33,1984,3,189,63,35.0,2.1,2,91,2,1,8,3,1.00,2,3,-1,-0.48,-0.48,2.4,3.1,-0.7,-0.35,-0.76,Matches
478,Juan Miranda\Juan-Miranda,es ESP,DF,es Barcelona,18,2000,1,90,90,8.3,1.0,1,90,1,0,,1,1.00,1,1,0,0.00,-1.45,1.1,2.4,-1.3,-1.34,-2.25,Matches
479,Antonio Mirante\Antonio-Mirante,it ITA,GK,it Roma,35,1983,2,180,90,24.0,2.0,2,90,2,0,,6,1.50,3,3,0,0.00,-0.32,1.9,2.3,-0.4,-0.20,-0.52,Matches
480,Matej Mitrović\Matej-Mitrovic,hr CRO,DF,be Club Brugge,24,1993,1,90,90,16.7,1.0,1,90,1,0,,5,0.00,0,1,-1,-1.00,-1.40,0.6,1.0,-0.4,-0.39,-0.20,Matches
481,Luka Modrić\Luka-Modric,hr CRO,MF,es Real Madrid,32,1985,6,466,78,64.7,5.2,5,87,3,1,32,2,2.00,9,6,+3,+0.58,-0.13,10.5,7.7,+2.8,+0.53,+0.16,Matches
482,Francisco Montero\Francisco-Montero,es ESP,DF,es Atlético Madrid,19,1999,2,135,68,18.8,1.5,1,90,1,1,45,2,2.00,1,0,+1,+0.67,+0.51,0.9,0.8,0.0,+0.02,+0.05,Matches
483,Júnior Moraes\Junior-Moraes,ua UKR,FW,ua Shakhtar,31,1987,6,504,84,93.3,5.6,6,84,4,0,,0,1.00,8,13,-5,-0.89,+6.61,5.4,11.7,-6.3,-1.12,+1.68,Matches
484,Wesley Moraes\Wesley-Moraes,br BRA,FW,be Club Brugge,21,1996,6,520,87,96.3,5.8,6,87,4,0,,0,1.00,5,5,0,0.00,-4.50,4.9,6.4,-1.5,-0.25,-0.88,Matches
485,Erik Morán\Erik-Moran,es ESP,MF,gr AEK Athens,27,1991,2,100,50,18.5,1.1,1,77,0,1,23,3,0.00,0,1,-1,-0.90,+1.15,0.4,2.1,-1.6,-1.46,-0.09,Matches
486,Álvaro Morata\Alvaro-Morata,es ESP,FW,es Atlético Madrid,25,1992,2,123,62,17.1,1.4,1,91,1,1,32,0,1.50,2,3,-1,-0.73,-1.18,0.6,2.4,-1.8,-1.34,-1.58,Matches
487,Jérémy Morel\Jeremy-Morel,mg MAD,DF,fr Lyon,34,1984,1,90,90,12.5,1.0,1,90,1,0,,4,1.00,2,2,0,0.00,+0.43,2.6,2.0,+0.7,+0.65,+1.45,Matches
488,Alberto Moreno\Alberto-Moreno,es ESP,DF,eng Liverpool,26,1992,1,9,9,0.8,0.1,0,,0,1,8,5,3.00,0,0,0,0.00,-0.93,0.3,0.0,+0.3,+2.64,+1.84,Matches
489,Ubong Moses Ekpai\Ubong-Moses-Ekpai,ng NGA,FW,cz Viktoria Plzeň,22,1995,2,35,18,6.5,0.4,0,,0,2,17,3,0.00,1,2,-1,-2.57,-1.15,0.2,1.5,-1.3,-3.30,-2.67,Matches
490,Lucas Moura\Lucas-Moura,br BRA,FWMF,eng Tottenham,25,1992,12,724,60,61.9,8.0,8,78,3,4,25,1,1.42,14,16,-2,-0.25,-0.85,13.6,8.2,+5.4,+0.67,+0.75,Matches
491,Toni Moya\Toni-Moya,es ESP,MF,es Atlético Madrid,20,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
492,Benoît Mukinayi\Benoit-Mukinayi,fr FRA,DF,fr Monaco,17,2001,2,180,90,33.3,2.0,2,90,2,0,,0,0.00,0,4,-4,-2.00,0.00,1.5,3.3,-1.8,-0.90,+0.13,Matches
493,Thomas Müller\Thomas-Muller,de GER,MFFW,de Bayern Munich,28,1989,6,353,59,49.0,3.9,4,84,2,2,9,0,2.33,9,3,+6,+1.53,+1.04,8.6,5.2,+3.4,+0.87,+1.03,Matches
494,Joaquín Muñoz\Joaquin-Munoz,es ESP,MF,es Atlético Madrid,19,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
495,Arijanet Muric\Arijanet-Muric,xk KVX,GK,eng Manchester City,19,1998,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
496,Jeison Murillo\Jeison-Murillo,co COL,DF,es Barcelona,26,1992,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
497,Jeison Murillo\Jeison-Murillo,co COL,DF,es Valencia,26,1992,1,90,90,16.7,1.0,1,90,1,0,,2,0.00,0,2,-2,-2.00,-2.40,2.1,3.3,-1.2,-1.20,-0.65,Matches
