,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
1,Pape Abou Cisse\Pape-Abou-Cisse,sn SEN,DF,gr Olympiacos,25-209,1995,6,451,75,83.5,5.0,5,90,5,1,1,0,0.50,1,10,-9,-1.80,-2.81,2.7,8.2,-5.5,-1.10,-1.42,Matches
2,Tammy Abraham\Tammy-Abraham,eng ENG,FW,eng Chelsea,23-191,1997,5,230,46,28.4,2.6,3,73,1,2,6,3,2.20,6,1,+5,+1.96,+0.09,5.7,1.6,+4.1,+1.58,+0.78,Matches
3,Francesco Acerbi\Francesco-Acerbi,it ITA,DF,it Lazio,33-060,1988,8,720,90,100.0,8.0,8,90,8,0,,0,1.25,13,13,0,0.00,,12.2,12.2,0.0,0.00,,Matches
4,Marcos Acuña\Marcos-Acuna,ar ARG,DF,es Sevilla,29-165,1991,4,327,82,45.4,3.6,3,90,3,1,57,0,2.00,6,2,+4,+1.10,+2.02,6.0,3.1,+2.8,+0.78,+1.50,Matches
5,Tyler Adams\Tyler-Adams,us USA,DFMF,de RB Leipzig,22-056,1999,6,289,48,40.1,3.2,2,90,2,4,27,2,2.00,2,8,-6,-1.87,-2.08,3.4,5.5,-2.1,-0.67,-0.75,Matches
6,Karim Adeyemi\Karim-Adeyemi,de GER,FW,at RB Salzburg,19-083,2002,3,52,17,9.6,0.6,0,,0,3,17,0,1.00,2,2,0,0.00,+1.29,2.1,1.3,+0.8,+1.37,+1.03,Matches
7,Adrián\Adrian,es ESP,GK,eng Liverpool,34-098,1987,1,90,90,11.1,1.0,1,90,1,0,,8,3.00,1,0,+1,+1.00,0.00,1.8,1.4,+0.4,+0.38,+0.19,Matches
8,Nayef Aguerd\Nayef-Aguerd,ma MAR,DF,fr Rennes,25-012,1996,4,275,69,50.9,3.1,2,90,2,2,48,0,0.25,2,6,-4,-1.31,+0.05,4.6,6.4,-1.8,-0.59,-0.07,Matches
9,Sergio Agüero\Sergio-Aguero,ar ARG,FW,eng Manchester City,32-313,1988,5,132,26,16.3,1.5,1,67,0,4,16,1,3.00,4,1,+3,+2.05,+0.19,2.2,0.7,+1.5,+1.02,-0.47,Matches
10,Manuel Akanji\Manuel-Akanji,ch SUI,DF,de Dortmund,25-266,1995,6,540,90,66.7,6.0,6,90,6,0,,0,2.17,13,5,+8,+1.33,+1.67,9.5,5.3,+4.2,+0.70,+0.36,Matches
11,Marley Aké\Marley-Ake,fr FRA,FWMF,fr Marseille,20-096,2001,4,39,10,7.2,0.4,0,,0,4,10,2,0.75,0,2,-2,-4.62,-3.00,0.4,1.0,-0.7,-1.52,-0.66,Matches
12,Nathan Aké\Nathan-Ake,nl NED,DF,eng Manchester City,26-052,1995,2,180,90,22.2,2.0,2,90,2,0,,3,3.00,6,0,+6,+3.00,+1.43,4.6,1.0,+3.5,+1.77,+0.46,Matches
13,Jean-Daniel Akpa-Akpro\Jean-Daniel-Akpa-Akpro,ci CIV,MF,it Lazio,28-182,1992,8,289,36,40.1,3.2,2,90,2,6,18,0,1.25,3,4,-1,-0.31,-0.52,3.1,4.3,-1.1,-0.35,-0.59,Matches
14,David Alaba\David-Alaba,at AUT,DFMF,de Bayern Munich,28-291,1992,8,720,90,88.9,8.0,8,90,8,0,,0,2.38,24,10,+14,+1.75,-0.25,17.0,11.5,+5.5,+0.69,-0.25,Matches
15,Jordi Alba\Jordi-Alba,es ESP,DF,es Barcelona,32-021,1989,7,485,69,67.4,5.4,6,77,4,1,26,0,1.86,11,9,+2,+0.37,-1.93,13.6,8.6,+5.0,+0.93,-0.29,Matches
16,Luis Alberto\Luis-Alberto,es ESP,MF,it Lazio,28-195,1992,6,475,79,66.0,5.3,6,79,1,0,,0,1.33,10,10,0,0.00,0.00,9.6,8.6,+1.0,+0.18,+0.54,Matches
17,Thiago Alcántara\Thiago-Alcantara,es ESP,MF,eng Liverpool,30-000,1991,3,191,64,23.6,2.1,2,71,0,1,49,0,2.00,4,1,+3,+1.41,+0.54,4.1,2.2,+1.9,+0.88,+0.88,Matches
18,Danijel Aleksić\Danijel-Aleksic,rs SRB,MF,tr Başakşehir,29-346,1991,3,108,36,20.0,1.2,1,90,1,2,9,1,1.00,2,1,+1,+0.83,+3.33,1.0,1.7,-0.7,-0.55,+1.20,Matches
19,Carles Aleñá\Carles-Alena,es ESP,MF,es Barcelona,23-096,1998,3,124,41,17.2,1.4,1,90,1,2,17,3,3.00,4,0,+4,+2.90,+2.30,3.7,1.0,+2.7,+1.95,+1.12,Matches
20,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,eng Liverpool,22-186,1998,7,621,89,76.7,6.9,7,89,6,0,,0,2.29,14,4,+10,+1.45,+1.93,12.3,9.5,+2.7,+0.40,+0.81,Matches
21,Hasan Ali Kaldırım\Hasan-Ali-Kaldirim,tr TUR,DF,tr Başakşehir,31-123,1989,3,112,37,20.7,1.2,1,67,0,2,23,1,0.00,2,8,-6,-4.82,-3.77,1.4,5.5,-4.2,-3.36,-2.33,Matches
22,Marco Alia\Marco-Alia,al ALB,GK,it Lazio,20-350,2000,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
23,Alisson\Alisson,br BRA,GK,eng Liverpool,28-191,1992,6,540,90,66.7,6.0,6,90,6,0,,0,2.00,12,5,+7,+1.17,+0.50,10.3,7.6,+2.8,+0.46,+0.76,Matches
24,Marcos Alonso\Marcos-Alonso,es ESP,DF,eng Chelsea,30-104,1990,2,179,90,22.1,2.0,2,90,1,0,,5,3.00,2,0,+2,+1.01,-1.13,2.1,1.1,+1.0,+0.50,-0.67,Matches
25,Altube\Altube,es ESP,GK,es Real Madrid,21-048,2000,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
26,Éder Álvarez Balanta\Eder-Alvarez-Balanta,co COL,MF,be Club Brugge,28-042,1993,4,237,59,43.9,2.6,3,72,1,1,20,2,1.00,5,4,+1,+0.38,+1.27,2.5,4.0,-1.5,-0.56,-0.58,Matches
27,Carlos Álvarez\Carlos-Alvarez,es ESP,MF,es Sevilla,17-248,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
28,Edson Álvarez\Edson-Alvarez,mx MEX,MFDF,nl Ajax,23-169,1997,4,125,31,23.1,1.4,1,68,0,3,19,2,1.50,0,2,-2,-1.44,-1.87,1.2,1.9,-0.7,-0.48,-0.89,Matches
29,Jordan Amavi\Jordan-Amavi,fr FRA,DF,fr Marseille,27-033,1994,5,450,90,83.3,5.0,5,90,5,0,,0,0.60,2,10,-8,-1.60,+1.40,4.5,8.0,-3.4,-0.69,+1.26,Matches
30,Mikkel Andersen\Mikkel-Andersen,dk DEN,GK,dk Midtjylland,32-115,1988,2,180,90,33.3,2.0,2,90,2,0,,2,0.00,1,4,-3,-1.50,0.00,1.5,2.9,-1.4,-0.71,+0.37,Matches
31,Djavan Anderson\Djavan-Anderson,nl NED,MF,it Lazio,25-355,1995,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
32,Felipe Anderson\Felipe-Anderson,br BRA,FW,pt Porto,27-361,1993,1,62,62,7.4,0.7,1,62,0,0,,7,3.00,1,0,+1,+1.45,+0.99,0.9,0.6,+0.3,+0.47,+0.71,Matches
33,Mikael Anderson\Mikael-Anderson,is ISL,MFFW,dk Midtjylland,22-284,1998,5,169,34,31.3,1.9,1,90,1,4,20,1,1.13,2,3,-1,-0.53,+1.41,2.4,3.8,-1.3,-0.71,+0.35,Matches
34,Joel Andersson\Joel-Andersson,se SWE,DF,dk Midtjylland,24-151,1996,5,398,80,73.7,4.4,4,83,3,1,65,1,1.22,3,12,-9,-2.04,-2.04,4.0,10.2,-6.2,-1.40,-1.70,Matches
35,Oleksandr Andriyevskyi\Oleksandr-Andriyevskyi,ua UKR,MF,ua Dynamo Kyiv,26-290,1994,3,123,41,22.8,1.4,1,90,1,2,17,3,1.80,1,4,-3,-2.20,-0.90,2.6,4.6,-2.0,-1.47,-0.65,Matches
36,Thanasis Androutsos\Thanasis-Androutsos,gr GRE,MF,gr Olympiacos,23-340,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
37,Angeliño\Angelino,es ESP,DF,de RB Leipzig,24-097,1997,7,626,89,86.9,7.0,7,89,6,0,,0,1.71,11,14,-3,-0.43,+1.48,9.2,9.5,-0.3,-0.04,+1.38,Matches
38,Davide Angelo Ghislandi\Davide-Angelo-Ghislandi,it ITA,MF,it Atalanta,19-299,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
39,Faustino Anjorin\Faustino-Anjorin,eng ENG,FW,eng Chelsea,19-139,2001,1,79,79,9.8,0.9,1,79,0,0,,1,1.00,1,1,0,0.00,-2.09,1.9,0.7,+1.1,+1.28,+0.29,Matches
40,Marcos Antônio\Marcos-Antonio,br BRA,MF,ua Shakhtar,20-302,2000,4,245,61,45.4,2.7,3,75,1,1,21,2,1.00,3,7,-4,-1.47,-0.55,2.3,4.0,-1.6,-0.60,+0.70,Matches
41,Antony\Antony,br BRA,FW,nl Ajax,21-046,2000,4,358,90,66.3,4.0,4,90,2,0,,1,1.00,4,5,-1,-0.25,-0.75,4.4,4.3,+0.1,+0.03,-0.54,Matches
42,Youssef El-Arabi\Youssef-El-Arabi,ma MAR,FW,gr Olympiacos,34-067,1987,5,424,85,78.5,4.7,5,85,2,0,,0,1.00,1,7,-6,-1.27,+0.28,3.8,6.8,-3.0,-0.65,+1.01,Matches
43,Ronald Araújo\Ronald-Araujo,uy URU,DF,es Barcelona,22-035,1999,3,147,49,20.4,1.6,2,63,0,1,21,0,2.00,3,3,0,0.00,-1.26,2.3,2.8,-0.5,-0.29,-1.65,Matches
44,Ari\Ari,ru RUS,FW,ru Krasnodar,35-121,1985,2,25,13,4.6,0.3,0,,0,2,13,0,1.50,0,1,-1,-3.60,-2.90,0.3,0.6,-0.3,-0.95,-0.25,Matches
45,Nicolò Armini\Nicolo-Armini,it ITA,DF,it Lazio,20-035,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
46,Bright Arrey-Mbi\Bright-Arrey-Mbi,de GER,DF,de Bayern Munich,18-016,2003,1,60,60,7.4,0.7,1,60,0,0,,2,1.00,0,1,-1,-1.50,-3.54,0.2,1.2,-1.0,-1.46,-2.36,Matches
47,Sergio Arribas\Sergio-Arribas,es ESP,FW,es Real Madrid,19-193,2001,2,32,16,4.0,0.4,0,,0,2,16,2,3.00,1,0,+1,+2.81,+2.12,0.5,0.0,+0.5,+1.46,+0.56,Matches
48,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,eng Chelsea,26-190,1994,1,90,90,11.1,1.0,1,90,1,0,,6,1.00,1,1,0,0.00,-2.12,1.9,0.7,+1.1,+1.13,+0.12,Matches
49,Marco Asensio\Marco-Asensio,es ESP,FW,es Real Madrid,25-080,1996,8,496,62,61.2,5.5,6,78,2,2,13,1,2.00,8,10,-2,-0.36,-2.94,8.7,5.6,+3.0,+0.55,-0.97,Matches
50,Majeed Ashimeru\Majeed-Ashimeru,gh GHA,MF,at RB Salzburg,23-183,1997,2,48,24,8.9,0.5,0,,0,2,24,3,0.00,1,1,0,0.00,+1.28,1.0,0.5,+0.5,+1.01,+0.62,Matches
51,Lorenz Assignon\Lorenz-Assignon,tg TOG,FW,fr Rennes,20-293,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
52,Sardar Azmoun\Sardar-Azmoun,ir IRN,FW,ru Zenit,26-100,1995,4,288,72,53.3,3.2,3,90,3,1,18,0,0.00,2,7,-5,-1.56,-0.13,2.8,5.6,-2.8,-0.88,+0.22,Matches
53,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,eng Chelsea,31-226,1989,7,630,90,77.8,7.0,7,90,7,0,,2,2.71,16,2,+14,+2.00,+0.50,12.4,5.8,+6.6,+0.94,-0.36,Matches
54,Demba Ba\Demba-Ba,sn SEN,FW,tr Başakşehir,35-321,1985,6,328,55,60.7,3.6,3,86,2,3,23,0,0.50,6,10,-4,-1.10,+1.87,2.8,8.6,-5.8,-1.60,-0.23,Matches
55,Ousseynou Ba\Ousseynou-Ba,sn SEN,DF,gr Olympiacos,25-151,1995,3,190,63,35.2,2.1,2,90,2,1,10,1,1.40,1,1,0,0.00,+2.06,1.2,2.8,-1.6,-0.75,+0.17,Matches
56,Volkan Babacan\Volkan-Babacan,tr TUR,GK,tr Başakşehir,32-243,1988,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
57,Youssouph Badji\Youssouph-Badji,sn SEN,FW,be Club Brugge,19-112,2001,2,34,17,6.3,0.4,0,,0,2,17,4,1.50,1,0,+1,+2.65,+3.18,0.9,0.3,+0.6,+1.57,+1.93,Matches
58,Thibo Baeten\Thibo-Baeten,be BEL,FW,be Club Brugge,18-311,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
59,Eric Bailly\Eric-Bailly,ci CIV,DF,eng Manchester Utd,26-364,1994,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
60,Mitchel Bakker\Mitchel-Bakker,nl NED,DF,fr Paris S-G,20-295,2000,7,278,40,34.3,3.1,2,90,2,5,20,2,2.14,9,3,+6,+1.94,+1.10,8.6,3.6,+4.9,+1.59,+1.97,Matches
61,Leonardo Balerdi\Leonardo-Balerdi,ar ARG,DF,fr Marseille,22-075,1999,3,249,83,46.1,2.8,3,83,2,0,,2,0.00,0,7,-7,-2.53,-1.29,0.8,5.6,-4.8,-1.73,-1.54,Matches
62,Tudor Băluță\Tudor-Baluta,ro ROU,MF,ua Dynamo Kyiv,22-015,1999,2,10,5,1.9,0.1,0,,0,2,5,2,0.50,0,2,-2,-18.00,-16.81,0.1,0.9,-0.9,-7.74,-6.91,Matches
63,Nicolò Barella\Nicolo-Barella,it ITA,MF,it Inter,24-063,1997,6,527,88,97.6,5.9,6,88,5,0,,0,1.00,7,8,-1,-0.17,+6.75,8.4,5.8,+2.6,+0.44,+3.20,Matches
64,Romário Baró\Romario-Baro,pt POR,MF,pt Porto,21-076,2000,3,67,22,8.0,0.7,1,63,0,2,2,5,3.00,1,0,+1,+1.34,+0.88,0.9,0.6,+0.3,+0.43,+0.68,Matches
65,Wílmar Barrios\Wilmar-Barrios,co COL,MF,ru Zenit,27-177,1993,6,498,83,92.2,5.5,6,83,4,0,,0,0.17,4,12,-8,-1.45,+0.70,4.2,9.3,-5.0,-0.91,+0.90,Matches
66,Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,it Inter,21-363,1999,6,411,69,76.1,4.6,5,80,3,1,12,0,1.00,6,7,-1,-0.22,+0.48,6.7,5.1,+1.6,+0.35,-0.04,Matches
67,Roko Baturina\Roko-Baturina,hr CRO,MFFW,hu Ferencváros,20-295,2000,2,37,19,6.9,0.4,0,,0,2,19,4,0.00,0,0,0,0.00,+2.15,0.8,1.0,-0.2,-0.58,+0.62,Matches
68,Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,eng Manchester Utd,23-358,1997,6,277,46,51.3,3.1,3,72,1,3,20,0,1.50,8,5,+3,+0.97,+0.29,6.1,3.7,+2.3,+0.76,+0.18,Matches
69,Jude Bellingham\Jude-Bellingham,eng ENG,MF,de Dortmund,17-286,2003,9,608,68,75.1,6.8,7,83,5,2,13,0,1.89,13,10,+3,+0.44,-1.34,10.6,7.8,+2.8,+0.42,-0.63,Matches
70,Darío Benedetto\Dario-Benedetto,ar ARG,FW,fr Marseille,30-329,1990,6,257,43,47.6,2.9,3,66,0,3,20,0,0.50,0,8,-8,-2.80,-1.85,2.5,5.9,-3.4,-1.18,-0.53,Matches
71,László Bénes\Laszlo-Benes,sk SVK,MF,de M'Gladbach,23-214,1997,2,16,8,2.2,0.2,0,,0,2,8,3,1.50,0,0,0,0.00,-0.38,0.0,0.6,-0.6,-3.29,-3.11,Matches
72,Ramy Bensebaini\Ramy-Bensebaini,dz ALG,DF,de M'Gladbach,25-360,1995,5,447,89,62.1,5.0,5,89,4,0,,0,1.00,10,8,+2,+0.40,+0.07,5.9,7.7,-1.8,-0.36,-0.29,Matches
73,Rodrigo Bentancur\Rodrigo-Bentancur,uy URU,MF,it Juventus,23-310,1997,7,472,67,62.9,5.2,5,81,1,2,33,0,2.14,9,5,+4,+0.76,-1.18,7.9,5.1,+2.8,+0.54,-0.57,Matches
74,Karim Benzema\Karim-Benzema,fr FRA,FW,es Real Madrid,33-113,1987,7,571,82,70.5,6.3,6,88,5,1,45,0,1.86,15,7,+8,+1.26,+1.64,12.8,6.5,+6.3,+0.99,+0.22,Matches
75,Marcus Berg\Marcus-Berg,se SWE,FW,ru Krasnodar,34-237,1986,6,510,85,94.4,5.7,6,85,2,0,,0,1.38,6,9,-3,-0.53,+5.47,6.9,10.9,-4.0,-0.70,+0.19,Matches
76,Mergim Berisha\Mergim-Berisha,de GER,MFFW,at RB Salzburg,22-335,1998,6,472,79,87.4,5.2,5,87,3,1,38,0,1.25,8,12,-4,-0.76,+3.21,10.7,7.7,+3.0,+0.58,+1.08,Matches
77,Adrian Bernabe\Adrian-Bernabe,es ESP,MF,eng Manchester City,19-320,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
78,Federico Bernardeschi\Federico-Bernardeschi,it ITA,MF,it Juventus,27-054,1994,7,150,21,20.0,1.7,1,61,0,6,15,1,2.57,5,4,+1,+0.60,-0.75,3.2,2.7,+0.4,+0.27,-0.60,Matches
79,Marco Bertini\Marco-Bertini,it ITA,MF,it Lazio,18-247,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
80,Louis Beyer\Louis-Beyer,de GER,DF,de M'Gladbach,20-327,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
81,Blanco\Blanco,es ESP,MF,es Real Madrid,20-262,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
82,Miha Blažič\Miha-Blazic,si SVN,DF,hu Ferencváros,27-338,1993,6,540,90,100.0,6.0,6,90,6,0,,0,1.09,5,17,-12,-2.00,,5.5,12.5,-6.9,-1.16,,Matches
83,Daley Blind\Daley-Blind,nl NED,DFMF,nl Ajax,31-033,1990,5,413,83,76.5,4.6,5,83,2,0,,0,1.40,7,5,+2,+0.44,+1.85,7.1,4.6,+2.5,+0.54,+1.41,Matches
84,Jérôme Boateng\Jerome-Boateng,de GER,DF,de Bayern Munich,32-220,1988,6,432,72,53.3,4.8,5,77,3,1,49,3,2.50,16,5,+11,+2.29,+1.10,9.8,7.3,+2.5,+0.53,-0.41,Matches
85,Ádám Bogdán\Adam-Bogdan,hu HUN,GK,hu Ferencváros,33-196,1987,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
86,Anton Bol\Anton-Bol,ua UKR,DF,ua Dynamo Kyiv,18-093,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
87,Serhiy Bolbat\Serhiy-Bolbat,ua UKR,DFMF,ua Shakhtar,27-302,1993,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
88,Franck Boli\Franck-Boli,ci CIV,FWMF,hu Ferencváros,27-125,1993,5,82,16,15.2,0.9,0,,0,5,16,1,1.22,2,4,-2,-2.20,-0.23,2.0,1.7,+0.3,+0.34,+1.77,Matches
89,Boli Bolingoli-Mbombo\Boli-Bolingoli-Mbombo,be BEL,DF,tr Başakşehir,25-284,1995,6,373,62,69.1,4.1,5,70,2,1,23,0,0.50,2,7,-5,-1.21,+2.03,3.0,7.6,-4.7,-1.13,+1.25,Matches
90,Valerii Bondar\Valerii-Bondar,ua UKR,DF,ua Shakhtar,22-043,1999,6,540,90,100.0,6.0,6,90,6,0,,0,1.33,5,12,-7,-1.17,,4.2,10.2,-5.9,-0.99,,Matches
91,Pépé Bonet\Pepe-Bonet,fr FRA,GK,fr Rennes,18-057,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
92,Nicholas Bonfanti\Nicholas-Bonfanti,it ITA,FW,it Inter,19-014,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
93,Leonardo Bonucci\Leonardo-Bonucci,it ITA,DF,it Juventus,33-345,1987,6,495,83,66.0,5.5,6,83,4,0,,1,2.50,13,4,+9,+1.64,+1.28,10.9,6.5,+4.4,+0.80,+0.15,Matches
94,Dennis Borkowski\Dennis-Borkowski,de GER,FW,de RB Leipzig,19-075,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
95,Riccardo Boscolo\Riccardo-Boscolo,it ITA,MF,it Inter,18-279,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
96,Endre Botka\Endre-Botka,hu HUN,DF,hu Ferencváros,26-229,1994,6,265,44,49.1,2.9,3,78,1,3,11,0,1.09,2,9,-7,-2.38,-0.74,2.9,7.7,-4.8,-1.62,-0.91,Matches
97,Andreas Bouchalakis\Andreas-Bouchalakis,gr GRE,MF,gr Olympiacos,28-006,1993,6,418,70,77.4,4.6,5,80,3,1,20,0,0.88,2,6,-4,-0.86,+2.09,3.1,6.3,-3.2,-0.69,+0.77,Matches
98,Yassine Bounou\Yassine-Bounou,ma MAR,GK,es Sevilla,30-006,1991,5,450,90,62.5,5.0,5,90,5,0,,1,1.60,8,6,+2,+0.40,+1.07,6.1,5.9,+0.2,+0.04,+0.20,Matches
99,Benjamin Bourigeaud\Benjamin-Bourigeaud,fr FRA,MF,fr Rennes,27-087,1994,5,368,74,68.1,4.1,5,74,2,0,,1,0.20,2,7,-5,-1.22,+0.35,3.9,8.9,-5.0,-1.23,-2.09,Matches
100,Denys Boyko\Denys-Boyko,ua UKR,GK,ua Dynamo Kyiv,33-072,1988,1,90,90,16.7,1.0,1,90,1,0,,4,1.00,2,2,0,0.00,+1.80,1.7,0.8,+0.8,+0.81,+2.13,Matches
101,Martin Braithwaite\Martin-Braithwaite,dk DEN,FW,es Barcelona,29-310,1991,6,233,39,32.4,2.6,2,85,1,4,16,2,1.67,7,1,+6,+2.32,+1.95,6.5,2.8,+3.7,+1.42,+0.59,Matches
102,Julian Brandt\Julian-Brandt,de GER,MF,de Dortmund,24-344,1996,7,207,30,25.6,2.3,2,64,0,5,16,2,2.29,6,3,+3,+1.30,+0.71,5.2,2.6,+2.5,+1.09,+0.69,Matches
103,Brian Brobbey\Brian-Brobbey,nl NED,FW,nl Ajax,19-069,2002,1,45,45,8.3,0.5,1,45,0,0,,3,0.00,0,0,0,0.00,0.00,0.2,0.1,+0.1,+0.17,-0.04,Matches
104,Marcelo Brozović\Marcelo-Brozovic,hr CRO,MF,it Inter,28-146,1992,5,372,74,68.9,4.1,4,90,4,1,12,0,1.20,6,6,0,0.00,+1.07,6.9,3.7,+3.2,+0.77,+1.30,Matches
105,Bruma\Bruma,pt POR,FWMF,gr Olympiacos,26-169,1994,2,66,33,12.2,0.7,0,,0,2,33,0,0.00,0,3,-3,-4.09,-3.14,0.8,1.2,-0.3,-0.45,+0.47,Matches
106,Gianluigi Buffon\Gianluigi-Buffon,it ITA,GK,it Juventus,43-073,1978,1,90,90,12.0,1.0,1,90,1,0,,5,3.00,3,0,+3,+3.00,+2.05,2.6,1.0,+1.6,+1.59,+0.96,Matches
107,Roman Bürki\Roman-Burki,ch SUI,GK,de Dortmund,30-148,1990,4,360,90,44.4,4.0,4,90,4,0,,4,2.50,9,1,+8,+2.00,+2.20,7.2,3.3,+3.9,+0.97,+0.71,Matches
108,Heorhiy Bushchan\Heorhiy-Bushchan,ua UKR,GK,ua Dynamo Kyiv,26-315,1994,4,360,90,66.7,4.0,4,90,4,0,,0,1.71,1,9,-8,-2.00,-1.50,1.6,7.6,-6.0,-1.50,-1.60,Matches
109,Sergio Busquets\Sergio-Busquets,es ESP,MF,es Barcelona,32-269,1988,6,334,56,46.4,3.7,4,69,0,2,30,1,2.17,10,4,+6,+1.62,+1.15,11.4,4.9,+6.5,+1.76,+1.36,Matches
110,Vitaliy Buyalskyi\Vitaliy-Buyalskyi,ua UKR,MF,ua Dynamo Kyiv,28-095,1993,4,344,86,63.7,3.8,4,86,1,0,,0,1.43,3,9,-6,-1.57,-0.19,4.7,7.0,-2.3,-0.61,+0.98,Matches
111,Willy Caballero\Willy-Caballero,ar ARG,GK,eng Chelsea,39-195,1981,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
112,Rémy Cabella\Remy-Cabella,fr FRA,MFFW,ru Krasnodar,31-034,1990,3,253,84,46.9,2.8,3,84,1,0,,0,2.00,3,2,+1,+0.36,+2.24,3.7,4.2,-0.5,-0.17,+1.03,Matches
113,Júnior Caiçara\Junior-Caicara,br BRA,DF,tr Başakşehir,31-349,1989,1,29,29,5.4,0.3,1,29,0,0,,0,0.00,0,2,-2,-6.21,-4.62,0.4,1.0,-0.6,-1.75,-0.25,Matches
114,Felipe Caicedo\Felipe-Caicedo,ec ECU,FW,it Lazio,32-218,1988,5,136,27,18.9,1.5,1,67,0,4,17,2,1.40,2,2,0,0.00,0.00,1.3,2.3,-1.0,-0.64,-0.79,Matches
115,Jake Cain\Jake-Cain,eng ENG,MF,eng Liverpool,19-221,2001,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
116,Jens Cajuste\Jens-Cajuste,se SWE,MF,dk Midtjylland,21-244,1999,4,324,81,60.0,3.6,4,81,1,0,,0,1.38,2,7,-5,-1.39,+0.28,4.2,5.6,-1.4,-0.38,+1.43,Matches
117,Mattia Caldara\Mattia-Caldara,it ITA,DFMF,it Atalanta,26-341,1994,1,7,7,1.0,0.1,0,,0,1,7,1,0.00,0,1,-1,-12.86,-12.86,0.1,0.5,-0.4,-5.76,-5.83,Matches
118,Duje Ćaleta-Car\Duje-Caleta-Car,hr CRO,DF,fr Marseille,24-206,1996,4,360,90,66.7,4.0,4,90,4,0,,2,0.75,2,8,-6,-1.50,+1.00,3.9,5.9,-2.0,-0.50,+1.19,Matches
119,Mohamed Camara\Mohamed-Camara,ml MLI,MF,at RB Salzburg,21-095,2000,5,410,82,75.9,4.6,5,82,3,0,,0,1.43,9,13,-4,-0.88,+1.20,8.1,7.3,+0.8,+0.19,-1.06,Matches
120,Mohamed Camara\Mohamed-Camara,gn GUI,MF,gr Olympiacos,24-042,1997,4,286,72,53.0,3.2,4,72,2,0,,0,0.67,1,5,-4,-1.26,+0.16,1.2,6.4,-5.1,-1.62,-1.60,Matches
121,Eduardo Camavinga\Eduardo-Camavinga,fr FRA,MF,fr Rennes,18-152,2002,4,328,82,60.7,3.6,4,82,1,0,,0,0.25,2,6,-4,-1.10,+0.60,5.9,4.7,+1.2,+0.33,+2.26,Matches
122,Sergio Camello\Sergio-Camello,es ESP,MF,es Atlético Madrid,20-060,2001,1,11,11,1.5,0.1,0,,0,1,11,4,1.00,0,0,0,0.00,+0.51,0.2,0.1,+0.1,+0.95,+1.07,Matches
123,Emre Can\Emre-Can,de GER,MFDF,de Dortmund,27-089,1994,5,379,76,46.8,4.2,4,90,4,1,19,0,2.00,8,7,+1,+0.24,-1.02,6.0,5.1,+0.9,+0.22,-0.67,Matches
124,João Cancelo\Joao-Cancelo,pt POR,DF,eng Manchester City,26-319,1994,8,545,68,67.3,6.1,6,86,5,2,16,1,2.75,13,2,+11,+1.82,-0.22,10.7,2.4,+8.3,+1.37,-0.14,Matches
125,Diego Carlos\Diego-Carlos,br BRA,DF,es Sevilla,28-027,1993,8,720,90,100.0,8.0,8,90,8,0,,0,1.75,13,13,0,0.00,,11.1,11.3,-0.3,-0.04,,Matches
