,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
250,Lassina Franck Traoré\Lassina-Franck-Traore,bf BFA,FW,nl Ajax,20-089,2001,5,198,40,36.7,2.2,2,90,2,3,6,0,1.40,5,3,+2,+0.91,+1.44,5.2,4.0,+1.2,+0.56,+0.56,Matches
251,Damiano Franco\Damiano-Franco,it ITA,DF,it Lazio,19-048,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
252,Fred\Fred,br BRA,MF,eng Manchester Utd,28-037,1993,4,339,85,62.8,3.8,4,85,3,0,,1,2.25,12,4,+8,+2.12,+3.47,8.9,5.3,+3.7,+0.97,+0.80,Matches
253,Remo Freuler\Remo-Freuler,ch SUI,MFFW,it Atalanta,28-361,1992,7,522,75,72.5,5.8,7,75,4,0,,0,1.57,8,8,0,0.00,+0.45,8.9,8.2,+0.7,+0.12,+0.40,Matches
254,Abraham Frimpong\Abraham-Frimpong,gh GHA,DF,hu Ferencváros,28-005,1993,2,180,90,33.3,2.0,2,90,2,0,,4,1.00,1,5,-4,-2.00,0.00,1.2,4.6,-3.4,-1.68,-0.78,Matches
255,Nathan Fuakala\Nathan-Fuakala,fr FRA,DF,be Club Brugge,20-029,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
256,Alessio Furlanetto\Alessio-Furlanetto,it ITA,GK,it Lazio,19-063,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
257,Roberto Gagliardini\Roberto-Gagliardini,it ITA,MF,it Inter,27-004,1994,4,254,64,47.0,2.8,3,80,1,1,13,0,1.00,3,5,-2,-0.71,-0.71,3.2,3.6,-0.5,-0.16,-0.99,Matches
258,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,fr Paris S-G,31-197,1989,8,322,40,39.8,3.6,5,61,1,3,5,0,2.00,7,7,0,0.00,-2.03,6.9,9.4,-2.5,-0.69,-1.64,Matches
259,Álvaro García\Alvaro-Garcia,es ESP,DF,es Atlético Madrid,20-314,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
260,Eric García\Eric-Garcia,es ESP,DF,eng Manchester City,20-092,2001,3,207,69,25.6,2.3,3,69,2,0,,6,2.33,3,1,+2,+0.87,-1.37,4.6,0.6,+4.1,+1.77,+0.48,Matches
261,Yuri Gazinskiy\Yuri-Gazinskiy,ru RUS,MF,ru Krasnodar,31-265,1989,5,375,75,69.4,4.2,4,89,3,1,19,0,1.17,4,9,-5,-1.20,-1.20,5.3,8.0,-2.7,-0.65,+0.20,Matches
262,Yann Gboho\Yann-Gboho,fr FRA,MF,fr Rennes,20-087,2001,4,96,24,17.8,1.1,1,61,0,3,12,2,0.00,1,5,-4,-3.75,-2.94,1.1,3.3,-2.1,-2.01,-1.76,Matches
263,David de Gea\David-de-Gea,es ESP,GK,eng Manchester Utd,30-155,1990,5,450,90,83.3,5.0,5,90,5,0,,1,1.80,14,8,+6,+1.20,+2.20,10.7,6.6,+4.1,+0.83,+0.92,Matches
264,Ludovico Gelmi\Ludovico-Gelmi,it ITA,GK,it Atalanta,19-344,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
265,Valère Germain\Valere-Germain,fr FRA,FWMF,fr Marseille,30-359,1990,5,201,40,37.2,2.2,2,67,0,3,23,1,0.60,2,3,-1,-0.45,+2.21,2.5,3.5,-1.0,-0.43,+0.76,Matches
266,Ismaël Gharbi\Ismael-Gharbi,fr FRA,MF,fr Paris S-G,17-001,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
267,Billy Gilmour\Billy-Gilmour,sco SCO,MF,eng Chelsea,19-304,2001,2,96,48,11.9,1.1,1,90,1,1,6,2,2.00,1,1,0,0.00,-2.14,1.9,0.8,+1.1,+0.99,-0.03,Matches
268,Matthias Ginter\Matthias-Ginter,de GER,DF,de M'Gladbach,27-082,1994,8,720,90,100.0,8.0,8,90,8,0,,0,1.00,16,13,+3,+0.37,,9.9,12.0,-2.0,-0.25,,Matches
269,Olivier Giroud\Olivier-Giroud,fr FRA,FW,eng Chelsea,34-193,1986,6,257,43,31.7,2.9,2,85,0,4,22,3,2.67,7,1,+6,+2.10,+0.31,4.8,2.4,+2.4,+0.83,-0.29,Matches
270,Serge Gnabry\Serge-Gnabry,de GER,FWMF,de Bayern Munich,25-271,1995,6,360,60,44.4,4.0,3,80,1,3,40,0,2.67,13,4,+9,+2.25,+0.85,9.0,5.3,+3.7,+0.92,+0.36,Matches
271,Pierluigi Gollini\Pierluigi-Gollini,it ITA,GK,it Atalanta,26-024,1995,3,270,90,37.5,3.0,3,90,3,0,,3,2.00,3,1,+2,+0.67,+1.27,2.5,2.4,+0.1,+0.05,+0.06,Matches
272,Eulânio Ângelo Chipela Gomes\Eulanio-Angelo-Chipela-Gomes,gw GNB,DF,pt Porto,26-329,1994,3,123,41,14.6,1.4,1,90,1,2,17,6,1.33,2,0,+2,+1.46,+1.09,1.0,2.0,-0.9,-0.69,-0.59,Matches
273,Joe Gomez\Joe-Gomez,eng ENG,DF,eng Liverpool,23-323,1997,3,270,90,33.3,3.0,3,90,3,0,,0,3.00,8,0,+8,+2.67,+2.50,7.0,3.2,+3.9,+1.29,+1.63,Matches
274,Papu Gómez\Papu-Gomez,ar ARG,MFFW,it Atalanta,33-055,1988,6,449,75,62.4,5.0,6,75,2,0,,0,1.83,8,8,0,0.00,+0.33,7.3,6.2,+1.1,+0.23,+0.59,Matches
275,Papu Gómez\Papu-Gomez,ar ARG,FW,es Sevilla,33-055,1988,2,90,45,12.5,1.0,1,59,0,1,31,0,0.50,3,3,0,0.00,0.00,1.5,1.4,+0.1,+0.14,+0.20,Matches
276,Sergi Gómez\Sergi-Gomez,es ESP,DF,es Sevilla,29-014,1992,3,197,66,27.4,2.2,3,66,1,0,,3,1.33,2,4,-2,-0.91,-1.26,1.9,3.6,-1.7,-0.79,-1.04,Matches
277,Alfred Gomis\Alfred-Gomis,sn SEN,GK,fr Rennes,27-218,1993,4,360,90,66.7,4.0,4,90,4,0,,1,0.25,2,7,-5,-1.25,+0.25,3.9,8.4,-4.5,-1.12,-1.67,Matches
278,Álvaro González\Alvaro-Gonzalez,es ESP,DF,fr Marseille,31-093,1990,6,540,90,100.0,6.0,6,90,6,0,,0,0.50,2,13,-11,-1.83,,5.1,10.5,-5.4,-0.90,,Matches
279,Leon Goretzka\Leon-Goretzka,de GER,MF,de Bayern Munich,26-064,1995,7,434,62,53.6,4.8,7,62,1,0,,0,2.57,13,4,+9,+1.87,+0.19,10.2,5.8,+4.4,+0.91,+0.41,Matches
280,Yevgeni Gorodov\Yevgeni-Gorodov,ru RUS,GK,ru Krasnodar,35-119,1985,2,180,90,33.3,2.0,2,90,2,0,,4,0.50,2,3,-1,-0.50,+0.50,2.4,3.3,-0.9,-0.43,+0.42,Matches
281,Robin Gosens\Robin-Gosens,de GER,DF,it Atalanta,26-280,1994,7,563,80,78.2,6.3,7,80,3,0,,0,1.57,9,5,+4,+0.64,+3.51,8.8,6.9,+1.9,+0.31,+1.38,Matches
282,Lee Grant\Lee-Grant,eng ENG,GK,eng Manchester Utd,38-074,1983,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
283,Ryan Gravenberch\Ryan-Gravenberch,nl NED,MF,nl Ajax,18-330,2002,6,528,88,97.8,5.9,6,88,5,0,,0,1.17,7,6,+1,+0.17,+7.67,8.5,6.8,+1.7,+0.29,+3.75,Matches
284,Ivo Grbić\Ivo-Grbic,hr CRO,GK,es Atlético Madrid,25-083,1996,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
285,Mason Greenwood\Mason-Greenwood,eng ENG,FWMF,eng Manchester Utd,19-192,2001,5,211,42,39.1,2.3,2,76,1,3,20,0,1.20,4,5,-1,-0.43,-2.07,3.3,2.9,+0.5,+0.20,-0.77,Matches
286,Clément Grenier\Clement-Grenier,fr FRA,MF,fr Rennes,30-094,1991,5,222,44,41.1,2.5,2,77,0,3,23,1,0.00,1,5,-4,-1.62,-0.49,2.2,4.4,-2.2,-0.89,-0.55,Matches
287,Antoine Griezmann\Antoine-Griezmann,fr FRA,FWMF,es Barcelona,30-021,1991,7,501,72,69.6,5.6,6,79,2,1,26,1,1.86,9,8,+1,+0.18,-2.70,13.0,7.7,+5.3,+0.95,-0.24,Matches
288,Marko Grujić\Marko-Grujic,rs SRB,MFFW,pt Porto,24-363,1996,7,325,46,38.7,3.6,3,82,2,4,20,1,2.14,5,4,+1,+0.28,-0.42,3.9,4.4,-0.6,-0.15,+0.06,Matches
289,Max Grün\Max-Grun,de GER,GK,de M'Gladbach,34-006,1987,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
290,Nemanja Gudelj\Nemanja-Gudelj,rs SRB,MFDF,es Sevilla,29-146,1991,7,497,71,69.0,5.5,5,90,5,2,24,1,1.86,9,8,+1,+0.18,+0.58,6.7,8.4,-1.8,-0.32,-0.92,Matches
291,Raphaël Guerreiro\Raphael-Guerreiro,pt POR,DF,de Dortmund,27-110,1993,7,576,82,71.1,6.4,7,82,4,0,,0,1.86,14,6,+8,+1.25,+1.63,10.9,5.4,+5.5,+0.86,+0.97,Matches
292,Pape Gueye\Pape-Gueye,fr FRA,MF,fr Marseille,22-077,1999,4,170,43,31.5,1.9,2,79,0,2,6,2,0.75,0,1,-1,-0.53,+1.90,1.5,3.0,-1.5,-0.79,+0.16,Matches
293,Sehrou Guirassy\Sehrou-Guirassy,fr FRA,FW,fr Rennes,25-030,1996,4,340,85,63.0,3.8,4,85,2,0,,0,0.25,2,6,-4,-1.06,+0.74,3.6,7.7,-4.1,-1.09,-1.44,Matches
294,Péter Gulácsi\Peter-Gulacsi,hu HUN,GK,de RB Leipzig,30-340,1990,8,720,90,100.0,8.0,8,90,8,0,,0,1.50,11,16,-5,-0.62,,10.1,11.8,-1.7,-0.22,,Matches
295,Fredrik Gulbrandsen\Fredrik-Gulbrandsen,no NOR,MFFW,tr Başakşehir,28-213,1992,4,204,51,37.8,2.3,2,81,0,2,21,2,0.75,4,9,-5,-2.21,-0.60,1.6,6.7,-5.0,-2.22,-1.13,Matches
296,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,eng Manchester City,30-169,1990,8,613,77,75.7,6.8,8,77,3,0,,1,3.00,14,2,+12,+1.76,-0.52,10.8,3.3,+7.4,+1.09,-1.32,Matches
297,Mert Günok\Mert-Gunok,tr TUR,GK,tr Başakşehir,32-041,1989,6,540,90,100.0,6.0,6,90,6,0,,0,0.50,7,18,-11,-1.83,,4.9,14.0,-9.1,-1.51,,Matches
298,Miguel Gutiérrez\Miguel-Gutierrez,es ESP,DF,es Real Madrid,19-258,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
299,Erling Haaland\Erling-Haaland,no NOR,FW,de Dortmund,20-264,2000,7,613,88,75.7,6.8,7,88,5,0,,0,1.86,15,9,+6,+0.88,+0.42,11.9,6.9,+5.0,+0.74,+0.65,Matches
300,Munir El Haddadi\Munir-El-Haddadi,ma MAR,FWMF,es Sevilla,25-222,1995,6,294,49,40.8,3.3,3,78,1,3,20,1,1.67,6,5,+1,+0.31,+0.52,6.1,4.1,+2.0,+0.60,+1.08,Matches
301,Amadou Haidara\Amadou-Haidara,ml MLI,MFFW,de RB Leipzig,23-070,1998,6,426,71,59.2,4.7,5,81,2,1,19,0,1.50,8,10,-2,-0.42,+0.50,6.6,7.4,-0.8,-0.17,+0.11,Matches
302,Achraf Hakimi\Achraf-Hakimi,ma MAR,DF,it Inter,22-158,1998,5,358,72,66.3,4.0,4,82,2,1,31,0,1.00,4,6,-2,-0.50,-0.50,4.8,4.3,+0.5,+0.12,-0.70,Matches
303,Marcel Halstenberg\Marcel-Halstenberg,de GER,DF,de RB Leipzig,29-196,1991,3,184,61,25.6,2.0,2,90,2,1,4,3,2.00,2,5,-3,-1.47,-1.13,1.8,3.0,-1.2,-0.59,-0.50,Matches
304,Samir Handanović\Samir-Handanovic,si SVN,GK,it Inter,36-271,1984,6,540,90,100.0,6.0,6,90,6,0,,0,1.00,7,9,-2,-0.33,,8.5,6.3,+2.2,+0.36,,Matches
305,Jesper Hansen\Jesper-Hansen,dk DEN,GK,dk Midtjylland,36-011,1985,4,360,90,66.7,4.0,4,90,4,0,,1,1.50,3,9,-6,-1.50,0.00,5.0,9.2,-4.3,-1.07,-0.37,Matches
306,Denys Harmash\Denys-Harmash,ua UKR,MFFW,ua Dynamo Kyiv,30-357,1990,5,157,31,29.1,1.7,2,64,0,3,10,0,0.80,1,3,-2,-1.15,+0.50,0.6,3.0,-2.4,-1.38,-0.58,Matches
307,Fabrice Hartmann\Fabrice-Hartmann,de GER,FW,de RB Leipzig,20-040,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
308,Taylor Harwood-Bellis\Taylor-Harwood-Bellis,eng ENG,DF,eng Manchester City,19-071,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
309,Hans Hateboer\Hans-Hateboer,nl NED,DF,it Atalanta,27-092,1994,6,530,88,73.6,5.9,6,88,5,0,,0,1.83,10,8,+2,+0.34,+1.76,9.6,6.6,+3.0,+0.51,+1.90,Matches
310,Kai Havertz\Kai-Havertz,de GER,MFFW,eng Chelsea,21-304,1999,8,492,62,60.7,5.5,6,79,2,2,10,0,2.50,10,2,+8,+1.46,-1.08,8.7,4.5,+4.2,+0.76,-0.66,Matches
311,Eden Hazard\Eden-Hazard,be BEL,FW,es Real Madrid,30-094,1991,3,161,54,19.9,1.8,2,70,0,1,21,0,2.33,6,1,+5,+2.80,+2.52,4.1,0.7,+3.3,+1.87,+1.18,Matches
312,Thorgan Hazard\Thorgan-Hazard,be BEL,FW,de Dortmund,28-013,1993,6,427,71,52.7,4.7,5,81,2,1,24,1,2.33,13,2,+11,+2.32,+3.26,9.4,4.4,+5.0,+1.05,+1.00,Matches
313,Hwang Hee-chan\Hwang-Hee-chan,kr KOR,FWMF,de RB Leipzig,25-075,1996,3,94,31,13.1,1.0,0,,0,3,31,2,1.00,0,2,-2,-1.91,-1.48,1.3,1.1,+0.2,+0.15,+0.42,Matches
314,Marcel Heister\Marcel-Heister,de GER,DF,hu Ferencváros,28-256,1992,6,384,64,71.1,4.3,4,83,3,2,26,0,0.29,5,12,-7,-1.64,+1.24,4.4,7.7,-3.3,-0.77,+1.35,Matches
315,Dean Henderson\Dean-Henderson,eng ENG,GK,eng Manchester Utd,24-030,1997,1,90,90,16.7,1.0,1,90,1,0,,5,0.00,1,2,-1,-1.00,-2.20,0.7,0.8,-0.1,-0.09,-0.92,Matches
316,Jordan Henderson\Jordan-Henderson,eng ENG,MFDF,eng Liverpool,30-298,1990,6,364,61,44.9,4.0,4,73,2,2,37,0,2.67,8,0,+8,+1.98,+1.78,7.1,4.4,+2.7,+0.66,+0.83,Matches
317,Benjamin Henrichs\Benjamin-Henrichs,de GER,DFMF,de RB Leipzig,24-047,1997,3,115,38,16.0,1.3,1,62,0,2,27,3,2.00,0,1,-1,-0.78,-0.19,0.7,0.4,+0.3,+0.21,+0.51,Matches
318,Dalbert Henrique\Dalbert-Henrique,br BRA,MFDF,fr Rennes,27-215,1993,4,223,56,41.3,2.5,3,70,1,1,14,1,0.25,2,5,-3,-1.21,+0.21,4.4,4.5,-0.1,-0.03,+0.90,Matches
319,Luis Henrique\Luis-Henrique,br BRA,FWMF,fr Marseille,19-118,2001,3,98,33,18.1,1.1,1,58,0,2,20,3,0.00,0,3,-3,-2.76,-1.13,0.2,1.5,-1.3,-1.18,-0.35,Matches
320,Mario Hermoso\Mario-Hermoso,es ESP,DF,es Atlético Madrid,25-297,1995,6,348,58,48.3,3.9,3,88,2,3,28,2,1.33,4,3,+1,+0.26,+1.47,3.1,4.2,-1.1,-0.29,-0.35,Matches
321,Lucas Hernández\Lucas-Hernandez,fr FRA,DF,de Bayern Munich,25-056,1996,9,606,67,74.8,6.7,6,90,6,3,22,0,2.44,19,9,+10,+1.49,-1.16,14.3,9.3,+5.0,+0.75,+0.12,Matches
322,Ander Herrera\Ander-Herrera,es ESP,MF,fr Paris S-G,31-240,1989,7,467,67,57.7,5.2,4,84,1,3,44,2,2.14,11,5,+6,+1.16,-0.16,8.5,6.7,+1.8,+0.35,+0.12,Matches
323,Héctor Herrera\Hector-Herrera,mx MEX,MF,es Atlético Madrid,30-357,1990,5,299,60,41.5,3.3,3,87,2,2,19,1,1.60,4,8,-4,-1.20,-1.20,4.7,5.0,-0.3,-0.09,+0.03,Matches
324,Patrick Herrmann\Patrick-Herrmann,de GER,FW,de M'Gladbach,30-058,1991,4,64,16,8.9,0.7,0,,0,4,16,4,1.25,2,3,-1,-1.41,-1.96,0.8,2.7,-1.9,-2.61,-2.59,Matches
325,Marwin Hitz\Marwin-Hitz,ch SUI,GK,de Dortmund,33-205,1987,5,450,90,55.6,5.0,5,90,5,0,,3,1.40,9,10,-1,-0.20,-2.20,7.8,6.5,+1.3,+0.26,-0.71,Matches
326,Wesley Hoedt\Wesley-Hoedt,nl NED,DF,it Lazio,27-036,1994,7,483,69,67.1,5.4,5,81,4,2,39,1,1.43,9,6,+3,+0.56,+1.70,8.6,6.5,+2.1,+0.39,+1.19,Matches
327,Ron-Thorben Hoffmann\Ron-Thorben-Hoffmann,de GER,GK,de Bayern Munich,22-007,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
328,Jonas Hofmann\Jonas-Hofmann,de GER,FW,de M'Gladbach,28-271,1992,5,430,86,59.7,4.8,5,86,3,0,,0,1.00,9,8,+1,+0.21,-0.41,5.1,7.8,-2.7,-0.57,-0.79,Matches
329,José Holebas\Jose-Holebas,gr GRE,DF,gr Olympiacos,36-288,1984,5,429,86,79.4,4.8,5,86,4,0,,0,1.00,2,8,-6,-1.26,+0.36,3.4,6.7,-3.3,-0.69,+0.86,Matches
330,Danylo Honcharuk\Danylo-Honcharuk,ua UKR,FW,ua Shakhtar,18-272,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
331,Ethan Horvath\Ethan-Horvath,us USA,GK,be Club Brugge,25-306,1995,1,90,90,16.7,1.0,1,90,1,0,,5,3.00,2,1,+1,+1.00,+1.60,2.0,1.3,+0.7,+0.67,+1.09,Matches
332,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FWDF,eng Chelsea,20-155,2000,7,338,48,41.7,3.8,4,78,1,3,8,1,2.71,8,0,+8,+2.13,+0.41,6.1,3.8,+2.3,+0.63,-0.68,Matches
333,Mats Hummels\Mats-Hummels,de GER,DF,de Dortmund,32-116,1988,8,701,88,86.5,7.8,8,88,7,0,,0,1.75,14,11,+3,+0.39,-2.92,12.7,8.2,+4.5,+0.57,-0.02,Matches
334,Adrien Hunou\Adrien-Hunou,fr FRA,FWMF,fr Rennes,27-082,1994,3,89,30,16.5,1.0,1,64,0,2,13,3,0.33,0,0,0,0.00,+1.60,1.9,0.9,+0.9,+0.94,+1.80,Matches
335,Klaas-Jan Huntelaar\Klaas-Jan-Huntelaar,nl NED,FWMF,nl Ajax,37-242,1983,3,40,13,7.4,0.4,0,,0,3,13,2,0.00,0,1,-1,-2.25,-2.43,1.0,1.7,-0.6,-1.43,-1.76,Matches
336,Daniel Høegh\Daniel-Hoegh,dk DEN,DF,dk Midtjylland,30-095,1991,1,90,90,16.7,1.0,1,90,1,0,,3,1.00,1,1,0,0.00,+1.80,0.5,2.3,-1.8,-1.82,-1.05,Matches
337,Mauro Icardi\Mauro-Icardi,ar ARG,FW,fr Paris S-G,28-051,1993,2,180,90,22.2,2.0,2,90,2,0,,0,2.00,5,2,+3,+1.50,+0.36,3.7,4.3,-0.7,-0.34,-0.82,Matches
338,Oussama Idrissi\Oussama-Idrissi,ma MAR,FW,es Sevilla,25-044,1996,3,149,50,20.7,1.7,2,65,0,1,19,0,2.00,3,2,+1,+0.60,+0.76,2.2,1.8,+0.3,+0.21,+0.31,Matches
339,Odion Ighalo\Odion-Ighalo,ng NGA,DF,eng Manchester Utd,31-299,1989,1,1,1,0.2,0.0,0,,0,1,1,5,0.00,0,1,-1,-90.00,-91.00,0.0,0.7,-0.7,-61.90,-62.69,Matches
340,Vladislav Ignatyev\Vladislav-Ignatyev,ru RUS,MF,ru Loko Moscow,34-081,1987,5,390,78,72.2,4.3,4,86,3,1,45,0,0.40,3,5,-2,-0.46,+1.34,3.5,7.6,-4.1,-0.95,-0.19,Matches
341,Denys Ihnatenko\Denys-Ihnatenko,ua UKR,GK,ua Dynamo Kyiv,18-090,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
342,Ilaix\Ilaix,es ESP,MF,es Barcelona,18-082,2003,1,12,12,1.7,0.1,0,,0,1,12,0,1.00,0,0,0,0.00,-1.02,0.1,0.4,-0.3,-2.57,-3.66,Matches
343,Josip Iličić\Josip-Ilicic,si SVN,MFFW,it Atalanta,33-072,1988,6,278,46,38.6,3.1,2,73,0,4,33,2,1.33,7,5,+2,+0.65,+1.26,5.4,4.4,+1.1,+0.34,+0.55,Matches
344,Ciro Immobile\Ciro-Immobile,it ITA,FW,it Lazio,31-050,1990,5,414,83,57.5,4.6,5,83,2,0,,1,1.60,10,8,+2,+0.43,+1.02,9.3,6.7,+2.6,+0.55,+1.30,Matches
345,Nikita Iosifov\Nikita-Iosifov,ru RUS,MF,ru Loko Moscow,20-000,2001,1,15,15,2.8,0.2,0,,0,1,15,4,0.00,0,1,-1,-6.00,-5.31,0.3,0.4,-0.2,-1.02,-0.13,Matches
346,Isael\Isael,br BRA,FWMF,hu Ferencváros,32-333,1988,6,362,60,67.0,4.0,4,81,2,2,19,0,1.09,2,14,-12,-2.98,-2.98,2.7,11.1,-8.3,-2.06,-2.75,Matches
347,Gustav Isaksen\Gustav-Isaksen,dk DEN,FWMF,dk Midtjylland,19-357,2001,3,46,15,8.5,0.5,0,,0,3,15,3,0.67,0,0,0,0.00,+1.64,0.8,0.4,+0.4,+0.76,+1.87,Matches
348,Isco\Isco,es ESP,FWMF,es Real Madrid,28-355,1992,2,89,45,11.0,1.0,1,75,0,1,14,7,1.50,0,1,-1,-1.01,-2.01,1.2,0.3,+0.9,+0.88,-0.05,Matches
349,Franco Israel\Franco-Israel,uy URU,GK,it Juventus,20-354,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
350,Daniel James\Daniel-James,wal WAL,FW,eng Manchester Utd,23-152,1997,2,35,18,6.5,0.4,0,,0,2,18,4,3.00,1,1,0,0.00,-0.89,1.0,0.2,+0.8,+2.01,+1.43,Matches
351,Manjrekar James\Manjrekar-James,ca CAN,DF,dk Midtjylland,27-249,1993,1,90,90,16.7,1.0,1,90,1,0,,4,1.00,1,1,0,0.00,+1.80,0.5,2.3,-1.8,-1.82,-1.05,Matches
352,Reece James\Reece-James,eng ENG,DF,eng Chelsea,21-124,1999,6,361,60,44.6,4.0,4,87,3,2,6,3,2.67,6,0,+6,+1.50,-0.71,5.6,2.3,+3.4,+0.84,-0.32,Matches
353,Tony Jantschke\Tony-Jantschke,de GER,DF,de M'Gladbach,31-004,1990,3,57,19,7.9,0.6,1,45,0,2,6,4,1.00,1,1,0,0.00,-0.41,0.8,1.0,-0.2,-0.31,-0.06,Matches
354,Vitezslav Jaros\Vitezslav-Jaros,cz CZE,GK,eng Liverpool,19-262,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
355,Oliver Jensen\Oliver-Jensen,dk DEN,MF,dk Midtjylland,19-032,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
356,Victor Jensen\Victor-Jensen,dk DEN,MF,nl Ajax,21-062,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
357,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,eng Manchester City,24-008,1997,5,230,46,28.4,2.6,2,78,0,3,25,2,2.60,6,1,+5,+1.96,+0.09,5.1,0.8,+4.2,+1.66,+0.35,Matches
358,Curtis Jones\Curtis-Jones,eng ENG,MF,eng Liverpool,20-071,2001,5,405,81,50.0,4.5,5,81,4,0,,4,2.40,9,2,+7,+1.56,+1.11,6.7,6.0,+0.7,+0.16,-0.10,Matches
359,Frenkie de Jong\Frenkie-de-Jong,nl NED,MFDF,es Barcelona,23-334,1997,7,585,84,81.3,6.5,6,90,6,1,45,0,1.86,11,10,+1,+0.15,-4.51,14.7,10.9,+3.8,+0.58,-2.35,Matches
360,Luuk de Jong\Luuk-de-Jong,nl NED,FW,es Sevilla,30-227,1990,6,378,63,52.5,4.2,4,79,0,2,31,2,1.83,8,3,+5,+1.19,+2.51,7.4,3.6,+3.8,+0.90,+1.97,Matches
361,Joan Jordán\Joan-Jordan,es ESP,MF,es Sevilla,26-279,1994,7,404,58,56.1,4.5,4,69,0,3,42,0,1.57,4,10,-6,-1.34,-3.05,6.0,5.7,+0.3,+0.07,+0.25,Matches
362,Jorginho\Jorginho,it ITA,MF,eng Chelsea,29-112,1991,8,668,84,82.5,7.4,8,84,5,0,,0,2.50,14,2,+12,+1.62,-1.55,12.7,5.6,+7.1,+0.96,-0.39,Matches
363,Diogo Jota\Diogo-Jota,pt POR,FW,eng Liverpool,24-128,1996,8,508,64,62.7,5.6,6,75,0,2,31,0,2.00,10,5,+5,+0.89,-0.31,8.4,7.5,+0.9,+0.16,-0.13,Matches
364,Luka Jović\Luka-Jovic,rs SRB,FW,es Real Madrid,23-109,1997,1,58,58,7.2,0.6,1,58,0,0,,2,0.00,2,3,-1,-1.55,-2.51,0.2,1.1,-0.8,-1.30,-2.40,Matches
365,Juanlu\Juanlu,es ESP,DF,es Sevilla,17-239,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
366,Vinicius Júnior\Vinicius-Junior,br BRA,FW,es Real Madrid,20-273,2000,9,436,48,53.8,4.8,5,70,0,4,22,0,2.11,8,5,+3,+0.62,-0.34,9.8,4.3,+5.4,+1.12,+0.43,Matches
367,Zlatko Junuzović\Zlatko-Junuzovic,at AUT,MF,at RB Salzburg,33-197,1987,6,460,77,85.2,5.1,6,77,2,0,,0,1.00,8,12,-4,-0.78,+2.59,9.2,7.7,+1.5,+0.30,-0.98,Matches
368,Sory Kaba\Sory-Kaba,gn GUI,FW,dk Midtjylland,25-257,1995,6,457,76,84.6,5.1,6,76,0,0,,0,1.20,3,11,-8,-1.58,-0.49,4.9,9.5,-4.6,-0.90,+0.29,Matches
369,Ozan Kabak\Ozan-Kabak,tr TUR,DF,eng Liverpool,21-017,2000,3,260,87,32.1,2.9,3,87,2,0,,0,2.00,5,3,+2,+0.69,-0.45,4.8,4.5,+0.3,+0.10,-0.16,Matches
370,İrfan Kahveci\Irfan-Kahveci,tr TUR,MF,tr Başakşehir,25-270,1995,6,486,81,90.0,5.4,6,81,3,0,,0,0.50,6,17,-11,-2.04,-2.04,4.6,12.5,-7.9,-1.46,+0.53,Matches
371,Felix Kalu Nmecha\Felix-Kalu-Nmecha,eng ENG,MF,eng Manchester City,20-183,2000,1,6,6,0.7,0.1,0,,0,1,6,4,3.00,1,0,+1,+15.00,+13.21,0.1,0.0,+0.1,+1.29,-0.12,Matches
372,François Kamano\Francois-Kamano,gn GUI,MF,ru Loko Moscow,24-345,1996,4,179,45,33.1,2.0,2,75,0,2,15,2,0.50,1,1,0,0.00,+1.25,0.4,2.7,-2.2,-1.12,-0.34,Matches
373,Abdoulaye Kamara\Abdoulaye-Kamara,fr FRA,DF,fr Paris S-G,16-156,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
