Player,Nation,Pos,Squad,Comp,Born,goals_allowed,goals_allowed_per_90,SoTA,Saves,save_percentage,wins,draws,losses,clean_sheet,clean_sheet_percentage,penalties_attempted,penalties_allowed,penalties_saved,penalties_missed,penalty_save_percentage,season
Aleksandr Selikhov,ru RUS,GK,Spartak Moscow,UCL,1994,11,2.59,25,14,60.0,1.0,1.0,2.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2018
Matz Sels,be BEL,GK,Anderlecht,UCL,1992,9,3.0,14,5,42.9,0.0,0.0,3.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2018
David Soria,es ESP,GK,Sevilla,UCL,1993,2,1.0,10,8,80.0,0.0,1.0,1.0,1,50.0,0.0,0.0,0.0,0.0,,2018
Danijel Subašić,hr CRO,GK,Monaco,UCL,1984,7,2.33,11,4,54.5,0.0,1.0,2.0,0,0.0,2.0,2.0,0.0,0.0,0.0,2018
Mile Svilar,be BEL,GK,Benfica,UCL,1999,5,1.67,13,8,69.2,0.0,0.0,3.0,0,0.0,2.0,1.0,1.0,0.0,50.0,2018
Wojciech Szczęsny,pl POL,GK,Juventus,UCL,1990,0,0.0,4,4,125.0,1.0,0.0,0.0,1,100.0,1.0,1.0,0.0,0.0,0.0,2018
Marc-André ter Stegen,de GER,GK,Barcelona,UCL,1992,6,0.67,22,16,77.3,5.0,3.0,1.0,5,55.6,1.0,1.0,0.0,0.0,0.0,2018
Sven Ulreich,de GER,GK,Bayern Munich,UCL,1988,12,1.09,41,29,70.7,7.0,2.0,2.0,3,27.3,0.0,0.0,0.0,0.0,,2018
Tomáš Vaclík,cz CZE,GK,Basel,UCL,1989,10,1.25,27,17,63.0,5.0,0.0,3.0,4,50.0,0.0,0.0,0.0,0.0,,2018
Bruno Varela,pt POR,GK,Benfica,UCL,1994,4,2.0,10,6,70.0,0.0,0.0,2.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2018
Kenneth Vermeer,nl NED,GK,Feyenoord,UCL,1986,1,1.0,5,4,80.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2018
Michel Vorm,nl NED,GK,Tottenham,UCL,1983,0,0.0,1,1,100.0,1.0,0.0,0.0,1,100.0,0.0,0.0,0.0,0.0,,2018
Boy Waterman,nl NED,GK,APOEL FC,UCL,1984,6,2.4,11,5,54.5,0.0,1.0,2.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2018
Igor Akinfeev,ru RUS,GK,CSKA Moscow,UCL,1986,6,1.2,25,19,76.0,2.0,1.0,2.0,2,40.0,1.0,0.0,1.0,0.0,100.0,2019
Alisson,br BRA,GK,Liverpool,UCL,1992,12,0.92,57,46,78.9,8.0,1.0,4.0,6,46.2,0.0,0.0,0.0,0.0,,2019
Alphonse Areola,fr FRA,GK,Paris S-G,UCL,1993,6,2.0,15,10,66.7,1.0,1.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2019
Loic Badiashile,fr FRA,GK,Monaco,UCL,1998,1,1.0,5,4,80.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2019
David von Ballmoos,ch SUI,GK,Young Boys,UCL,1994,10,2.5,20,11,55.0,0.0,0.0,4.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2019
Vasilios Barkas,gr GRE,GK,AEK Athens,UCL,1994,13,2.17,38,27,71.1,0.0,0.0,6.0,0,0.0,2.0,2.0,0.0,0.0,0.0,2019
Oliver Baumann,de GER,GK,Hoffenheim,UCL,1990,14,2.33,45,31,68.9,0.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,,2019
Diego Benaglio,ch SUI,GK,Monaco,UCL,1983,10,2.22,17,8,47.1,0.0,0.0,5.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2019
Milan Borjan,ca CAN,GK,Red Star,UCL,1987,17,2.83,56,40,71.4,1.0,1.0,4.0,2,33.3,2.0,1.0,0.0,1.0,0.0,2019
Gianluigi Buffon,it ITA,GK,Paris S-G,UCL,1978,6,1.2,11,8,72.7,3.0,1.0,1.0,1,20.0,3.0,3.0,0.0,0.0,0.0,2019
Roman Bürki,ch SUI,GK,Dortmund,UCL,1990,6,0.86,23,17,73.9,3.0,1.0,3.0,4,57.1,0.0,0.0,0.0,0.0,,2019
Iker Casillas,es ESP,GK,Porto,UCL,1981,15,1.45,32,20,62.5,6.0,1.0,3.0,1,10.0,5.0,3.0,0.0,2.0,0.0,2019
Jasper Cillessen,nl NED,GK,Barcelona,UCL,1989,1,1.0,7,6,85.7,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2019
Thibaut Courtois,be BEL,GK,Real Madrid,UCL,1992,8,1.6,29,21,72.4,3.0,0.0,2.0,2,40.0,0.0,0.0,0.0,0.0,,2019
Jaume Doménech,es ESP,GK,Valencia,UCL,1990,1,1.0,5,4,80.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2019
Ederson,br BRA,GK,Manchester City,UCL,1993,12,1.2,28,19,67.9,7.0,1.0,2.0,3,30.0,3.0,3.0,0.0,0.0,0.0,2019
Ralf Fährmann,de GER,GK,Schalke 04,UCL,1988,14,2.33,27,15,55.6,2.0,1.0,3.0,2,33.3,3.0,2.0,0.0,1.0,0.0,2019
Paulo Gazzaniga,ar ARG,GK,Tottenham,UCL,1992,1,1.0,4,3,75.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2019
David de Gea,es ESP,GK,Manchester Utd,UCL,1990,9,1.0,31,23,71.0,4.0,1.0,4.0,3,33.3,0.0,0.0,0.0,0.0,,2019
Mathieu Gorgelin,fr FRA,GK,Lyon,UCL,1990,3,4.82,4,1,25.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,2019
Samir Handanović,si SVN,GK,Inter,UCL,1984,7,1.17,43,36,83.7,2.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,,2019
Marwin Hitz,ch SUI,GK,Dortmund,UCL,1987,0,0.0,0,0,,1.0,0.0,0.0,1,100.0,0.0,0.0,0.0,0.0,,2019
Ethan Horvath,us USA,GK,Club Brugge,UCL,1995,0,0.0,11,11,100.0,1.0,2.0,0.0,3,100.0,0.0,0.0,0.0,0.0,,2019
Aleš Hruška,cz CZE,GK,Viktoria Plzeň,UCL,1985,9,2.25,22,14,63.6,2.0,0.0,2.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2019
Matúš Kozáčik,sk SVK,GK,Viktoria Plzeň,UCL,1983,7,3.5,19,13,68.4,0.0,1.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2019
Georgii Kyrnats,ru RUS,GK,CSKA Moscow,UCL,1998,0,,0,0,,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,,2019
Karlo Letica,hr CRO,GK,Club Brugge,UCL,1997,5,1.67,13,8,61.5,0.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,,2019
Hugo Lloris,fr FRA,GK,Tottenham,UCL,1986,15,1.38,43,29,67.4,5.0,2.0,4.0,4,36.4,2.0,1.0,1.0,0.0,50.0,2019
Anthony Lopes,pt POR,GK,Lyon,UCL,1990,13,1.76,48,36,75.0,1.0,6.0,1.0,1,12.5,1.0,1.0,0.0,0.0,0.0,2019
Guilherme Marinato,ru RUS,GK,Loko Moscow,UCL,1985,12,2.0,32,22,68.8,1.0,0.0,5.0,1,16.7,2.0,2.0,0.0,0.0,0.0,2019
Antonio Mirante,it ITA,GK,Roma,UCL,1983,3,1.5,7,4,57.1,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2019
Fernando Muslera,uy URU,GK,Galatasaray,UCL,1986,8,1.33,23,17,69.6,1.0,1.0,4.0,2,33.3,1.0,1.0,0.0,0.0,0.0,2019
Keylor Navas,cr CRC,GK,Real Madrid,UCL,1986,2,0.67,9,7,77.8,2.0,0.0,1.0,1,33.3,0.0,0.0,0.0,0.0,,2019
Neto,br BRA,GK,Valencia,UCL,1989,5,1.0,21,19,90.5,1.0,2.0,2.0,1,20.0,3.0,3.0,0.0,0.0,0.0,2019
Manuel Neuer,de GER,GK,Bayern Munich,UCL,1986,8,1.0,29,22,75.9,4.0,3.0,1.0,4,50.0,1.0,1.0,0.0,0.0,0.0,2019
Alexander Nübel,de GER,GK,Schalke 04,UCL,1996,0,0.0,3,3,100.0,1.0,1.0,0.0,2,100.0,0.0,0.0,0.0,0.0,,2019
Jan Oblak,si SVN,GK,Atlético Madrid,UCL,1993,9,1.13,19,11,57.9,5.0,1.0,2.0,4,50.0,2.0,1.0,0.0,1.0,0.0,2019
Robin Olsen,se SWE,GK,Roma,UCL,1990,9,1.42,37,29,78.4,3.0,0.0,3.0,2,33.3,1.0,1.0,0.0,0.0,0.0,2019
André Onana,cm CMR,GK,Ajax,UCL,1996,13,1.08,50,38,76.0,6.0,4.0,2.0,4,33.3,1.0,1.0,0.0,0.0,0.0,2019
David Ospina,co COL,GK,Napoli,UCL,1988,5,0.83,21,17,76.2,2.0,3.0,1.0,2,33.3,0.0,0.0,0.0,0.0,,2019
Ilya Pomazun,ru RUS,GK,CSKA Moscow,UCL,1996,3,3.0,13,10,76.9,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2019
Andriy Pyatov,ua UKR,GK,Shakhtar,UCL,1984,16,2.67,34,20,58.8,1.0,3.0,2.0,0,0.0,2.0,2.0,0.0,0.0,0.0,2019
Sergio Romero,ar ARG,GK,Manchester Utd,UCL,1987,2,2.0,4,3,50.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2019
Danijel Subašić,hr CRO,GK,Monaco,UCL,1984,3,6.0,5,2,40.0,,,,0,,1.0,0.0,0.0,1.0,,2019
Wojciech Szczęsny,pl POL,GK,Juventus,UCL,1990,9,0.9,31,24,74.2,5.0,1.0,4.0,5,50.0,2.0,1.0,0.0,1.0,0.0,2019
Marc-André ter Stegen,de GER,GK,Barcelona,UCL,1992,9,0.82,37,28,75.7,8.0,2.0,1.0,6,54.5,0.0,0.0,0.0,0.0,,2019
Odisseas Vlachodimos,gr GRE,GK,Benfica,UCL,1994,11,1.83,36,25,69.4,2.0,1.0,3.0,1,16.7,0.0,0.0,0.0,0.0,,2019
Michel Vorm,nl NED,GK,Tottenham,UCL,1983,3,2.73,5,2,40.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2019
Marco Wölfli,ch SUI,GK,Young Boys,UCL,1982,2,1.0,10,8,80.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2019
Jeroen Zoet,nl NED,GK,PSV Eindhoven,UCL,1991,13,2.17,51,38,74.5,0.0,2.0,4.0,0,0.0,0.0,0.0,0.0,0.0,,2019
Adrián,es ESP,GK,Liverpool,UCL,1987,8,2.4,15,8,53.3,1.0,0.0,2.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2020
Alisson,br BRA,GK,Liverpool,UCL,1992,4,0.8,16,12,75.0,3.0,1.0,1.0,1,20.0,0.0,0.0,0.0,0.0,,2020
Alphonse Areola,fr FRA,GK,Real Madrid,UCL,1993,1,0.67,3,2,66.7,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2020
Kepa Arrizabalaga,es ESP,GK,Chelsea,UCL,1994,9,1.5,18,11,50.0,3.0,2.0,1.0,1,16.7,1.0,0.0,1.0,0.0,100.0,2020
Milan Borjan,ca CAN,GK,Red Star,UCL,1987,20,3.33,51,32,64.7,1.0,0.0,5.0,0,0.0,2.0,2.0,0.0,0.0,0.0,2020
Claudio Bravo,cl CHI,GK,Manchester City,UCL,1983,2,1.44,3,1,33.3,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2020
Gianluigi Buffon,it ITA,GK,Juventus,UCL,1978,0,0.0,1,1,100.0,1.0,0.0,0.0,1,100.0,0.0,0.0,0.0,0.0,,2020
Roman Bürki,ch SUI,GK,Dortmund,UCL,1990,11,1.37,36,25,69.4,4.0,1.0,3.0,2,25.0,1.0,0.0,1.0,0.0,100.0,2020
Willy Caballero,ar ARG,GK,Chelsea,UCL,1981,7,3.5,12,6,50.0,0.0,0.0,2.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2020
Leonardo César Jardim,br BRA,GK,Lille,UCL,1995,0,0.0,1,1,100.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,2020
Jasper Cillessen,nl NED,GK,Valencia,UCL,1989,11,1.83,30,20,70.0,2.0,2.0,2.0,1,16.7,3.0,2.0,0.0,1.0,0.0,2020
Carlos Coronel,br BRA,GK,RB Salzburg,UCL,1996,4,1.51,11,7,63.6,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2020
Gaëtan Coucke,be BEL,GK,Genk,UCL,1998,16,3.2,35,18,54.3,0.0,1.0,4.0,1,20.0,0.0,0.0,0.0,0.0,,2020
Thibaut Courtois,be BEL,GK,Real Madrid,UCL,1992,11,1.69,31,21,67.7,2.0,2.0,3.0,2,28.6,1.0,1.0,0.0,0.0,0.0,2020
Jaume Doménech,es ESP,GK,Valencia,UCL,1990,4,2.0,7,3,42.9,1.0,0.0,1.0,1,50.0,0.0,0.0,0.0,0.0,,2020
Ederson,br BRA,GK,Manchester City,UCL,1993,7,0.93,22,16,72.7,5.0,2.0,1.0,2,25.0,1.0,1.0,0.0,0.0,0.0,2020
Paulo Gazzaniga,ar ARG,GK,Tottenham,UCL,1992,5,1.25,22,15,77.3,3.0,0.0,1.0,2,50.0,0.0,0.0,0.0,0.0,,2020
Pierluigi Gollini,it ITA,GK,Atalanta,UCL,1995,13,1.86,31,19,61.3,3.0,1.0,3.0,2,28.6,2.0,1.0,0.0,1.0,0.0,2020
Péter Gulácsi,hu HUN,GK,RB Leipzig,UCL,1990,12,1.24,44,32,75.0,6.0,2.0,2.0,3,30.0,1.0,1.0,0.0,0.0,0.0,2020
Samir Handanović,si SVN,GK,Inter,UCL,1984,9,1.5,29,21,72.4,2.0,1.0,3.0,1,16.7,1.0,1.0,0.0,0.0,0.0,2020
Lukáš Hrádecký,fi FIN,GK,Leverkusen,UCL,1989,9,1.5,28,19,67.9,2.0,0.0,4.0,1,16.7,0.0,0.0,0.0,0.0,,2020
Mikhail Kerzhakov,ru RUS,GK,Zenit,UCL,1987,7,1.75,24,18,75.0,1.0,0.0,3.0,1,25.0,1.0,1.0,0.0,0.0,0.0,2020
Anton Kochenkov,ru RUS,GK,Loko Moscow,UCL,1987,2,2.0,4,3,75.0,0.0,0.0,1.0,0,0.0,2.0,1.0,1.0,0.0,50.0,2020
Ondřej Kolář,cz CZE,GK,Slavia Prague,UCL,1994,10,1.67,35,26,71.4,0.0,2.0,4.0,1,16.7,0.0,0.0,0.0,0.0,,2020
Dominik Livaković,hr CRO,GK,Dinamo Zagreb,UCL,1995,13,2.17,32,21,65.6,1.0,2.0,3.0,1,16.7,2.0,2.0,0.0,0.0,0.0,2020
Hugo Lloris,fr FRA,GK,Tottenham,UCL,1986,13,3.25,24,12,54.2,0.0,1.0,3.0,0,0.0,2.0,2.0,0.0,0.0,0.0,2020
Anthony Lopes,pt POR,GK,Lyon,UCL,1990,14,1.4,37,26,70.3,4.0,2.0,4.0,2,20.0,3.0,3.0,0.0,0.0,0.0,2020
Andrey Lunyov,ru RUS,GK,Zenit,UCL,1991,2,1.0,14,13,92.9,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2020
Mike Maignan,fr FRA,GK,Lille,UCL,1995,14,2.42,31,19,58.1,0.0,1.0,5.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2020
Guilherme Marinato,ru RUS,GK,Loko Moscow,UCL,1985,9,1.8,35,28,74.3,1.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,,2020
Alex Meret,it ITA,GK,Napoli,UCL,1997,4,0.67,17,15,88.2,3.0,3.0,0.0,3,50.0,2.0,2.0,0.0,0.0,0.0,2020
Simon Mignolet,be BEL,GK,Club Brugge,UCL,1988,12,2.0,24,12,50.0,0.0,3.0,3.0,1,16.7,0.0,0.0,0.0,0.0,,2020
Fernando Muslera,uy URU,GK,Galatasaray,UCL,1986,14,2.33,46,34,73.9,0.0,2.0,4.0,1,16.7,2.0,2.0,0.0,0.0,0.0,2020
Yvon Mvogo,ch SUI,GK,RB Leipzig,UCL,1994,0,0.0,2,2,100.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,2020
Keylor Navas,cr CRC,GK,Paris S-G,UCL,1986,6,0.68,28,22,78.6,6.0,1.0,2.0,5,55.6,1.0,0.0,1.0,0.0,100.0,2020
Neto,br BRA,GK,Barcelona,UCL,1989,1,1.0,7,6,85.7,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2020
Manuel Neuer,de GER,GK,Bayern Munich,UCL,1986,8,0.73,33,27,78.8,11.0,0.0,0.0,6,54.5,1.0,1.0,0.0,0.0,0.0,2020
Jan Oblak,si SVN,GK,Atlético Madrid,UCL,1993,9,0.96,30,22,70.0,5.0,1.0,3.0,4,44.4,0.0,0.0,0.0,0.0,,2020
André Onana,cm CMR,GK,Ajax,UCL,1996,6,1.0,28,24,85.7,3.0,1.0,2.0,3,50.0,3.0,2.0,0.0,1.0,0.0,2020
David Ospina,co COL,GK,Napoli,UCL,1988,4,2.0,4,1,25.0,0.0,1.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2020
Andriy Pyatov,ua UKR,GK,Shakhtar,UCL,1984,13,2.17,32,20,62.5,1.0,3.0,2.0,0,0.0,2.0,1.0,1.0,0.0,50.0,2020
Sergio Rico,es ESP,GK,Paris S-G,UCL,1993,0,0.0,3,3,100.0,2.0,0.0,0.0,2,100.0,0.0,0.0,0.0,0.0,,2020
José Sá,pt POR,GK,Olympiacos,UCL,1993,14,2.33,34,21,61.8,1.0,1.0,4.0,1,16.7,2.0,1.0,0.0,1.0,0.0,2020
Marco Sportiello,it ITA,GK,Atalanta,UCL,1992,5,2.5,13,8,61.5,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2020
Cican Stankovic,at AUT,GK,RB Salzburg,UCL,1992,9,2.68,18,9,50.0,1.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,,2020
Wojciech Szczęsny,pl POL,GK,Juventus,UCL,1990,6,0.86,21,16,76.2,5.0,1.0,1.0,2,28.6,1.0,1.0,0.0,0.0,0.0,2020
Marc-André ter Stegen,de GER,GK,Barcelona,UCL,1992,13,1.62,36,23,66.7,4.0,3.0,1.0,2,25.0,2.0,1.0,1.0,0.0,50.0,2020
Maarten Vandevoordt,be BEL,GK,Genk,UCL,2002,4,4.0,3,1,33.3,0.0,0.0,1.0,0,0.0,2.0,2.0,0.0,0.0,0.0,2020
Odisseas Vlachodimos,gr GRE,GK,Benfica,UCL,1994,11,1.83,27,18,63.0,2.0,1.0,3.0,1,16.7,1.0,1.0,0.0,0.0,0.0,2020
Kyle Walker,eng ENG,DF,Manchester City,UCL,1990,0,0.0,1,1,100.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,2020
Adrián,es ESP,GK,Liverpool,UCL,1987,0,0.0,3,3,100.0,1.0,0.0,0.0,1,100.0,0.0,0.0,0.0,0.0,,2021
Alisson,br BRA,GK,Liverpool,UCL,1992,2,0.4,15,13,86.7,4.0,0.0,1.0,4,80.0,0.0,0.0,0.0,0.0,,2021
Mikkel Andersen,dk DEN,GK,Midtjylland,UCL,1988,4,2.0,5,2,40.0,0.0,0.0,2.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2021
Kepa Arrizabalaga,es ESP,GK,Chelsea,UCL,1994,1,1.0,2,1,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2021
Yassine Bounou,ma MAR,GK,Sevilla,UCL,1991,6,1.2,20,16,80.0,2.0,2.0,1.0,2,40.0,3.0,2.0,1.0,0.0,33.3,2021
Denys Boyko,ua UKR,GK,Dynamo Kyiv,UCL,1988,2,2.0,4,2,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2021
Gianluigi Buffon,it ITA,GK,Juventus,UCL,1978,0,0.0,7,7,100.0,1.0,0.0,0.0,1,100.0,0.0,0.0,0.0,0.0,,2021
Roman Bürki,ch SUI,GK,Dortmund,UCL,1990,1,0.25,9,9,100.0,3.0,1.0,0.0,3,75.0,1.0,1.0,0.0,0.0,0.0,2021
Heorhiy Bushchan,ua UKR,GK,Dynamo Kyiv,UCL,1994,9,2.25,21,13,61.9,1.0,0.0,3.0,1,25.0,1.0,1.0,0.0,0.0,0.0,2021
Diogo Costa,pt POR,GK,Porto,UCL,1999,0,0.0,1,1,100.0,1.0,0.0,0.0,1,100.0,0.0,0.0,0.0,0.0,,2021
Thibaut Courtois,be BEL,GK,Real Madrid,UCL,1992,10,1.25,24,15,58.3,5.0,1.0,2.0,3,37.5,0.0,0.0,0.0,0.0,,2021
Dénes Dibusz,hu HUN,GK,Ferencváros,UCL,1990,17,2.83,33,20,57.6,0.0,1.0,5.0,0,0.0,3.0,3.0,0.0,0.0,0.0,2021
Ederson,br BRA,GK,Manchester City,UCL,1993,1,0.14,10,8,90.0,6.0,1.0,0.0,6,85.7,0.0,0.0,0.0,0.0,,2021
David de Gea,es ESP,GK,Manchester Utd,UCL,1990,8,1.6,20,13,60.0,3.0,0.0,2.0,1,20.0,0.0,0.0,0.0,0.0,,2021
Pierluigi Gollini,it ITA,GK,Atalanta,UCL,1995,1,0.33,6,5,83.3,2.0,0.0,1.0,2,66.7,0.0,0.0,0.0,0.0,,2021
Alfred Gomis,sn SEN,GK,Rennes,UCL,1993,7,1.75,17,12,70.6,0.0,1.0,3.0,0,0.0,2.0,2.0,0.0,0.0,0.0,2021
Yevgeni Gorodov,ru RUS,GK,Krasnodar,UCL,1985,3,1.5,12,10,83.3,0.0,1.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2021
Péter Gulácsi,hu HUN,GK,RB Leipzig,UCL,1990,16,2.0,33,21,60.6,4.0,0.0,4.0,1,12.5,4.0,3.0,1.0,0.0,25.0,2021
Mert Günok,tr TUR,GK,Başakşehir,UCL,1989,18,3.0,35,19,54.3,1.0,0.0,5.0,0,0.0,2.0,2.0,0.0,0.0,0.0,2021
Samir Handanović,si SVN,GK,Inter,UCL,1984,9,1.5,21,15,66.7,1.0,3.0,2.0,2,33.3,2.0,2.0,0.0,0.0,0.0,2021
Jesper Hansen,dk DEN,GK,Midtjylland,UCL,1985,9,2.25,30,20,70.0,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,,2021
Dean Henderson,eng ENG,GK,Manchester Utd,UCL,1997,2,2.0,3,1,33.3,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2021
Marwin Hitz,ch SUI,GK,Dortmund,UCL,1987,8,2.0,20,14,65.0,2.0,1.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2021
Ethan Horvath,us USA,GK,Club Brugge,UCL,1995,1,1.0,3,3,66.7,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2021
Caoimhín Kelleher,ie IRL,GK,Liverpool,UCL,1998,1,0.5,9,9,100.0,1.0,1.0,0.0,1,50.0,1.0,1.0,0.0,0.0,0.0,2021
Mikhail Kerzhakov,ru RUS,GK,Zenit,UCL,1987,13,2.17,26,16,61.5,0.0,1.0,5.0,0,0.0,3.0,3.0,0.0,0.0,0.0,2021
Steve Mandanda,fr FRA,GK,Marseille,UCL,1985,13,2.17,26,16,57.7,1.0,0.0,5.0,0,0.0,2.0,2.0,0.0,0.0,0.0,2021
Agustín Marchesín,ar ARG,GK,Porto,UCL,1988,7,0.95,31,24,80.6,4.0,1.0,2.0,4,57.1,2.0,1.0,0.0,1.0,0.0,2021
Guilherme Marinato,ru RUS,GK,Loko Moscow,UCL,1985,11,1.83,33,23,66.7,0.0,3.0,3.0,1,16.7,0.0,0.0,0.0,0.0,,2021
Edouard Mendy,sn SEN,GK,Chelsea,UCL,1992,1,0.14,19,18,94.7,6.0,1.0,0.0,6,85.7,0.0,0.0,0.0,0.0,,2021
Simon Mignolet,be BEL,GK,Club Brugge,UCL,1988,9,1.8,24,16,66.7,1.0,2.0,2.0,1,20.0,1.0,1.0,0.0,0.0,0.0,2021
Keylor Navas,cr CRC,GK,Paris S-G,UCL,1986,8,1.0,37,31,86.5,5.0,1.0,2.0,2,25.0,4.0,3.0,1.0,0.0,25.0,2021
Ruslan Neshcheret,ua UKR,GK,Dynamo Kyiv,UCL,2002,2,2.0,13,12,92.3,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2021
Neto,br BRA,GK,Barcelona,UCL,1989,2,0.67,3,3,66.7,3.0,0.0,0.0,2,66.7,1.0,1.0,0.0,0.0,0.0,2021
Manuel Neuer,de GER,GK,Bayern Munich,UCL,1986,5,0.83,36,31,86.1,6.0,0.0,0.0,2,33.3,0.0,0.0,0.0,0.0,,2021
Alexander Nübel,de GER,GK,Bayern Munich,UCL,1996,2,1.0,5,3,60.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2021
Jan Oblak,si SVN,GK,Atlético Madrid,UCL,1993,11,1.37,23,14,60.9,2.0,3.0,3.0,2,25.0,2.0,2.0,0.0,0.0,0.0,2021
André Onana,cm CMR,GK,Ajax,UCL,1996,7,1.17,27,22,77.8,2.0,1.0,3.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2021
Alfonso Pastor,es ESP,GK,Sevilla,UCL,2000,4,4.0,5,2,40.0,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2021
Andriy Pyatov,ua UKR,GK,Shakhtar,UCL,1984,4,4.0,5,2,40.0,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2021
Pepe Reina,es ESP,GK,Lazio,UCL,1982,12,1.71,26,17,61.5,1.0,4.0,2.0,0,0.0,2.0,2.0,0.0,0.0,0.0,2021
José Sá,pt POR,GK,Olympiacos,UCL,1993,10,1.67,31,24,77.4,1.0,0.0,5.0,1,16.7,3.0,3.0,0.0,0.0,0.0,2021
Matvei Safonov,ru RUS,GK,Krasnodar,UCL,1999,8,2.0,28,21,78.6,1.0,1.0,2.0,1,25.0,3.0,2.0,0.0,1.0,0.0,2021
Romain Salin,fr FRA,GK,Rennes,UCL,1984,4,2.0,8,4,50.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,,2021
Yann Sommer,ch SUI,GK,M'Gladbach,UCL,1988,13,1.62,35,21,62.9,2.0,2.0,4.0,2,25.0,0.0,0.0,0.0,0.0,,2021
Marco Sportiello,it ITA,GK,Atalanta,UCL,1992,11,2.2,29,20,69.0,1.0,2.0,2.0,1,20.0,2.0,2.0,0.0,0.0,0.0,2021
Cican Stankovic,at AUT,GK,RB Salzburg,UCL,1992,17,2.83,30,16,50.0,1.0,1.0,4.0,0,0.0,2.0,2.0,0.0,0.0,0.0,2021
Zack Steffen,us USA,GK,Manchester City,UCL,1995,0,0.0,2,2,100.0,1.0,0.0,0.0,1,100.0,0.0,0.0,0.0,0.0,,2021
Thomas Strakosha,al ALB,GK,Lazio,UCL,1995,1,1.0,7,6,85.7,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2021
Wojciech Szczęsny,pl POL,GK,Juventus,UCL,1990,8,1.09,26,20,76.9,5.0,0.0,2.0,2,28.6,2.0,2.0,0.0,0.0,0.0,2021
Marc-André ter Stegen,de GER,GK,Barcelona,UCL,1992,9,1.8,22,16,72.7,2.0,1.0,2.0,1,20.0,3.0,3.0,0.0,0.0,0.0,2021
